dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
0.5,0.95,0.95,1000,260432,-4.99894,0.0200053,971,3268,0,0.993479,3,2.93871,3,3.1588,7,5.30943,0.533481,-0.000911735,0.0216314,0.00129441,0.0216059,-0.00128322,0.0219783,0.00167733,0.0205994,0.000730969,0.0192139
0.5,0.95,0.95,2000,520812,-4.99702,0.0234218,969,3195,0,0.99549,3,2.86252,3,2.96294,6,5.23956,0.500638,-0.000646907,0.0277956,0.00402107,0.0288601,-0.0020238,0.0328123,0.00084805,0.0266003,0.00166083,0.0309561
0.5,0.95,0.95,3000,781234,-5.00105,0.0298872,970,3226,0,0.989949,3,2.86094,3,2.77363,6,5.04301,0.524355,-0.00373702,0.0403056,0.00380662,0.0329775,-0.00469498,0.0354638,-0.00261871,0.0358579,0.00260286,0.0359795
0.5,0.95,0.95,4000,1041248,-5.0014,0.0402897,975,3135,0,0.992472,3,3.08594,3,2.8564,7,5.25014,0.506325,0.00033293,0.0479575,0.00681822,0.0391625,-0.00559971,0.045284,-0.000120543,0.0399978,0.00442092,0.0459743
0.5,0.95,0.95,5000,1301354,-5.00282,0.0415246,971,3289,0,0.993479,3,3.00998,3,2.97909,7,5.22771,0.538345,-0.000753069,0.0450349,0.00582422,0.0469173,-0.00246738,0.0511625,0.00578344,0.0454346,0.00505891,0.0569404
0.5,0.95,0.95,6000,1561620,-5.00495,0.0436462,961,3300,0,0.988433,3,2.89482,3,2.91873,7,5.08812,0.505857,-0.00957356,0.0547345,-0.00287245,0.0537776,-0.00619218,0.0564246,0.00226339,0.0512067,0.00631617,0.0542965
0.5,0.95,0.95,7000,1821665,-5.00479,0.0471198,974,3264,0,0.993982,3,2.97809,3,2.93684,7,5.21996,0.569534,-0.00893221,0.0543739,-0.00150754,0.0630451,-0.00645803,0.0623574,0.00566188,0.0518169,0.00814382,0.0560271
0.5,0.95,0.95,8000,2081966,-5.00467,0.0465758,968,3285,0,0.985901,3,2.91342,3,2.89741,6,5.18488,0.550613,-0.0189836,0.0575032,-0.00812718,0.0627339,-0.000529127,0.064257,0.00017841,0.0565004,0.0163896,0.0537281
0.5,0.95,0.95,9002,2343276,-5.00135,0.0461413,1006,3249,1,0.0894427,3,2.9307,3,2.93121,6,5.18218,0.584435,-0.0223783,0.0637421,-0.0081769,0.0694771,-0.00378099,0.0750956,-0.00374995,0.0653256,0.0097234,0.0573677
0.5,0.95,0.95,10002,2603664,-5.00505,0.0478478,1009,3199,1,0.104881,3,2.97456,3,2.89189,6,5.24185,0.51061,-0.0245957,0.0678488,-0.0108724,0.0768418,0.000348401,0.0690585,0.00710641,0.0618394,0.00924213,0.0682864
0.5,0.95,0.95,11002,2864476,-5.0085,0.0499922,1007,3214,1,0.0948683,3,3.04516,3,2.89569,6,5.33029,0.550294,-0.0290374,0.0716912,-0.0075362,0.0766262,-0.00904731,0.072357,0.0145585,0.0707758,0.00755921,0.0664883
0.5,0.95,0.95,12002,3124857,-5.00728,0.0536812,1011,3314,1,0.114018,3,2.995,3,2.97641,6,5.38971,0.545873,-0.03264,0.0734208,-0.0186314,0.0780156,-0.000285885,0.0736698,0.0169957,0.0681341,0.00681298,0.0725827
0.5,0.95,0.95,13002,3385562,-5.00425,0.0493146,1008,3342,1,0.1,3,3.08253,3,3.11625,7,5.49008,0.478391,-0.0335888,0.0717702,-0.0221084,0.0810627,-0.00387501,0.0729399,0.0137849,0.0755839,0.00379789,0.0720737
0.5,0.95,0.95,14002,3645975,-5.00574,0.0541639,1005,3406,1,0.083666,3,2.92062,3,3.05778,6,5.37178,0.517743,-0.0454834,0.0690892,-0.0190383,0.0849015,0.000929564,0.0737689,0.00905981,0.0689437,0.0110706,0.0715386
0.5,0.95,0.95,15002,3906122,-5.00478,0.0599408,1007,3381,1,0.104881,3,2.80428,3,2.71588,6,4.85984,0.477696,-0.0452866,0.072397,-0.0129611,0.0838632,0.0130791,0.0701521,0.0179331,0.0767237,0.00752117,0.0723681
0.5,0.95,0.95,16002,4166151,-5.00156,0.0622777,1010,3516,1,0.109545,3,2.8564,3,2.85815,6,5.06261,0.533191,-0.0520167,0.0691265,0.000815567,0.0794014,0.00908605,0.0790186,0.00914229,0.0779444,0.00111111,0.0731249
0.5,0.95,0.95,17002,4426511,-5.0006,0.0639746,1004,3344,1,0.0774597,3,2.80375,3,3.04187,6,5.26156,0.523694,-0.065927,0.0755126,-0.00672588,0.0828919,0.00187445,0.071321,0.00837401,0.0796182,0.0130969,0.08061
0.5,0.95,0.95,18002,4686530,-4.99442,0.0699661,1008,3369,1,0.1,3,2.73971,3,2.80998,6,4.97212,0.545753,-0.0681446,0.0831364,-0.00905273,0.0810069,0.00557482,0.0702328,0.00932753,0.0794654,-0.00474982,0.0865953
0.5,0.95,0.95,19002,4946651,-4.99804,0.0710305,1010,3554,1,0.109545,3,2.84218,3,2.78209,6,5.03865,0.506844,-0.0783152,0.0826272,-0.00819974,0.0766655,0.00672778,0.0716371,0.0114179,0.0720857,-0.0110242,0.0872806
0.5,0.95,0.95,20002,5207105,-4.99726,0.0674358,1006,3385,1,0.0894427,3,2.74044,3,2.61419,6,4.77996,0.525896,-0.0868413,0.076792,-0.00618938,0.0751807,0.004419,0.0777004,0.00961973,0.077721,-0.0119824,0.0872382
0.5,0.95,0.95,21002,5467577,-4.99261,0.0747563,1007,3355,1,0.083666,3,2.73404,3,2.84833,6,4.97474,0.514183,-0.0837338,0.0773632,-0.0111591,0.0757298,0.000585872,0.0820606,0.0108041,0.0807992,-0.0152908,0.0849651
0.5,0.95,0.95,22002,5727722,-4.99279,0.071517,1004,3476,1,0.0774597,3,2.88496,3,2.83778,6,5.1761,0.497796,-0.0994639,0.083619,-0.0168633,0.0803768,0.0055249,0.075588,0.00527078,0.0755061,-0.0271687,0.0858391
