dForagingSD,gtime,event,choice_int_avg,choice_int_std,choice_slope_avg,choice_slope_std,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std
0.5,860.028,254225,0.000959388,0.0242936,-0.00200036,0.0223746,-4.99907,0.0228895,1043,6224,1,0.225832,3,3.09128,3,3.06415,6,5.64916
0.5,870.028,257200,0.000578424,0.0235827,-0.00156996,0.0215512,-4.99939,0.0228066,1039,6636,1,0.216795,3,3.1708,3,3.21279,6,5.85645
0.5,880.028,260185,0.0005468,0.0236775,-0.00176368,0.022441,-4.99999,0.022988,1038,7032,1,0.214476,3,3.28573,3,3.39146,6,6.17819
0.5,890.028,263134,0.00030918,0.0241386,-0.00155406,0.0219448,-5.00003,0.0228858,1038,7402,1,0.209762,3,3.39102,3,3.64404,7,6.42293
0.5,900.028,266133,6.04622e-05,0.0247168,-0.00153111,0.0221618,-4.99979,0.0230512,1037,3967,1,0.202485,2,2.28889,2,2.64197,5,4.15993
0.5,910.028,269091,3.7746e-05,0.0243511,-0.00135372,0.0225836,-4.9997,0.0232912,1035,4377,1,0.192354,2,2.55949,2,2.81141,5,4.54148
0.5,920.028,272086,3.7609e-05,0.025375,-0.00124053,0.0230048,-4.99975,0.0236674,1039,4794,1,0.212132,2,2.78191,3,2.82631,6,4.8358
0.5,930.028,275057,-0.000114501,0.0250407,-0.00117818,0.0226532,-4.99972,0.0238108,1037,5192,1,0.207364,3,2.76641,3,3.02506,6,5.18305
0.5,940.028,278005,-0.00014356,0.0256687,-0.00112414,0.0227637,-4.99971,0.0238634,1036,5574,1,0.204939,3,2.89327,3,3.20203,6,5.47449
0.5,950.028,281009,-0.000184758,0.0250147,-0.00126572,0.0228375,-4.99948,0.0242767,1037,5963,1,0.207364,3,3.05761,3,3.35261,6,5.82675
0.5,960.028,283981,-0.000451772,0.0248342,-0.00137124,0.0226668,-4.99931,0.023773,1036,6329,1,0.204939,3,3.16718,3,3.41599,6,6.04698
0.5,970.028,286951,-0.00058255,0.025166,-0.00140738,0.0226684,-4.99943,0.0234357,1036,6730,1,0.204939,3,3.29515,3,3.49914,6,6.29285
0.5,980.028,289944,-0.000620434,0.0258975,-0.00131757,0.0223856,-4.9992,0.0238643,1036,7128,1,0.204939,3,3.43773,3,3.60985,6,6.53827
0.5,990.028,292925,-0.000459114,0.0266399,-0.00133261,0.0219479,-4.99909,0.0236859,1035,7534,1,0.202485,3,3.59166,3,3.72679,7,6.7737
0.5,1000.03,295886,-0.00052004,0.0271181,-0.00109195,0.02117,-4.99943,0.0235189,1033,3920,1,0.197484,2,2.42611,2,2.44888,5,4.18151
0.5,1010.03,298854,-0.000475709,0.0273684,-0.00131432,0.0211415,-4.99962,0.0235111,1032,4302,1,0.189737,2,2.60192,2,2.67021,5,4.5204
0.5,1020.03,301792,4.74382e-05,0.0284139,-0.00134195,0.0210644,-5.00007,0.0237481,1028,4683,1,0.178885,2,2.7646,2,2.85517,5,4.80031
0.5,1030.03,304775,0.000304776,0.0286024,-0.00172803,0.0210274,-5.00026,0.0249387,1028,5059,1,0.184391,2,2.93172,3,2.88687,5,5.14888
0.5,1040.03,307709,0.000544653,0.0281743,-0.00180139,0.0212545,-5.00026,0.0244354,1028,5465,1,0.178885,3,2.87106,3,3.06562,6,5.35808
0.5,1050.03,310678,0.000790716,0.0281391,-0.00189959,0.0213221,-5.00051,0.0245253,1029,5874,1,0.192354,3,3.01993,3,3.18151,6,5.62139
0.5,1060.04,313643,0.000668632,0.0276288,-0.00186438,0.0214562,-5.00038,0.0238522,1032,6302,1,0.184391,3,3.18135,3,3.33886,6,5.94752
0.5,1070.04,316578,0.000449637,0.0274389,-0.00180076,0.0215368,-5.00038,0.0243169,1030,6652,1,0.178885,3,3.09935,3,3.33182,6,5.83789
0.5,1080.04,319573,0.000313926,0.0266563,-0.00197568,0.0218331,-5.00004,0.0247368,1034,7057,1,0.189737,3,3.18198,3,3.32851,6,5.93902
0.5,1090.05,322536,8.63366e-05,0.0270212,-0.00254732,0.0231067,-5.00006,0.0252898,1036,7432,1,0.194936,3,3.24669,3,3.37979,6,6.07289
0.5,1100.05,325509,-0.000102112,0.0272691,-0.00269234,0.0238312,-5.00008,0.0257229,1038,3903,1,0.2,2,2.22351,2,2.35627,4,3.99875
0.5,1110.05,328497,0.000409327,0.027282,-0.00315242,0.0246314,-5.00018,0.0262135,1037,4282,1,0.202485,2,2.41764,2,2.52705,5,4.20939
0.5,1120.05,331483,-0.00013851,0.0264538,-0.00308887,0.024082,-5.00006,0.025228,1038,4690,1,0.204939,2,2.62774,2,2.74827,5,4.62169
0.5,1130.05,334461,-0.000343244,0.0268683,-0.00313322,0.0239344,-5.00031,0.0249189,1038,5076,1,0.204939,2,2.84394,2,2.92164,5,4.97715
0.5,1140.05,337432,-0.000558055,0.0262258,-0.0030596,0.0240167,-4.99993,0.0250406,1034,5465,1,0.2,2,2.95042,3,2.91702,6,5.17127
0.5,1150.05,340413,-0.000913723,0.0260468,-0.00376597,0.0254407,-5.00006,0.0244551,1040,5853,1,0.214476,2,3.02357,3,3.12106,6,5.43682
0.5,1160.05,343371,-0.00121349,0.025909,-0.00350314,0.0254068,-4.99989,0.0253488,1038,6234,1,0.204939,3,2.91719,3,3.26558,6,5.65438
0.5,1170.05,346378,-0.00104275,0.0260079,-0.00341132,0.0259079,-4.99974,0.0257187,1036,6634,1,0.194936,3,3.05712,3,3.33931,6,5.89517
0.5,1180.05,349348,-0.000901563,0.0261341,-0.00328659,0.0255139,-4.99985,0.0254221,1037,7035,1,0.197484,3,3.24207,3,3.45239,6,6.19435
0.5,1190.05,352349,-0.00111003,0.0266072,-0.00281263,0.0253088,-4.99953,0.0242688,1036,7405,1,0.194936,3,3.32205,3,3.545,6,6.39257
0.5,1200.05,355317,-0.00130879,0.0268373,-0.0028149,0.0254371,-4.99959,0.0242356,1033,3907,1,0.181659,2,2.28035,2,2.37823,4,4.07505
0.5,1210.05,358261,-0.00159584,0.0268918,-0.00259426,0.0254086,-4.99973,0.0240929,1034,4271,1,0.184391,2,2.48536,2,2.60154,5,4.32562
0.5,1220.05,361250,-0.00152472,0.0272209,-0.00273993,0.0251711,-4.99952,0.023815,1031,4677,1,0.176068,2,2.65594,2,2.8162,5,4.66144
0.5,1230.05,364223,-0.00163628,0.0273248,-0.00266269,0.0249811,-4.99945,0.0237473,1031,5068,1,0.176068,2,2.84218,3,2.81336,6,4.89275
0.5,1240.05,367174,-0.00170859,0.0272613,-0.00296736,0.0250925,-4.9997,0.0243979,1032,5501,1,0.178885,3,2.79535,3,2.97926,6,5.18228
0.5,1250.05,370110,-0.00172544,0.0273003,-0.00308493,0.0253351,-4.99935,0.0249424,1034,5893,1,0.189737,3,2.97355,3,3.05696,6,5.43847
0.5,1260.05,373096,-0.00157229,0.0273482,-0.00296761,0.02509,-4.9994,0.0257696,1034,6278,1,0.189737,3,3.10677,3,3.12986,6,5.66675
0.5,1270.05,376102,-0.00159368,0.0272337,-0.00248483,0.024899,-4.99939,0.025828,1032,6708,1,0.189737,3,3.21139,3,3.29575,6,5.98005
0.5,1280.05,379070,-0.0016489,0.0274412,-0.00240445,0.0249411,-4.99981,0.0256614,1039,7098,1,0.207364,3,3.35127,3,3.40323,6,6.2112
0.5,1290.05,382017,-0.00172882,0.0280898,-0.00206242,0.024461,-4.99934,0.0249631,1041,7498,1,0.216795,3,3.42476,3,3.47045,6,6.3871
0.5,1300.05,384980,-0.00206832,0.0276516,-0.00205995,0.0243947,-4.99939,0.0250856,1038,3985,1,0.209762,2,2.33324,2,2.38516,4,4.17121
0.5,1310.05,387973,-0.00189306,0.0265624,-0.00179876,0.0239806,-4.99913,0.0245118,1042,4368,1,0.214476,2,2.57235,2,2.58689,5,4.40057
0.5,1320.05,390959,-0.00218,0.0268072,-0.00168959,0.0238368,-4.99939,0.025093,1039,4727,1,0.212132,2,2.80018,2,2.7941,5,4.76067
0.5,1330.05,393934,-0.00194154,0.0265953,-0.00165061,0.0242321,-4.99929,0.0251807,1038,5146,1,0.204939,3,2.76134,3,2.80375,6,4.97976
0.5,1340.05,396912,-0.00208954,0.0264819,-0.00162148,0.0244304,-4.99949,0.0254023,1041,5555,1,0.221359,3,2.93649,3,2.9093,6,5.2491
0.5,1350.05,399901,-0.00224691,0.0265278,-0.00171496,0.0246072,-4.99957,0.025745,1039,5977,1,0.225832,3,3.11368,3,3.05008,6,5.59339
0.5,1360.05,402896,-0.00245819,0.0266533,-0.00151263,0.0245087,-4.9992,0.0258593,1042,6371,1,0.223607,3,3.2232,3,3.20983,6,5.88541
0.5,1370.05,405887,-0.00259938,0.0279874,-0.00123339,0.0241414,-4.99921,0.0256592,1043,6726,1,0.216795,3,3.3541,3,3.35738,6,6.17317
0.5,1380.05,408858,-0.00323909,0.027358,-0.00132192,0.0239817,-4.99952,0.0257046,1039,7154,1,0.207364,3,3.41204,3,3.4116,6,6.28466
0.5,1390.05,411846,-0.00313393,0.0274571,-0.00153736,0.0246103,-4.99954,0.0254375,1039,7528,1,0.212132,3,3.57994,3,3.5609,6,6.63913
0.5,1400.05,414823,-0.00310672,0.0277828,-0.00150041,0.0250189,-4.99916,0.0249549,1037,4002,1,0.207364,2,2.43125,2,2.3736,5,4.12274
0.5,1410.05,417807,-0.00287893,0.02811,-0.00161427,0.0247824,-4.99928,0.0245065,1035,4414,1,0.202485,2,2.60384,2,2.64008,5,4.50866
0.5,1420.05,420757,-0.00236186,0.0273198,-0.00142262,0.0256599,-4.99903,0.024311,1036,4803,1,0.209762,2,2.81283,2,2.82082,5,4.84304
0.5,1430.05,423729,-0.00213425,0.0274335,-0.00125109,0.0258864,-4.99893,0.0241613,1034,5212,1,0.204939,3,2.79177,3,2.80731,6,5.07967
0.5,1440.05,426688,-0.00184513,0.0272011,-0.000924049,0.0256848,-4.99898,0.0235649,1037,5605,1,0.216795,3,2.90379,3,2.9863,6,5.35724
0.5,1450.05,429650,-0.00218245,0.0277311,-0.00094934,0.0250498,-4.99878,0.023855,1038,5982,1,0.223607,3,3.06105,3,3.08221,6,5.6237
0.5,1460.05,432627,-0.00185127,0.02755,-0.000781993,0.0250947,-4.99848,0.0239278,1039,6393,1,0.216795,3,3.24592,3,3.22661,6,5.97436
0.5,1470.05,435621,-0.00176322,0.0272379,-0.000877907,0.0247868,-4.99859,0.0243175,1041,6758,1,0.225832,3,3.39573,3,3.37298,6,6.28061
0.5,1480.05,438610,-0.00160266,0.0268673,-0.00109106,0.0247478,-4.99853,0.0243987,1039,7154,1,0.225832,3,3.43773,3,3.45471,6,6.43079
0.5,1490.05,441581,-0.00178648,0.0266471,-0.00140999,0.02551,-4.99901,0.0247425,1038,7563,1,0.214476,3,3.59054,3,3.61206,7,6.62699
0.5,1500.05,444558,-0.00189143,0.0265532,-0.00108366,0.0262672,-4.99955,0.0252836,1040,4026,1,0.228035,2,2.4994,2,2.4956,5,4.28241
0.5,1510.05,447544,-0.00156502,0.0269565,-0.000616029,0.0260544,-4.99957,0.0256213,1039,4420,1,0.212132,2,2.76225,2,2.70887,5,4.69659
0.5,1520.05,450510,-0.0017116,0.0263197,-0.000711282,0.0258525,-4.99935,0.0252202,1037,4809,1,0.202485,3,2.77651,2,2.92181,6,4.94773
0.5,1530.05,453467,-0.00126287,0.0265833,-0.000641726,0.0270997,-4.99905,0.025601,1039,5174,1,0.207364,3,2.89551,3,2.90844,6,5.24128
0.5,1540.05,456450,-0.000802219,0.0269904,-0.000561911,0.027303,-4.99883,0.0251817,1035,5593,1,0.192354,3,3.13289,3,3.10274,6,5.66498
0.5,1550.05,459441,-0.00111546,0.0261611,-0.00079157,0.0274154,-4.99886,0.0249305,1036,6030,1,0.194936,3,3.23404,3,3.27231,6,5.94971
0.5,1560.05,462420,-0.00122265,0.0265985,-0.000975707,0.0276205,-4.99902,0.025115,1039,6431,1,0.202485,3,3.32881,3,3.39397,6,6.1636
0.5,1570.05,465398,-0.000934542,0.0260707,-0.000785188,0.0274228,-4.99885,0.0256952,1040,6827,1,0.204939,3,3.45586,3,3.49314,6,6.43327
0.5,1580.05,468380,-0.00118282,0.0254482,-0.000412485,0.0277199,-4.9992,0.0257656,1036,7222,1,0.2,3,3.57953,3,3.63964,7,6.64455
0.5,1590.05,471335,-0.0011607,0.0257665,-0.00043998,0.0268619,-4.99886,0.026464,1039,7577,1,0.207364,3,3.72089,3,3.72639,7,6.85208
0.5,1600.05,474322,-0.00135028,0.0256757,-0.000761637,0.0266868,-4.9987,0.0266515,1035,3940,1,0.192354,2,2.37487,2,2.46089,5,4.15331
0.5,1610.05,477288,-0.00108951,0.0255481,-0.000921773,0.0261968,-4.99852,0.0264073,1034,4324,1,0.189737,2,2.61285,2,2.64783,5,4.50666
0.5,1620.05,480267,-0.00086178,0.025991,-0.000696622,0.0260057,-4.99858,0.0259058,1035,4695,1,0.192354,2,2.80482,2,2.81762,5,4.85304
