dForagingSD,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,choice_int,choice_slope,num_femlarva,num_malelarva,num_adults
0.5,93,11.5365,9,9,-1,-1,1,-1,0,1,3,1,0,2,0,1,-1,-4.94612,0.0266136,-0.118661,1,2,1
0.5,94,11.6818,15,15,-1,-1,1,-1,0,0,3,1,1,2,0,1,-1,-4.91444,0.0186041,0.00867049,1,1,1
0.5,95,11.6999,1,1,-1,-1,1,-1,1,1,3,0,1,3,0,1,-1,-5.02015,0.098107,-0.00571052,1,1,1
0.5,96,11.9408,0,0,-1,-1,1,-1,1,1,3,0,1,3,0,1,-1,-4.81748,0.0819844,0.0284363,0,2,1
0.5,97,11.9726,8,8,-1,-1,1,-1,0,0,3,1,1,2,0,1,-1,-5.05536,-0.0249195,0.0340398,0,2,1
0.5,98,12.0914,24,24,-1,-1,1,-1,1,0,4,3,0,1,0,1,-1,-4.97336,0.123336,-0.0452988,0,0,1
0.5,99,13.1549,5,5,-1,-1,1,-1,1,1,4,2,0,2,0,1,-1,-4.98111,0.0492701,-0.0432472,0,0,1
0.5,100,13.3673,7,7,-1,-1,1,-1,1,0,4,2,1,2,0,1,-1,-4.9301,-0.0179966,0.0340398,0,0,1
0.5,101,13.3813,3,3,-1,-1,1,-1,1,1,4,2,0,2,0,1,-1,-5.06193,0.004106,-0.0844276,0,1,1
0.5,102,13.5672,16,16,-1,-1,1,-1,0,0,4,3,1,1,0,1,-1,-4.78315,-0.0172881,-0.055587,1,0,1
0.5,103,13.5997,11,11,-1,-1,1,-1,0,0,4,3,0,1,0,1,-1,-5.08048,-0.065687,-0.0127983,0,1,1
0.5,104,13.7805,6,6,-1,-1,1,-1,1,0,4,2,2,2,0,1,-1,-4.95884,0.0400825,0.089392,0,0,1
0.5,105,13.8825,17,17,-1,-1,1,-1,0,0,4,3,1,1,0,1,-1,-5.09224,-0.033357,-0.0880163,1,0,1
0.5,106,13.9629,13,13,-1,-1,1,-1,1,1,4,2,2,2,0,1,-1,-5,-0.163591,0.0202015,0,0,1
0.5,107,14.0832,21,21,-1,-1,1,-1,1,0,4,1,1,3,0,1,-1,-4.99899,-0.0636564,0.0654322,1,2,1
0.5,108,14.1951,22,22,-1,-1,1,-1,0,1,4,2,1,2,0,1,-1,-4.97135,0,-0.0222648,2,0,1
0.5,109,14.2349,14,14,-1,-1,1,-1,0,0,4,2,1,2,0,1,-1,-4.88271,-0.0251456,0.16185,0,2,1
0.5,110,14.5223,10,10,-1,-1,1,-1,0,1,4,2,0,2,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,2,1
0.5,111,14.5365,9,9,-1,-1,1,-1,1,0,4,1,1,3,0,1,-1,-4.94612,0.0266136,-0.118661,1,0,1
0.5,112,14.5961,18,18,-1,-1,1,-1,0,1,4,2,1,2,0,1,-1,-4.83626,0,-0.0341123,0,1,1
0.5,113,14.6999,1,1,-1,-1,1,-1,1,0,4,1,1,3,0,1,-1,-5.02015,0.098107,-0.00571052,1,1,1
0.5,114,14.7183,19,19,-1,-1,1,-1,0,1,4,2,2,2,0,1,-1,-4.96258,0.0106202,-0.000921581,0,1,1
0.5,115,14.9408,0,0,-1,-1,1,-1,1,1,4,1,1,3,0,1,-1,-4.81748,0.0819844,0.0284363,0,1,1
0.5,116,15.1282,4,4,-1,-1,1,-1,0,1,4,1,1,3,0,1,-1,-4.94262,0.1163,0.0626405,2,1,1
0.5,117,15.2345,20,20,-1,-1,1,-1,0,1,4,1,1,3,0,1,-1,-4.9379,0.098107,-0.0318681,2,1,1
0.5,118,15.2792,23,23,-1,-1,1,-1,0,0,4,1,1,3,0,1,-1,-4.79867,0.11782,-0.0716834,2,1,1
0.5,119,15.6818,15,15,-1,-1,1,-1,0,1,4,1,1,3,0,1,-1,-4.91444,0.0186041,0.00867049,2,1,1
0.5,120,15.9726,8,8,-1,-1,1,-1,0,0,4,1,1,3,0,1,-1,-5.05536,-0.0249195,0.0340398,0,3,1
0.5,121,16.0914,24,24,-1,-1,1,-1,0,0,5,4,0,1,0,1,-1,-4.97336,0.123336,-0.0452988,1,0,1
0.5,122,16.1549,5,5,-1,-1,1,-1,1,0,5,3,0,2,0,1,-1,-4.98111,0.0492701,-0.0432472,0,0,1
0.5,123,16.3813,3,3,-1,-1,1,-1,1,1,5,3,0,2,0,1,-1,-5.06193,0.004106,-0.0844276,0,0,1
0.5,124,16.9629,13,13,-1,-1,1,-1,1,0,5,3,2,2,0,1,-1,-5,-0.163591,0.0202015,0,0,1
0.5,125,17.1951,22,22,-1,-1,1,-1,1,1,5,2,2,3,0,1,-1,-4.97135,0,-0.0222648,1,0,1
0.5,126,17.3673,7,7,-1,-1,1,-1,0,1,5,3,1,2,0,1,-1,-4.9301,-0.0179966,0.0340398,1,0,1
0.5,127,17.5223,10,10,-1,-1,1,-1,1,0,5,2,0,3,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,2,1
0.5,128,17.5672,16,16,-1,-1,1,-1,0,1,5,3,2,2,0,1,-1,-4.78315,-0.0172881,-0.055587,1,1,1
0.5,129,17.5961,18,18,-1,-1,1,-1,1,0,5,2,1,3,0,1,-1,-4.83626,0,-0.0341123,0,0,1
0.5,130,17.5997,11,11,-1,-1,1,-1,0,1,5,3,0,2,0,1,-1,-5.08048,-0.065687,-0.0127983,1,1,1
0.5,131,17.7183,19,19,-1,-1,1,-1,1,1,5,2,2,3,0,1,-1,-4.96258,0.0106202,-0.000921581,0,1,1
0.5,132,17.7805,6,6,-1,-1,1,-1,0,0,5,3,2,2,0,1,-1,-4.95884,0.0400825,0.089392,0,1,1
0.5,133,17.8825,17,17,-1,-1,1,-1,0,1,5,3,2,2,0,1,-1,-5.09224,-0.033357,-0.0880163,1,1,1
0.5,134,17.9408,0,0,-1,-1,1,-1,1,1,5,2,1,3,0,1,-1,-4.81748,0.0819844,0.0284363,0,1,1
0.5,135,18.0832,21,21,-1,-1,1,-1,0,1,5,2,1,3,0,1,-1,-4.99899,-0.0636564,0.0654322,2,2,1
0.5,136,18.1282,4,4,-1,-1,1,-1,1,0,5,1,2,4,0,1,-1,-4.94262,0.1163,0.0626405,2,1,1
0.5,137,18.2345,20,20,-1,-1,1,-1,1,1,5,1,2,4,0,1,-1,-4.9379,0.098107,-0.0318681,1,1,1
0.5,138,18.2349,14,14,-1,-1,1,-1,0,1,5,2,1,3,0,1,-1,-4.88271,-0.0251456,0.16185,0,3,1
0.5,139,18.5365,9,9,-1,-1,1,-1,0,1,5,2,1,3,0,1,-1,-4.94612,0.0266136,-0.118661,2,0,1
0.5,140,18.6818,15,15,-1,-1,1,-1,1,0,5,1,2,4,0,1,-1,-4.91444,0.0186041,0.00867049,2,0,1
0.5,141,18.6999,1,1,-1,-1,1,-1,0,0,5,2,1,3,0,1,-1,-5.02015,0.098107,-0.00571052,2,1,1
0.5,142,19.2792,23,23,-1,-1,1,-1,0,0,5,1,2,4,0,1,-1,-4.79867,0.11782,-0.0716834,2,2,1
0.5,143,19.3813,3,3,-1,-1,1,-1,1,1,6,4,0,2,0,1,-1,-5.06193,0.004106,-0.0844276,0,0,1
0.5,144,19.9726,8,8,-1,-1,1,-1,0,1,5,1,1,4,0,1,-1,-5.05536,-0.0249195,0.0340398,0,4,1
0.5,145,20.0914,24,24,-1,-1,1,-1,0,1,6,4,1,2,0,1,-1,-4.97336,0.123336,-0.0452988,1,1,1
0.5,146,20.1549,5,5,-1,-1,1,-1,0,0,6,4,0,2,0,1,-1,-4.98111,0.0492701,-0.0432472,1,0,1
0.5,147,20.1951,22,22,-1,-1,1,-1,1,0,6,3,2,3,0,1,-1,-4.97135,0,-0.0222648,0,0,1
0.5,148,20.3673,7,7,-1,-1,1,-1,1,0,6,3,2,3,0,1,-1,-4.9301,-0.0179966,0.0340398,0,0,1
0.5,149,20.5672,16,16,-1,-1,1,-1,1,1,6,3,2,3,0,1,-1,-4.78315,-0.0172881,-0.055587,1,0,1
0.5,150,20.5997,11,11,-1,-1,1,-1,1,0,6,3,1,3,0,1,-1,-5.08048,-0.065687,-0.0127983,0,1,1
0.5,151,20.7183,19,19,-1,-1,1,-1,1,1,6,3,2,3,0,1,-1,-4.96258,0.0106202,-0.000921581,0,0,1
0.5,152,20.8825,17,17,-1,-1,1,-1,1,1,6,3,2,3,0,1,-1,-5.09224,-0.033357,-0.0880163,1,1,1
0.5,153,20.9408,0,0,-1,-1,1,-1,1,0,6,3,1,3,0,1,-1,-4.81748,0.0819844,0.0284363,0,0,1
0.5,154,20.9629,13,13,-1,-1,1,-1,0,0,6,4,2,2,0,1,-1,-5,-0.163591,0.0202015,0,1,1
0.5,155,21.0832,21,21,-1,-1,1,-1,1,0,6,2,2,4,0,1,-1,-4.99899,-0.0636564,0.0654322,2,2,1
0.5,156,21.2345,20,20,-1,-1,1,-1,1,0,6,2,2,4,0,1,-1,-4.9379,0.098107,-0.0318681,1,1,1
0.5,157,21.2349,14,14,-1,-1,1,-1,1,0,6,2,1,4,0,1,-1,-4.88271,-0.0251456,0.16185,0,3,1
0.5,158,21.5223,10,10,-1,-1,1,-1,0,1,6,3,0,3,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,3,1
0.5,159,21.5365,9,9,-1,-1,1,-1,1,0,6,2,2,4,0,1,-1,-4.94612,0.0266136,-0.118661,1,0,1
0.5,160,21.5961,18,18,-1,-1,1,-1,0,1,6,3,1,3,0,1,-1,-4.83626,0,-0.0341123,1,0,1
0.5,161,21.7805,6,6,-1,-1,1,-1,0,0,6,3,2,3,0,1,-1,-4.95884,0.0400825,0.089392,0,2,1
0.5,162,22.1282,4,4,-1,-1,1,-1,0,0,6,2,2,4,0,1,-1,-4.94262,0.1163,0.0626405,2,2,1
0.5,163,22.3813,3,3,-1,-1,1,-1,1,1,7,5,0,2,0,1,-1,-5.06193,0.004106,-0.0844276,0,0,1
0.5,164,22.6818,15,15,-1,-1,1,-1,0,0,6,2,2,4,0,1,-1,-4.91444,0.0186041,0.00867049,3,0,1
0.5,165,22.6999,1,1,-1,-1,1,-1,0,1,6,2,2,4,0,1,-1,-5.02015,0.098107,-0.00571052,2,2,1
0.5,166,22.9726,8,8,-1,-1,1,-1,1,1,6,1,1,5,0,1,-1,-5.05536,-0.0249195,0.0340398,0,4,1
0.5,167,23.0914,24,24,-1,-1,1,-1,1,0,7,4,1,3,0,1,-1,-4.97336,0.123336,-0.0452988,1,0,1
0.5,168,23.2792,23,23,-1,-1,1,-1,0,0,6,1,2,5,0,1,-1,-4.79867,0.11782,-0.0716834,2,3,1
0.5,169,23.5672,16,16,-1,-1,1,-1,1,0,7,4,2,3,0,1,-1,-4.78315,-0.0172881,-0.055587,0,0,1
0.5,170,23.7183,19,19,-1,-1,1,-1,1,0,7,4,2,3,0,1,-1,-4.96258,0.0106202,-0.000921581,0,0,1
0.5,171,23.8825,17,17,-1,-1,1,-1,1,1,7,4,2,3,0,1,-1,-5.09224,-0.033357,-0.0880163,1,0,1
0.5,172,24.1549,5,5,-1,-1,1,-1,0,1,7,4,1,3,0,1,-1,-4.98111,0.0492701,-0.0432472,1,1,1
0.5,173,24.1951,22,22,-1,-1,1,-1,0,0,7,4,2,3,0,1,-1,-4.97135,0,-0.0222648,1,0,1
0.5,174,24.3673,7,7,-1,-1,1,-1,0,1,7,4,2,3,0,1,-1,-4.9301,-0.0179966,0.0340398,1,0,1
0.5,175,24.5223,10,10,-1,-1,1,-1,1,1,7,3,0,4,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,2,1
0.5,176,24.5961,18,18,-1,-1,1,-1,1,0,7,3,2,4,0,1,-1,-4.83626,0,-0.0341123,0,0,1
0.5,177,24.5997,11,11,-1,-1,1,-1,0,0,7,4,1,3,0,1,-1,-5.08048,-0.065687,-0.0127983,0,2,1
0.5,178,24.6999,1,1,-1,-1,1,-1,1,1,7,2,2,5,0,0,24.6999,-5.02015,0.098107,-0.00571052,2,2,0
0.5,179,24.9408,0,0,-1,-1,1,-1,0,1,7,4,1,3,0,1,-1,-4.81748,0.0819844,0.0284363,0,1,1
0.5,180,24.9629,13,13,-1,-1,1,-1,0,0,7,4,2,3,0,1,-1,-5,-0.163591,0.0202015,0,2,1
0.5,181,25.0832,21,21,-1,-1,1,-1,0,1,7,3,2,4,0,1,-1,-4.99899,-0.0636564,0.0654322,2,3,1
0.5,182,25.2345,20,20,-1,-1,1,-1,0,0,7,3,2,4,0,1,-1,-4.9379,0.098107,-0.0318681,1,2,1
0.5,183,25.2349,14,14,-1,-1,1,-1,0,0,7,3,1,4,0,1,-1,-4.88271,-0.0251456,0.16185,1,3,1
0.5,184,25.3813,3,3,-1,-1,1,-1,1,0,8,6,0,2,0,1,-1,-5.06193,0.004106,-0.0844276,0,0,1
0.5,185,25.5365,9,9,-1,-1,1,-1,0,1,7,3,2,4,0,1,-1,-4.94612,0.0266136,-0.118661,2,0,1
0.5,186,25.7805,6,6,-1,-1,1,-1,0,0,7,3,2,4,0,1,-1,-4.95884,0.0400825,0.089392,0,3,1
0.5,187,25.9726,8,8,-1,-1,1,-1,1,0,7,2,1,5,0,1,-1,-5.05536,-0.0249195,0.0340398,0,3,1
0.5,188,26.1282,4,4,-1,-1,1,-1,0,1,7,2,2,5,0,1,-1,-4.94262,0.1163,0.0626405,2,3,1
0.5,189,26.6818,15,15,-1,-1,1,-1,0,0,7,2,3,5,0,1,-1,-4.91444,0.0186041,0.00867049,4,0,1
0.5,190,26.8825,17,17,-1,-1,1,-1,1,1,8,5,2,3,0,1,-1,-5.09224,-0.033357,-0.0880163,0,0,1
0.5,191,27.0914,24,24,-1,-1,1,-1,0,0,8,5,1,3,0,1,-1,-4.97336,0.123336,-0.0452988,1,1,1
0.5,192,27.1549,5,5,-1,-1,1,-1,1,1,8,4,1,4,0,1,-1,-4.98111,0.0492701,-0.0432472,1,1,1
0.5,193,27.2349,14,14,-1,-1,1,-1,0,0,8,3,2,5,0,0,27.2349,-4.88271,-0.0251456,0.16185,1,3,0
0.5,194,27.2792,23,23,-1,-1,1,-1,0,0,7,1,2,6,0,1,-1,-4.79867,0.11782,-0.0716834,2,4,1
0.5,195,27.3673,7,7,-1,-1,1,-1,1,0,8,4,3,4,0,1,-1,-4.9301,-0.0179966,0.0340398,0,0,1
0.5,196,27.5223,10,10,-1,-1,1,-1,1,0,8,4,0,4,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,1,1
0.5,197,27.5672,16,16,-1,-1,1,-1,0,1,8,5,2,3,0,1,-1,-4.78315,-0.0172881,-0.055587,0,1,1
0.5,198,27.7183,19,19,-1,-1,1,-1,0,1,8,5,2,3,0,1,-1,-4.96258,0.0106202,-0.000921581,1,0,1
0.5,199,27.9408,0,0,-1,-1,1,-1,1,1,8,4,1,4,0,1,-1,-4.81748,0.0819844,0.0284363,0,0,1
0.5,200,28.0832,21,21,-1,-1,1,-1,1,1,8,3,2,5,0,1,-1,-4.99899,-0.0636564,0.0654322,2,3,1
0.5,201,28.1951,22,22,-1,-1,1,-1,0,1,8,4,3,4,0,1,-1,-4.97135,0,-0.0222648,1,1,1
0.5,202,28.5365,9,9,-1,-1,1,-1,1,0,8,3,3,5,0,1,-1,-4.94612,0.0266136,-0.118661,2,0,1
0.5,203,28.5961,18,18,-1,-1,1,-1,0,0,8,4,2,4,0,1,-1,-4.83626,0,-0.0341123,0,1,1
0.5,204,28.5997,11,11,-1,-1,1,-1,0,0,8,4,1,4,0,1,-1,-5.08048,-0.065687,-0.0127983,1,2,1
0.5,205,28.9629,13,13,-1,-1,1,-1,0,0,8,4,2,4,0,1,-1,-5,-0.163591,0.0202015,1,2,1
0.5,206,29.1282,4,4,-1,-1,1,-1,1,1,8,2,2,6,0,1,-1,-4.94262,0.1163,0.0626405,1,3,1
0.5,207,29.1549,5,5,-1,-1,1,-1,1,1,9,5,1,4,0,0,29.1549,-4.98111,0.0492701,-0.0432472,1,1,0
0.5,208,29.2345,20,20,-1,-1,1,-1,0,0,8,3,2,5,0,1,-1,-4.9379,0.098107,-0.0318681,1,3,1
0.5,209,29.3813,3,3,-1,-1,1,-1,0,1,9,7,0,2,0,1,-1,-5.06193,0.004106,-0.0844276,1,0,1
0.5,210,29.7805,6,6,-1,-1,1,-1,0,0,8,3,2,5,0,1,-1,-4.95884,0.0400825,0.089392,1,3,1
0.5,211,29.8825,17,17,-1,-1,1,-1,1,1,9,6,2,3,0,1,-1,-5.09224,-0.033357,-0.0880163,0,0,1
0.5,212,29.9726,8,8,-1,-1,1,-1,0,0,8,3,1,5,0,1,-1,-5.05536,-0.0249195,0.0340398,1,3,1
0.5,213,30.5672,16,16,-1,-1,1,-1,1,0,9,5,2,4,0,1,-1,-4.78315,-0.0172881,-0.055587,0,0,1
0.5,214,30.6818,15,15,-1,-1,1,-1,0,1,8,2,4,6,0,1,-1,-4.91444,0.0186041,0.00867049,4,1,1
0.5,215,30.7183,19,19,-1,-1,1,-1,1,0,9,5,3,4,0,1,-1,-4.96258,0.0106202,-0.000921581,0,0,1
0.5,216,30.9408,0,0,-1,-1,1,-1,1,1,9,5,1,4,0,1,-1,-4.81748,0.0819844,0.0284363,0,0,1
0.5,217,31.0832,21,21,-1,-1,1,-1,1,0,9,4,2,5,0,1,-1,-4.99899,-0.0636564,0.0654322,2,3,1
0.5,218,31.0914,24,24,-1,-1,1,-1,0,0,9,5,1,4,0,1,-1,-4.97336,0.123336,-0.0452988,2,1,1
0.5,219,31.1951,22,22,-1,-1,1,-1,1,0,9,4,3,5,0,1,-1,-4.97135,0,-0.0222648,1,0,1
0.5,220,31.2792,23,23,-1,-1,1,-1,0,0,8,1,2,7,0,1,-1,-4.79867,0.11782,-0.0716834,3,4,1
0.5,221,31.3673,7,7,-1,-1,1,-1,0,0,9,5,3,4,0,1,-1,-4.9301,-0.0179966,0.0340398,1,0,1
0.5,222,31.5223,10,10,-1,-1,1,-1,0,1,9,5,0,4,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,2,1
0.5,223,32.1282,4,4,-1,-1,1,-1,1,0,9,3,2,6,0,1,-1,-4.94262,0.1163,0.0626405,1,3,1
0.5,224,32.3813,3,3,-1,-1,1,-1,1,1,10,7,1,3,0,1,-1,-5.06193,0.004106,-0.0844276,0,0,1
0.5,225,32.5365,9,9,-1,-1,1,-1,0,1,9,4,3,5,0,1,-1,-4.94612,0.0266136,-0.118661,3,0,1
0.5,226,32.5961,18,18,-1,-1,1,-1,0,0,9,4,2,5,0,1,-1,-4.83626,0,-0.0341123,0,2,1
0.5,227,32.5997,11,11,-1,-1,1,-1,0,0,9,4,2,5,0,1,-1,-5.08048,-0.065687,-0.0127983,2,2,1
0.5,228,32.8825,17,17,-1,-1,1,-1,1,0,10,7,2,3,0,1,-1,-5.09224,-0.033357,-0.0880163,0,0,1
0.5,229,32.9629,13,13,-1,-1,1,-1,0,0,9,4,3,5,0,1,-1,-5,-0.163591,0.0202015,1,3,1
0.5,230,33.2345,20,20,-1,-1,1,-1,0,1,9,3,2,6,0,1,-1,-4.9379,0.098107,-0.0318681,2,3,1
0.5,231,33.6818,15,15,-1,-1,1,-1,1,1,9,2,4,7,0,1,-1,-4.91444,0.0186041,0.00867049,3,1,1
0.5,232,33.7805,6,6,-1,-1,1,-1,0,1,9,3,3,6,0,1,-1,-4.95884,0.0400825,0.089392,1,4,1
0.5,233,33.9408,0,0,-1,-1,1,-1,1,0,10,6,1,4,0,1,-1,-4.81748,0.0819844,0.0284363,0,0,1
0.5,234,33.9726,8,8,-1,-1,1,-1,0,0,9,3,2,6,0,1,-1,-5.05536,-0.0249195,0.0340398,2,3,1
0.5,235,34.5223,10,10,-1,-1,1,-1,1,1,10,5,0,5,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,1,1
0.5,236,34.5672,16,16,-1,-1,1,-1,0,1,10,6,2,4,0,1,-1,-4.78315,-0.0172881,-0.055587,1,0,1
0.5,237,34.7183,19,19,-1,-1,1,-1,0,1,10,6,3,4,0,1,-1,-4.96258,0.0106202,-0.000921581,0,1,1
0.5,238,35.0832,21,21,-1,-1,1,-1,0,0,10,5,2,5,0,1,-1,-4.99899,-0.0636564,0.0654322,2,4,1
0.5,239,35.0914,24,24,-1,-1,1,-1,0,0,10,5,2,5,0,1,-1,-4.97336,0.123336,-0.0452988,3,1,1
0.5,240,35.1951,22,22,-1,-1,1,-1,0,0,10,5,3,5,0,1,-1,-4.97135,0,-0.0222648,1,1,1
0.5,241,35.2792,23,23,-1,-1,1,-1,0,1,9,1,3,8,0,1,-1,-4.79867,0.11782,-0.0716834,3,5,1
0.5,242,35.3673,7,7,-1,-1,1,-1,0,1,10,5,4,5,0,1,-1,-4.9301,-0.0179966,0.0340398,2,0,1
0.5,243,35.3813,3,3,-1,-1,1,-1,1,0,11,8,1,3,0,1,-1,-5.06193,0.004106,-0.0844276,0,0,1
0.5,244,35.5365,9,9,-1,-1,1,-1,1,1,10,4,4,6,0,1,-1,-4.94612,0.0266136,-0.118661,2,0,1
0.5,245,36.1282,4,4,-1,-1,1,-1,0,1,10,4,2,6,0,1,-1,-4.94262,0.1163,0.0626405,1,4,1
0.5,246,36.2345,20,20,-1,-1,1,-1,1,0,10,3,3,7,0,1,-1,-4.9379,0.098107,-0.0318681,1,3,1
0.5,247,36.5961,18,18,-1,-1,1,-1,0,0,10,4,2,6,0,1,-1,-4.83626,0,-0.0341123,0,3,1
0.5,248,36.5997,11,11,-1,-1,1,-1,0,1,10,4,3,6,0,1,-1,-5.08048,-0.065687,-0.0127983,3,2,1
0.5,249,36.6818,15,15,-1,-1,1,-1,1,0,10,3,4,7,0,1,-1,-4.91444,0.0186041,0.00867049,2,1,1
0.5,250,36.7183,19,19,-1,-1,1,-1,1,1,11,6,3,5,0,0,36.7183,-4.96258,0.0106202,-0.000921581,0,1,0
0.5,251,36.7805,6,6,-1,-1,1,-1,1,0,10,3,3,7,0,1,-1,-4.95884,0.0400825,0.089392,1,3,1
0.5,252,36.8825,17,17,-1,-1,1,-1,0,0,11,8,2,3,0,1,-1,-5.09224,-0.033357,-0.0880163,0,1,1
0.5,253,36.9629,13,13,-1,-1,1,-1,0,1,10,4,3,6,0,1,-1,-5,-0.163591,0.0202015,2,3,1
0.5,254,37.5223,10,10,-1,-1,1,-1,1,1,11,6,0,5,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,1,1
0.5,255,37.5672,16,16,-1,-1,1,-1,1,0,11,6,3,5,0,1,-1,-4.78315,-0.0172881,-0.055587,1,0,1
0.5,256,37.9408,0,0,-1,-1,1,-1,0,0,11,7,1,4,0,1,-1,-4.81748,0.0819844,0.0284363,1,0,1
0.5,257,37.9726,8,8,-1,-1,1,-1,0,0,10,3,3,7,0,1,-1,-5.05536,-0.0249195,0.0340398,3,3,1
0.5,258,38.2792,23,23,-1,-1,1,-1,1,1,10,1,3,9,0,1,-1,-4.79867,0.11782,-0.0716834,3,5,1
0.5,259,38.3673,7,7,-1,-1,1,-1,1,0,11,5,5,6,0,1,-1,-4.9301,-0.0179966,0.0340398,2,0,1
0.5,260,38.5365,9,9,-1,-1,1,-1,1,1,11,5,4,6,0,1,-1,-4.94612,0.0266136,-0.118661,2,0,1
0.5,261,39.0832,21,21,-1,-1,1,-1,0,0,11,5,2,6,0,1,-1,-4.99899,-0.0636564,0.0654322,2,5,1
0.5,262,39.0914,24,24,-1,-1,1,-1,0,0,11,5,3,6,0,1,-1,-4.97336,0.123336,-0.0452988,4,1,1
0.5,263,39.1282,4,4,-1,-1,1,-1,1,0,11,4,2,7,0,1,-1,-4.94262,0.1163,0.0626405,1,4,1
0.5,264,39.1951,22,22,-1,-1,1,-1,0,1,11,5,3,6,0,1,-1,-4.97135,0,-0.0222648,1,2,1
0.5,265,39.3813,3,3,-1,-1,1,-1,0,0,12,9,1,3,0,1,-1,-5.06193,0.004106,-0.0844276,1,0,1
0.5,266,39.5997,11,11,-1,-1,1,-1,1,1,11,4,4,7,0,1,-1,-5.08048,-0.065687,-0.0127983,2,2,1
0.5,267,39.9629,13,13,-1,-1,1,-1,1,0,11,4,4,7,0,1,-1,-5,-0.163591,0.0202015,2,2,1
0.5,268,40.2345,20,20,-1,-1,1,-1,0,0,11,4,3,7,0,1,-1,-4.9379,0.098107,-0.0318681,2,3,1
0.5,269,40.5223,10,10,-1,-1,1,-1,1,1,12,7,0,5,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,0,1
0.5,270,40.5961,18,18,-1,-1,1,-1,0,0,11,4,2,7,0,1,-1,-4.83626,0,-0.0341123,1,3,1
0.5,271,40.6818,15,15,-1,-1,1,-1,0,0,11,4,4,7,0,1,-1,-4.91444,0.0186041,0.00867049,3,1,1
0.5,272,40.7805,6,6,-1,-1,1,-1,0,0,11,4,3,7,0,1,-1,-4.95884,0.0400825,0.089392,1,4,1
0.5,273,40.8825,17,17,-1,-1,1,-1,0,1,12,8,2,4,0,1,-1,-5.09224,-0.033357,-0.0880163,1,1,1
0.5,274,41.2792,23,23,-1,-1,1,-1,1,1,11,2,3,9,0,1,-1,-4.79867,0.11782,-0.0716834,3,4,1
0.5,275,41.5365,9,9,-1,-1,1,-1,1,1,12,6,4,6,0,1,-1,-4.94612,0.0266136,-0.118661,0,0,1
0.5,276,41.5672,16,16,-1,-1,1,-1,0,0,12,7,3,5,0,1,-1,-4.78315,-0.0172881,-0.055587,1,1,1
0.5,277,41.9408,0,0,-1,-1,1,-1,0,1,12,7,2,5,0,1,-1,-4.81748,0.0819844,0.0284363,1,1,1
0.5,278,41.9726,8,8,-1,-1,1,-1,0,0,11,3,4,8,0,1,-1,-5.05536,-0.0249195,0.0340398,4,3,1
0.5,279,42.1951,22,22,-1,-1,1,-1,1,1,12,5,3,7,0,1,-1,-4.97135,0,-0.0222648,1,1,1
0.5,280,42.3673,7,7,-1,-1,1,-1,0,0,12,6,5,6,0,1,-1,-4.9301,-0.0179966,0.0340398,3,0,1
0.5,281,42.5997,11,11,-1,-1,1,-1,1,1,12,5,4,7,0,1,-1,-5.08048,-0.065687,-0.0127983,1,2,1
0.5,282,43.0832,21,21,-1,-1,1,-1,0,0,12,5,2,7,0,1,-1,-4.99899,-0.0636564,0.0654322,2,6,1
0.5,283,43.0914,24,24,-1,-1,1,-1,0,0,12,5,4,7,0,1,-1,-4.97336,0.123336,-0.0452988,4,2,1
0.5,284,43.1282,4,4,-1,-1,1,-1,0,0,12,5,2,7,0,1,-1,-4.94262,0.1163,0.0626405,2,4,1
0.5,285,43.3813,3,3,-1,-1,1,-1,0,1,13,9,2,4,0,1,-1,-5.06193,0.004106,-0.0844276,1,1,1
0.5,286,43.5223,10,10,-1,-1,1,-1,1,0,13,8,0,5,0,1,-1,-5.0804,-0.0950704,-0.0307929,0,0,1
0.5,287,43.8825,17,17,-1,-1,1,-1,1,1,13,8,3,5,0,1,-1,-5.09224,-0.033357,-0.0880163,1,1,1
0.5,288,43.9629,13,13,-1,-1,1,-1,0,0,12,5,4,7,0,1,-1,-5,-0.163591,0.0202015,2,3,1
0.5,289,44.2345,20,20,-1,-1,1,-1,0,0,12,4,4,8,0,1,-1,-4.9379,0.098107,-0.0318681,2,4,1
0.5,290,44.2792,23,23,-1,-1,1,-1,1,0,12,3,3,9,0,1,-1,-4.79867,0.11782,-0.0716834,3,4,1
0.5,291,44.5365,9,9,-1,-1,1,-1,1,0,13,7,4,6,0,1,-1,-4.94612,0.0266136,-0.118661,0,0,1
0.5,292,44.5961,18,18,-1,-1,1,-1,0,1,12,4,3,8,0,1,-1,-4.83626,0,-0.0341123,2,3,1
0.5,293,44.6818,15,15,-1,-1,1,-1,0,0,12,4,5,8,0,1,-1,-4.91444,0.0186041,0.00867049,3,2,1
