dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
80,0.9,0.9,0,0.0250071,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.83605,0,1,1,-0.0399535,0.0357749,-0.00401759,0.0940669,-0.236923
80,0.9,0.9,1,0.0811591,8,8,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.20834,0,1,1,0.0857576,-0.0113121,0.0599902,-0.039539,-0.10037
80,0.9,0.9,2,0.0841554,9,9,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.07324,0,1,1,-0.192807,0.107362,0.0667594,-0.100445,0.0346458
80,0.9,0.9,3,0.116446,2,2,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.85096,0,1,1,0.243818,-0.0436806,0.0892949,0.115611,-0.116324
80,0.9,0.9,4,0.157671,12,12,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99198,1,0,1,-0.0246203,0.0405637,0.25807,0.0317147,0.0264224
80,0.9,0.9,5,0.184889,10,10,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.86486,1,0,1,-0.158994,0.165021,-0.110357,0.0610557,-0.141071
80,0.9,0.9,6,0.208307,16,16,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.98382,0,1,1,0.132545,-0.0989686,0.000946562,0.0926943,-0.127872
80,0.9,0.9,7,0.214045,21,21,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.03904,1,0,1,0.0636145,-0.146995,-0.0194664,0.0786485,-0.10037
80,0.9,0.9,8,0.243549,0,0,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.0125,1,0,1,0.0165101,0.0101751,0.0172641,0.0920318,0.0781013
80,0.9,0.9,9,0.27457,5,5,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99111,0,1,1,-0.121773,0.0198748,0.114225,-0.00856766,0.0697755
80,0.9,0.9,10,0.276767,13,13,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.84837,1,0,1,-0.0474679,0.0385413,-0.148577,0.123727,-0.000361028
80,0.9,0.9,11,0.37563,11,11,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.90904,0,1,1,0.126478,0.0845476,0.252434,-0.0804753,-0.0234031
80,0.9,0.9,12,0.382337,3,3,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.7828,1,0,1,-0.181055,-0.140848,-0.0640363,-0.110959,-0.287203
80,0.9,0.9,13,0.42424,7,7,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.08892,1,0,1,0.143203,-0.103003,-0.00644531,0.0212961,-0.0740065
80,0.9,0.9,14,0.426211,20,20,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.00792,1,0,1,0.0969849,0.0602582,0.135966,0.0459473,0.0264224
80,0.9,0.9,15,0.559234,14,14,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.88435,0,1,1,-0.181055,-0.156705,-0.0640363,0.141794,-0.10037
80,0.9,0.9,16,0.607262,23,23,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99382,0,1,1,-0.0735499,0.0577824,0.170453,0.00188112,-0.156312
80,0.9,0.9,17,0.747012,18,18,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.85096,0,1,1,-0.038677,-0.000265555,-0.0306654,-0.044492,-0.0418978
80,0.9,0.9,18,0.749363,6,6,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.97354,1,0,1,-0.119611,0.0840877,-0.148577,-0.0690434,-0.0534751
80,0.9,0.9,19,0.755554,17,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.87866,0,1,1,0.0523107,0.0735139,-0.0194664,-0.0199922,0.139886
80,0.9,0.9,20,0.826349,22,22,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.04966,1,0,1,0.132545,-0.0741196,-0.0205643,0.0926943,0.104397
80,0.9,0.9,21,0.86068,15,15,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.93976,1,0,1,-0.0735499,0.175408,-0.232805,-0.144767,-0.0689115
80,0.9,0.9,22,0.874494,4,4,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.95691,1,0,1,0.123375,-0.143871,-0.0863062,-0.0577407,0.113272
80,0.9,0.9,23,0.900041,19,19,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.07324,1,0,1,0.122744,-0.179058,0.0667594,0.000928676,0.00951568
80,0.9,0.9,24,0.92915,1,1,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.91884,0,1,1,-0.170937,0.175196,-0.00810428,-0.106434,0.151851
80,0.9,0.9,25,2.24355,0,0,-1,-1,1,-1,1,1,1,0,1,1,0,0,2.24355,-5.0125,1,0,0,0.0165101,0.0101751,0.0172641,0.0920318,0.0781013
80,0.9,0.9,26,2.86068,15,15,-1,-1,1,-1,1,1,1,0,1,1,0,0,2.86068,-4.93976,1,0,0,-0.0735499,0.175408,-0.232805,-0.144767,-0.0689115
80,0.9,0.9,27,4.02501,24,24,-1,-1,1,-1,0,0,1,0,0,1,0,1,-1,-4.83605,0,2,1,-0.0399535,0.0357749,-0.00401759,0.0940669,-0.236923
