dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,0.9,0.9,11002,2942589,-5.00509,0.0782826,1006,8552,1,0.0894427,1,1.34425,1,1.43108,2,2.34627,0.508926,0.00185997,0.0735623,-0.0043297,0.0533385,-0.00764232,0.0757206,0.0021534,0.082105,-0.0190558,0.0777538
80,0.9,0.9,12002,3209902,-4.99751,0.0881538,1009,8647,1,0.104881,1,1.46799,1,1.38852,2,2.44602,0.608555,0.00398596,0.0817602,-0.00676362,0.0646122,0.000337876,0.0838347,0.00189461,0.0814144,-0.0285168,0.0796336
80,0.9,0.9,13002,3477274,-4.99649,0.0828189,1011,8428,1,0.114018,1,1.50433,1,1.51789,2,2.62507,0.563391,0.0123123,0.0869685,-0.00223705,0.0691718,-0.00957641,0.0866946,0.000455696,0.0764546,-0.0407096,0.0838679
80,0.9,0.9,14002,3745011,-4.9927,0.0885221,1007,8572,1,0.0948683,1,1.52086,1,1.45534,2,2.54971,0.579615,0.0141404,0.0877952,-0.00743244,0.065855,-0.0226427,0.0954008,-0.00697814,0.0806798,-0.048831,0.10227
80,0.9,0.9,15002,4012683,-5.00922,0.0890863,1009,8383,1,0.104881,1,1.60219,1,1.54434,2,2.73167,0.583911,0.0220042,0.0938172,-0.00361933,0.0763703,-0.0317502,0.100586,0.000617781,0.097503,-0.0450478,0.110114
80,0.9,0.9,16002,4279701,-5.01266,0.0817118,1011,8443,1,0.122474,1,1.50732,1,1.44291,2,2.51595,0.500648,0.032177,0.104945,-0.0095078,0.0732762,-0.0233667,0.0972568,-0.00508514,0.0970949,-0.0307398,0.107198
80,0.9,0.9,17002,4547057,-5.01825,0.0934467,1007,8524,1,0.0948683,1,1.5906,1,1.57035,2,2.68998,0.515039,0.0366631,0.116938,-0.00729328,0.0800203,-0.0276201,0.104638,0.00121242,0.0983667,-0.0386835,0.0986898
80,0.9,0.9,18002,4814377,-5.01643,0.097929,1010,8485,1,0.109545,1,1.51394,1,1.51921,2,2.64537,0.491736,0.0345036,0.10984,-0.0107972,0.0808473,-0.0281251,0.115441,0.000488223,0.109656,-0.00918425,0.113591
80,0.9,0.9,19002,5081698,-5.01763,0.0970709,1015,8491,1,0.144914,1,1.48694,1,1.60406,2,2.69518,0.553902,0.0296556,0.111008,-0.0194042,0.0814127,-0.0356762,0.11395,-0.000156608,0.107853,-0.000259145,0.116607
80,0.9,0.9,20002,5348560,-5.01722,0.1022,1007,8378,1,0.0948683,1,1.51493,1,1.48694,2,2.56515,0.543302,0.0188677,0.107269,-0.0142019,0.0821974,-0.0293142,0.108625,-0.00265813,0.101915,0.0037298,0.11416
80,0.9,0.9,21002,5615595,-5.03175,0.105237,1006,8459,1,0.0894427,1,1.4128,1,1.58777,2,2.56885,0.554113,-8.33557e-05,0.0896263,-0.00552815,0.0936636,-0.0229921,0.107839,-0.0100599,0.0920411,0.00250559,0.114258
80,0.9,0.9,22002,5882858,-5.04416,0.111105,1014,8605,1,0.134164,1,1.54305,1,1.55242,2,2.6857,0.514739,0.00303346,0.102065,-0.00605994,0.110847,-0.024236,0.0977825,-0.00881725,0.0874324,-0.0192815,0.115966
80,0.9,0.9,23002,6150275,-5.04314,0.111774,1009,8530,1,0.104881,1,1.50033,1,1.58367,2,2.65387,0.579134,0.00685986,0.101383,0.00203395,0.113915,-0.024113,0.104378,-0.0133307,0.0870948,-0.040812,0.128659
80,0.9,0.9,24002,6417556,-5.04105,0.116705,1006,8615,1,0.0774597,1,1.53883,1,1.52872,2,2.63534,0.528635,0.018256,0.100826,-0.0091795,0.104679,-0.0259895,0.0979589,-0.00309956,0.0883434,-0.0286762,0.143004
80,0.9,0.9,25002,6684876,-5.02972,0.121578,1010,8589,1,0.109545,1,1.57702,1,1.50233,2,2.64462,0.566384,0.016098,0.10566,-0.00732609,0.105604,-0.0301827,0.111153,-0.00349596,0.0865884,-0.0329174,0.144077
80,0.9,0.9,26002,6952429,-5.03825,0.129501,1011,8504,1,0.114018,1,1.42759,1,1.65076,2,2.65801,0.524913,0.0179024,0.104842,-0.00783002,0.111096,-0.0133557,0.112413,-0.0120547,0.0846841,-0.0253191,0.138774
80,0.9,0.9,27002,7220025,-5.00491,0.113559,1011,8310,1,0.114018,1,1.61895,1,1.61152,2,2.81069,0.527371,0.0177219,0.115118,-0.00869033,0.115222,0.0133675,0.122143,-0.0193379,0.091777,-0.0145453,0.138951
80,0.9,0.9,28002,7487416,-4.99648,0.101312,1010,8521,1,0.109545,1,1.54919,1,1.37986,2,2.51396,0.562467,0.0109272,0.113877,-0.0169183,0.113042,0.0110292,0.115529,-0.0228136,0.0947215,-0.00811479,0.137521
80,0.9,0.9,29002,7755168,-4.98551,0.0960248,1010,8530,1,0.1,1,1.74585,1,1.57987,2,2.87158,0.551565,0.0179247,0.1179,-0.0088103,0.11643,0.0105619,0.113718,-0.0175801,0.100549,-0.0122621,0.138383
