dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,0.9,0.9,1000,267342,-5.00018,0.0220977,956,8488,0,0.992975,1,1.52348,1,1.48762,2,2.54047,0.516442,-0.000652362,0.0234704,-0.0010273,0.0260016,0.00208537,0.0245078,0.00110269,0.0298448,0.00157713,0.0243296
80,0.9,0.9,2000,534341,-4.99943,0.0297981,959,8357,0,0.989444,1,1.42267,1,1.37623,2,2.33281,0.621755,0.00356148,0.0360274,-0.00265961,0.0339488,0.00210023,0.0363377,-0.00153151,0.0301085,-0.00190436,0.035746
80,0.9,0.9,3000,801795,-5.00557,0.0395502,957,8423,0,0.990454,1,1.43283,1,1.47479,2,2.42858,0.631958,0.00450677,0.0404705,-0.00610456,0.0402924,0.00463717,0.0413706,-0.00156369,0.0333641,0.0031779,0.0457545
80,0.9,0.9,4000,1069420,-4.99883,0.0480215,944,8507,0,0.975705,1,1.54855,1,1.46595,2,2.5669,0.573534,0.00291651,0.0453635,-0.00412143,0.0444597,0.00157761,0.0475389,0.000971209,0.0455137,0.00370358,0.0457613
80,0.9,0.9,5000,1336637,-4.9882,0.061041,951,8495,0,0.984378,1,1.52905,1,1.42408,2,2.56437,0.561253,-0.00154236,0.0521048,-0.00426146,0.0526985,0.00805662,0.0551243,-0.00236394,0.0527597,0.00208895,0.0530126
80,0.9,0.9,6000,1603797,-4.99616,0.0613538,936,8395,0,0.974679,1,1.51129,1,1.51162,2,2.57857,0.509767,-0.00115083,0.0549482,-0.00923378,0.053402,0.00427898,0.0536836,0.000719357,0.0583801,-0.00262526,0.0577891
80,0.9,0.9,7000,1871835,-4.99299,0.0666717,963,8473,0,0.992472,1,1.37586,1,1.32929,2,2.31517,0.511978,0.000628743,0.057656,-0.00407735,0.0579681,0.00589189,0.063277,0.00412071,0.0667118,-0.00694198,0.067461
80,0.9,0.9,8000,2139218,-4.99037,0.069374,945,8472,0,0.979285,1,1.498,1,1.47343,2,2.52606,0.561427,0.00493418,0.0607419,-0.00623366,0.0571227,0.00160628,0.070528,0.00256874,0.0721676,-0.0116145,0.0787155
80,0.9,0.9,9002,2407619,-4.99286,0.0767661,1013,8611,1,0.130384,1,1.55371,1,1.41598,2,2.4954,0.574386,0.0014622,0.0677517,0.00106846,0.0611052,-0.00501808,0.076243,-0.000926108,0.0744627,-0.00810526,0.0790929
80,0.9,0.9,10002,2675307,-4.99565,0.0859085,1010,8596,1,0.109545,1,1.37514,1,1.44361,2,2.41723,0.547301,0.00429059,0.068456,-0.00173263,0.0587348,-0.00945183,0.0767579,-0.00153693,0.0787587,-0.011343,0.0820719
