dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
0.5,0.9,0.9,1000.01,257198,-4.99947,0.024141,876,1485,0,0.937017,2,1.86789,2,1.93856,4,3.14468,0.514567,-0.000594196,0.0183924,0.00225466,0.0247399,-0.00101039,0.0236656,0.00108943,0.0230947,0.000322731,0.0225301
0.5,0.9,0.9,2000.03,519350,-4.99708,0.0317366,944,1484,0,0.974679,2,1.75357,2,1.9,4,3.04319,0.522033,-0.00259344,0.0301473,0.00103495,0.0290617,-0.00281894,0.03657,-0.00248085,0.0270724,-0.00109654,0.0250434
0.5,0.9,0.9,3000.03,781486,-4.99845,0.0388897,942,1502,0,0.973653,1,2.00549,2,1.78213,4,2.97052,0.4857,0.00198907,0.0396062,0.00140365,0.0385845,-0.000235195,0.0402979,-0.00223407,0.0311416,-0.00119288,0.0340848
0.5,0.9,0.9,4000.03,1043157,-5.0009,0.043744,945,1628,0,0.978264,2,1.83467,2,1.86494,4,3.05614,0.516244,-0.00354542,0.0421872,0.00730895,0.0498567,0.00345042,0.0434726,-0.00247818,0.0394575,-0.00184394,0.0393924
0.5,0.9,0.9,5000.04,1304796,-4.99579,0.0533983,947,1482,0,0.976217,2,1.86789,1,2.03814,4,3.00749,0.543086,-0.00914322,0.0463795,0.00917814,0.0509333,0.00493134,0.0461354,-0.00782367,0.0417539,-0.000591734,0.0444806
0.5,0.9,0.9,6000.04,1565792,-4.99525,0.0536554,935,1510,0,0.970052,2,1.79694,2,1.79388,4,2.97943,0.541781,-0.0164297,0.0492187,0.00426961,0.0549197,0.00913619,0.0540091,-0.0153916,0.0487234,0.00576432,0.0480865
0.5,0.9,0.9,7000.04,1827374,-5.00118,0.0550769,942,1494,0,0.971597,2,1.82757,2,1.90105,4,3.05778,0.55334,-0.0161328,0.0544466,-0.00303983,0.055283,0.00735346,0.0639333,-0.0233534,0.0558823,0.00717133,0.049512
0.5,0.9,0.9,8000.04,2090860,-5.00701,0.0589039,950,1529,0,0.978775,2,1.86199,1,1.98545,4,2.94398,0.480345,-0.0260412,0.0556929,-0.00025138,0.0609167,0.0113299,0.0564533,-0.0194879,0.0610137,0.0124782,0.058885
0.5,0.9,0.9,9000.04,2353528,-5.00755,0.064644,946,1574,0,0.974679,1,2.02386,1,2.0347,3,3.08642,0.513291,-0.0359253,0.0583469,-0.00281222,0.0641834,0.0171017,0.0586534,-0.021623,0.0657493,0.0156909,0.0645726
0.5,0.9,0.9,10000,2617021,-5.00684,0.0660973,923,1500,0,0.962808,1,1.99073,2,1.8759,4,2.98931,0.551646,-0.0386378,0.061823,-0.00888205,0.0644531,0.0131589,0.0725722,-0.0240824,0.069749,0.0202962,0.0700432
0.5,0.9,0.9,11000,2880708,-5.01548,0.0740037,952,1553,0,0.977753,2,1.82839,2,1.82729,4,3.01993,0.504229,-0.046022,0.0678945,-0.0188879,0.0766891,0.0165476,0.0809108,-0.0310458,0.0735137,0.0237496,0.0730659
0.5,0.9,0.9,12000,3144303,-5.01429,0.0757071,922,1563,0,0.965401,1,1.96825,1,2.01594,3,3.07506,0.513936,-0.04745,0.0708548,-0.0187057,0.0843451,0.0177236,0.0814507,-0.0175813,0.0701412,0.0239469,0.0729399
0.5,0.9,0.9,13000,3408837,-5.01527,0.0849207,918,1566,0,0.964365,1,1.91651,1,1.9652,3,2.93956,0.548892,-0.0519053,0.0680053,-0.0240141,0.0913283,0.0198553,0.0808946,-0.0216097,0.0737157,0.0262593,0.0812141
0.5,0.9,0.9,14000,3672938,-5.01953,0.0859658,943,1510,0,0.973139,1,1.97459,1,1.93778,3,3.00899,0.542146,-0.0586166,0.0708027,-0.0274313,0.0936385,0.0157922,0.084495,-0.0158489,0.0826688,0.0295572,0.0875897
0.5,0.9,0.9,15000,3936508,-5.01026,0.0913843,942,1589,0,0.972625,1,1.97434,1,1.90709,3,2.93377,0.528929,-0.0620712,0.0725791,-0.0158642,0.0879538,0.0315218,0.0850258,-0.0131254,0.0901651,0.0380012,0.0843865
0.5,0.9,0.9,16000,4199788,-5.01459,0.0886183,954,1546,0,0.982853,1,2.004,1,2.01395,3,3.11994,0.531291,-0.0725348,0.0699211,-0.0156492,0.108184,0.0206968,0.0840633,-0.0139851,0.0909155,0.0498882,0.0997001
0.5,0.9,0.9,17000,4464081,-5.00072,0.104297,950,1591,0,0.982853,1,1.89605,1,1.91807,3,2.92506,0.536766,-0.0754309,0.077158,-0.00312342,0.105627,0.0328488,0.0788894,-0.0145059,0.0918569,0.0352835,0.0990841
0.5,0.9,0.9,18000,4728469,-4.99342,0.10365,931,1571,0,0.967988,1,1.92406,1,1.81769,3,2.83866,0.553891,-0.0925432,0.0769,-0.00847757,0.110966,0.0336609,0.0845991,-0.0254278,0.0934224,0.036081,0.0984364
0.5,0.9,0.9,19000,4992938,-4.98674,0.105347,945,1609,0,0.979285,1,1.90053,1,1.90971,3,2.92797,0.545462,-0.0903998,0.0748349,-0.0265061,0.124819,0.0316423,0.0965823,-0.0261509,0.0912498,0.0325372,0.102291
0.5,0.9,0.9,20000,5257369,-4.98449,0.108925,941,1659,0,0.971082,1,1.91729,1,1.88414,3,2.94041,0.568806,-0.102703,0.0826209,-0.0365155,0.128029,0.0221246,0.0947224,-0.0301437,0.0968173,0.035019,0.0869299
0.5,0.9,0.9,21000,5522015,-4.98654,0.121163,924,1645,0,0.962289,1,1.92717,1,2.02139,3,3.02324,0.523039,-0.112172,0.0825442,-0.0477722,0.129195,0.00311196,0.106988,-0.0268258,0.0974696,0.0380563,0.0931711
0.5,0.9,0.9,22000,5786989,-4.98482,0.124506,935,1630,0,0.96902,1,1.91546,1,1.76125,3,2.79374,0.56033,-0.118543,0.0799866,-0.0303513,0.126948,0.00901427,0.105661,-0.0239234,0.095134,0.0331561,0.0995457
0.5,0.9,0.9,23000,6051920,-4.99905,0.121452,938,1633,0,0.971597,1,1.90132,1,1.83221,3,2.83549,0.545148,-0.125704,0.0721704,-0.0422883,0.122312,0.00190014,0.104417,-0.0245747,0.106847,0.0288782,0.0896709
0.5,0.9,0.9,24000,6315914,-4.97843,0.130598,943,1612,0,0.974166,1,1.95832,1,1.8727,3,2.90172,0.542641,-0.126623,0.0741298,-0.0635144,0.131783,-0.0133174,0.109006,-0.0253098,0.100551,0.0356014,0.0910934
0.5,0.9,0.9,25000,6580860,-4.96807,0.138869,948,1659,0,0.974679,1,1.90447,1,1.92588,3,2.94958,0.588007,-0.139785,0.0803895,-0.0739032,0.13988,-0.0219562,0.112419,-0.0114632,0.0998069,0.0346986,0.0912182
0.5,0.9,0.9,26000,6845790,-4.98612,0.144059,953,1700,0,0.984378,1,1.83712,1,1.89737,3,2.87767,0.532597,-0.160655,0.0821739,-0.0866846,0.146088,-0.0217845,0.113373,-0.00651366,0.105598,0.0324081,0.0949527
0.5,0.9,0.9,27000,7111036,-4.9923,0.136825,936,1587,0,0.971597,1,1.82181,1,1.78522,3,2.70961,0.542923,-0.177046,0.0805833,-0.0950422,0.146749,-0.0341586,0.109207,-0.0122467,0.109828,0.0410279,0.100091
0.5,0.9,0.9,28000,7376545,-4.99852,0.141997,933,1702,0,0.966954,1,1.78438,1,1.75955,3,2.63932,0.570593,-0.185332,0.0792056,-0.117481,0.148117,-0.0480053,0.111994,-0.00936633,0.106728,0.0425822,0.0927111
0.5,0.9,0.9,29000,7641697,-4.97614,0.159461,936,1664,0,0.971597,1,1.70235,1,1.69971,3,2.5894,0.552654,-0.196091,0.0863023,-0.118234,0.14659,-0.0430892,0.121352,0.000299457,0.113451,0.0342397,0.0939392
