dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
0.5,0.9,0.9,0,0.0402361,8,8,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.15625,0,1,1,-0.345095,-0.0505302,-0.00263315,0.0128769,0.0847046
0.5,0.9,0.9,1,0.0858332,1,1,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.13132,1,0,1,-0.545477,0.0306952,0.0565051,-0.000239018,0.0939824
0.5,0.9,0.9,2,0.141506,17,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.97478,1,0,1,-0.225367,0.0163741,-0.151089,0.106425,0.0868346
0.5,0.9,0.9,3,0.150241,20,20,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.04863,0,1,1,-0.26271,0.116353,-0.122112,-0.0201216,0.0503351
0.5,0.9,0.9,4,0.17558,15,15,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.94444,1,0,1,-0.397163,-0.138655,-0.00263315,-0.210665,0.0539208
0.5,0.9,0.9,5,0.191291,3,3,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.38935,1,0,1,-0.126043,0.116958,0.0645298,-0.0626645,0.0400928
0.5,0.9,0.9,6,0.275251,6,6,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99189,0,1,1,-0.391658,-0.026052,0.0649718,-0.0397613,0.0625119
0.5,0.9,0.9,7,0.308245,2,2,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.99,0,1,1,-0.276561,0.00806598,0.00617927,-0.0452857,0.102267
0.5,0.9,0.9,8,0.473352,4,4,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.06545,1,0,1,-0.172544,-0.0985617,-0.0455186,-0.0601218,0.0886623
0.5,0.9,0.9,9,0.495341,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.20737,0,1,1,-0.348179,0.0709065,-0.0413206,0.0191575,0.0411542
