dBroodingTime,dForagingTime,dDeathTime,gtime,pertime_foraging,num_foraging,num_choices,nest_id,dispersal,beta0,beta1,beta2,beta3,beta4,beta5
12,20,12,1248,0.645161,12,23,1766,-5,0,0,0,0,0
12,20,12,1872,0.652985,35,66,1705,-5,0,0,0,0,0
12,20,12,3276,0.625,1,2,3971,-5.01506,0,0,-0.0261039,0,0
12,20,12,4108.02,0.892857,5,6,4584,-5,0,0,0.0350499,0,0
12,20,12,4992.02,0.595703,61,130,3684,-5,0,0,-0.0464801,0.0203856,0
12,20,12,5616,0.612009,53,109,4482,-4.95623,0,0,0,0,0
12,20,12,9204.02,0.52439,43,108,7916,-5,0,0,0,0,0.0127468
12,20,12,9568.02,0.294118,1,5,9668,-5.08639,0,0,0.0256038,0,0
12,20,12,13052,0.581395,20,44,12394,-5,-0.14593,-0.0125731,-0.0518819,0,0.113799
12,20,12,14560,0.526316,14,35,13921,-5.02295,0.024143,0,0.0212258,0,0.0480296
12,20,12,14976,0.425532,4,13,14616,-4.96652,0,0.0286652,0,0,-0.0247789
12,20,12,15652,0.625,2,4,15411,-5.07287,-0.0406708,0,-0.0554196,0.00974697,0.00340645
12,20,12,17524,0.675676,20,36,16624,-5,0,0,0,0.00814414,-0.0447377
12,20,12,19812,0.692771,46,80,18107,-5.06897,-0.0361144,-0.139856,-0.0589448,-0.00501496,0
12,20,12,20956,0.625,11,22,20142,-5,-0.0355303,0.0261447,0.0440948,0,0.014787
12,20,12,25064,0.669492,79,144,22162,-5.04946,-0.0852816,-0.0387841,-0.0589448,-0.0957434,0.0594528
12,20,12,27456,0.684647,99,175,23917,-4.98315,0.00823306,-0.0844911,0,0.0564556,0
12,20,12,27612,0.631579,36,71,25732,-5.06405,0.0515741,-0.0658445,0.0134676,0,-0.138487
12,20,12,27664,0.55,11,26,26445,-5,-0.0327777,-0.0300681,0.0376959,0.0801457,0.00915436
12,20,12,29692,0.613208,39,80,27492,-5.02344,0,-0.0490979,-0.0833483,0.0313768,0.00513488
12,20,12,31148,0.571429,4,9,29915,-5,-0.0572309,-0.030033,-0.105172,-0.0319158,-0.0619454
12,20,12,33384,0.769231,8,12,31928,-4.93408,-0.0527641,-0.0829966,-0.101684,0.00731732,-0.0289752
12,20,12,34112,0.721649,14,23,32402,-5.07092,0,-0.147031,0.029855,0,0.0429211
12,20,12,34268,0.795455,49,70,31774,-5.06405,-0.192894,-0.0459639,0.00646914,-0.160371,0.0269135
12,20,12,34632,0.597015,24,51,32495,-5,-0.111278,0,0.108169,0.163558,0.171371
12,20,12,38792,0.625,23,46,36444,-5.02276,-0.0522281,-0.180825,0.0449536,0.126018,0.0173548
12,20,12,44980,0.730897,44,71,41788,-5.19738,-0.0604612,-0.0752225,0.0911858,0,0.0170391
12,20,12,45448,0.574713,30,67,42326,-5.11788,0,0.0373158,-0.0290897,0.127531,-0.0355208
12,20,12,46020,0.730337,26,42,43143,-5,-0.00763963,-0.105603,0.0651364,0.139688,0.070093
12,20,12,46956,0.625,6,12,44491,-5.06563,0.0165159,-0.171244,0.144467,0.092679,-0.00858205
12,20,12,58500,0.671378,38,69,54183,-4.88697,-0.138836,-0.0656415,-0.0621371,0,0.225696
12,20,12,60164,0.718085,81,134,54658,-5,0.0945842,-0.385318,-0.11789,0.117355,0.023
12,20,12,60580,0.625,11,22,56916,-5.07891,0.092836,-0.175909,-0.0872003,0.0037384,0.152158
