event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,choice_int,choice_slope,num_femlarva,num_malelarva,num_adults
1604,91.2564,6,437,342,125,1,259,0,0,1,1,79.3959,1,-1,-5,0,0,1,0,123
1605,91.2734,6,28,6,-1,1,37,0,0,6,10,20.407,1,-1,-5,0,0,1,1,123
1606,91.276,1,568,335,166,1,328,0,0,0,0,86.3975,1,-1,-5,0,-0.00224007,4,3,70
1607,91.2774,6,127,28,37,1,44,0,1,2,4,48.5847,1,-1,-5,0,0,1,2,123
1608,91.2838,6,457,232,162,1,328,1,1,0,0,79.4087,0,91.2838,-5,0,-0.00177792,1,2,122
1609,91.2892,6,229,188,37,1,205,1,0,0,2,63.8891,1,-1,-5,0,0,1,1,122
1610,91.3144,7,485,199,205,1,31,0,1,1,1,82.5096,1,-1,-5,0,0,4,6,48
1611,91.3216,0,623,251,246,1,366,0,1,0,0,86.8677,1,-1,-5,0,0,0,2,23
1612,91.3284,6,69,28,37,1,31,0,1,5,8,38.4035,1,-1,-5,0,0,1,2,122
1613,91.336,6,534,316,106,1,269,1,0,1,1,83.096,1,-1,-5,0,0,0,2,123
1614,91.3427,6,413,236,66,1,112,1,0,0,0,76.8128,1,-1,-5,0,0,0,1,123
1615,91.3496,2,14,2,-1,1,16,1,0,4,10,8.22663,1,-1,-5,0,0,11,8,20
1616,91.3581,4,51,4,-1,1,43,1,0,2,7,31.2262,1,-1,-5,0,0,1,6,16
1617,91.4151,7,495,54,31,1,468,0,0,0,0,83.1876,1,-1,-5,0,-0.00224007,5,6,48
1618,91.4284,2,498,2,-1,1,396,1,0,0,0,87.9454,1,-1,-5,0,0,11,7,20
1619,91.4289,4,530,355,244,1,210,1,0,1,1,82.9373,1,-1,-5,0,0,1,5,16
1620,91.4511,1,105,48,11,1,52,1,1,2,5,43.3983,1,-1,-5,0,0,3,3,71
1621,91.4786,7,389,297,116,1,57,0,1,0,1,76.5233,1,-1,-5,0,0,6,6,48
1622,91.5341,7,297,82,34,1,116,0,0,1,2,71.1108,1,-1,-4.97263,0,0,6,7,48
1623,91.5357,7,258,138,123,1,153,0,1,3,3,66.9496,1,-1,-5,0,0,7,7,48
1624,91.5357,1,329,219,237,1,43,1,0,0,2,71.6394,1,-1,-5,0,0,3,2,71
1625,91.5505,1,335,23,16,1,166,1,0,1,2,72.4197,1,-1,-5,0,0,3,1,71
1626,91.5561,2,265,14,16,1,484,1,1,0,0,88.4124,1,-1,-5,0,0,10,7,21
1627,91.5584,6,652,78,53,1,323,1,0,0,0,88.1427,1,-1,-5,0,-0.00224007,0,0,123
1628,91.5607,4,508,221,247,1,314,0,0,0,0,83.0617,1,-1,-5,0,0,2,5,16
1629,91.5679,6,344,28,37,1,93,0,0,0,1,76.0971,1,-1,-5,0,0,0,1,123
1630,91.5799,9,452,9,-1,1,98,0,1,1,1,79.3809,1,-1,-5,0,0,1,1,23
1631,91.5815,6,330,168,107,1,158,1,1,0,2,71.3347,1,-1,-5,0,0,0,0,123
1632,91.5863,4,218,51,43,1,86,1,1,2,2,68.0177,1,-1,-5,0,0,2,4,16
1633,91.5963,6,168,59,39,1,107,1,0,4,6,57.6349,1,-1,-5,0,0,0,0,123
1634,91.6005,0,282,207,49,1,86,0,1,1,3,67.3487,1,-1,-5,0,0,1,2,23
1635,91.6012,6,493,188,37,1,126,0,0,1,1,81.7957,1,-1,-5,0,0,1,0,123
1636,91.6032,1,445,242,240,1,370,0,0,1,1,79.2958,1,-1,-5,0.000672298,0,3,2,71
1637,91.6041,4,355,134,75,1,244,1,1,1,3,73.451,1,-1,-5,0,0,2,3,16
1638,91.6348,6,675,534,269,1,120,1,1,0,0,88.4292,1,-1,-5,0,0,0,0,124
1639,91.6353,6,444,291,259,1,257,1,1,0,0,80.9216,1,-1,-5,0,0,0,0,124
1640,91.6479,6,478,144,33,1,256,0,0,0,0,80.5888,1,-1,-5,0,0,1,0,124
1641,91.6575,6,545,151,123,1,192,0,0,0,0,83.4262,1,-1,-5,0,0,1,1,124
1642,91.6683,6,636,493,126,1,153,0,0,0,0,86.7415,1,-1,-5,0,0,2,1,124
1643,91.6685,1,518,216,91,1,462,1,1,1,1,83.7067,1,-1,-5,0,0,2,2,72
1644,91.6886,7,653,138,123,1,449,1,0,0,0,88.6468,1,-1,-5,0,0,6,7,49
1645,91.6981,9,9,-1,-1,1,-1,0,1,6,9,0,1,-1,-5,0,0,2,1,23
1646,91.7431,6,110,92,60,1,52,0,1,2,5,43.492,1,-1,-5,0,0,2,2,124
1647,91.7481,9,510,169,112,1,394,1,1,0,1,82.7948,1,-1,-5,0,0.0402598,1,1,24
1648,91.7592,7,688,547,449,1,633,1,1,0,0,88.6837,1,-1,-5,0,0,6,6,49
1649,91.7647,8,501,97,240,1,439,1,0,0,1,82.892,1,-1,-5,0,0,0,2,6
1650,91.7802,6,693,133,73,1,73,1,1,0,0,88.3293,1,-1,-5,0,0,2,1,124
1651,91.7929,6,699,293,11,1,386,1,1,0,0,88.4404,1,-1,-5,0,0,1,1,125
1652,91.8053,0,376,251,246,1,323,0,1,0,1,75.6145,1,-1,-5,0,0,2,2,23
1653,91.8146,6,293,232,162,1,11,1,0,1,1,72.8991,1,-1,-5,0,0,0,1,126
1654,91.8165,6,133,19,16,1,73,1,1,2,2,58.8079,1,-1,-5,0,0,0,0,126
1655,91.8251,1,156,48,11,1,116,1,0,0,3,63.7648,1,-1,-5,0,0,1,2,73
1656,91.833,6,561,298,237,1,502,1,1,0,0,84.2986,1,-1,-5,0,0.0164905,0,0,126
1657,91.8415,6,313,145,135,1,158,1,1,0,1,73.8091,1,-1,-5,0,0,0,0,126
1658,91.8677,2,417,119,16,1,450,0,1,1,1,82.9194,1,-1,-5,0,0,10,8,21
1659,91.8677,4,134,51,43,1,75,1,1,1,3,64.2729,1,-1,-5,0,0,2,2,16
1660,91.8706,6,276,78,53,1,272,0,1,0,0,73.1442,1,-1,-5,0,-0.00224007,0,1,126
1661,91.8778,1,88,68,16,1,49,1,1,3,6,38.4011,1,-1,-5,0,0,1,1,73
1662,91.886,1,523,414,257,1,39,1,0,0,0,84.8366,1,-1,-5,0,-0.00224007,1,0,73
1663,91.8942,7,356,82,34,1,152,1,1,0,0,77.1939,1,-1,-4.97263,0,0,6,5,49
1664,91.9098,6,707,19,16,1,275,1,0,0,0,88.718,1,-1,-5,0,0,0,0,126
1665,91.9144,4,150,4,-1,1,146,0,0,1,2,67.8462,1,-1,-5,0,0,2,3,16
1666,91.9309,7,87,54,31,1,93,1,1,4,7,44.9997,1,-1,-5,0,-0.00224007,5,5,50
1667,91.9357,6,144,78,53,1,33,1,0,2,6,50.8176,1,-1,-5,0,-0.00224007,0,0,126
1668,91.9611,6,692,298,237,1,249,1,0,0,0,88.3821,1,-1,-5,0,0,0,0,126
1669,91.9773,1,324,115,15,1,237,1,0,0,0,71.046,1,-1,-5,0,0,0,0,74
1670,91.9795,7,239,87,93,1,205,0,1,2,2,78.6947,1,-1,-5,0,0,6,5,50
1671,91.9808,6,649,437,259,1,185,0,0,0,0,87.3217,1,-1,-5,0,0,1,0,126
1672,91.9887,7,199,142,116,1,205,1,1,3,3,67.702,1,-1,-5,0.0280902,0,5,5,51
1673,92.0028,4,678,218,86,1,462,1,0,0,0,88.3861,1,-1,-5,0,-0.00224007,2,2,16
1674,92.0506,4,398,150,146,1,268,1,0,1,2,76.4955,1,-1,-5,0,0,2,1,16
1675,92.0731,1,537,96,106,1,75,1,0,0,1,84.3933,1,-1,-5,0,0,0,0,74
1676,92.0868,7,638,485,31,1,243,1,1,0,0,88.5994,1,-1,-5,0,0,4,5,52
1677,92.0984,1,48,1,-1,1,11,0,1,4,7,34.8322,1,-1,-5,0,0,0,1,74
1678,92.1186,1,262,1,-1,1,254,0,1,0,2,64.8906,1,-1,-5,0,0,1,1,74
1679,92.1618,1,343,252,195,1,72,1,1,1,2,71.9455,1,-1,-5,0,-0.0392998,1,0,74
1680,92.1742,6,491,287,212,1,27,1,1,0,0,80.8892,1,-1,-5,0,-0.00224007,0,0,127
1681,92.177,7,547,258,153,1,449,0,1,1,1,83.6737,1,-1,-5,0,0,4,6,52
1682,92.1786,2,220,14,16,1,253,1,0,2,2,72.5857,1,-1,-5,0,0,9,8,22
1683,92.1932,7,138,67,38,1,123,0,0,4,4,52.1919,1,-1,-5,0,0,5,6,52
1684,92.2194,6,584,279,71,1,386,1,0,0,0,85.1736,1,-1,-5,0,0,0,0,127
1685,92.2228,6,79,58,24,1,27,0,0,2,8,35.1145,1,-1,-5,0,0,0,1,127
1686,92.2348,6,650,69,31,1,243,0,0,0,0,87.3993,1,-1,-5,0,0,0,2,127
1687,92.2604,6,431,224,182,1,388,1,1,0,0,78.3312,1,-1,-5,0,0,0,1,127
1688,92.2614,1,101,68,16,1,91,0,1,2,6,46.4936,1,-1,-5,0,0,1,1,74
1689,92.2737,1,96,55,39,1,106,0,1,2,4,65.5062,1,-1,-5,-0.0354629,0,2,1,74
1690,92.2778,2,89,2,-1,1,73,0,0,2,9,41.1687,1,-1,-5,0,0,10,8,22
1691,92.2911,7,642,504,47,1,70,0,1,0,0,88.145,1,-1,-5,0,0,5,7,52
1692,92.2967,1,55,23,16,1,39,0,1,5,7,31.045,1,-1,-5,0,0,3,1,74
1693,92.2982,7,82,20,42,1,34,1,1,4,8,41.9146,1,-1,-5.01476,0,-0.00224007,4,7,53
1694,92.3174,9,461,197,72,1,146,0,1,0,0,81.1194,1,-1,-5,0,0,2,1,24
1695,92.3431,1,337,148,38,1,266,1,1,1,3,71.7571,1,-1,-5,0,0,2,1,75
1696,92.346,6,322,133,73,1,332,1,0,0,2,73.1188,1,-1,-5,0.0018077,0,0,0,127
1697,92.3577,7,54,7,-1,1,31,1,0,4,7,31.0912,1,-1,-5,0,-0.00224007,4,6,53
1698,92.372,6,565,446,18,1,290,1,0,0,0,84.7057,1,-1,-5,0,0,0,0,127
1699,92.3731,6,533,79,27,1,31,1,0,0,0,82.8971,1,-1,-5,0,0,0,0,127
1700,92.3755,6,92,30,15,1,60,1,1,7,8,38.6517,1,-1,-5,0,0,0,0,127
1701,92.3778,1,23,1,-1,1,16,0,1,5,10,15.7239,1,-1,-5,0,0,3,1,75
1702,92.3856,6,572,92,60,1,391,1,0,0,1,84.8893,1,-1,-5,0,0.0452745,0,0,127
1703,92.4118,6,58,28,37,1,24,0,0,5,8,29.8786,1,-1,-5,0,0,0,1,127
1704,92.4142,6,291,110,52,1,259,0,1,2,3,70.2938,1,-1,-5,0,0,0,2,127
1705,92.4212,1,620,216,91,1,90,0,1,0,0,88.272,1,-1,-5,0,0,4,1,75
1706,92.4242,6,287,168,107,1,212,1,1,2,2,69.4171,1,-1,-5,0,0,0,1,127
1707,92.4301,6,379,136,39,1,76,0,0,2,2,74.9896,1,-1,-5,0,0,1,1,127
1708,92.4375,9,550,284,259,1,162,0,0,1,1,84.1941,1,-1,-5,0,0,2,2,24
1709,92.439,1,373,68,16,1,149,1,0,0,0,74.4544,1,-1,-5,0,0,4,0,75
1710,92.4392,6,548,425,327,1,161,0,1,0,1,83.5442,1,-1,-5,0,0,2,1,127
1711,92.4444,6,200,109,11,1,147,1,0,2,4,63.3011,1,-1,-5,0,0,1,1,128
1712,92.4464,6,338,92,60,1,75,0,1,0,2,72.2707,1,-1,-5,0,0,2,1,128
1713,92.5377,6,562,379,76,1,161,1,0,0,1,84.4735,1,-1,-5,0,0,1,1,129
1714,92.5499,9,380,196,153,1,349,0,0,1,2,75.4568,1,-1,-5,0,0,2,3,24
1715,92.57,7,602,54,31,1,173,1,0,0,0,88.9205,1,-1,-5,0,-0.00224007,4,5,53
1716,92.5812,6,446,59,39,1,18,1,1,1,2,79.4582,1,-1,-5,0,0,0,1,130
1717,92.6194,7,165,82,34,1,132,0,1,0,3,61.3213,1,-1,-4.97263,0,-0.00224007,4,6,53
1718,92.6198,7,583,199,205,1,65,1,0,0,0,85.2067,1,-1,-5,0.0280902,0,4,5,53
1719,92.6213,4,4,-1,-1,1,-1,0,0,6,13,0,1,-1,-5,0,0,2,2,16
1720,92.6423,6,122,94,43,1,27,1,1,0,4,49.4905,1,-1,-5,0,0,0,0,130
1721,92.6558,0,487,207,49,1,198,0,1,0,0,81.3199,1,-1,-5,0,0,2,3,23
1722,92.6678,9,169,121,116,1,112,1,0,1,4,65.8974,1,-1,-5,0,0,2,2,24
1723,92.6878,2,230,2,-1,1,106,1,1,1,2,69.0086,1,-1,-5,0,0,9,8,23
1724,92.6891,1,701,447,241,1,128,0,0,0,0,88.608,1,-1,-5,0,-0.00224007,5,0,75
1725,92.6948,6,479,170,93,1,38,0,0,0,0,80.5863,1,-1,-5,0,0,1,0,130
1726,92.7231,6,19,6,-1,1,16,0,0,7,12,4.62331,1,-1,-5,0,0,2,0,130
1727,92.7355,6,599,191,37,1,152,1,0,0,0,85.4817,1,-1,-5,0,0,1,0,131
1728,92.7558,6,145,94,43,1,135,0,0,1,2,53.9913,1,-1,-5,0,0,2,0,131
1729,92.7624,7,540,138,123,1,469,1,0,0,0,85.5007,1,-1,-5,0,0,4,4,53
1730,92.764,1,466,115,15,1,198,1,0,0,1,81.4653,1,-1,-5,0,0,4,0,76
1731,92.769,2,375,177,86,1,210,0,1,0,0,84.7425,1,-1,-5,0,-0.00224007,10,8,23
1732,92.8037,1,614,320,182,1,106,0,1,0,0,88.3307,1,-1,-5,0.00712395,0,5,0,76
1733,92.8067,6,298,180,116,1,237,0,1,2,2,68.7873,1,-1,-5,0,0,2,1,131
1734,92.8193,9,284,46,16,1,259,0,0,1,3,68.0382,1,-1,-5,0,0,3,2,24
1735,92.833,6,163,127,44,1,111,1,1,2,3,57.677,1,-1,-5,0,0,2,0,131
1736,92.8652,1,187,68,16,1,212,1,1,3,3,64.3794,0,92.8652,-5,0,0,5,0,75
1737,92.9019,1,712,95,15,1,612,1,1,0,0,89.6363,1,-1,-5,0,0,4,0,76
1738,92.9045,0,719,207,49,1,24,1,0,0,0,89.3946,1,-1,-5,0,0,2,2,23
1739,92.9057,0,385,74,124,1,77,0,0,0,1,79.9538,0,92.9057,-5,0,0,2,2,22
1740,92.9162,6,202,28,37,1,66,0,0,1,5,58.6077,1,-1,-5,0,0,3,0,131
1741,92.9547,0,85,0,-1,1,154,0,1,0,4,55.2589,1,-1,-5,0,0,3,2,22
1742,92.958,6,188,69,31,1,37,1,0,4,6,57.2928,1,-1,-5,0,0,2,0,132
1743,92.9592,7,542,239,205,1,104,0,0,0,1,83.6906,1,-1,-5,0,0,4,5,53
1744,92.9598,6,381,151,123,1,248,0,1,1,2,75.7519,1,-1,-5,0,0.0337745,2,1,132
1745,92.9685,6,157,69,31,1,107,0,1,2,2,54.5609,1,-1,-5,0,0,3,1,132
1746,92.9866,7,336,67,38,1,411,0,0,1,1,80.328,1,-1,-5,0,0,5,5,53
1747,92.9907,6,687,168,107,1,146,0,0,0,0,88.1931,1,-1,-5,0,0,3,2,132
1748,92.9989,1,189,48,11,1,116,1,0,1,4,57.3088,1,-1,-5,0,0,3,0,77
1749,93.0051,6,429,30,15,1,90,0,0,0,1,79.9588,1,-1,-5,-0.0172011,0,3,3,132
1750,93.0066,6,342,19,16,1,125,1,1,1,2,73.2879,1,-1,-5,0,0,2,3,133
1751,93.0547,0,0,-1,-1,1,-1,1,0,7,13,0,1,-1,-5,0,0,2,2,23
1752,93.0755,6,595,170,93,1,247,0,1,0,0,85.3242,1,-1,-5,0,0,2,4,133
1753,93.0847,6,292,19,16,1,43,1,1,2,2,69.6994,1,-1,-5,0,-0.0794518,2,3,133
1754,93.0955,7,7,-1,-1,1,-1,0,1,6,11,0,1,-1,-4.97263,0,-0.00224007,5,6,53
1755,93.1005,2,225,83,62,1,241,0,1,1,2,75.7776,1,-1,-5,0,0,10,9,23
1756,93.1661,6,577,364,305,1,443,0,0,0,0,84.801,1,-1,-5,0,0,2,4,133
1757,93.1739,6,193,136,39,1,153,0,0,1,6,58.1533,1,-1,-5,0,0.0111003,2,5,133
1758,93.1742,6,191,92,60,1,37,0,1,1,3,61.0291,1,-1,-5,0,0,3,5,133
1759,93.1826,1,560,445,370,1,160,0,1,0,0,84.4391,1,-1,-5,0,0,3,1,77
1760,93.1881,7,455,340,52,1,387,1,1,1,1,81.5088,1,-1,-5,0,0,5,5,53
1761,93.1914,6,622,278,16,1,174,1,1,0,0,86.3984,1,-1,-5,0,0,3,4,133
1762,93.1959,1,216,23,16,1,91,1,1,2,3,62.242,1,-1,-5,0,0,2,1,78
1763,93.2113,6,404,127,44,1,53,1,1,2,2,76.6098,1,-1,-5,0,0,3,3,133
1764,93.2195,6,660,538,349,1,467,0,0,0,0,88.2719,1,-1,-5,0,0,3,4,133
1765,93.2291,6,172,129,70,1,76,1,0,0,2,59.6506,1,-1,-5,0,0,3,3,133
1766,93.2366,7,352,199,205,1,286,1,0,0,2,73.1491,1,-1,-5,0.0280902,0,5,4,53
1767,93.2387,6,593,30,15,1,345,1,0,1,1,85.2773,1,-1,-5,0,0,3,2,133
1768,93.2586,1,520,189,116,1,502,0,0,0,0,85.3302,1,-1,-5,0,0,2,2,78
1769,93.268,9,197,9,-1,1,72,0,0,1,3,64.7739,1,-1,-5,0,0,3,3,24
1770,93.2704,6,499,281,33,1,192,1,1,0,1,81.2809,1,-1,-5,0,0,3,1,133
1771,93.2796,6,136,92,60,1,39,1,1,4,6,48.9111,1,-1,-5,0,0,2,1,134
1772,93.2801,6,424,157,107,1,128,1,0,0,1,78.0111,1,-1,-5,0,0,1,1,135
1773,93.2921,6,141,109,11,1,117,0,0,2,4,49.7338,1,-1,-5,0,0,1,2,135
1774,93.2979,1,679,96,106,1,264,0,1,0,0,88.6315,1,-1,-5,0,0,2,3,78
1775,93.3142,2,2,-1,-1,1,-1,1,0,5,14,0,1,-1,-5,0,0,9,9,24
1776,93.3304,6,236,168,107,1,66,1,0,1,2,62.0245,1,-1,-5,0,0,1,1,135
1777,93.3345,2,83,14,16,1,62,0,1,5,7,38.4177,1,-1,-5,0,0,9,10,24
1778,93.3463,6,278,202,66,1,16,1,0,1,1,67.6754,1,-1,-5,0,0,1,0,135
1779,93.357,1,685,55,39,1,464,0,0,0,0,88.9465,1,-1,-5,0,0,3,3,78
1780,93.373,6,590,404,53,1,159,0,1,0,0,85.1038,1,-1,-5,0,-0.00224007,1,1,135
1781,93.3968,9,196,17,16,1,153,1,0,2,3,62.4882,1,-1,-5,0,0,3,2,24
1782,93.4084,1,696,518,462,1,33,0,0,0,0,88.7481,1,-1,-5,0,0,3,4,78
1783,93.426,1,414,209,280,1,257,0,0,1,1,77.8993,1,-1,-5,0,0,3,5,78
1784,93.4301,1,665,23,16,1,454,1,1,0,0,89.9439,1,-1,-5,0,0,3,4,78
1785,93.4512,1,219,1,-1,1,237,1,0,1,2,66.6573,1,-1,-5,0,0,3,3,78
1786,93.4598,6,717,92,60,1,112,0,1,0,0,89.2215,1,-1,-5,0,0,1,2,135
1787,93.4605,6,422,180,116,1,125,0,1,0,1,77.4135,1,-1,-5,0,0,1,3,135
1788,93.4625,2,119,89,73,1,16,0,0,5,7,46.9947,1,-1,-5,0,0,10,10,24
1789,93.4632,2,630,263,37,1,396,1,0,0,0,90.2744,1,-1,-5,0,0,9,10,25
1790,93.4651,6,626,303,99,1,237,1,0,0,0,86.4604,1,-1,-5,0,0,1,2,135
1791,93.478,1,447,187,212,1,241,0,0,1,2,79.6709,1,-1,-5,0,-0.00224007,4,3,78
1792,93.4834,7,703,336,411,1,195,1,1,0,0,90.0937,1,-1,-5,0,0,4,4,54
1793,93.4932,1,95,1,-1,1,15,0,0,3,6,39.4663,1,-1,-5,0,0,5,3,78
1794,93.5366,1,252,95,15,1,195,1,1,4,5,67.6855,1,-1,-5,0,0,5,2,78
1795,93.541,6,739,30,15,1,569,1,1,0,0,89.9918,1,-1,-5,0,0,1,1,135
1796,93.5668,1,415,252,195,1,397,1,1,1,1,77.9847,1,-1,-5,0,-0.0392998,4,2,79
1797,93.5677,7,504,142,116,1,47,1,1,1,1,82.2678,1,-1,-5,0,0,4,3,54
1798,93.5812,2,177,119,16,1,86,1,1,4,5,57.1929,1,-1,-5,0,0,9,9,25
1799,93.5852,6,527,292,43,1,430,1,1,0,1,82.6593,1,-1,-5,0,-0.0794518,0,1,136
1800,93.5863,4,218,51,43,1,86,1,1,2,2,68.0177,0,93.5863,-5,0,0,2,2,15
1801,93.5877,6,306,58,24,1,135,1,1,0,2,70.0862,1,-1,-5,0,0,0,0,136
1802,93.5925,6,704,287,212,1,228,0,0,0,0,88.6536,1,-1,-5,0,-0.00224007,1,0,136
1803,93.5983,7,299,175,66,1,11,1,1,1,1,78.5012,1,-1,-5.03942,0,-0.00224007,3,3,55
1804,93.5995,9,121,9,-1,1,116,1,0,2,4,49.2255,1,-1,-5,0,0,3,1,24
1805,93.6002,1,441,101,91,1,211,1,0,0,0,79.9294,1,-1,-5,0,0,3,2,80
1806,93.6157,2,186,83,62,1,363,1,0,0,0,82.7904,1,-1,-5,0,0,8,9,26
1807,93.6272,1,148,105,52,1,38,1,0,3,4,55.1988,1,-1,-5,0,0,2,2,81
1808,93.6285,6,643,110,52,1,371,1,0,0,0,86.9673,1,-1,-5,0,0,0,0,137
1809,93.6297,7,340,87,93,1,52,1,0,2,2,74.7519,1,-1,-5,0,0,3,2,55
1810,93.6316,1,179,115,15,1,201,0,1,0,3,66.1075,1,-1,-5,0,0,3,2,81
1811,93.6526,1,320,242,240,1,182,0,1,1,3,71.4461,1,-1,-5,0,0,3,3,81
1812,93.6565,6,748,593,345,1,210,1,1,0,0,90.1113,1,-1,-5,-0.0226714,0.0200275,0,0,137
1813,93.667,8,639,214,253,1,332,0,0,0,0,89.0897,1,-1,-5,-0.0345845,0,1,2,6
1814,93.6711,6,232,136,39,1,162,0,0,2,2,62.7969,1,-1,-5,0,0,0,1,137
1815,93.7068,1,231,48,11,1,149,0,1,0,3,68.8983,1,-1,-5,0,0,3,4,81
1816,93.7525,0,723,32,52,1,411,1,1,0,0,90.6997,1,-1,-5,0,0,2,1,23
1817,93.7589,1,644,505,486,1,535,0,0,0,0,89.5986,1,-1,-5,0,0,3,5,81
1818,93.7645,6,103,19,16,1,77,0,0,1,5,45.7597,1,-1,-5,0,0,1,1,137
1819,93.7802,6,693,133,73,1,73,1,1,0,0,88.3293,0,93.7802,-5,0,0,1,1,136
1820,93.7855,7,700,87,93,1,274,1,0,0,0,90.3781,1,-1,-5,0,-0.00224007,3,1,55
1821,93.8543,4,517,113,140,1,160,1,1,0,0,83.1653,1,-1,-5,0.0360852,0,2,1,15
1822,93.8642,6,184,19,16,1,53,1,1,2,5,61.3694,1,-1,-5,0,0,0,1,137
1823,93.8873,2,263,119,16,1,37,1,1,2,3,68.7802,1,-1,-5,0,0,7,9,27
1824,93.9088,0,588,377,304,1,394,1,1,0,0,90.89,1,-1,-5,0,0,1,1,24
1825,93.9116,2,400,2,-1,1,506,0,1,0,1,84.6059,1,-1,-5,0,0,8,9,27
1826,93.9193,9,451,196,153,1,247,1,1,1,2,81.3027,1,-1,-5,0,0,2,1,25
1827,93.9225,1,749,209,280,1,323,1,0,0,0,90.4233,1,-1,-5,0,0,2,5,82
1828,93.9243,6,409,28,37,1,124,0,1,0,0,76.6642,1,-1,-5,0,0,0,2,137
1829,93.931,9,471,380,349,1,27,0,1,0,1,85.1009,1,-1,-5,0,0,3,1,25
1830,93.9333,1,525,369,100,1,100,1,0,0,0,82.9984,1,-1,-5,0,0,1,5,83
1831,93.9385,7,759,142,116,1,453,1,0,0,0,90.6647,1,-1,-5,0,0,3,0,55
1832,93.9931,1,68,23,16,1,16,0,0,4,8,32.1292,1,-1,-5,0,0,2,5,83
1833,94.001,1,539,187,212,1,31,1,1,0,1,83.5442,1,-1,-5,0,-0.00224007,2,4,83
1834,94.0087,7,488,82,34,1,261,1,1,1,2,81.9609,1,-1,-4.97263,0,-0.00224007,2,0,56
1835,94.0205,9,46,9,-1,1,16,1,0,4,5,23.2574,1,-1,-5,0,0,2,1,26
1836,94.029,4,221,4,-1,1,247,0,1,1,3,66.563,1,-1,-5,0,0,2,2,15
1837,94.0293,1,695,105,52,1,715,0,1,0,0,89.688,1,-1,-5,0,0,2,5,83
1838,94.0329,6,528,184,53,1,249,1,0,1,1,82.7559,1,-1,-5,0,-0.00224007,0,1,137
1839,94.0622,6,648,528,249,1,552,1,1,0,0,87.0729,1,-1,-5,0,0,0,0,137
1840,94.0753,7,625,488,261,1,529,1,0,1,1,86.9934,1,-1,-5,0,0,1,0,57
1841,94.0763,8,97,8,-1,1,240,0,0,2,2,72.333,1,-1,-5,0,0,1,3,6
1842,94.1042,9,361,203,181,1,112,1,0,0,0,74.4456,1,-1,-5,0,0,1,1,27
1843,94.1125,0,731,0,-1,1,108,1,1,0,0,90.702,1,-1,-5,0,0,1,0,24
1844,94.1153,9,694,550,162,1,367,1,1,0,0,90.2919,1,-1,-5,0,0,0,1,28
1845,94.1329,6,490,279,71,1,323,0,0,1,1,81.2682,1,-1,-5,0,-0.00224007,1,0,137
1846,94.14,6,78,6,-1,1,53,1,0,3,6,35.0976,1,-1,-5,0,0,0,0,138
1847,94.1482,9,637,203,181,1,454,1,1,0,0,87.5699,1,-1,-5,0,0,0,0,28
1848,94.1495,7,67,7,-1,1,38,1,0,2,5,39.8415,1,-1,-5,0,0,0,0,58
1849,94.1511,0,207,0,-1,1,49,0,0,3,4,62.0378,1,-1,-5,0,0,1,1,24
1850,94.1556,2,555,83,62,1,166,0,1,0,0,86.6571,1,-1,-5,0,0,9,9,27
1851,94.1683,0,40,0,-1,1,57,0,0,1,4,42.5265,1,-1,-5,0,0,2,1,24
1852,94.2161,6,598,188,37,1,158,0,1,0,1,85.7957,1,-1,-5,0,0,1,0,138
1853,94.2174,0,32,0,-1,1,52,0,0,2,6,50.5307,1,-1,-5,0,0,2,2,24
1854,94.2366,0,532,282,86,1,61,1,0,0,0,83.8297,1,-1,-5,0,-0.00224007,1,2,25
1855,94.2454,6,765,459,397,1,601,1,1,0,0,91.0104,1,-1,-5,0,0,0,0,139
1856,94.2477,0,251,32,52,1,246,0,1,2,2,66.7972,1,-1,-5,0,0,1,3,25
1857,94.26,7,277,142,116,1,42,1,1,1,2,75.4647,1,-1,-5,0,0,0,0,58
1858,94.2685,1,369,101,91,1,100,0,0,1,2,73.956,1,-1,-5,0,0,2,6,83
1859,94.2855,7,641,340,52,1,173,1,0,0,0,86.904,1,-1,-5,0,-0.0324251,0,0,58
1860,94.2872,6,522,141,117,1,66,0,1,0,1,82.2675,1,-1,-5,0,0,0,1,139
1861,94.3341,1,757,252,195,1,237,1,0,0,0,90.7696,1,-1,-5,0,-0.0392998,2,5,83
1862,94.3503,6,279,184,53,1,71,0,1,2,3,72.9648,1,-1,-5,0,-0.00224007,1,1,139
1863,94.3802,6,59,6,-1,1,39,0,1,2,5,31.5463,1,-1,-5,0,0,2,1,139
1864,94.3886,0,497,377,304,1,484,0,1,0,1,81.7122,1,-1,-5,0,0,1,4,25
1865,94.3906,1,640,242,240,1,341,1,1,0,0,87.3422,1,-1,-5,0,0,2,4,83
1866,94.4043,6,470,92,60,1,421,0,1,0,1,81.5584,1,-1,-5,0,0,3,1,139
1867,94.4149,7,634,365,125,1,600,0,0,0,0,87.325,1,-1,-5,0,0,0,1,58
1868,94.4287,6,151,58,24,1,123,0,1,2,5,52.7845,1,-1,-5,0,0,3,2,139
1869,94.4368,1,516,252,195,1,366,0,1,0,0,82.3252,1,-1,-5,0,-0.0392998,3,4,83
1870,94.462,7,142,87,93,1,116,1,1,5,6,53.0388,1,-1,-5,0,0,0,0,58
