gtime,event,choice_int_avg,choice_int_std,choice_slope_avg,choice_slope_std,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std
1870.08,548484,0.00060001,0.0127571,-0.00299545,0.0150737,-5.00135,0.0122689,1025,690,1,0.158114,20,22.3228,6,7.82196
1880.08,551428,0.000579597,0.0126942,-0.00289001,0.0145047,-5.00151,0.0121497,1026,777,1,0.167332,20,22.4332,6,7.86397
1890.08,554386,0.000536666,0.0123943,-0.00294666,0.0146739,-5.00153,0.0119932,1027,876,1,0.176068,20,22.5934,6,7.88296
1900.08,557355,0.000556104,0.0125779,-0.00276177,0.0142773,-5.00146,0.0118664,1024,81,1,0.173205,20,22.5841,6,7.89607
1910.08,560271,0.000650443,0.0127548,-0.00262919,0.0140302,-5.0015,0.0117076,1023,159,1,0.164317,20,22.9353,6,8.00119
1920.08,563227,0.000663483,0.0129046,-0.00273386,0.0141068,-5.00171,0.011814,1024,250,1,0.167332,20,23.0331,6,7.95192
1930.08,566187,0.000599535,0.013019,-0.00261562,0.0141432,-5.00163,0.0115625,1023,351,1,0.170294,20,23.0038,6,7.94978
1940.08,569135,0.000656208,0.0130544,-0.00286029,0.0148206,-5.00167,0.0116708,1026,438,1,0.173205,20,23.3486,6,8.03735
1950.08,572072,0.00069204,0.0134137,-0.00289911,0.0151884,-5.0018,0.0118407,1028,526,1,0.178885,20,23.5218,6,8.08857
1960.08,575025,0.000577317,0.013682,-0.00326925,0.0154162,-5.00177,0.0118635,1028,610,1,0.173205,20,23.6561,6,8.1388
1970.08,578006,0.000854755,0.0135238,-0.00305159,0.0151909,-5.00166,0.0118954,1027,696,1,0.176068,20,23.8849,6,8.25978
1980.08,580937,0.000947504,0.0136214,-0.00295445,0.0150312,-5.00164,0.0119259,1030,800,1,0.184391,20,24.0943,6,8.29452
1990.08,583892,0.000876255,0.0135266,-0.00289366,0.0148601,-5.00156,0.0118848,1031,889,1,0.187083,20,24.2956,6,8.35793
2000.08,586847,0.000743894,0.0135238,-0.00304166,0.0152931,-5.00168,0.0121407,1028,93,1,0.173205,20,24.6247,6,8.48658
2010.08,589826,0.000758122,0.0134216,-0.00318664,0.0156427,-5.00193,0.0125487,1024,182,1,0.167332,20,24.788,6,8.59133
2020.08,592779,0.00081032,0.0135345,-0.00312685,0.0157363,-5.00182,0.0123678,1022,277,1,0.161245,20,24.4314,6,8.42912
2030.08,595731,0.000942933,0.0131446,-0.0031017,0.015581,-5.00175,0.012408,1021,364,1,0.158114,20,24.5888,6,8.4749
2040.08,598697,0.00103567,0.0135106,-0.00287876,0.0151448,-5.00166,0.0121828,1022,460,1,0.154919,19,22.7042,6,7.88543
2050.08,601630,0.000928637,0.0135165,-0.00281304,0.0147786,-5.00168,0.0120282,1020,553,1,0.148324,19,22.6667,6,7.79224
2060.08,604568,0.000746569,0.0135915,-0.00285305,0.0148495,-5.00165,0.012225,1019,641,1,0.144914,19,22.5301,6,7.82093
2070.08,607488,0.000497174,0.0135843,-0.00289345,0.0146545,-5.00176,0.0121495,1019,730,1,0.144914,19,22.4797,6,7.86162
2080.08,610426,0.000448305,0.0135942,-0.00266903,0.0143535,-5.00166,0.0122602,1022,824,1,0.154919,19,21.7178,6,7.68505
2090.08,613360,0.000398527,0.0135674,-0.00297408,0.0149971,-5.00158,0.0128773,1023,906,1,0.158114,19,21.9063,6,7.7111
2100.08,616323,0.000447846,0.0139621,-0.00311809,0.015194,-5.0015,0.0129597,1022,92,1,0.148324,19,21.6844,6,7.68557
2110.08,619276,0.000404923,0.0144205,-0.00326932,0.0154137,-5.00124,0.0132212,1022,195,1,0.154919,19,21.8329,6,7.68238
2120.08,622188,0.000541919,0.0145641,-0.00335414,0.0158287,-5.00125,0.013211,1024,284,1,0.154919,18,21.6562,6,7.63682
2130.08,625128,0.000495552,0.0147062,-0.00340015,0.0158779,-5.00113,0.0131821,1024,372,1,0.161245,19,21.7286,6,7.67418
2140.08,628058,0.000559188,0.0148889,-0.00356605,0.0163531,-5.00138,0.013209,1024,472,1,0.154919,18,21.7499,6,7.61695
2150.08,630995,0.000290711,0.0150613,-0.00397842,0.0174193,-5.00139,0.0132623,1022,556,1,0.148324,19,21.852,6,7.72392
2160.08,633922,0.000325796,0.0151893,-0.0038604,0.0173374,-5.00131,0.0132165,1023,645,1,0.151658,19,21.9808,6,7.76685
2170.08,636855,0.000473288,0.0153082,-0.00393002,0.0175322,-5.00132,0.0134594,1024,728,1,0.154919,19,22.0354,6,7.76357
2180.08,639817,0.000538144,0.015157,-0.00390532,0.0175576,-5.00139,0.0133673,1020,824,1,0.141421,19,21.7171,6,7.70123
2190.08,642772,0.000634219,0.0154912,-0.0039448,0.0179161,-5.00154,0.0135181,1022,917,1,0.148324,19,21.637,6,7.69883
2200.08,645705,0.000712149,0.0151815,-0.00396364,0.0176125,-5.00171,0.0140046,1019,94,1,0.13784,19,21.7265,6,7.72347
2210.08,648627,0.000806977,0.0152172,-0.0040989,0.0178411,-5.00151,0.0137404,1017,189,1,0.13784,19,21.8895,6,7.76557
2220.08,651556,0.000703488,0.0154372,-0.00409175,0.0176717,-5.00136,0.0137081,1017,271,1,0.130384,19,22.0411,6,7.81857
2230.08,654487,0.000696659,0.0153555,-0.00391533,0.0174714,-5.00136,0.0135663,1019,367,1,0.144914,20,22.2408,6,7.91328
2240.08,657421,0.000825168,0.0153028,-0.00403012,0.0172917,-5.00148,0.0137027,1021,455,1,0.144914,20,22.1666,6,7.75829
2250.08,660372,0.0010814,0.0156674,-0.0041818,0.0174614,-5.00169,0.0136877,1020,540,1,0.148324,20,22.3162,6,7.83639
2260.08,663311,0.000831373,0.0158576,-0.0041436,0.0174935,-5.00168,0.0135903,1022,611,1,0.148324,19,22.3574,6,7.84481
2270.08,666227,0.000848752,0.016176,-0.00425467,0.0176434,-5.00152,0.013354,1021,698,1,0.144914,19,22.1789,6,7.83179
2280.08,669155,0.000887632,0.0160424,-0.00418558,0.0172495,-5.00135,0.0132801,1021,786,1,0.144914,19,22.3276,6,7.87667
2290.08,672108,0.000863613,0.0161752,-0.00420875,0.0171492,-5.00114,0.0133504,1020,869,1,0.141421,20,22.4292,6,7.95412
2300.08,675038,0.000773559,0.0162092,-0.00433356,0.0173629,-5.0013,0.0137405,1021,74,1,0.144914,19,21.9234,6,7.8339
2310.08,677988,0.000850997,0.0162896,-0.00434779,0.0166771,-5.00142,0.0138729,1021,157,1,0.158114,20,22.0115,6,7.90867
2320.08,680918,0.000785417,0.0162365,-0.00429779,0.0163872,-5.00136,0.0137327,1023,264,1,0.158114,20,22.2316,6,7.95764
2330.08,683896,0.00119823,0.0157272,-0.00435699,0.0164124,-5.00146,0.0136297,1022,370,1,0.154919,20,21.9913,6,7.89462
2340.08,686832,0.00102252,0.0156282,-0.00438623,0.0161658,-5.00137,0.0135986,1024,464,1,0.161245,19,21.6795,6,7.78807
2350.08,689795,0.00103087,0.0154552,-0.00424385,0.015897,-5.00122,0.0138362,1026,538,1,0.167332,19,21.4521,6,7.66309
2360.08,692735,0.000989362,0.0155614,-0.00411403,0.015791,-5.001,0.0137711,1028,632,1,0.178885,19,21.3827,6,7.71758
2370.08,695700,0.00103837,0.0154747,-0.00429206,0.0163689,-5.0007,0.0135409,1029,713,1,0.181659,19,21.5271,6,7.82234
2380.08,698672,0.000952678,0.0156429,-0.0044281,0.0163919,-5.00086,0.0136558,1028,808,1,0.173205,19,21.1735,6,7.74603
2390.08,701630,0.000771807,0.0156006,-0.00425909,0.0160805,-5.00051,0.013364,1024,898,1,0.161245,19,21.1242,6,7.73221
2400.08,704560,0.000910715,0.0160404,-0.0045318,0.0164922,-5.00052,0.0135966,1022,105,1,0.154919,19,20.862,6,7.62915
2410.08,707510,0.000694481,0.0156254,-0.00453806,0.0165752,-5.00049,0.013493,1020,190,1,0.148324,19,21.0246,6,7.70831
2420.08,710462,0.000695525,0.0153402,-0.00467869,0.0168376,-5.00032,0.0133153,1018,276,1,0.148324,20,21.2348,6,7.74106
2430.08,713388,0.000864397,0.0150573,-0.00445059,0.0164383,-5.00039,0.0134711,1021,371,1,0.151658,20,21.3938,6,7.76241
2440.08,716344,0.00089857,0.0148566,-0.0046338,0.0165106,-5.00043,0.013128,1019,445,1,0.151658,20,21.6412,6,7.81147
2450.08,719310,0.000915034,0.0149564,-0.00444556,0.0161511,-5.00044,0.0127278,1021,522,1,0.151658,20,21.5627,6,7.69389
2460.08,722252,0.000817644,0.0151289,-0.00428873,0.0159983,-5.00022,0.0125188,1021,614,1,0.151658,20,21.861,6,7.78999
2470.08,725199,0.000996463,0.0150238,-0.00430832,0.015996,-5.00022,0.0126521,1021,706,1,0.151658,20,21.7079,6,7.65199
2480.08,728138,0.00110858,0.0151759,-0.00429096,0.016211,-5.00044,0.0125705,1022,804,1,0.148324,20,21.9555,6,7.7291
2490.08,731092,0.00133507,0.0151953,-0.00445246,0.016516,-5.00071,0.0129475,1020,898,1,0.148324,20,21.8777,6,7.59263
2500.08,734041,0.00115673,0.0154593,-0.00461711,0.0172229,-5.00071,0.0127692,1022,109,1,0.154919,20,21.7988,6,7.54089
2510.08,736967,0.00142661,0.0155741,-0.00487247,0.0185634,-5.00074,0.0123336,1025,200,1,0.158114,20,21.9722,6,7.61505
2520.08,739930,0.00120141,0.0155198,-0.00500342,0.0188535,-5.00056,0.0131436,1028,296,1,0.167332,20,21.9834,6,7.66061
2530.08,742892,0.000952408,0.0152783,-0.00505714,0.0187977,-5.00066,0.0133981,1030,380,1,0.178885,20,22.1591,6,7.59954
2540.08,745878,0.000804731,0.0154469,-0.00494942,0.0179445,-5.00049,0.0136212,1030,475,1,0.178885,20,22.0985,6,7.6069
2550.08,748836,0.000822472,0.0154492,-0.00501416,0.0180819,-5.00053,0.0135207,1027,561,1,0.170294,20,22.2945,6,7.66094
2560.08,751825,0.00080621,0.0156592,-0.00498559,0.0182093,-5.00048,0.0135281,1025,665,1,0.158114,20,22.6038,6,7.76859
2570.08,754735,0.00107834,0.0153869,-0.00494334,0.0180871,-5.00063,0.0138252,1024,763,1,0.154919,20,22.799,6,7.87382
2580.08,757691,0.000906848,0.0155829,-0.00493857,0.0179304,-5.00043,0.0136901,1021,852,1,0.144914,20,22.5959,6,7.77637
2590.08,760640,0.00082524,0.0154925,-0.0050204,0.0181799,-5.00055,0.0137955,1022,947,1,0.148324,20,22.7203,6,7.8041
2600.08,763601,0.000701038,0.0154113,-0.00496898,0.0180509,-5.00044,0.0137529,1020,79,1,0.141421,20,22.7736,6,7.81102
2610.08,766507,0.000822075,0.015125,-0.00509408,0.018392,-5.00048,0.0135671,1021,154,1,0.151658,20,22.9712,6,7.88048
2620.08,769446,0.000530921,0.0153027,-0.00512814,0.0186665,-5.00034,0.0134662,1019,242,1,0.144914,20,23.0575,6,7.90487
2630.08,772374,0.00042204,0.0156429,-0.00550686,0.0196411,-5.00022,0.0132953,1017,323,1,0.13784,20,23.104,6,7.87312
2640.08,775331,0.000521169,0.0157438,-0.00553853,0.0196355,-5.00026,0.0135754,1018,425,1,0.148324,20,22.8135,6,7.83901
2650.08,778231,0.000186791,0.015751,-0.00575222,0.019553,-5.00025,0.0134565,1019,510,1,0.144914,20,22.8093,6,7.79096
2660.08,781197,1.82902e-05,0.0157266,-0.00613362,0.0199731,-5.00006,0.0135094,1017,619,1,0.13784,19,23.0335,6,7.905
2670.08,784126,-0.000111196,0.015817,-0.00649108,0.0204735,-5.00012,0.0134533,1016,702,1,0.134164,19,23.2581,6,7.93177
2680.08,787043,-2.42331e-05,0.0155683,-0.00637161,0.0203354,-5.00015,0.0133768,1015,797,1,0.130384,19,23.2179,6,7.87528
2690.08,789942,7.37538e-05,0.0155444,-0.00615197,0.020151,-5.00026,0.0135496,1015,897,1,0.13784,20,23.1348,6,7.90671
2700.08,792884,0.000172063,0.0153461,-0.00618404,0.02006,-5.00033,0.0134972,1017,109,1,0.13784,20,22.7889,6,7.8346
2710.08,795838,0.000377273,0.0151149,-0.00659817,0.0208447,-5.00049,0.0129687,1017,217,1,0.144914,19,22.8701,6,7.82081
2720.08,798753,0.000557494,0.0153166,-0.00639289,0.020631,-5.00052,0.0131906,1019,290,1,0.151658,19,22.8694,6,7.86918
2730.08,801682,0.000698912,0.0147666,-0.00631311,0.0204523,-5.00066,0.0132035,1022,366,1,0.154919,19,22.8866,6,7.88784
2740.08,804639,0.000675489,0.0148666,-0.00642378,0.0202294,-5.00059,0.0127319,1022,462,1,0.154919,19,22.9138,6,7.91252
2750.08,807558,0.000657501,0.0149214,-0.0067457,0.0208268,-5.0006,0.0132183,1022,552,1,0.154919,19,23.0423,6,7.93927
2760.08,810526,0.000685709,0.0151876,-0.00665463,0.0206754,-5.00075,0.0131266,1022,638,1,0.154919,19,23.2258,6,7.96492
2770.08,813461,0.000544682,0.0150899,-0.00695198,0.0215067,-5.00051,0.0132213,1023,735,1,0.158114,19,23.2848,6,7.96229
2780.08,816387,0.000663407,0.0148928,-0.00720193,0.0221068,-5.00055,0.0135379,1021,823,1,0.151658,19,23.4173,6,8.04065
2790.08,819346,0.000727381,0.0147719,-0.00728206,0.0228348,-5.0005,0.0135061,1021,903,1,0.151658,20,23.4372,6,8.04817
2800.08,822311,0.000939974,0.0150674,-0.00733563,0.0226092,-5.00057,0.0135026,1019,99,1,0.144914,20,23.5121,6,8.03275
2810.08,825258,0.000999094,0.0152824,-0.00753419,0.0225433,-5.00062,0.0133076,1020,188,1,0.148324,19,23.4345,6,7.93738
2820.08,828214,0.000996399,0.014876,-0.00768133,0.0227937,-5.00069,0.0135081,1019,298,1,0.144914,20,23.5823,6,7.97885
2830.08,831143,0.000777425,0.0147369,-0.00768152,0.0225214,-5.00067,0.0133714,1021,378,1,0.151658,19,23.6224,6,7.9477
2840.08,834090,0.000503745,0.0149344,-0.00775593,0.0226849,-5.00057,0.0138624,1019,462,1,0.144914,19,23.4058,6,7.84315
2850.08,837036,0.000564444,0.0146413,-0.00807703,0.022959,-5.00077,0.0141366,1017,543,1,0.13784,19,23.3594,6,7.80955
2860.08,839980,0.000638944,0.0143631,-0.00774559,0.0224234,-5.00102,0.0136828,1019,645,1,0.144914,19,23.2539,6,7.78235
2870.08,842873,0.000634418,0.0142474,-0.00748748,0.0221352,-5.00098,0.0141242,1019,744,1,0.144914,19,23.281,6,7.79282
2880.08,845817,0.000480017,0.0142981,-0.00752354,0.0220613,-5.00074,0.0140144,1019,834,1,0.144914,19,23.2589,6,7.80417
2890.08,848760,0.000803802,0.0141305,-0.00772926,0.0224854,-5.00097,0.0143801,1019,922,1,0.144914,19,23.4749,6,7.87363
2900.08,851695,0.000889429,0.0140838,-0.00792449,0.02274,-5.00111,0.0143285,1017,93,1,0.13784,19,23.593,6,7.93662
2910.08,854629,0.00111624,0.0139618,-0.00843032,0.0233695,-5.00104,0.0144474,1020,171,1,0.148324,19,23.6289,6,7.90557
2920.08,857565,0.00106318,0.0137835,-0.00841584,0.0234537,-5.00104,0.014492,1020,277,1,0.141421,19,23.577,6,7.90702
2930.08,860545,0.000968754,0.0138834,-0.00804488,0.0230494,-5.00124,0.0144598,1019,363,1,0.13784,19,23.7665,6,7.9636
2940.08,863478,0.000711928,0.0138279,-0.00849586,0.0235971,-5.00133,0.0147421,1019,446,1,0.144914,19,23.9506,6,8.04239
2950.08,866428,0.000554408,0.013891,-0.00861665,0.0239654,-5.00158,0.0148521,1018,547,1,0.134164,18,23.8832,6,8.01885
2960.08,869366,0.000596757,0.0138079,-0.00852044,0.0239058,-5.00167,0.0150656,1015,654,1,0.130384,18,23.8076,6,8.04351
2970.08,872312,0.000690264,0.0137511,-0.00854912,0.023798,-5.00186,0.0151174,1017,745,1,0.130384,18,22.7188,6,7.65402
2980.08,875251,0.000829084,0.0135584,-0.00815392,0.0234155,-5.0017,0.0149782,1013,836,1,0.122474,18,22.5008,5,7.58202
2990.08,878173,0.00060536,0.0136627,-0.00844647,0.0235195,-5.00162,0.0149642,1011,920,1,0.114018,18,22.2052,5,7.50873
3000.08,881094,0.000488138,0.0137034,-0.00842743,0.023318,-5.00161,0.014833,1013,93,1,0.114018,18,22.2342,6,7.48772
3010.08,884038,0.000869907,0.0136151,-0.00862599,0.023588,-5.00135,0.0147731,1014,190,1,0.118322,18,22.1187,6,7.42839
3020.08,886990,0.000673042,0.0133186,-0.00839193,0.0231392,-5.00135,0.0144997,1012,297,1,0.109545,18,22.1881,6,7.49013
3030.08,889906,0.000504682,0.0134021,-0.00847271,0.0235032,-5.00151,0.0144458,1012,388,1,0.118322,18,22.1353,6,7.44439
3040.08,892826,0.000585823,0.0134886,-0.00840023,0.0233624,-5.00168,0.0148693,1014,491,1,0.118322,18,22.1451,5,7.44661
3050.08,895760,0.000572627,0.0135002,-0.00843875,0.0232906,-5.00171,0.0153169,1014,581,1,0.118322,17,22.0709,5,7.36342
3060.08,898693,0.000793141,0.0132661,-0.00822338,0.0225685,-5.0016,0.014877,1011,676,1,0.104881,17,22.2017,5,7.41721
3070.08,901616,0.000945081,0.0131773,-0.00778583,0.0219211,-5.00145,0.0151381,1015,750,1,0.122474,17,22.0054,5,7.30247
3080.08,904537,0.000895497,0.0132442,-0.00766887,0.0216761,-5.00143,0.0150178,1016,844,1,0.126491,17,22.0268,5,7.3143
3090.08,907459,0.000975607,0.0132318,-0.00763114,0.0216676,-5.00117,0.0145738,1015,932,1,0.122474,17,21.9559,5,7.25527
3100.08,910385,0.000853531,0.0134848,-0.007951,0.022241,-5.00138,0.0148009,1017,92,1,0.130384,17,21.1357,5,7.03818
3110.08,913322,0.000847345,0.0136341,-0.00839844,0.022901,-5.0014,0.0148106,1018,181,1,0.134164,17,20.9669,5,7.01021
3120.08,916252,0.000827661,0.0133161,-0.00865881,0.0232084,-5.00136,0.0148001,1018,282,1,0.134164,17,20.8786,5,7.01014
3130.08,919187,0.000788259,0.0133028,-0.00906843,0.0235425,-5.00157,0.0151723,1020,365,1,0.141421,17,20.7115,5,6.95881
3140.08,922125,0.000808872,0.0134509,-0.0094323,0.0239489,-5.00176,0.0154859,1020,443,1,0.141421,17,19.1524,5,6.54515
3150.08,925064,0.000754178,0.0133586,-0.00944889,0.0241748,-5.00165,0.01565,1019,530,1,0.13784,17,19.4162,5,6.62495
3160.08,928018,0.00077655,0.0132078,-0.00957987,0.0242821,-5.0018,0.0157663,1015,620,1,0.130384,17,19.6733,5,6.73335
3170.08,930931,0.00084288,0.0134291,-0.00958508,0.0244191,-5.00185,0.0154458,1015,716,1,0.122474,17,19.4815,5,6.7487
3180.08,933863,0.000943937,0.0135597,-0.00997905,0.0245777,-5.00188,0.0154549,1014,801,1,0.118322,17,19.6021,5,6.75877
3190.08,936800,0.00113471,0.0132528,-0.0102628,0.0247141,-5.00183,0.015672,1013,901,1,0.114018,17,19.8026,5,6.79426
3200.08,939719,0.00100219,0.0130416,-0.0108522,0.0259148,-5.00196,0.0157395,1014,115,1,0.118322,17,19.9562,5,6.83776
3210.08,942646,0.00105586,0.0129525,-0.0108446,0.0256188,-5.00181,0.0157062,1015,203,1,0.130384,17,19.8972,5,6.78756
3220.08,945580,0.00115269,0.0128818,-0.0104698,0.0251833,-5.00186,0.0155558,1017,304,1,0.130384,17,19.9701,5,6.82129
3230.08,948525,0.00111624,0.0129097,-0.0105218,0.0252023,-5.00177,0.0155785,1019,390,1,0.13784,18,20.0327,5,6.88353
3240.08,951483,0.00104136,0.0125219,-0.010344,0.0247684,-5.0018,0.0159369,1022,493,1,0.148324,17,19.9678,5,6.80213
3250.08,954447,0.00117236,0.0123825,-0.010781,0.0254015,-5.00182,0.0160086,1021,590,1,0.158114,18,20.2483,5,6.8992
3260.08,957382,0.00114844,0.0123913,-0.0109564,0.025642,-5.00202,0.0162918,1023,677,1,0.158114,18,20.386,5,6.95133
3270.08,960351,0.00118985,0.0128108,-0.0115011,0.0263551,-5.00195,0.0163839,1025,794,1,0.164317,18,20.5487,6,6.94521
3280.08,963311,0.00103334,0.0127491,-0.0117096,0.0267425,-5.00183,0.0161589,1025,889,1,0.164317,18,20.7825,6,7.03989
3290.08,966265,0.000950217,0.0129245,-0.0115994,0.0266309,-5.00214,0.0163225,1025,984,1,0.164317,18,20.8078,6,7.07623
3300.08,969230,0.00114151,0.0134369,-0.0115184,0.0260693,-5.0021,0.0162059,1025,102,1,0.164317,18,20.8585,6,7.08011
3310.08,972216,0.00128066,0.0133426,-0.0115521,0.0261921,-5.00214,0.0159818,1027,184,1,0.170294,18,21.0668,6,7.19131
3320.08,975195,0.00134425,0.0133354,-0.0118672,0.0264924,-5.00226,0.0159403,1028,264,1,0.173205,18,21.247,6,7.27021
3330.08,978161,0.00147303,0.0133841,-0.0123617,0.0270728,-5.00246,0.0160575,1029,364,1,0.176068,18,21.4969,6,7.33812
3340.08,981117,0.00145495,0.0134781,-0.0125469,0.0271134,-5.00235,0.0154363,1027,449,1,0.170294,18,21.5872,6,7.40412
3350.08,984081,0.00134866,0.013402,-0.0124353,0.0271854,-5.00215,0.0153056,1029,545,1,0.176068,18,21.167,6,7.40966
3360.08,987056,0.00130498,0.0134384,-0.0128471,0.0275783,-5.00191,0.0150729,1032,637,1,0.178885,18,21.2783,6,7.42678
3370.08,990033,0.00113531,0.0139876,-0.0129323,0.0276809,-5.00191,0.0150398,1029,724,1,0.170294,18,21.3492,6,7.41889
3380.08,993014,0.00116915,0.0138092,-0.0127909,0.0278408,-5.00196,0.0149202,1025,827,1,0.164317,18,21.5155,6,7.49473
3390.08,995983,0.00105892,0.0136854,-0.0133034,0.0283336,-5.00215,0.0149843,1024,931,1,0.161245,17,19.9844,6,6.99028
3400.08,998922,0.000921433,0.013653,-0.0133292,0.0285177,-5.00201,0.0147371,1027,101,1,0.170294,17,20.1121,6,7.03896
3410.08,1001918,0.000764581,0.0135389,-0.013906,0.0287126,-5.00179,0.0145006,1023,199,1,0.164317,17,20.0904,6,6.9945
3420.08,1004888,0.000650069,0.01355,-0.0139071,0.028743,-5.00155,0.0148714,1020,314,1,0.141421,17,20.2953,5,7.14458
3430.08,1007853,0.000663663,0.013357,-0.0141516,0.0293556,-5.00172,0.0149668,1021,409,1,0.144914,17,20.4045,5,7.18297
3440.08,1010785,0.000574792,0.0134492,-0.0147302,0.029863,-5.00176,0.0149807,1020,499,1,0.141421,17,20.5916,5,7.23049
3450.08,1013772,0.000709387,0.0137319,-0.0147669,0.0298626,-5.00168,0.0148667,1020,603,1,0.141421,17,20.4347,5,7.21429
3460.08,1016732,0.0010507,0.013859,-0.0149087,0.0301997,-5.00152,0.0148129,1016,702,1,0.126491,17,20.5506,5,7.25775
3470.08,1019661,0.000882073,0.0138982,-0.0159333,0.0310047,-5.00154,0.0149169,1017,793,1,0.13784,17,20.3809,5,7.17572
3480.08,1022608,0.000986194,0.0141441,-0.015741,0.0308589,-5.0014,0.0147128,1017,881,1,0.13784,17,20.5292,5,7.28876
3490.08,1025550,0.00105831,0.0140568,-0.0159731,0.0309365,-5.00131,0.0146848,1019,992,1,0.144914,17,20.4628,5,7.24389
3500.08,1028524,0.00118461,0.0139012,-0.0159673,0.0308597,-5.00123,0.0145196,1021,105,1,0.151658,17,20.4947,5,7.23111
3510.08,1031488,0.00115342,0.0134919,-0.0162384,0.0313984,-5.00142,0.0147869,1020,190,1,0.154919,16,19.9309,5,6.98019
3520.08,1034416,0.00100197,0.0133021,-0.0159647,0.0309284,-5.00139,0.0147545,1021,284,1,0.144914,17,20.0778,5,7.02197
3530.08,1037367,0.000990864,0.0133112,-0.0165826,0.0316081,-5.00166,0.0150547,1019,398,1,0.13784,17,20.2621,5,7.12797
3540.08,1040323,0.00099581,0.0134329,-0.0167032,0.0313791,-5.0015,0.0153084,1022,512,1,0.148324,17,20.5021,5,7.17942
3550.08,1043301,0.000981006,0.0133196,-0.016736,0.0314091,-5.00147,0.0152906,1024,618,1,0.154919,17,20.6664,5,7.18978
3560.08,1046261,0.00106449,0.0136633,-0.0171683,0.0317695,-5.00153,0.0153047,1024,712,1,0.154919,17,20.8332,5,7.27001
3570.08,1049247,0.00102213,0.0140301,-0.0170672,0.0314533,-5.00156,0.015296,1025,806,1,0.158114,17,20.9352,5,7.27915
3580.08,1052203,0.00106126,0.0141875,-0.017026,0.0313238,-5.00168,0.0151442,1025,897,1,0.158114,17,20.912,5,7.36872
3590.08,1055220,0.00108282,0.0137471,-0.0172822,0.0315857,-5.00155,0.0149795,1026,1009,1,0.161245,17,20.62,5,7.34377
3600.08,1058183,0.00123958,0.0139127,-0.0170198,0.0313443,-5.00156,0.0149247,1027,125,1,0.164317,17,20.7575,5,7.40648
3610.08,1061162,0.00124135,0.0140822,-0.017767,0.0322374,-5.00149,0.0148926,1025,229,1,0.158114,17,20.8083,5,7.3881
3620.08,1064115,0.00118664,0.014259,-0.0178794,0.0322935,-5.00173,0.0149643,1023,331,1,0.151658,17,20.594,5,7.3238
3630.08,1067065,0.00113735,0.0141007,-0.018102,0.0326692,-5.00167,0.0148544,1019,430,1,0.13784,17,20.8145,5,7.41916
3640.08,1070040,0.00117484,0.0143789,-0.0186108,0.0332344,-5.00164,0.0149301,1016,539,1,0.126491,17,20.7414,5,7.29678
3650.08,1073012,0.0013667,0.0147378,-0.0182541,0.0329018,-5.00168,0.0149631,1019,638,1,0.13784,17,20.9907,5,7.42657
3660.08,1075971,0.0012546,0.0149686,-0.0183344,0.0330138,-5.00191,0.0154179,1022,739,1,0.148324,17,21.2302,5,7.46827
3670.08,1078931,0.001419,0.0150624,-0.018681,0.0336333,-5.00186,0.0154361,1021,854,1,0.144914,17,21.3288,5,7.56108
3680.08,1081913,0.00133009,0.015075,-0.0185423,0.0330766,-5.00194,0.0151658,1018,964,1,0.134164,17,21.3087,5,7.46947
3690.08,1084851,0.00141086,0.0150529,-0.0187378,0.0329591,-5.00183,0.0147854,1016,1085,1,0.126491,17,21.0934,5,7.40182
3700.08,1087816,0.00123797,0.0145517,-0.0184695,0.0328774,-5.00191,0.0148903,1018,104,1,0.134164,17,21.3787,5,7.48672
3710.08,1090758,0.00110503,0.0146762,-0.0189818,0.0334912,-5.00199,0.0148579,1017,221,1,0.130384,17,21.3304,5,7.51113
3720.08,1093724,0.00111875,0.0148226,-0.0200616,0.0342361,-5.00191,0.0146877,1018,327,1,0.134164,17,21.5143,5,7.57892
3730.08,1096677,0.00100552,0.0144123,-0.0202559,0.0345552,-5.00201,0.0147516,1020,426,1,0.141421,17,21.7409,5,7.66831
3740.08,1099642,0.000954843,0.0142462,-0.0205554,0.0347946,-5.00196,0.0147936,1015,532,1,0.122474,18,21.9197,6,7.67203
3750.08,1102605,0.00085555,0.0143939,-0.0205366,0.0347121,-5.00171,0.0144648,1015,635,1,0.122474,18,22.0707,6,7.7673
3760.08,1105528,0.000652248,0.0141512,-0.0205215,0.0347888,-5.00188,0.0146843,1014,727,1,0.118322,18,22.307,6,7.84691
3770.08,1108488,0.000757547,0.0143663,-0.0205056,0.0351743,-5.0018,0.0142147,1015,823,1,0.130384,18,22.5035,6,7.9428
3780.08,1111441,0.000629027,0.0142194,-0.0210754,0.0355008,-5.00152,0.013893,1014,920,1,0.118322,18,22.5344,5,8.03747
3790.08,1114401,0.000598633,0.0140574,-0.0214169,0.0354831,-5.00159,0.0138976,1014,1004,1,0.126491,18,22.7503,6,8.03859
3800.08,1117338,0.00053472,0.0137974,-0.0220118,0.0356819,-5.00154,0.0139839,1017,82,1,0.130384,18,22.8548,6,8.05407
3810.08,1120308,0.000429518,0.013766,-0.0220701,0.0359269,-5.00152,0.0141467,1017,176,1,0.130384,18,22.9167,6,8.01399
3820.08,1123282,0.000417369,0.0143972,-0.0223278,0.0363217,-5.00158,0.0144362,1017,272,1,0.130384,18,23.1669,6,8.10395
