dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
0.5,0.95,0.95,1000,260398,-4.99936,0.0150244,969,1612,0,0.991464,2,2.15221,2,2.1744,5,3.48913,0.551743,0.00112438,0.0203008,-0.000340399,0.0161026,-0.00037127,0.0225379,0.000705307,0.0203897,-0.000743096,0.0179398
0.5,0.95,0.95,2000,520679,-5.00083,0.0234278,975,1650,0,0.992472,2,2.14686,2,2.12321,5,3.45123,0.559996,0.00103055,0.0282464,0.00204166,0.0261033,-0.00103448,0.0338638,0.00252397,0.0281562,-0.00267629,0.0316391
0.5,0.95,0.95,3002,781511,-5.00012,0.0317327,1005,1578,1,0.083666,2,2.20182,2,2.24767,5,3.50143,0.458389,-0.0016109,0.0370419,0.00204115,0.0378197,0.00169625,0.034063,0.000844608,0.0283195,-0.00309197,0.0354009
0.5,0.95,0.95,4002,1042054,-5.00126,0.0329214,1009,1639,1,0.104881,2,2.18243,2,2.15035,5,3.46915,0.48164,-0.0023753,0.0422231,-0.00155102,0.0404309,0.00431227,0.0353128,0.00510616,0.0331506,-0.00123719,0.0421219
0.5,0.95,0.95,5002,1302139,-4.99655,0.0372967,1004,1668,1,0.0774597,2,2.21111,2,2.23473,5,3.54951,0.485558,-0.00535175,0.047502,-0.00717242,0.0447379,0.00476967,0.0433443,0.00677951,0.0417335,0.00168709,0.0452067
0.5,0.95,0.95,6002,1562282,-4.9975,0.0387945,1010,1647,1,0.109545,2,2.16032,2,2.249,5,3.52236,0.563449,-0.0124225,0.0587932,-0.0054639,0.0446255,0.00637356,0.052467,0.00301939,0.0476264,0.00399329,0.0508344
0.5,0.95,0.95,7002,1822497,-4.99837,0.0432904,1013,1622,1,0.130384,2,2.12885,2,2.15963,5,3.48281,0.525534,-0.019593,0.0612487,-0.00661815,0.0540266,0.00820126,0.0581935,0.00402681,0.057314,-0.000602883,0.0485107
0.5,0.95,0.95,8002,2082758,-4.99569,0.0461463,1008,1660,1,0.1,2,2.25011,2,2.08543,5,3.55921,0.50866,-0.0253946,0.0646705,-0.00231432,0.0528531,0.0116537,0.062898,0.00581553,0.0635696,0.0050092,0.0471722
0.5,0.95,0.95,9002,2343324,-4.99277,0.0476165,1010,1703,1,0.109545,2,2.00749,2,2.02534,4,3.34963,0.509295,-0.0336902,0.0619157,-0.00714861,0.053719,0.0126483,0.0657289,0.00482495,0.0617347,0.0070724,0.0523377
0.5,0.95,0.95,10002,2603851,-4.99119,0.0433798,1004,1724,1,0.0774597,2,2.0567,2,2.10428,5,3.40088,0.514287,-0.0410785,0.0659649,-0.00279246,0.0626568,0.0142806,0.070514,0.00110369,0.0720177,0.00885377,0.0482286
0.5,0.95,0.95,11002,2864013,-4.98944,0.0505847,1005,1631,1,0.083666,2,2.11329,2,2.11495,5,3.35812,0.51417,-0.0493672,0.069622,-0.00396447,0.0705207,0.0217394,0.0726393,-0.00239448,0.0790756,0.00257403,0.0556748
0.5,0.95,0.95,12002,3124331,-4.98546,0.0515071,1006,1718,1,0.0894427,2,2.18838,2,2.20794,5,3.54598,0.508091,-0.0521341,0.0730335,0.000378431,0.075968,0.0217865,0.072869,-0.00237648,0.081321,0.000799999,0.0578066
0.5,0.95,0.95,13002,3384359,-4.97785,0.054663,1005,1723,1,0.083666,2,2.10024,2,2.10119,5,3.38438,0.490096,-0.0623773,0.0741845,-0.00340627,0.0759194,0.0231538,0.0794929,-0.00523234,0.084911,-0.000612315,0.0627889
0.5,0.95,0.95,14002,3644715,-4.97876,0.0611166,1008,1691,1,0.1,2,2.04573,2,2.02583,4,3.42651,0.46542,-0.0602078,0.071391,-0.00480208,0.0835629,0.0312521,0.0866495,-0.00448851,0.0853881,-0.00544943,0.0730814
0.5,0.95,0.95,15002,3904905,-4.97294,0.0589719,1001,1725,1,0.0547723,2,1.95038,2,1.99299,4,3.27719,0.530566,-0.064511,0.0809388,-0.0163823,0.0793277,0.0222972,0.0870037,-0.00648787,0.0833276,-0.00193075,0.0706766
0.5,0.95,0.95,16002,4165243,-4.97183,0.0587825,1007,1749,1,0.0948683,2,2.12108,2,2.08087,4,3.49814,0.565281,-0.0642757,0.0788716,-0.00732843,0.0898777,0.0371178,0.0924844,-0.00416543,0.0854362,-0.000885476,0.0758546
0.5,0.95,0.95,17002,4425881,-4.9657,0.0623573,1004,1666,1,0.0774597,2,2.14149,2,2.12344,4,3.64294,0.542185,-0.0732018,0.0897392,-0.00874004,0.0898229,0.0408976,0.0825203,-0.0237802,0.0946519,0.00383157,0.0727332
0.5,0.95,0.95,18002,4686482,-4.97475,0.06137,1007,1745,1,0.083666,2,2.14056,2,2.03814,4,3.498,0.490833,-0.0847523,0.0902044,-0.0069116,0.0921786,0.0379001,0.100212,-0.0213398,0.101093,0.00611476,0.0782114
0.5,0.95,0.95,19002,4947067,-4.97339,0.0675113,1007,1792,1,0.0948683,2,2.08255,2,2.14103,4,3.55682,0.515937,-0.0941437,0.0898502,-0.00481089,0.0894572,0.0409088,0.102004,-0.0359533,0.0997938,0.000978627,0.0792425
0.5,0.95,0.95,20002,5207782,-4.97607,0.0703038,1009,1800,1,0.104881,2,1.96443,2,1.95678,4,3.29302,0.541902,-0.109248,0.0981237,-0.00362741,0.0983853,0.0415831,0.107652,-0.0428288,0.112527,0.00925033,0.0766063
0.5,0.95,0.95,21002,5468545,-4.97101,0.062506,1003,1774,1,0.0707107,2,2.02978,2,2.03101,4,3.4338,0.507801,-0.127315,0.0963467,-0.00590183,0.0952393,0.0539089,0.113669,-0.0534913,0.109576,-0.00240041,0.0717727
0.5,0.95,0.95,22002,5728980,-4.96469,0.0681854,1004,1825,1,0.0774597,2,1.90447,2,2.02361,4,3.32896,0.516073,-0.137195,0.108623,-0.0181522,0.11107,0.0655319,0.113716,-0.0542485,0.114507,0.0080579,0.0741588
