dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
80,0.95,0.95,0,0.0284148,4,4,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.88731,1,0,1,0.0909555,0.0905065,-0.170205,0.136112,-0.258888
80,0.95,0.95,1,0.0978116,11,11,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.74268,0,1,1,0.287071,-0.121502,-0.0999041,0.0772343,0.0658429
80,0.95,0.95,2,0.10538,8,8,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.95306,0,1,1,0.0394862,0.0278482,-0.0988226,0.219095,0.0891483
80,0.95,0.95,3,0.132175,14,14,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.87441,1,0,1,0.13067,-0.0597425,-0.000514586,-0.129407,0.0558607
80,0.95,0.95,4,0.144335,13,13,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.07187,1,0,1,0.176343,-0.0448755,0.057068,0.044053,0.0133707
80,0.95,0.95,5,0.168376,20,20,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.20108,1,0,1,0.0968751,0.0967456,0.052997,-0.265628,0.343339
80,0.95,0.95,6,0.176995,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.08101,0,1,1,0.108491,-0.343651,-0.1574,0.137797,-0.121225
80,0.95,0.95,7,0.186808,15,15,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.93609,0,1,1,0.106843,0.0300188,0.0432206,-0.140972,-0.155072
80,0.95,0.95,8,0.214779,9,9,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.07737,0,1,1,0.0943089,-0.0198649,-0.00615074,-0.271863,0.147957
80,0.95,0.95,9,0.33757,5,5,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.07187,1,0,1,0.158598,0.0378206,0.0193728,-0.278947,0.0221763
80,0.95,0.95,10,0.422366,17,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.07403,1,0,1,-0.0649782,0.115202,-0.0397513,0.0813428,-0.0134921
80,0.95,0.95,11,0.44186,10,10,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.76178,0,1,1,0.0666186,0.170525,-0.266786,0.179235,-0.208023
80,0.95,0.95,12,0.449057,22,22,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.01471,0,1,1,0.164598,-0.0960533,0.106839,-0.0273209,0.0702463
80,0.95,0.95,13,0.493446,19,19,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.87682,0,1,1,-0.201289,-0.196307,-0.18022,0.0382263,0.12318
80,0.95,0.95,14,0.502887,6,6,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.96353,0,1,1,0.0968751,-0.204984,0.0935237,-0.127227,-0.387498
80,0.95,0.95,15,0.508435,1,1,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.04864,0,1,1,-0.0201787,-0.0582877,-0.123513,-0.0669689,0.00162304
80,0.95,0.95,16,0.530042,21,21,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.83651,0,1,1,-0.04398,-0.00849222,0.111076,0.245438,0.0767446
80,0.95,0.95,17,0.591325,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.95669,1,0,1,0.0769325,0.155654,-0.0215433,-0.0118713,-0.02932
80,0.95,0.95,18,0.654056,12,12,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.86263,1,0,1,-0.0167587,-0.0294148,0.0296067,-0.0731377,-0.163192
80,0.95,0.95,19,0.686122,23,23,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.99525,1,0,1,0.0666186,0.142016,-0.208154,-0.246945,0.0127222
80,0.95,0.95,20,0.702531,3,3,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.22075,0,1,1,0.0716476,-0.121502,-0.227567,-0.0957207,-0.136888
80,0.95,0.95,21,0.803907,18,18,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.09296,0,1,1,0.171324,-0.196307,-0.0997379,0.0852764,0.23442
80,0.95,0.95,22,0.838716,7,7,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.95306,0,1,1,-0.0201787,0.0852661,-0.123513,0.0949852,0.00162304
80,0.95,0.95,23,0.926334,16,16,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.0186,0,1,1,-0.0568094,-0.109385,0.0740524,-0.00321599,0.0891483
80,0.95,0.95,24,0.984218,2,2,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.83651,1,0,1,0.0749428,-0.196307,0.00878824,-0.131278,-0.00852137
80,0.95,0.95,25,4.02841,4,4,-1,-1,1,-1,1,0,1,0,1,1,0,1,-1,-4.88731,0,0,1,0.0909555,0.0905065,-0.170205,0.136112,-0.258888
80,0.95,0.95,26,4.09781,11,11,-1,-1,1,-1,0,1,1,0,0,1,0,1,-1,-4.74268,0,2,1,0.287071,-0.121502,-0.0999041,0.0772343,0.0658429
80,0.95,0.95,27,4.10538,8,8,-1,-1,1,-1,1,1,1,0,0,1,0,1,-1,-4.95306,0,0,1,0.0394862,0.0278482,-0.0988226,0.219095,0.0891483
80,0.95,0.95,28,4.13217,14,14,-1,-1,1,-1,0,0,1,0,1,1,0,1,-1,-4.87441,1,1,1,0.13067,-0.0597425,-0.000514586,-0.129407,0.0558607
80,0.95,0.95,29,4.14434,13,13,-1,-1,1,-1,1,1,1,0,1,1,0,1,-1,-5.07187,0,0,1,0.176343,-0.0448755,0.057068,0.044053,0.0133707
80,0.95,0.95,30,4.16838,20,20,-1,-1,1,-1,0,0,1,0,1,1,0,1,-1,-5.20108,1,1,1,0.0968751,0.0967456,0.052997,-0.265628,0.343339
80,0.95,0.95,31,4.17699,0,0,-1,-1,1,-1,0,0,1,0,0,1,0,1,-1,-5.08101,0,2,1,0.108491,-0.343651,-0.1574,0.137797,-0.121225
80,0.95,0.95,32,4.18681,15,15,-1,-1,1,-1,1,1,1,0,0,1,0,1,-1,-4.93609,0,0,1,0.106843,0.0300188,0.0432206,-0.140972,-0.155072
80,0.95,0.95,33,4.21478,9,9,-1,-1,1,-1,1,0,1,0,0,1,0,1,-1,-5.07737,0,0,1,0.0943089,-0.0198649,-0.00615074,-0.271863,0.147957
80,0.95,0.95,34,4.33757,5,5,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-5.07187,1,1,1,0.158598,0.0378206,0.0193728,-0.278947,0.0221763
80,0.95,0.95,35,4.42237,17,17,-1,-1,1,-1,1,1,1,0,1,1,0,1,-1,-5.07403,0,0,1,-0.0649782,0.115202,-0.0397513,0.0813428,-0.0134921
80,0.95,0.95,36,4.44186,10,10,-1,-1,1,-1,1,1,1,0,0,1,0,1,-1,-4.76178,0,0,1,0.0666186,0.170525,-0.266786,0.179235,-0.208023
80,0.95,0.95,37,4.44906,22,22,-1,-1,1,-1,1,0,1,0,0,1,0,1,-1,-5.01471,0,0,1,0.164598,-0.0960533,0.106839,-0.0273209,0.0702463
80,0.95,0.95,38,4.49345,19,19,-1,-1,1,-1,0,0,1,0,0,1,0,1,-1,-4.87682,0,2,1,-0.201289,-0.196307,-0.18022,0.0382263,0.12318
80,0.95,0.95,39,4.50289,6,6,-1,-1,1,-1,0,0,1,0,0,1,0,1,-1,-4.96353,1,1,1,0.0968751,-0.204984,0.0935237,-0.127227,-0.387498
80,0.95,0.95,40,4.50843,1,1,-1,-1,1,-1,1,1,1,0,0,1,0,1,-1,-5.04864,0,0,1,-0.0201787,-0.0582877,-0.123513,-0.0669689,0.00162304
80,0.95,0.95,41,4.53004,21,21,-1,-1,1,-1,1,1,1,0,0,1,0,1,-1,-4.83651,0,0,1,-0.04398,-0.00849222,0.111076,0.245438,0.0767446
80,0.95,0.95,42,4.59132,24,24,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-4.95669,2,0,1,0.0769325,0.155654,-0.0215433,-0.0118713,-0.02932
80,0.95,0.95,43,4.65406,12,12,-1,-1,1,-1,1,0,1,0,1,1,0,1,-1,-4.86263,0,0,1,-0.0167587,-0.0294148,0.0296067,-0.0731377,-0.163192
80,0.95,0.95,44,4.68612,23,23,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-4.99525,2,0,1,0.0666186,0.142016,-0.208154,-0.246945,0.0127222
80,0.95,0.95,45,4.70253,3,3,-1,-1,1,-1,1,1,1,0,0,1,0,1,-1,-5.22075,0,0,1,0.0716476,-0.121502,-0.227567,-0.0957207,-0.136888
80,0.95,0.95,46,4.80391,18,18,-1,-1,1,-1,0,0,1,0,0,1,0,1,-1,-5.09296,1,1,1,0.171324,-0.196307,-0.0997379,0.0852764,0.23442
80,0.95,0.95,47,4.83872,7,7,-1,-1,1,-1,0,1,1,0,0,1,0,1,-1,-4.95306,1,1,1,-0.0201787,0.0852661,-0.123513,0.0949852,0.00162304
80,0.95,0.95,48,4.92633,16,16,-1,-1,1,-1,0,1,1,0,0,1,0,1,-1,-5.0186,1,1,1,-0.0568094,-0.109385,0.0740524,-0.00321599,0.0891483
80,0.95,0.95,49,4.98422,2,2,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-4.83651,1,1,1,0.0749428,-0.196307,0.00878824,-0.131278,-0.00852137
80,0.95,0.95,50,6.09781,11,11,-1,-1,1,-1,1,1,2,0,0,2,0,0,6.09781,-4.74268,0,2,0,0.287071,-0.121502,-0.0999041,0.0772343,0.0658429
80,0.95,0.95,51,8.02841,4,4,-1,-1,1,-1,0,0,2,1,1,1,0,1,-1,-4.88731,0,1,1,0.0909555,0.0905065,-0.170205,0.136112,-0.258888
80,0.95,0.95,52,8.10538,8,8,-1,-1,1,-1,1,0,2,1,0,1,0,1,-1,-4.95306,0,0,1,0.0394862,0.0278482,-0.0988226,0.219095,0.0891483
80,0.95,0.95,53,8.13217,14,14,-1,-1,1,-1,0,0,2,0,1,2,0,1,-1,-4.87441,1,2,1,0.13067,-0.0597425,-0.000514586,-0.129407,0.0558607
80,0.95,0.95,54,8.14434,13,13,-1,-1,1,-1,1,0,2,1,1,1,0,1,-1,-5.07187,0,0,1,0.176343,-0.0448755,0.057068,0.044053,0.0133707
80,0.95,0.95,55,8.16838,20,20,-1,-1,1,-1,0,1,2,0,1,2,0,1,-1,-5.20108,1,2,1,0.0968751,0.0967456,0.052997,-0.265628,0.343339
80,0.95,0.95,56,8.17699,0,0,-1,-1,1,-1,0,0,2,0,0,2,0,1,-1,-5.08101,0,3,1,0.108491,-0.343651,-0.1574,0.137797,-0.121225
80,0.95,0.95,57,8.18681,15,15,-1,-1,1,-1,1,0,2,1,0,1,0,1,-1,-4.93609,0,0,1,0.106843,0.0300188,0.0432206,-0.140972,-0.155072
80,0.95,0.95,58,8.21478,9,9,-1,-1,1,-1,0,0,2,1,0,1,0,1,-1,-5.07737,1,0,1,0.0943089,-0.0198649,-0.00615074,-0.271863,0.147957
80,0.95,0.95,59,8.33757,5,5,-1,-1,1,-1,1,1,2,0,1,2,0,1,-1,-5.07187,0,1,1,0.158598,0.0378206,0.0193728,-0.278947,0.0221763
80,0.95,0.95,60,8.42237,17,17,-1,-1,1,-1,1,1,2,1,1,1,0,1,-1,-5.07403,0,0,1,-0.0649782,0.115202,-0.0397513,0.0813428,-0.0134921
80,0.95,0.95,61,8.44186,10,10,-1,-1,1,-1,1,1,2,1,0,1,0,1,-1,-4.76178,0,0,1,0.0666186,0.170525,-0.266786,0.179235,-0.208023
