dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,0.95,0.95,11002,2896640,-5.00955,0.068521,1015,4454,1,0.130384,1,1.37768,1,1.31263,2,2.21337,0.565119,0.00506965,0.0776965,0.000501951,0.0669771,-0.0175283,0.0620193,0.00593968,0.062516,-0.00417191,0.063684
80,0.95,0.95,12002,3159741,-5.00882,0.0689005,1011,4598,1,0.114018,1,1.32853,1,1.35167,2,2.18541,0.518656,-0.000776721,0.0741814,0.00671998,0.0703812,-0.00997667,0.0615641,0.00568432,0.0661669,-0.00578191,0.0620697
80,0.95,0.95,13002,3422877,-5.01155,0.0639785,1011,4591,1,0.122474,1,1.25618,1,1.32778,2,2.14266,0.560098,0.00314684,0.0680938,0.00196036,0.0748866,-0.00689097,0.0702705,0.0152915,0.0674252,-0.00756096,0.0721808
80,0.95,0.95,14002,3686451,-5.01065,0.0687644,1016,4576,1,0.134164,1,1.27475,1,1.27711,2,2.1326,0.564843,0.00736468,0.0732497,-0.00151566,0.0739247,-0.00959358,0.0704923,0.0211461,0.0701601,-0.00672819,0.0767603
80,0.95,0.95,15002,3949246,-5.01481,0.0682226,1014,4465,1,0.126491,1,1.39929,1,1.30231,2,2.24544,0.552969,0.015394,0.0754683,-0.0100511,0.0776653,-0.00403376,0.0740995,0.0163223,0.0757147,-0.00560622,0.0849699
80,0.95,0.95,16002,4212385,-5.01803,0.0680917,1012,4518,1,0.118322,1,1.41633,1,1.30231,2,2.29739,0.545404,0.0157711,0.0837575,-0.018861,0.0725521,0.00117323,0.0774491,0.0115792,0.0798192,-0.00724495,0.0904254
80,0.95,0.95,17002,4475909,-5.01598,0.0801013,1015,4644,1,0.122474,1,1.36858,1,1.31072,2,2.23316,0.562767,0.00392398,0.083811,-0.0200918,0.0677753,-0.00034453,0.0743639,0.0116095,0.0855769,-0.00798057,0.093459
80,0.95,0.95,18002,4739381,-5.00525,0.0781133,1017,4529,1,0.13784,1,1.32929,1,1.33229,2,2.19591,0.572107,0.00568133,0.0896558,-0.0129898,0.0769075,0.00429024,0.0746833,0.00966351,0.0844338,-0.0087599,0.106899
80,0.95,0.95,19002,5002620,-5.00513,0.0778505,1018,4547,1,0.141421,1,1.28258,1,1.27475,2,2.11471,0.499161,0.00853906,0.0878275,0.0012835,0.0834612,0.00198366,0.0760709,0.0079904,0.0945466,-0.0164679,0.107422
80,0.95,0.95,20002,5265835,-5.00482,0.0821937,1019,4557,1,0.151658,1,1.25778,1,1.24016,2,2.07509,0.582664,0.0110195,0.0965907,-0.0115366,0.0861753,-0.00135562,0.0970699,0.00714476,0.093361,0.000327817,0.111495
80,0.95,0.95,21002,5529332,-5.00063,0.0879127,1024,4620,1,0.161245,1,1.32023,1,1.33566,2,2.20613,0.568508,0.0220719,0.0923317,-0.0145858,0.0938824,0.00183431,0.0930912,0.0151365,0.0960166,-0.00792924,0.122967
80,0.95,0.95,22002,5792882,-4.99743,0.0961758,1026,4503,1,0.173205,1,1.36638,1,1.27867,2,2.2,0.547854,0.0406602,0.0846592,-0.0050672,0.0979968,0.0112905,0.0963679,0.0316268,0.10059,0.00275446,0.11414
80,0.95,0.95,23002,6056433,-4.99037,0.106714,1022,4541,1,0.154919,1,1.34276,1,1.3932,2,2.26627,0.521519,0.0433899,0.0819807,-0.0144641,0.103556,0.00623675,0.102357,0.0287193,0.107122,0.00471109,0.128608
80,0.95,0.95,24002,6319354,-4.97977,0.109067,1024,4701,1,0.167332,1,1.39535,1,1.37295,2,2.32034,0.562576,0.0476838,0.089467,-0.00919978,0.107865,0.00141721,0.0955142,0.008968,0.103866,0.00617651,0.143692
80,0.95,0.95,25002,6582710,-4.99928,0.114262,1020,4588,1,0.154919,1,1.25817,1,1.39284,2,2.18792,0.537185,0.0523368,0.0866264,-0.00646091,0.123328,0.00435657,0.0956088,0.0172972,0.101988,0.0101621,0.15255
80,0.95,0.95,26002,6846003,-4.99813,0.0982334,1020,4745,1,0.148324,1,1.28374,1,1.32061,2,2.14942,0.572857,0.0501953,0.0887383,-0.00267033,0.129738,-0.00320756,0.0987563,0.000287478,0.115536,0.0132199,0.147796
80,0.95,0.95,27002,7109166,-5.00666,0.0995455,1012,4510,1,0.118322,1,1.32665,1,1.37004,2,2.22104,0.575699,0.051239,0.0914943,-0.0124974,0.129434,-0.00764585,0.0997765,0.00410653,0.117473,-0.00459225,0.161065
80,0.95,0.95,28002,7372356,-5.00416,0.09836,1017,4540,1,0.13784,1,1.36967,1,1.37259,2,2.26097,0.584586,0.0504751,0.0935181,0.00361098,0.141342,-0.00539203,0.102419,-0.00709289,0.133409,-0.00150612,0.161415
80,0.95,0.95,29002,7635524,-4.98506,0.0935,1021,4573,1,0.164317,1,1.36345,1,1.36088,2,2.18609,0.589017,0.0417262,0.0968983,0.00986963,0.135638,-0.0144035,0.0976025,-0.00782202,0.140662,-0.0166029,0.170314
