dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,0.95,0.95,1000,263508,-4.99993,0.0253572,994,4485,0,1.0139,1,1.28297,1,1.19875,2,2.04181,0.501504,-0.00200203,0.0224493,-0.00113888,0.0237434,-0.00130338,0.0204138,-0.00321063,0.0243639,0.00070871,0.0191795
80,0.95,0.95,2000,526879,-4.99702,0.0348057,985,4579,0,1.01143,1,1.2498,1,1.21532,2,2.00624,0.533161,-0.00491429,0.0310907,-0.00411259,0.0307256,-0.00382554,0.0327515,-0.00174923,0.0348456,0.00429558,0.0306487
80,0.95,0.95,3000,789769,-4.99959,0.0460988,995,4417,0,1.01637,1,1.26965,1,1.249,2,2.11045,0.515304,-0.00267671,0.038973,-7.92305e-05,0.0391929,-0.00817466,0.0357126,-0.00236775,0.0378974,0.00363153,0.0381394
80,0.95,0.95,4000,1053555,-5.00044,0.0442418,986,4676,0,1.01193,1,1.28258,1,1.21161,2,2.06228,0.576883,-0.00648912,0.0387793,0.000306998,0.0494722,-0.00748438,0.0393603,-0.00365322,0.0427297,0.00666829,0.047169
80,0.95,0.95,5000,1316389,-5.00458,0.0498959,995,4581,0,1.02616,1,1.2227,1,1.2474,2,1.97104,0.533578,-0.00400096,0.0390224,0.00304012,0.0472925,-0.0108365,0.0430196,0.000623735,0.0468965,0.00834562,0.051991
80,0.95,0.95,6000,1579668,-5.00883,0.055534,989,4490,0,1.00946,1,1.28452,1,1.20457,2,2.04963,0.559214,-0.00183208,0.0424701,0.00176551,0.0507716,-0.0081889,0.0442106,-0.00507592,0.0546289,0.00513879,0.0498185
80,0.95,0.95,7000,1843138,-5.00399,0.0597103,984,4520,0,1.01193,1,1.33754,1,1.27475,2,2.17117,0.592639,-0.000422968,0.0487067,0.00705286,0.0618118,-0.00703371,0.0542079,-0.000128289,0.0620121,0.00216265,0.0496243
80,0.95,0.95,8000,2106702,-5.01015,0.0609513,995,4441,0,1.02225,1,1.3513,1,1.33828,2,2.21968,0.579982,0.00502996,0.0574517,0.0106776,0.0631402,-0.013233,0.0491248,0.00424224,0.0643327,-0.00441249,0.055219
80,0.95,0.95,9002,2371104,-5.01074,0.0661575,1014,4651,1,0.126491,1,1.33978,1,1.30958,2,2.16379,0.533371,0.00696685,0.0646569,0.000407124,0.0606117,-0.0124971,0.0520218,-0.00430304,0.0632444,-0.00165656,0.0585037
80,0.95,0.95,10002,2634157,-5.00814,0.0667703,1014,4473,1,0.126491,1,1.31225,1,1.31034,2,2.16956,0.57709,-0.000240551,0.0695879,-0.00471733,0.0645031,-0.013356,0.0550017,0.00178192,0.0726089,-0.00328339,0.0609941
