dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
0.5,0.95,0.95,0,0.00554075,2,2,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.05301,0,1,1,-0.109969,-0.0914449,-0.159794,0.0293642,-0.142564
0.5,0.95,0.95,1,0.0153145,17,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99919,0,1,1,-0.204544,0.0052369,-0.0840325,-0.15413,0.193429
0.5,0.95,0.95,2,0.01649,13,13,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.93574,1,0,1,-0.226038,0.187408,0.0369126,0.0157327,0.00388206
0.5,0.95,0.95,3,0.057599,22,22,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.85969,1,0,1,-0.111832,0.00736001,-0.0070888,-0.0121807,0.0291479
0.5,0.95,0.95,4,0.0611602,8,8,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.96997,1,0,1,-0.133714,-0.082872,-0.0519129,-0.0311999,0.046467
0.5,0.95,0.95,5,0.0881631,19,19,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.11969,1,0,1,-0.14491,-0.0255292,0.145434,0.000952296,0.13055
0.5,0.95,0.95,6,0.119349,23,23,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.99919,0,1,1,-0.114741,0.10721,0.0436104,0.0230493,0.0529991
0.5,0.95,0.95,7,0.222666,11,11,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.95753,1,0,1,-0.0894852,-0.0920171,0.030356,0.256301,0.0807916
0.5,0.95,0.95,8,0.279921,21,21,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.05752,1,0,1,-0.172161,-0.082872,0.0425209,-0.0254173,0.046467
0.5,0.95,0.95,9,0.285439,1,1,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.29444,1,0,1,-0.0781994,0.0590255,-0.0266433,-0.0326951,0.0656029
0.5,0.95,0.95,10,0.287945,15,15,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.91699,1,0,1,-0.190856,-0.0116396,-0.0210481,0.0458846,0.0792808
0.5,0.95,0.95,11,0.319379,6,6,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.05145,1,0,1,-0.138128,0.0290183,0.139903,0.0990686,-0.122218
0.5,0.95,0.95,12,0.327477,3,3,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.04397,1,0,1,0.0604791,0.0679861,-0.0719252,0.00440176,-0.00293498
