dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
0.5,0.95,0.95,1000,260086,-5.00079,0.0189244,957,1585,0,0.982344,2,2.15592,2,2.25389,5,3.52619,0.512185,0.000210048,0.0165177,-0.000582822,0.0177857,-0.000164543,0.0212963,0.000524432,0.0191777,0.00301894,0.0228538
0.5,0.95,0.95,2000,520502,-4.99994,0.0276363,973,1631,0,0.990454,2,2.21314,2,2.22014,5,3.59736,0.538262,-0.0015803,0.0280497,0.00398877,0.0278495,-2.71815e-05,0.0301819,-0.000342867,0.0264195,0.00700747,0.03391
0.5,0.95,0.95,3000,780836,-5.00054,0.0355413,976,1624,0,0.993982,2,2.10262,2,2.15662,5,3.34903,0.542823,-0.000563577,0.0311388,0.00308065,0.0341308,-0.00168095,0.0386712,-0.00146952,0.0294587,0.00350707,0.0343292
0.5,0.95,0.95,4000,1041331,-5.00216,0.0388279,979,1651,0,0.996494,2,2.16102,2,2.07389,4,3.56609,0.479272,-0.00300177,0.0316599,0.00595798,0.036737,0.00142724,0.0480541,0.000851002,0.0312404,0.000686721,0.0389008
0.5,0.95,0.95,5000,1301245,-5.00173,0.0430027,970,1590,0,0.986914,2,2.15383,2,2.1536,5,3.4576,0.50575,-0.00464419,0.0385411,0.0091997,0.0378973,-4.67503e-06,0.047037,-0.00358999,0.036668,0.00475332,0.0471504
0.5,0.95,0.95,6000,1561363,-5.00099,0.0444691,969,1687,0,0.990454,2,2.08591,2,2.06591,5,3.3429,0.527801,-0.00558253,0.0424898,0.00707382,0.0445249,-0.000898838,0.0522459,0.00252542,0.0468511,0.00238147,0.0538853
0.5,0.95,0.95,7000,1821797,-5.00005,0.0458795,968,1628,0,0.986914,2,2.13612,2,2.06398,4,3.55204,0.536952,-0.0046689,0.0429856,0.0151389,0.0523362,-0.00209899,0.0544063,4.39128e-05,0.0483167,0.00123101,0.0635852
0.5,0.95,0.95,8000,2082168,-5.00354,0.051622,963,1701,0,0.985393,2,1.98394,2,2.1806,5,3.35693,0.532614,-0.00275253,0.0441096,0.0143361,0.0557002,-0.00320051,0.0569272,0.00104157,0.0498715,0.00936855,0.0666656
0.5,0.95,0.95,9000,2342646,-5.00014,0.054011,973,1599,0,0.991464,2,2.24321,2,2.00125,5,3.39956,0.575423,-0.00603866,0.046782,0.0136222,0.0607699,0.00708115,0.0636875,0.000684731,0.0491682,0.00422557,0.0658193
0.5,0.95,0.95,10000,2603238,-4.99695,0.0586625,975,1645,0,0.992472,2,2.01271,2,2.06761,4,3.47592,0.582702,-0.0116144,0.0473534,0.0123581,0.0643703,0.00573068,0.0632022,-0.000596413,0.0599782,0.00336299,0.0684748
0.5,0.95,0.95,11000,2863515,-4.9985,0.0555495,969,1573,0,0.993479,2,2.22396,2,2.26561,5,3.60292,0.524231,-0.0161899,0.0539639,0.0102419,0.0669738,0.00558274,0.0650184,0.00612592,0.0534439,0.0103298,0.0723228
0.5,0.95,0.95,12000,3123808,-5.00281,0.0534566,973,1584,0,0.996494,2,2.09117,2,2.07509,5,3.3614,0.51728,-0.0193271,0.0532538,0.0127958,0.0671528,0.00960561,0.0707501,0.00328997,0.053681,0.00966682,0.0765992
0.5,0.95,0.95,13000,3383997,-5.00433,0.0531787,963,1733,0,0.989444,2,2.03544,2,2.22104,5,3.39087,0.551599,-0.0238078,0.062052,0.0105754,0.0665992,0.00219412,0.0699703,0.00288071,0.0577808,0.0055033,0.0803468
0.5,0.95,0.95,14000,3643973,-5.00345,0.0573218,968,1616,0,0.992975,2,2.13471,2,2.01916,5,3.30454,0.506632,-0.0245311,0.0606077,0.0198211,0.0699816,0.00800481,0.0775692,0.00487201,0.0629338,0.0139999,0.0832658
0.5,0.95,0.95,15000,3904292,-4.99838,0.0685557,974,1554,0,0.993982,2,2.07942,2,2.10689,5,3.30802,0.562356,-0.0373143,0.062232,0.0231277,0.0694954,0.00205899,0.0790238,0.000385836,0.0675166,0.0251593,0.0866863
0.5,0.95,0.95,16000,4164411,-4.9952,0.0738103,974,1646,0,0.995992,2,2.08662,2,2.05499,4,3.48152,0.49588,-0.0382192,0.0665911,0.0215703,0.0716206,-0.000621393,0.0801976,-0.00232002,0.0663123,0.0172093,0.0953369
0.5,0.95,0.95,17000,4425101,-5.00173,0.0821111,966,1726,0,0.989949,2,2.07678,2,2.11778,4,3.54203,0.545024,-0.0471615,0.0708797,0.018731,0.0663008,0.00485283,0.0880422,-0.00804842,0.0662785,0.022394,0.0961868
0.5,0.95,0.95,18000,4685524,-4.99471,0.0843711,970,1647,0,0.993982,2,1.99198,2,2.03076,4,3.40881,0.554393,-0.0526449,0.0708124,0.00556461,0.0626811,-0.000359316,0.0846594,-0.00243331,0.0653688,0.0326356,0.0960146
0.5,0.95,0.95,19000,4946195,-5.003,0.0948041,967,1756,0,0.992472,2,2.10357,2,1.97028,4,3.39926,0.564783,-0.0606553,0.0741267,0.00441464,0.0621569,-0.00867569,0.0864558,-0.00443676,0.0676558,0.0274704,0.0934128
0.5,0.95,0.95,20000,5206594,-5.01717,0.0945213,981,1647,0,0.99549,2,2.0204,2,2.01122,4,3.43555,0.524183,-0.0709383,0.0745777,0.00370207,0.0738107,-0.00931599,0.0879066,-0.00177375,0.0699728,0.0197599,0.0974941
0.5,0.95,0.95,21000,5466897,-5.02518,0.100416,964,1684,0,0.987927,2,2.0883,2,2.1192,4,3.5519,0.543395,-0.0868155,0.0715484,-0.00602417,0.0697631,-0.00346707,0.0898808,-0.00826624,0.0743766,0.0245113,0.0923134
0.5,0.95,0.95,22000,5727442,-5.03078,0.0985185,967,1689,0,0.988433,2,2.06107,2,2.04817,4,3.53681,0.546807,-0.0878216,0.0689741,-0.0116147,0.0783188,-0.00647934,0.0846114,-0.0162354,0.0686116,0.0200519,0.0950568
