dForagingSD,dForagingMean,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
0.5,0.5,447,76.6426,15,15,-1,-1,1,-1,1,0,19,8,10,11,0,1,-1,-5.00622,7,0,1,-0.0247402,0.0974362,0.0743849,0.0082115,-0.0787129
0.5,0.5,448,76.6919,21,21,-1,-1,1,-1,0,0,19,12,4,7,0,1,-1,-4.96022,3,3,1,-0.0168527,0.16389,-0.0550305,-0.057446,0.089305
0.5,0.5,449,76.7042,19,19,-1,-1,1,-1,0,0,19,11,7,8,0,1,-1,-5.02442,2,2,1,-0.106078,0.0371089,-0.00660117,-0.0707741,0.0364049
0.5,0.5,450,76.708,17,17,-1,-1,1,-1,1,1,19,9,0,10,0,1,-1,-5.02224,0,4,1,-0.112603,0.0271146,0.162476,-0.0153593,-0.0769137
0.5,0.5,451,76.7099,16,16,-1,-1,1,-1,1,1,19,8,7,11,0,1,-1,-5.01199,6,2,1,-0.0247402,0.0271146,0.133389,0.03932,-0.0787129
0.5,0.5,452,76.761,11,11,-1,-1,1,-1,0,1,19,13,4,6,0,1,-1,-4.96126,0,1,1,-0.15524,0.0601057,-0.0161574,-0.0134139,0.0207144
0.5,0.5,453,76.8599,3,3,-1,-1,1,-1,0,1,19,9,3,10,0,1,-1,-4.99536,2,5,1,-0.0221732,0.00842148,-0.0772051,0.129823,-0.0143039
0.5,0.5,454,76.9065,14,14,-1,-1,1,-1,0,0,19,9,2,10,0,1,-1,-4.94787,1,6,1,-0.063825,-0.0252736,0.0768201,0.0418522,0.0168139
0.5,0.5,455,76.9529,20,20,-1,-1,1,-1,0,1,19,11,3,8,0,1,-1,-5.00728,2,5,1,-0.10961,-0.049931,0.03834,-0.199166,-0.0299335
0.5,0.5,456,78.9065,14,14,-1,-1,1,-1,0,0,20,9,2,11,0,0,78.9065,-4.94787,1,6,0,-0.063825,-0.0252736,0.0768201,0.0418522,0.0168139
0.5,0.5,457,80.0236,7,7,-1,-1,1,-1,1,0,20,6,6,14,0,1,-1,-4.94299,3,4,1,-0.142276,-0.00760676,0.0188464,-0.00517625,0.00273955
0.5,0.5,458,80.0486,1,1,-1,-1,1,-1,1,0,20,13,5,7,0,1,-1,-5.06833,1,0,1,-0.185167,0.0734629,-0.156024,0.135408,-0.0678596
0.5,0.5,459,80.1001,0,0,-1,-1,1,-1,0,1,20,10,3,10,0,1,-1,-5.02591,3,8,1,-0.0847636,0.128174,0.0241129,0,-0.00474605
0.5,0.5,460,80.1041,8,8,-1,-1,1,-1,1,0,20,9,6,11,0,1,-1,-5.03183,1,2,1,-0.120349,-0.00147435,-0.0585143,0,0.00389256
0.5,0.5,461,80.11,6,6,-1,-1,1,-1,0,0,20,14,3,6,0,1,-1,-5.0005,3,2,1,-0.33911,0.0453686,-0.00445822,0.0124028,0.0492758
0.5,0.5,462,80.1511,13,13,-1,-1,1,-1,0,1,20,9,6,11,0,1,-1,-5.02224,5,5,1,-0.0466348,0.0143304,-0.00353699,0.00534388,0.0137908
0.5,0.5,463,80.2211,23,23,-1,-1,1,-1,0,1,20,13,6,7,0,1,-1,-4.99185,4,2,1,-0.138165,0.0787176,0.0188464,0.0199556,-0.102767
0.5,0.5,464,80.3031,12,12,-1,-1,1,-1,1,0,20,8,7,12,0,1,-1,-5.02562,5,2,1,-0.10961,-0.0453735,0.0285812,0.00988535,0.0869962
0.5,0.5,465,80.3371,18,18,-1,-1,1,-1,0,1,20,8,8,12,0,1,-1,-5.01288,7,3,1,-0.0504902,0.108706,0.0327295,0.184521,-0.102767
0.5,0.5,466,80.4606,24,24,-1,-1,1,-1,1,1,20,14,3,6,0,1,-1,-5.01045,1,2,1,-0.0114853,0.102954,0.113069,0.0268479,-0.0343685
0.5,0.5,467,80.5853,2,2,-1,-1,1,-1,1,1,20,11,6,9,0,1,-1,-4.89804,2,0,1,-0.0436776,0.0991684,-0.0193513,-0.064729,-0.0678635
0.5,0.5,468,80.6426,15,15,-1,-1,1,-1,0,0,20,9,10,11,0,1,-1,-5.00622,8,0,1,-0.0247402,0.0974362,0.0743849,0.0082115,-0.0787129
0.5,0.5,469,80.6919,21,21,-1,-1,1,-1,0,0,20,12,4,8,0,1,-1,-4.96022,3,4,1,-0.0168527,0.16389,-0.0550305,-0.057446,0.089305
0.5,0.5,470,80.7042,19,19,-1,-1,1,-1,0,0,20,11,7,9,0,1,-1,-5.02442,3,2,1,-0.106078,0.0371089,-0.00660117,-0.0707741,0.0364049
0.5,0.5,471,80.708,17,17,-1,-1,1,-1,1,1,20,10,0,10,0,1,-1,-5.02224,0,4,1,-0.112603,0.0271146,0.162476,-0.0153593,-0.0769137
0.5,0.5,472,80.7099,16,16,-1,-1,1,-1,1,1,20,9,7,11,0,1,-1,-5.01199,5,2,1,-0.0247402,0.0271146,0.133389,0.03932,-0.0787129
0.5,0.5,473,80.761,11,11,-1,-1,1,-1,1,1,20,13,4,7,0,1,-1,-4.96126,0,1,1,-0.15524,0.0601057,-0.0161574,-0.0134139,0.0207144
0.5,0.5,474,80.8599,3,3,-1,-1,1,-1,1,0,20,9,3,11,0,1,-1,-4.99536,2,5,1,-0.0221732,0.00842148,-0.0772051,0.129823,-0.0143039
0.5,0.5,475,80.9529,20,20,-1,-1,1,-1,1,1,20,11,3,9,0,1,-1,-5.00728,2,5,1,-0.10961,-0.049931,0.03834,-0.199166,-0.0299335
0.5,0.5,476,84.0236,7,7,-1,-1,1,-1,0,1,21,7,6,14,0,1,-1,-4.94299,4,4,1,-0.142276,-0.00760676,0.0188464,-0.00517625,0.00273955
0.5,0.5,477,84.0486,1,1,-1,-1,1,-1,0,1,21,14,5,7,0,1,-1,-5.06833,2,0,1,-0.185167,0.0734629,-0.156024,0.135408,-0.0678596
0.5,0.5,478,84.1001,0,0,-1,-1,1,-1,1,1,21,10,3,11,0,1,-1,-5.02591,3,8,1,-0.0847636,0.128174,0.0241129,0,-0.00474605
0.5,0.5,479,84.1041,8,8,-1,-1,1,-1,0,0,21,10,6,11,0,1,-1,-5.03183,1,3,1,-0.120349,-0.00147435,-0.0585143,0,0.00389256
0.5,0.5,480,84.11,6,6,-1,-1,1,-1,0,1,21,14,4,7,0,1,-1,-5.0005,4,2,1,-0.33911,0.0453686,-0.00445822,0.0124028,0.0492758
0.5,0.5,481,84.1511,13,13,-1,-1,1,-1,1,1,21,9,7,12,0,1,-1,-5.02224,5,5,1,-0.0466348,0.0143304,-0.00353699,0.00534388,0.0137908
0.5,0.5,482,84.2211,23,23,-1,-1,1,-1,1,1,21,13,6,8,0,1,-1,-4.99185,4,2,1,-0.138165,0.0787176,0.0188464,0.0199556,-0.102767
0.5,0.5,483,84.3031,12,12,-1,-1,1,-1,0,1,21,9,7,12,0,1,-1,-5.02562,6,2,1,-0.10961,-0.0453735,0.0285812,0.00988535,0.0869962
0.5,0.5,484,84.3371,18,18,-1,-1,1,-1,1,1,21,8,8,13,0,1,-1,-5.01288,7,3,1,-0.0504902,0.108706,0.0327295,0.184521,-0.102767
0.5,0.5,485,84.4606,24,24,-1,-1,1,-1,1,0,21,15,3,6,0,1,-1,-5.01045,1,1,1,-0.0114853,0.102954,0.113069,0.0268479,-0.0343685
0.5,0.5,486,84.5853,2,2,-1,-1,1,-1,1,0,21,12,6,9,0,1,-1,-4.89804,2,0,1,-0.0436776,0.0991684,-0.0193513,-0.064729,-0.0678635
0.5,0.5,487,84.6426,15,15,-1,-1,1,-1,0,1,21,9,11,12,0,1,-1,-5.00622,9,0,1,-0.0247402,0.0974362,0.0743849,0.0082115,-0.0787129
0.5,0.5,488,84.6919,21,21,-1,-1,1,-1,0,0,21,12,4,9,0,1,-1,-4.96022,4,4,1,-0.0168527,0.16389,-0.0550305,-0.057446,0.089305
0.5,0.5,489,84.7042,19,19,-1,-1,1,-1,0,0,21,11,8,10,0,1,-1,-5.02442,4,2,1,-0.106078,0.0371089,-0.00660117,-0.0707741,0.0364049
0.5,0.5,490,84.708,17,17,-1,-1,1,-1,1,1,21,11,0,10,0,1,-1,-5.02224,0,2,1,-0.112603,0.0271146,0.162476,-0.0153593,-0.0769137
0.5,0.5,491,84.7099,16,16,-1,-1,1,-1,1,0,21,10,7,11,0,1,-1,-5.01199,5,2,1,-0.0247402,0.0271146,0.133389,0.03932,-0.0787129
0.5,0.5,492,84.761,11,11,-1,-1,1,-1,1,0,21,14,4,7,0,1,-1,-4.96126,0,0,1,-0.15524,0.0601057,-0.0161574,-0.0134139,0.0207144
0.5,0.5,493,84.8599,3,3,-1,-1,1,-1,0,1,21,10,3,11,0,1,-1,-4.99536,3,5,1,-0.0221732,0.00842148,-0.0772051,0.129823,-0.0143039
0.5,0.5,494,84.9529,20,20,-1,-1,1,-1,1,0,21,12,3,9,0,1,-1,-5.00728,2,4,1,-0.10961,-0.049931,0.03834,-0.199166,-0.0299335
0.5,0.5,495,88.0236,7,7,-1,-1,1,-1,1,1,22,7,7,15,0,1,-1,-4.94299,4,4,1,-0.142276,-0.00760676,0.0188464,-0.00517625,0.00273955
0.5,0.5,496,88.0486,1,1,-1,-1,1,-1,1,1,22,14,6,8,0,1,-1,-5.06833,2,0,1,-0.185167,0.0734629,-0.156024,0.135408,-0.0678596
0.5,0.5,497,88.1001,0,0,-1,-1,1,-1,1,0,22,11,3,11,0,1,-1,-5.02591,3,8,1,-0.0847636,0.128174,0.0241129,0,-0.00474605
0.5,0.5,498,88.1041,8,8,-1,-1,1,-1,0,0,22,10,6,12,0,1,-1,-5.03183,2,3,1,-0.120349,-0.00147435,-0.0585143,0,0.00389256
0.5,0.5,499,88.11,6,6,-1,-1,1,-1,1,0,22,14,5,8,0,1,-1,-5.0005,4,2,1,-0.33911,0.0453686,-0.00445822,0.0124028,0.0492758
0.5,0.5,500,88.1511,13,13,-1,-1,1,-1,1,1,22,10,7,12,0,1,-1,-5.02224,5,5,1,-0.0466348,0.0143304,-0.00353699,0.00534388,0.0137908
0.5,0.5,501,88.2211,23,23,-1,-1,1,-1,1,1,22,14,6,8,0,1,-1,-4.99185,2,2,1,-0.138165,0.0787176,0.0188464,0.0199556,-0.102767
0.5,0.5,502,88.3031,12,12,-1,-1,1,-1,1,0,22,9,8,13,0,1,-1,-5.02562,6,2,1,-0.10961,-0.0453735,0.0285812,0.00988535,0.0869962
0.5,0.5,503,88.3371,18,18,-1,-1,1,-1,1,0,22,9,8,13,0,1,-1,-5.01288,7,2,1,-0.0504902,0.108706,0.0327295,0.184521,-0.102767
0.5,0.5,504,88.4606,24,24,-1,-1,1,-1,0,0,22,16,3,6,0,1,-1,-5.01045,2,1,1,-0.0114853,0.102954,0.113069,0.0268479,-0.0343685
0.5,0.5,505,88.5853,2,2,-1,-1,1,-1,0,0,22,13,6,9,0,1,-1,-4.89804,2,1,1,-0.0436776,0.0991684,-0.0193513,-0.064729,-0.0678635
0.5,0.5,506,88.6426,15,15,-1,-1,1,-1,1,1,22,9,12,13,0,1,-1,-5.00622,9,0,1,-0.0247402,0.0974362,0.0743849,0.0082115,-0.0787129
0.5,0.5,507,88.6919,21,21,-1,-1,1,-1,0,0,22,12,5,10,0,1,-1,-4.96022,5,4,1,-0.0168527,0.16389,-0.0550305,-0.057446,0.089305
0.5,0.5,508,88.7042,19,19,-1,-1,1,-1,0,0,22,11,9,11,0,1,-1,-5.02442,5,2,1,-0.106078,0.0371089,-0.00660117,-0.0707741,0.0364049
0.5,0.5,509,88.708,17,17,-1,-1,1,-1,1,1,22,12,0,10,0,1,-1,-5.02224,0,2,1,-0.112603,0.0271146,0.162476,-0.0153593,-0.0769137
0.5,0.5,510,88.7099,16,16,-1,-1,1,-1,0,1,22,11,7,11,0,1,-1,-5.01199,6,2,1,-0.0247402,0.0271146,0.133389,0.03932,-0.0787129
0.5,0.5,511,88.761,11,11,-1,-1,1,-1,0,1,22,15,4,7,0,1,-1,-4.96126,1,0,1,-0.15524,0.0601057,-0.0161574,-0.0134139,0.0207144
0.5,0.5,512,88.8599,3,3,-1,-1,1,-1,1,0,22,10,4,12,0,1,-1,-4.99536,3,5,1,-0.0221732,0.00842148,-0.0772051,0.129823,-0.0143039
0.5,0.5,513,88.9529,20,20,-1,-1,1,-1,0,0,22,13,3,9,0,1,-1,-5.00728,2,5,1,-0.10961,-0.049931,0.03834,-0.199166,-0.0299335
0.5,0.5,514,92.0236,7,7,-1,-1,1,-1,1,0,23,8,7,15,0,1,-1,-4.94299,4,4,1,-0.142276,-0.00760676,0.0188464,-0.00517625,0.00273955
0.5,0.5,515,92.0486,1,1,-1,-1,1,-1,1,1,23,15,6,8,0,1,-1,-5.06833,2,0,1,-0.185167,0.0734629,-0.156024,0.135408,-0.0678596
0.5,0.5,516,92.1001,0,0,-1,-1,1,-1,0,0,23,12,3,11,0,1,-1,-5.02591,4,8,1,-0.0847636,0.128174,0.0241129,0,-0.00474605
0.5,0.5,517,92.1041,8,8,-1,-1,1,-1,0,1,23,10,7,13,0,1,-1,-5.03183,2,4,1,-0.120349,-0.00147435,-0.0585143,0,0.00389256
0.5,0.5,518,92.11,6,6,-1,-1,1,-1,0,0,23,15,5,8,0,1,-1,-5.0005,4,3,1,-0.33911,0.0453686,-0.00445822,0.0124028,0.0492758
0.5,0.5,519,92.1511,13,13,-1,-1,1,-1,1,1,23,11,7,12,0,1,-1,-5.02224,4,5,1,-0.0466348,0.0143304,-0.00353699,0.00534388,0.0137908
0.5,0.5,520,92.2211,23,23,-1,-1,1,-1,1,1,23,15,6,8,0,1,-1,-4.99185,2,2,1,-0.138165,0.0787176,0.0188464,0.0199556,-0.102767
0.5,0.5,521,92.3031,12,12,-1,-1,1,-1,0,0,23,10,8,13,0,1,-1,-5.02562,7,2,1,-0.10961,-0.0453735,0.0285812,0.00988535,0.0869962
0.5,0.5,522,92.3371,18,18,-1,-1,1,-1,0,1,23,10,8,13,0,1,-1,-5.01288,7,3,1,-0.0504902,0.108706,0.0327295,0.184521,-0.102767
0.5,0.5,523,92.4606,24,24,-1,-1,1,-1,0,0,23,16,4,7,0,1,-1,-5.01045,3,1,1,-0.0114853,0.102954,0.113069,0.0268479,-0.0343685
0.5,0.5,524,92.5853,2,2,-1,-1,1,-1,0,1,23,13,6,10,0,1,-1,-4.89804,2,2,1,-0.0436776,0.0991684,-0.0193513,-0.064729,-0.0678635
0.5,0.5,525,92.6426,15,15,-1,-1,1,-1,1,0,23,10,12,13,0,1,-1,-5.00622,7,0,1,-0.0247402,0.0974362,0.0743849,0.0082115,-0.0787129
0.5,0.5,526,92.6919,21,21,-1,-1,1,-1,0,1,23,12,6,11,0,1,-1,-4.96022,5,5,1,-0.0168527,0.16389,-0.0550305,-0.057446,0.089305
0.5,0.5,527,92.7042,19,19,-1,-1,1,-1,0,1,23,11,10,12,0,1,-1,-5.02442,6,2,1,-0.106078,0.0371089,-0.00660117,-0.0707741,0.0364049
0.5,0.5,528,92.708,17,17,-1,-1,1,-1,1,0,23,13,0,10,0,1,-1,-5.02224,0,1,1,-0.112603,0.0271146,0.162476,-0.0153593,-0.0769137
0.5,0.5,529,92.7099,16,16,-1,-1,1,-1,1,0,23,11,8,12,0,1,-1,-5.01199,6,2,1,-0.0247402,0.0271146,0.133389,0.03932,-0.0787129
0.5,0.5,530,92.761,11,11,-1,-1,1,-1,1,0,23,15,5,8,0,1,-1,-4.96126,0,0,1,-0.15524,0.0601057,-0.0161574,-0.0134139,0.0207144
0.5,0.5,531,92.8599,3,3,-1,-1,1,-1,0,0,23,11,4,12,0,1,-1,-4.99536,4,5,1,-0.0221732,0.00842148,-0.0772051,0.129823,-0.0143039
0.5,0.5,532,92.9529,20,20,-1,-1,1,-1,0,0,23,13,3,10,0,1,-1,-5.00728,2,6,1,-0.10961,-0.049931,0.03834,-0.199166,-0.0299335
0.5,0.5,533,96.0236,7,7,-1,-1,1,-1,0,0,24,9,7,15,0,1,-1,-4.94299,5,4,1,-0.142276,-0.00760676,0.0188464,-0.00517625,0.00273955
0.5,0.5,534,96.0486,1,1,-1,-1,1,-1,1,1,24,16,6,8,0,1,-1,-5.06833,1,0,1,-0.185167,0.0734629,-0.156024,0.135408,-0.0678596
0.5,0.5,535,96.1001,0,0,-1,-1,1,-1,0,0,24,12,4,12,0,1,-1,-5.02591,5,8,1,-0.0847636,0.128174,0.0241129,0,-0.00474605
0.5,0.5,536,96.1041,8,8,-1,-1,1,-1,1,1,24,10,7,14,0,1,-1,-5.03183,2,3,1,-0.120349,-0.00147435,-0.0585143,0,0.00389256
0.5,0.5,537,96.11,6,6,-1,-1,1,-1,0,1,24,15,5,9,0,1,-1,-5.0005,4,4,1,-0.33911,0.0453686,-0.00445822,0.0124028,0.0492758
0.5,0.5,538,96.1511,13,13,-1,-1,1,-1,1,0,24,12,7,12,0,1,-1,-5.02224,3,5,1,-0.0466348,0.0143304,-0.00353699,0.00534388,0.0137908
0.5,0.5,539,96.2211,23,23,-1,-1,1,-1,1,1,24,16,6,8,0,1,-1,-4.99185,1,2,1,-0.138165,0.0787176,0.0188464,0.0199556,-0.102767
0.5,0.5,540,96.3031,12,12,-1,-1,1,-1,0,0,24,10,9,14,0,1,-1,-5.02562,8,2,1,-0.10961,-0.0453735,0.0285812,0.00988535,0.0869962
0.5,0.5,541,96.3371,18,18,-1,-1,1,-1,1,0,24,10,8,14,0,1,-1,-5.01288,6,3,1,-0.0504902,0.108706,0.0327295,0.184521,-0.102767
0.5,0.5,542,96.4606,24,24,-1,-1,1,-1,0,1,24,16,5,8,0,1,-1,-5.01045,4,1,1,-0.0114853,0.102954,0.113069,0.0268479,-0.0343685
0.5,0.5,543,96.5853,2,2,-1,-1,1,-1,1,1,24,13,6,11,0,1,-1,-4.89804,1,2,1,-0.0436776,0.0991684,-0.0193513,-0.064729,-0.0678635
0.5,0.5,544,96.6426,15,15,-1,-1,1,-1,0,1,24,11,12,13,0,1,-1,-5.00622,7,1,1,-0.0247402,0.0974362,0.0743849,0.0082115,-0.0787129
0.5,0.5,545,96.6919,21,21,-1,-1,1,-1,1,0,24,12,6,12,0,1,-1,-4.96022,5,4,1,-0.0168527,0.16389,-0.0550305,-0.057446,0.089305
0.5,0.5,546,96.7042,19,19,-1,-1,1,-1,1,1,24,11,11,13,0,1,-1,-5.02442,6,2,1,-0.106078,0.0371089,-0.00660117,-0.0707741,0.0364049
0.5,0.5,547,96.708,17,17,-1,-1,1,-1,0,0,24,14,0,10,0,1,-1,-5.02224,1,1,1,-0.112603,0.0271146,0.162476,-0.0153593,-0.0769137
0.5,0.5,548,96.7099,16,16,-1,-1,1,-1,0,0,24,12,8,12,0,1,-1,-5.01199,7,2,1,-0.0247402,0.0271146,0.133389,0.03932,-0.0787129
0.5,0.5,549,96.761,11,11,-1,-1,1,-1,0,1,24,16,5,8,0,1,-1,-4.96126,1,0,1,-0.15524,0.0601057,-0.0161574,-0.0134139,0.0207144
0.5,0.5,550,96.8599,3,3,-1,-1,1,-1,0,0,24,11,5,13,0,1,-1,-4.99536,5,5,1,-0.0221732,0.00842148,-0.0772051,0.129823,-0.0143039
0.5,0.5,551,96.9529,20,20,-1,-1,1,-1,0,1,24,13,3,11,0,1,-1,-5.00728,3,6,1,-0.10961,-0.049931,0.03834,-0.199166,-0.0299335
0.5,0.5,552,100.024,7,7,-1,-1,1,-1,0,1,25,9,8,16,0,1,-1,-4.94299,5,5,1,-0.142276,-0.00760676,0.0188464,-0.00517625,0.00273955
0.5,0.5,553,100.049,1,1,-1,-1,1,-1,1,0,25,17,6,8,0,1,-1,-5.06833,0,0,1,-0.185167,0.0734629,-0.156024,0.135408,-0.0678596
0.5,0.5,554,100.1,0,0,-1,-1,1,-1,0,1,25,12,5,13,0,1,-1,-5.02591,3,6,1,-0.0847636,0.128174,0.0241129,0,-0.00474605
0.5,0.5,555,100.104,8,8,-1,-1,1,-1,1,0,25,11,7,14,0,1,-1,-5.03183,2,3,1,-0.120349,-0.00147435,-0.0585143,0,0.00389256
0.5,0.5,556,100.11,6,6,-1,-1,1,-1,1,0,25,15,5,10,0,1,-1,-5.0005,4,4,1,-0.33911,0.0453686,-0.00445822,0.0124028,0.0492758
0.5,0.5,557,100.151,13,13,-1,-1,1,-1,0,0,25,13,7,12,0,1,-1,-5.02224,2,2,1,-0.0466348,0.0143304,-0.00353699,0.00534388,0.0137908
0.5,0.5,558,100.221,23,23,-1,-1,1,-1,1,1,25,17,6,8,0,1,-1,-4.99185,1,2,1,-0.138165,0.0787176,0.0188464,0.0199556,-0.102767
0.5,0.5,559,100.303,12,12,-1,-1,1,-1,0,1,25,10,10,15,0,1,-1,-5.02562,6,2,1,-0.10961,-0.0453735,0.0285812,0.00988535,0.0869962
0.5,0.5,560,100.337,18,18,-1,-1,1,-1,0,0,25,11,8,14,0,1,-1,-5.01288,1,3,1,-0.0504902,0.108706,0.0327295,0.184521,-0.102767
0.5,0.5,561,100.461,24,24,-1,-1,1,-1,1,1,25,16,6,9,0,1,-1,-5.01045,4,1,1,-0.0114853,0.102954,0.113069,0.0268479,-0.0343685
0.5,0.5,562,100.585,2,2,-1,-1,1,-1,1,0,25,14,6,11,0,1,-1,-4.89804,1,0,1,-0.0436776,0.0991684,-0.0193513,-0.064729,-0.0678635
0.5,0.5,563,100.643,15,15,-1,-1,1,-1,1,0,25,11,12,14,0,1,-1,-5.00622,4,1,1,-0.0247402,0.0974362,0.0743849,0.0082115,-0.0787129
0.5,0.5,564,100.692,21,21,-1,-1,1,-1,0,0,25,13,6,12,0,1,-1,-4.96022,5,3,1,-0.0168527,0.16389,-0.0550305,-0.057446,0.089305
0.5,0.5,565,100.704,19,19,-1,-1,1,-1,1,0,25,12,11,13,0,1,-1,-5.02442,5,2,1,-0.106078,0.0371089,-0.00660117,-0.0707741,0.0364049
0.5,0.5,566,100.708,17,17,-1,-1,1,-1,0,1,25,14,1,11,0,1,-1,-5.02224,1,2,1,-0.112603,0.0271146,0.162476,-0.0153593,-0.0769137
0.5,0.5,567,100.71,16,16,-1,-1,1,-1,0,0,25,12,9,13,0,1,-1,-5.01199,6,2,1,-0.0247402,0.0271146,0.133389,0.03932,-0.0787129
0.5,0.5,568,100.761,11,11,-1,-1,1,-1,1,0,25,16,6,9,0,1,-1,-4.96126,1,0,1,-0.15524,0.0601057,-0.0161574,-0.0134139,0.0207144
0.5,0.5,569,100.86,3,3,-1,-1,1,-1,0,1,25,11,6,14,0,1,-1,-4.99536,5,6,1,-0.0221732,0.00842148,-0.0772051,0.129823,-0.0143039
0.5,0.5,570,100.953,20,20,-1,-1,1,-1,1,0,25,13,4,12,0,1,-1,-5.00728,3,4,1,-0.10961,-0.049931,0.03834,-0.199166,-0.0299335
0.5,0.5,571,102.221,23,23,-1,-1,1,-1,1,1,26,18,6,8,0,0,102.221,-4.99185,1,2,0,-0.138165,0.0787176,0.0188464,0.0199556,-0.102767
0.5,0.5,572,104.024,7,7,-1,-1,1,-1,1,0,26,9,8,17,0,1,-1,-4.94299,3,3,1,-0.142276,-0.00760676,0.0188464,-0.00517625,0.00273955
0.5,0.5,573,104.049,1,1,-1,-1,1,-1,0,1,26,18,6,8,0,1,-1,-5.06833,0,1,1,-0.185167,0.0734629,-0.156024,0.135408,-0.0678596
0.5,0.5,574,104.1,0,0,-1,-1,1,-1,1,0,26,12,6,14,0,1,-1,-5.02591,3,4,1,-0.0847636,0.128174,0.0241129,0,-0.00474605
0.5,0.5,575,104.104,8,8,-1,-1,1,-1,0,1,26,12,7,14,0,1,-1,-5.03183,3,3,1,-0.120349,-0.00147435,-0.0585143,0,0.00389256
0.5,0.5,576,104.11,6,6,-1,-1,1,-1,0,0,26,16,5,10,0,1,-1,-5.0005,5,4,1,-0.33911,0.0453686,-0.00445822,0.0124028,0.0492758
0.5,0.5,577,104.151,13,13,-1,-1,1,-1,0,1,26,13,8,13,0,1,-1,-5.02224,2,3,1,-0.0466348,0.0143304,-0.00353699,0.00534388,0.0137908
0.5,0.5,578,104.303,12,12,-1,-1,1,-1,1,0,26,10,11,16,0,1,-1,-5.02562,5,2,1,-0.10961,-0.0453735,0.0285812,0.00988535,0.0869962
0.5,0.5,579,104.337,18,18,-1,-1,1,-1,0,1,26,11,8,15,0,1,-1,-5.01288,1,4,1,-0.0504902,0.108706,0.0327295,0.184521,-0.102767
0.5,0.5,580,104.461,24,24,-1,-1,1,-1,1,0,26,17,6,9,0,1,-1,-5.01045,4,1,1,-0.0114853,0.102954,0.113069,0.0268479,-0.0343685
0.5,0.5,581,104.585,2,2,-1,-1,1,-1,0,1,26,15,6,11,0,1,-1,-4.89804,2,0,1,-0.0436776,0.0991684,-0.0193513,-0.064729,-0.0678635
0.5,0.5,582,104.643,15,15,-1,-1,1,-1,0,1,26,12,12,14,0,1,-1,-5.00622,4,2,1,-0.0247402,0.0974362,0.0743849,0.0082115,-0.0787129
0.5,0.5,583,104.692,21,21,-1,-1,1,-1,0,0,26,13,7,13,0,1,-1,-4.96022,5,4,1,-0.0168527,0.16389,-0.0550305,-0.057446,0.089305
0.5,0.5,584,104.704,19,19,-1,-1,1,-1,0,0,26,13,11,13,0,1,-1,-5.02442,5,3,1,-0.106078,0.0371089,-0.00660117,-0.0707741,0.0364049
0.5,0.5,585,104.708,17,17,-1,-1,1,-1,1,1,26,14,1,12,0,1,-1,-5.02224,1,2,1,-0.112603,0.0271146,0.162476,-0.0153593,-0.0769137
0.5,0.5,586,104.71,16,16,-1,-1,1,-1,0,1,26,12,10,14,0,1,-1,-5.01199,7,2,1,-0.0247402,0.0271146,0.133389,0.03932,-0.0787129
0.5,0.5,587,104.761,11,11,-1,-1,1,-1,0,0,26,17,6,9,0,1,-1,-4.96126,1,1,1,-0.15524,0.0601057,-0.0161574,-0.0134139,0.0207144
0.5,0.5,588,104.86,3,3,-1,-1,1,-1,1,0,26,11,6,15,0,1,-1,-4.99536,5,6,1,-0.0221732,0.00842148,-0.0772051,0.129823,-0.0143039
0.5,0.5,589,104.953,20,20,-1,-1,1,-1,0,1,26,14,4,12,0,1,-1,-5.00728,3,5,1,-0.10961,-0.049931,0.03834,-0.199166,-0.0299335
0.5,0.5,590,106.024,7,7,-1,-1,1,-1,0,0,27,10,8,17,0,0,106.024,-4.94299,3,3,0,-0.142276,-0.00760676,0.0188464,-0.00517625,0.00273955
0.5,0.5,591,108.049,1,1,-1,-1,1,-1,1,1,27,18,6,9,0,1,-1,-5.06833,0,1,1,-0.185167,0.0734629,-0.156024,0.135408,-0.0678596
0.5,0.5,592,108.1,0,0,-1,-1,1,-1,0,1,27,13,6,14,0,1,-1,-5.02591,3,5,1,-0.0847636,0.128174,0.0241129,0,-0.00474605
0.5,0.5,593,108.104,8,8,-1,-1,1,-1,1,0,27,12,8,15,0,1,-1,-5.03183,3,3,1,-0.120349,-0.00147435,-0.0585143,0,0.00389256
0.5,0.5,594,108.11,6,6,-1,-1,1,-1,0,1,27,16,6,11,0,1,-1,-5.0005,5,5,1,-0.33911,0.0453686,-0.00445822,0.0124028,0.0492758
0.5,0.5,595,108.151,13,13,-1,-1,1,-1,1,1,27,13,8,14,0,1,-1,-5.02224,2,3,1,-0.0466348,0.0143304,-0.00353699,0.00534388,0.0137908
0.5,0.5,596,108.303,12,12,-1,-1,1,-1,0,1,27,11,11,16,0,1,-1,-5.02562,6,2,1,-0.10961,-0.0453735,0.0285812,0.00988535,0.0869962
0.5,0.5,597,108.337,18,18,-1,-1,1,-1,1,1,27,11,8,16,0,1,-1,-5.01288,1,4,1,-0.0504902,0.108706,0.0327295,0.184521,-0.102767
