dForagingSD,dForagingMean,gtime,event,choice_int_avg,choice_int_std,choice_slope_avg,choice_slope_std,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std
0.5,1,200.033,58522,-0.000771484,0.0103963,0.000601228,0.0120643,-5.00005,0.011481,1016,3175,1,0.126491,2,2.02756,2,2.07942,4,3.53596
0.5,1,210.051,61461,-0.00082579,0.0106667,0.00028626,0.0124832,-5.00023,0.0117801,1019,3576,1,0.13784,2,2.22688,2,2.25544,5,3.77253
0.5,1,220.052,64403,-0.000878947,0.0109021,0.000300581,0.0124868,-5.00003,0.0124139,1021,3971,1,0.144914,2,2.4,2,2.39061,5,4.05179
0.5,1,230.052,67331,-0.00090588,0.0107589,-0.000121917,0.0133013,-5.00005,0.0125978,1026,4343,1,0.161245,2,2.54716,2,2.63002,5,4.42278
0.5,1,240.052,70281,-0.000696073,0.010829,-1.44024e-05,0.0144326,-5.00001,0.013412,1027,4734,1,0.164317,2,2.705,2,2.76098,5,4.65725
0.5,1,250.052,73228,-0.000707344,0.0107557,-0.000216352,0.0149552,-5.00016,0.0135437,1029,5113,1,0.170294,2,2.79016,3,2.65462,5,4.80541
0.5,1,260.052,76189,-0.000715507,0.0108875,-0.000221697,0.0148152,-5.00004,0.0143918,1028,5498,1,0.167332,3,2.76333,3,2.71864,6,4.87883
0.5,1,270.052,79138,-0.000827012,0.0117098,-0.000126737,0.0148438,-5.00028,0.0145271,1025,5907,1,0.158114,3,2.81318,3,2.8082,6,5.07366
0.5,1,280.052,82078,-0.000975076,0.0123622,-7.41863e-05,0.0146746,-5.00051,0.0141298,1026,6299,1,0.161245,3,2.88167,3,2.91599,6,5.25937
0.5,1,290.054,85042,-0.00105903,0.0130607,-2.69994e-06,0.0147996,-5.00036,0.0148529,1027,6722,1,0.170294,3,2.96462,3,2.98195,6,5.44601
0.5,1,300.054,88014,-0.000956881,0.0130586,0.000232925,0.014218,-5.00036,0.0150022,1028,3624,1,0.173205,2,2.08686,2,2.13307,4,3.69148
0.5,1,310.054,90979,-0.000904748,0.0129359,0.000286432,0.0142532,-5.00032,0.0152747,1031,4024,1,0.181659,2,2.29325,2,2.32787,5,3.89641
0.5,1,320.054,93935,-0.000614333,0.0130635,0.00038571,0.0149909,-5.00025,0.0157788,1032,4399,1,0.184391,2,2.43947,2,2.4984,5,4.20535
0.5,1,330.054,96909,-0.000643503,0.0136954,0.000300091,0.0155012,-5.00039,0.0156828,1032,4787,1,0.184391,2,2.64896,2,2.69258,5,4.5461
0.5,1,340.06,99884,-0.000448072,0.0137273,0.000159607,0.0151379,-5.00014,0.0164287,1033,5179,1,0.187083,2,2.86112,2,2.82507,5,4.83766
0.5,1,350.06,102841,-0.000759409,0.0143797,-6.19417e-05,0.0151851,-4.99996,0.0163759,1027,5570,1,0.176068,3,2.79786,2,2.88635,6,4.94985
0.5,1,360.06,105763,-0.000840686,0.0138334,-0.000119458,0.014753,-5.00002,0.0175107,1028,5967,1,0.167332,3,2.85377,3,2.6516,6,4.93467
0.5,1,370.06,108742,-0.000795912,0.0138279,8.92609e-05,0.0151041,-5.00017,0.0178574,1027,6351,1,0.164317,3,2.85096,3,2.78837,6,5.07632
0.5,1,380.06,111685,-0.000637643,0.0134756,0.00029324,0.0152564,-5.00012,0.0176222,1025,6739,1,0.158114,3,2.87993,3,2.80767,6,5.14577
0.5,1,390.062,114621,-0.000691434,0.0130834,0.000196047,0.0159903,-4.99989,0.0173223,1023,7134,1,0.158114,3,2.94839,3,2.83055,6,5.22982
0.5,1,400.062,117552,-0.000540516,0.0133106,-4.65252e-05,0.0158817,-4.99986,0.0175483,1025,3845,1,0.164317,2,2.1272,2,2.09308,4,3.55949
0.5,1,410.062,120509,-0.000426383,0.0141239,5.44145e-05,0.0156925,-4.99993,0.0176861,1023,4210,1,0.158114,2,2.32766,2,2.24366,5,3.77465
0.5,1,420.062,123447,-0.00053601,0.0143612,-2.44414e-05,0.015841,-4.99973,0.0177085,1023,4605,1,0.158114,2,2.51157,2,2.37297,5,4.07836
0.5,1,430.062,126385,-0.000639469,0.014319,1.07806e-05,0.0162621,-4.99998,0.0170516,1022,4990,1,0.154919,2,2.72305,2,2.5219,5,4.40443
0.5,1,440.064,129300,-0.000420492,0.0139497,-2.85668e-05,0.0171213,-5.00025,0.0173733,1022,5322,1,0.154919,2,2.78998,2,2.70906,5,4.61053
0.5,1,450.064,132244,-0.000601441,0.0146479,-0.000137275,0.0172784,-5.00019,0.0176948,1023,5703,1,0.158114,3,2.78388,3,2.62431,6,4.7765
0.5,1,460.068,135171,-0.000116654,0.0145735,-0.000260575,0.0168094,-5.00031,0.0177829,1021,6106,1,0.144914,3,2.87854,3,2.72599,6,4.99029
0.5,1,470.068,138093,-8.5691e-05,0.0148383,-0.000431335,0.0167143,-5.0005,0.017698,1022,6477,1,0.148324,3,2.9985,3,2.83355,6,5.21057
0.5,1,480.068,141034,1.38178e-05,0.0150607,-0.000474946,0.0160238,-5.0005,0.0176535,1021,6876,1,0.144914,3,3.04253,3,2.84359,6,5.28044
0.5,1,490.068,143980,0.000330888,0.0154404,-0.000226413,0.0164023,-5.00051,0.0184623,1023,7294,1,0.151658,3,3.08448,3,2.90379,6,5.39611
0.5,1,500.068,146895,0.000320569,0.0159263,-0.000200758,0.0167384,-5.00024,0.0187027,1026,3854,1,0.167332,2,2.16148,2,2.15314,4,3.75926
0.5,1,510.068,149856,0.000249066,0.0161721,-4.39045e-05,0.0165562,-5.00037,0.0184744,1027,4255,1,0.170294,2,2.41723,2,2.37339,5,4.04549
0.5,1,520.068,152807,-8.66962e-05,0.015865,-0.000298268,0.0170511,-5.00028,0.0187063,1024,4662,1,0.161245,2,2.56437,2,2.51177,5,4.27516
0.5,1,530.068,155741,0.000317416,0.0161944,7.10499e-05,0.0187727,-5.00071,0.0191743,1024,5035,1,0.161245,2,2.68403,2,2.71164,5,4.58159
0.5,1,540.068,158677,0.000262707,0.0165017,0.000227558,0.0181577,-5.00061,0.0192181,1025,5390,1,0.176068,2,2.82082,2,2.81301,5,4.80187
0.5,1,550.068,161623,0.00044314,0.0167759,6.59225e-05,0.0182239,-5.00071,0.0192969,1027,5746,1,0.181659,3,2.74591,3,2.78532,6,4.92585
0.5,1,560.068,164549,0.000285822,0.0167947,-5.8514e-06,0.0191696,-5.00085,0.0206264,1027,6096,1,0.187083,3,2.91822,3,2.93258,6,5.25186
0.5,1,570.07,167489,0.000241691,0.0171083,-9.46991e-05,0.0193213,-5.00097,0.0209048,1028,6469,1,0.189737,3,3.01911,3,2.99115,6,5.37383
0.5,1,580.07,170447,0.000230884,0.0171159,-0.000138998,0.0194016,-5.00116,0.0205586,1027,6839,1,0.181659,3,3.17348,3,3.06513,6,5.61284
0.5,1,590.07,173389,0.000113792,0.0169471,-6.76637e-05,0.019699,-5.00191,0.0205841,1025,7208,1,0.170294,3,3.3438,3,3.12458,6,5.86532
0.5,1,600.07,176325,0.000257108,0.016805,-4.04462e-06,0.0197256,-5.00193,0.0206557,1026,3791,1,0.173205,2,2.43619,2,2.25056,5,3.93395
0.5,1,610.07,179269,-0.000113687,0.0166015,1.95448e-05,0.019437,-5.00195,0.0207849,1026,4193,1,0.173205,2,2.70148,2,2.44867,5,4.3435
0.5,1,620.07,182232,-2.07606e-05,0.0170809,-2.19378e-05,0.0198915,-5.00175,0.0209872,1030,4587,1,0.184391,2,2.88427,2,2.55891,5,4.64855
0.5,1,630.076,185183,-4.67891e-05,0.01713,-0.000251743,0.0204771,-5.0014,0.0217643,1028,5000,1,0.178885,3,2.87924,2,2.75136,6,4.89653
0.5,1,640.076,188133,0.00043783,0.0171302,4.69476e-05,0.0201161,-5.00102,0.022404,1029,5382,1,0.181659,3,2.98898,3,2.73953,6,5.15781
0.5,1,650.076,191084,0.000738254,0.0170852,0.000207479,0.0198238,-5.00093,0.0228144,1031,5755,1,0.187083,3,3.08091,3,2.92882,6,5.45546
0.5,1,660.076,194066,0.000799384,0.0177597,0.00031542,0.0199902,-5.0011,0.0229009,1032,6122,1,0.189737,3,3.16259,3,3.10242,6,5.72337
0.5,1,670.076,197050,0.000897234,0.0175058,0.000333867,0.0201066,-5.00082,0.0228292,1030,6506,1,0.184391,3,3.2619,3,3.22304,6,5.92453
0.5,1,680.076,199980,0.000996815,0.0179064,0.000299346,0.0198785,-5.00081,0.0228032,1028,6904,1,0.178885,3,3.32325,3,3.23125,6,6.00292
0.5,1,690.076,202952,0.0014003,0.0179427,0.00049899,0.0206429,-5.00084,0.0225232,1029,7295,1,0.181659,3,3.36912,3,3.34724,6,6.17179
0.5,1,700.077,205897,0.00111644,0.0180436,0.000564914,0.0209972,-5.00075,0.0225373,1029,3894,1,0.181659,2,2.26119,2,2.36241,4,4.04944
0.5,1,710.088,208848,0.00107645,0.0181647,0.00049635,0.0213655,-5.00042,0.022602,1028,4271,1,0.184391,2,2.53969,2,2.58805,5,4.3644
0.5,1,720.088,211791,0.000786667,0.0184805,0.00058609,0.02149,-5.00043,0.0223927,1029,4695,1,0.187083,2,2.69592,2,2.72965,5,4.62936
0.5,1,730.103,214748,0.000893649,0.0190764,0.000466136,0.0218331,-5.00028,0.0221735,1029,5102,1,0.181659,2,2.88548,2,2.92199,5,5.02295
0.5,1,740.103,217744,0.000465319,0.0189167,3.6539e-05,0.0211863,-5.00017,0.0224638,1028,5475,1,0.178885,2,2.98931,2,3.13959,5,5.34874
0.5,1,750.103,220672,0.00054626,0.0196004,-0.000101031,0.0212881,-5.00006,0.0224903,1024,5845,1,0.167332,3,3.00483,3,3.05254,6,5.49099
0.5,1,760.103,223609,0.000188389,0.0185876,0.000122187,0.0211579,-5.00004,0.0225948,1024,6202,1,0.167332,3,3.05467,3,3.17238,6,5.70026
0.5,1,770.109,226558,0.000268536,0.0181339,-3.35019e-05,0.0214663,-5,0.0230016,1023,6599,1,0.158114,3,3.14897,3,3.23125,6,5.88005
0.5,1,780.109,229483,4.80387e-05,0.0187876,-0.000140104,0.021445,-5.00013,0.0225376,1024,7000,1,0.161245,3,3.25622,3,3.26313,6,6.00292
0.5,1,790.127,232408,0.000187437,0.0191162,0.000183207,0.0214665,-5.0001,0.0221793,1023,7392,1,0.158114,3,3.24592,3,3.28466,6,5.9879
0.5,1,800.127,235358,0.000166569,0.0201928,0.000115729,0.021648,-4.99994,0.0223905,1023,3893,1,0.158114,2,2.18655,2,2.24856,4,3.86769
0.5,1,810.127,238313,-3.88418e-05,0.0204308,-0.000154783,0.0220588,-5.00016,0.022153,1022,4315,1,0.161245,2,2.38747,2,2.3927,5,4.03299
0.5,1,820.127,241253,-9.70887e-05,0.0206674,-0.000195215,0.0229449,-5.00007,0.0222295,1023,4704,1,0.158114,2,2.56554,2,2.57624,5,4.36864
0.5,1,830.127,244198,-0.000301651,0.0210991,-3.64793e-05,0.022787,-4.99997,0.0232872,1022,5115,1,0.154919,2,2.77417,2,2.70924,5,4.69148
0.5,1,840.127,247124,1.54275e-05,0.020794,0.000298478,0.0228562,-4.99997,0.0233967,1022,5524,1,0.154919,2,2.96699,2,2.81549,5,4.98578
0.5,1,850.127,250076,-1.81517e-05,0.0209323,0.00015067,0.0226004,-4.99977,0.0233938,1023,5929,1,0.158114,3,2.89724,3,2.77669,6,5.15791
0.5,1,860.127,252992,-6.00454e-05,0.0208892,0.000411742,0.0225599,-4.99977,0.0236887,1023,6283,1,0.158114,3,3.04335,3,2.90998,6,5.42715
0.5,1,870.127,255918,-8.22499e-05,0.0206758,0.000600498,0.0225896,-4.99968,0.0235424,1023,6655,1,0.151658,3,3.1738,3,2.95093,6,5.56552
0.5,1,880.127,258831,2.98107e-05,0.0208317,0.000562059,0.0228384,-4.99958,0.023266,1022,7027,1,0.148324,3,3.31828,3,3.10403,6,5.89084
0.5,1,890.127,261741,0.000348222,0.0208335,0.000269153,0.0225025,-4.99929,0.0235252,1022,7394,1,0.148324,3,3.37105,3,3.21854,6,6.06605
0.5,1,900.127,264696,0.000482032,0.0205699,-0.000309181,0.0225249,-4.99946,0.0237061,1025,3939,1,0.158114,2,2.22508,2,2.27552,5,3.81432
0.5,1,910.127,267618,0.000752157,0.0202281,-0.000620476,0.0229359,-4.99943,0.0236935,1027,4302,1,0.170294,2,2.47972,2,2.48757,5,4.19225
0.5,1,920.127,270595,0.000690317,0.0206338,-0.000522048,0.0234896,-4.99937,0.0239147,1028,4702,1,0.173205,2,2.62545,2,2.67937,5,4.48932
0.5,1,930.127,273555,0.000988603,0.020543,-0.000352399,0.0234625,-4.99928,0.0241964,1030,5087,1,0.178885,3,2.61897,2,2.86042,5,4.82939
0.5,1,940.132,276484,0.000919257,0.0204711,-0.000247386,0.0234742,-4.9994,0.0236118,1024,5458,1,0.173205,3,2.7098,3,2.79106,6,4.94156
0.5,1,950.132,279426,0.00100709,0.0212661,-0.000140478,0.023482,-4.99931,0.0235314,1026,5837,1,0.173205,3,2.90017,3,2.88479,6,5.25176
0.5,1,960.132,282375,0.0010101,0.0211899,-1.63596e-05,0.0233771,-4.99915,0.0237054,1029,6195,1,0.176068,3,3.04467,3,3.0005,6,5.52187
0.5,1,970.132,285335,0.000868792,0.0208101,-0.000411621,0.0233143,-4.999,0.023714,1028,6569,1,0.173205,3,3.14674,3,3.11545,6,5.73951
0.5,1,980.132,288272,0.000903855,0.0210366,-0.000655532,0.0235018,-4.99915,0.0232852,1030,6952,1,0.178885,3,3.22723,3,3.18198,6,5.87435
0.5,1,990.133,291234,0.000909995,0.0207222,-0.000780742,0.0232675,-4.9988,0.0242031,1037,7338,1,0.192354,3,3.28527,3,3.28481,6,6.07314
0.5,1,1000.13,294198,0.000864526,0.021328,-0.000889493,0.0228426,-4.9988,0.0240493,1036,3884,1,0.189737,2,2.32401,2,2.22149,5,3.83536
0.5,1,1010.13,297153,0.000914331,0.0214718,-0.00103067,0.0223356,-4.99851,0.0242586,1038,4273,1,0.194936,2,2.54205,2,2.39395,5,4.12759
0.5,1,1020.13,300155,0.00076443,0.0210493,-0.00123159,0.0223986,-4.9987,0.024039,1040,4679,1,0.2,2,2.73441,2,2.6205,5,4.48843
0.5,1,1030.13,303128,0.000662152,0.0213479,-0.00141977,0.0231529,-4.99889,0.0230332,1033,5068,1,0.181659,3,2.74973,3,2.6857,6,4.74215
0.5,1,1040.13,306100,0.000636831,0.0217062,-0.0014956,0.0235612,-4.99911,0.0234558,1035,5453,1,0.192354,3,2.83337,3,2.79696,6,5.02145
0.5,1,1050.13,309074,0.000473772,0.021773,-0.00175451,0.0237382,-4.99899,0.0236008,1039,5847,1,0.207364,3,2.93956,3,2.9801,6,5.31169
0.5,1,1060.13,312066,0.000588174,0.0211399,-0.0012289,0.0228794,-4.99904,0.0239446,1040,6230,1,0.204939,3,3.03891,3,3.07506,6,5.50391
0.5,1,1070.14,315055,0.0001491,0.0215868,-0.00120534,0.022101,-4.99924,0.0240707,1042,6601,1,0.204939,3,3.11641,3,3.19312,6,5.74056
0.5,1,1080.14,318060,0.000171305,0.0215849,-0.00067226,0.0222483,-4.99903,0.0251776,1044,7009,1,0.214476,3,3.19672,3,3.27582,6,5.93464
0.5,1,1090.14,321058,0.000433337,0.0214395,-0.0010163,0.0224906,-4.99897,0.0246973,1042,7384,1,0.209762,3,3.25669,3,3.28877,6,6.00633
0.5,1,1100.14,324032,0.000224609,0.0215808,-0.00110141,0.0226479,-4.99917,0.0245386,1045,3923,1,0.221359,2,2.34627,2,2.34222,5,3.96169
0.5,1,1110.14,327026,0.000169956,0.0216929,-0.00109516,0.0224419,-4.99948,0.0246894,1043,4339,1,0.216795,2,2.58515,2,2.53929,5,4.31729
0.5,1,1120.14,330002,0.000113933,0.0215636,-0.000932491,0.0221144,-4.99942,0.0257035,1047,4743,1,0.230217,3,2.6245,2,2.80071,5,4.76172
0.5,1,1130.14,333019,-0.000224522,0.0217452,-0.000629806,0.0222296,-4.99941,0.0261239,1045,5146,1,0.234521,3,2.805,3,2.79195,6,4.97504
0.5,1,1140.14,335996,0.000220712,0.0219391,-0.000564227,0.0220594,-4.99913,0.0278523,1050,5494,1,0.236643,3,2.88912,3,2.90551,6,5.2026
0.5,1,1150.14,339017,-1.27817e-07,0.0226513,-0.000832463,0.0220506,-4.99898,0.0280504,1051,5876,1,0.246982,3,3.0468,3,3.05172,6,5.52648
0.5,1,1160.14,342067,0.000197207,0.0226613,-0.00113297,0.0219018,-4.99916,0.0280835,1053,6300,1,0.242899,3,3.15246,3,3.12442,6,5.70035
0.5,1,1170.14,345073,0.00040791,0.0228311,-0.00119188,0.0218604,-4.99976,0.0279621,1049,6728,1,0.238747,3,3.19171,3,3.23094,6,5.85389
0.5,1,1180.14,348091,0.000339292,0.0229053,-0.000673178,0.0209514,-4.99971,0.0280489,1050,7113,1,0.232379,3,3.30091,3,3.36065,6,6.13188
0.5,1,1190.14,351114,0.000357653,0.0221695,-0.000201998,0.0207798,-4.9999,0.0283428,1047,7506,1,0.225832,3,3.43482,3,3.47117,7,6.29865
0.5,1,1200.14,354113,0.000766552,0.0221017,-0.000195711,0.0209034,-4.99991,0.0288116,1047,3925,1,0.225832,2,2.37086,2,2.47487,5,4.12019
0.5,1,1210.14,357115,0.000830715,0.0221614,-0.000261194,0.0211079,-4.99955,0.0295046,1047,4313,1,0.230217,2,2.64159,2,2.68365,5,4.50355
0.5,1,1220.14,360122,0.000877211,0.0225274,-0.000521695,0.0211745,-4.99927,0.029617,1042,4699,1,0.219089,2,2.82984,2,2.89966,5,4.86436
0.5,1,1230.14,363124,0.000846808,0.0229629,-0.000650846,0.0213067,-4.9996,0.0296759,1044,5096,1,0.228035,3,2.78927,3,2.85114,6,5.0451
0.5,1,1240.14,366080,0.000765291,0.0231018,-0.000622033,0.0212129,-4.99968,0.029506,1044,5476,1,0.232379,3,2.93598,3,3.00416,6,5.35472
0.5,1,1250.14,369091,0.00102266,0.0221708,-0.000923639,0.0213407,-4.99969,0.0292246,1044,5863,1,0.232379,3,3.0762,3,3.13241,6,5.68551
0.5,1,1260.14,372067,0.0011446,0.0217125,-0.00123086,0.0219294,-4.99944,0.0295028,1044,6237,1,0.223607,3,3.23543,3,3.25991,6,5.95726
0.5,1,1270.14,375066,0.000644498,0.0220332,-0.00134095,0.0221755,-4.99962,0.0300071,1047,6636,1,0.230217,3,3.35351,3,3.39338,6,6.19298
0.5,1,1280.14,378085,8.42838e-05,0.0228197,-0.00105017,0.0214901,-4.99906,0.0304233,1045,7047,1,0.216795,3,3.48167,3,3.49686,6,6.46142
0.5,1,1290.14,381092,-0.000116242,0.0230634,-0.00106802,0.0212234,-4.99871,0.0307558,1045,7421,1,0.221359,3,3.45948,3,3.5826,6,6.53062
0.5,1,1300.14,384075,-0.000206836,0.0225852,-0.00106465,0.0212096,-4.99828,0.030632,1046,3983,1,0.223607,2,2.37044,2,2.38432,5,4.02467
0.5,1,1310.14,387075,-6.70711e-06,0.0226179,-0.00158339,0.0211027,-4.99808,0.0308704,1046,4373,1,0.228035,2,2.58515,2,2.64575,5,4.40693
0.5,1,1320.14,390106,0.000144777,0.0230605,-0.00166612,0.0214138,-4.99851,0.0305347,1044,4770,1,0.219089,2,2.78406,3,2.71477,5,4.83436
0.5,1,1330.14,393094,0.000500646,0.0231696,-0.00147511,0.0212708,-4.99862,0.029765,1045,5191,1,0.221359,3,2.84763,3,2.8962,6,5.11791
0.5,1,1340.14,396084,0.000445256,0.0243376,-0.00155818,0.0216451,-4.99843,0.0298648,1047,5593,1,0.230217,3,2.97456,3,2.98563,6,5.35761
0.5,1,1350.14,399103,0.000655482,0.0247853,-0.00136761,0.0227348,-4.99774,0.0298626,1044,6010,1,0.223607,3,3.09467,3,3.10339,6,5.58731
0.5,1,1360.14,402112,0.000757346,0.0244006,-0.000957888,0.0232284,-4.9978,0.0302842,1043,6396,1,0.221359,3,3.19421,3,3.245,6,5.91211
0.5,1,1370.14,405094,0.00115402,0.0243659,-0.000776667,0.0230781,-4.99819,0.0306442,1044,6805,1,0.223607,3,3.30968,3,3.35037,6,6.14711
0.5,1,1380.14,408070,0.00127244,0.0242179,-0.000923914,0.023412,-4.99836,0.030804,1039,7176,1,0.207364,3,3.46728,3,3.43831,6,6.38624
0.5,1,1390.14,411055,0.00146231,0.0242962,-0.000397111,0.0242217,-4.9987,0.0307052,1037,7538,1,0.202485,3,3.63414,3,3.57281,7,6.60424
0.5,1,1400.14,414025,0.00117113,0.0239905,-0.000394356,0.0247902,-4.99873,0.0308563,1035,3924,1,0.197484,2,2.46962,2,2.52032,5,4.28754
0.5,1,1410.14,417002,0.000590158,0.0251017,-0.000664165,0.0251677,-4.99907,0.0307844,1032,4302,1,0.189737,2,2.745,2,2.73861,5,4.7171
0.5,1,1420.14,419943,0.000414173,0.0265181,-0.000537066,0.0248733,-4.99873,0.0312879,1033,4663,1,0.197484,2,2.9399,3,2.82684,6,5.00799
0.5,1,1430.14,422911,6.40848e-05,0.0265967,-0.000892108,0.0252931,-4.99869,0.0311595,1032,5060,1,0.194936,3,2.89085,3,3.01397,6,5.29896
0.5,1,1440.14,425858,0.000425035,0.0266873,-0.000957286,0.0259933,-4.99836,0.0306859,1029,5484,1,0.181659,3,3.07262,3,3.0861,6,5.56749
0.5,1,1450.14,428831,0.000260296,0.0261104,-0.000744745,0.0266039,-4.99838,0.0307549,1033,5879,1,0.192354,3,3.23821,3,3.21932,6,5.89152
0.5,1,1460.14,431812,6.8215e-05,0.0258353,-0.000871374,0.0269848,-4.99818,0.0301736,1036,6280,1,0.204939,3,3.37535,3,3.28755,6,6.12168
0.5,1,1470.14,434776,0.00011793,0.0260198,-0.000624589,0.0270604,-4.99752,0.0301711,1038,6670,1,0.209762,3,3.48023,3,3.36214,6,6.32076
0.5,1,1480.14,437763,0.000128458,0.0263484,-0.000710155,0.0267357,-4.99736,0.0310206,1040,7076,1,0.209762,3,3.58246,3,3.50243,6,6.55995
0.5,1,1490.14,440746,-0.000234307,0.0264695,-0.000875137,0.02653,-4.99803,0.0298402,1039,7448,1,0.207364,3,3.66797,3,3.56399,6,6.74255
0.5,1,1500.14,443737,-3.25681e-05,0.0264611,-0.00116433,0.0271437,-4.99786,0.0303561,1045,3789,1,0.225832,2,2.41185,2,2.42734,5,4.16113
0.5,1,1510.14,446724,-0.000478706,0.026872,-0.000921659,0.0280736,-4.99773,0.0308886,1045,4173,1,0.225832,2,2.64405,2,2.705,5,4.62061
0.5,1,1520.14,449751,-0.000744304,0.0271963,-0.000774192,0.0279263,-4.99768,0.0307722,1044,4600,1,0.219089,2,2.81851,2,2.86915,5,4.95298
0.5,1,1530.14,452743,-0.000580839,0.0269648,-0.000797991,0.0280376,-4.99786,0.030847,1047,4999,1,0.225832,2,3.03348,3,2.88184,6,5.19625
0.5,1,1540.14,455738,-0.00106867,0.0276407,-0.00102413,0.027971,-4.99768,0.0311701,1048,5373,1,0.228035,3,2.98195,3,2.97674,6,5.38916
0.5,1,1550.14,458735,-0.00119879,0.0275116,-0.00136226,0.0282453,-4.9975,0.0320408,1048,5759,1,0.228035,3,3.10483,3,3.14611,6,5.68859
0.5,1,1560.14,461735,-0.000908159,0.0268877,-0.00158381,0.0279282,-4.99686,0.0335901,1047,6155,1,0.225832,3,3.18748,3,3.27567,6,5.92115
0.5,1,1570.14,464720,-0.000628047,0.0267969,-0.00183289,0.0277917,-4.99719,0.0335226,1047,6517,1,0.230217,3,3.30182,3,3.495,6,6.28546
0.5,1,1580.14,467726,-0.000608245,0.0272441,-0.00202154,0.0281884,-4.99741,0.0339956,1048,6919,1,0.232379,3,3.44427,3,3.6813,7,6.53215
0.5,1,1590.14,470729,-0.000912808,0.0279749,-0.00209796,0.0285107,-4.99752,0.0341195,1048,7330,1,0.232379,3,3.56511,3,3.7917,7,6.73728
0.5,1,1600.14,473744,-0.00105174,0.0284638,-0.00202254,0.0284389,-4.99771,0.0336675,1045,3908,1,0.221359,2,2.44479,2,2.64273,5,4.35167
0.5,1,1610.14,476744,-0.0010457,0.0285167,-0.00201844,0.0284379,-4.9973,0.0338654,1045,4312,1,0.221359,2,2.7388,2,2.90792,5,4.85459
0.5,1,1620.14,479773,-0.00114932,0.0273694,-0.00183124,0.0282338,-4.99691,0.0340597,1042,4708,1,0.214476,2,2.96378,3,2.92062,6,5.19481
