dForagingSD,dForagingMean,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,choice_int,choice_slope,num_femlarva,num_malelarva,num_adults
0.5,1,57,6.98637,16,16,-1,-1,1,-1,1,0,2,1,1,1,0,1,-1,-5.04747,-0.0695396,-0.0393193,0,0,1
0.5,1,58,7.06875,4,4,-1,-1,1,-1,0,1,2,1,0,1,0,1,-1,-5,0.0831002,-0.0959945,1,0,1
0.5,1,59,7.11666,6,6,-1,-1,1,-1,0,1,2,1,0,1,0,1,-1,-4.89772,-0.000254752,-0.0961259,0,2,1
0.5,1,60,7.25663,8,8,-1,-1,1,-1,1,1,2,0,0,2,0,1,-1,-5.03151,0.176034,-0.0346338,0,2,1
0.5,1,61,7.39842,5,5,-1,-1,1,-1,0,0,2,1,0,1,0,1,-1,-5,0,0.0377333,1,1,1
0.5,1,62,7.53469,14,14,-1,-1,1,-1,0,1,2,1,1,1,0,1,-1,-5.04883,0.0281038,-0.0132813,1,1,1
0.5,1,63,7.54809,7,7,-1,-1,1,-1,1,1,2,0,1,2,0,1,-1,-4.91219,0,-0.0173071,1,0,1
0.5,1,64,7.65672,17,17,-1,-1,1,-1,1,1,2,0,1,2,0,1,-1,-4.98695,0.0580711,-0.0891569,1,0,1
0.5,1,65,7.7415,0,0,-1,-1,1,-1,0,1,2,1,1,1,0,1,-1,-4.85904,-0.0668555,-0.101663,0,1,1
0.5,1,66,7.83626,23,23,-1,-1,1,-1,1,0,2,0,0,2,0,1,-1,-4.88923,0,-0.00352527,0,2,1
0.5,1,67,7.98126,9,9,-1,-1,1,-1,0,1,2,1,1,1,0,1,-1,-5.10529,-0.0706899,-0.0474348,1,0,1
0.5,1,68,8.10439,13,13,-1,-1,1,-1,0,1,2,0,1,2,0,1,-1,-5.00767,0.0460276,-0.0790966,1,2,1
0.5,1,69,8.52386,21,21,-1,-1,1,-1,0,0,2,0,1,2,0,1,-1,-4.99792,0.0831002,-0.0713418,1,2,1
0.5,1,70,8.75228,2,2,-1,-1,1,-1,0,0,2,0,1,2,0,1,-1,-4.97632,0.00689859,-0.0544317,2,1,1
0.5,1,71,8.81317,15,15,-1,-1,1,-1,0,0,2,0,2,2,0,1,-1,-5.08633,-0.0213322,0,3,0,1
0.5,1,72,8.88686,20,20,-1,-1,1,-1,0,1,2,0,2,2,0,1,-1,-5.03825,-0.105291,-0.156665,3,0,1
0.5,1,73,8.90278,3,3,-1,-1,1,-1,0,1,2,0,2,2,0,1,-1,-5.04032,-0.0736025,-0.0545912,2,1,1
0.5,1,74,9.10546,1,1,-1,-1,1,-1,1,0,3,2,1,1,0,1,-1,-4.99314,0.0739416,0.048066,0,0,1
0.5,1,75,9.32397,22,22,-1,-1,1,-1,1,0,3,2,0,1,0,1,-1,-4.9622,0.0725217,-0.0484462,0,0,1
0.5,1,76,9.53469,14,14,-1,-1,1,-1,1,1,3,1,1,2,0,0,9.53469,-5.04883,0.0281038,-0.0132813,1,1,0
0.5,1,77,9.75446,12,12,-1,-1,1,-1,1,0,3,2,1,1,0,1,-1,-4.97269,-0.112579,-0.0746396,0,0,1
0.5,1,78,9.81832,24,24,-1,-1,1,-1,1,1,3,2,0,1,0,1,-1,-4.98561,0.022998,0.0242454,0,0,1
0.5,1,79,9.86086,11,11,-1,-1,1,-1,1,0,3,2,0,1,0,1,-1,-5.06062,0.0281038,-0.0132813,0,0,1
0.5,1,80,9.91791,19,19,-1,-1,1,-1,1,1,3,2,1,1,0,1,-1,-5.0425,0.0565243,-0.121081,0,0,1
0.5,1,81,9.98126,9,9,-1,-1,1,-1,1,1,3,1,2,2,0,0,9.98126,-5.10529,-0.0706899,-0.0474348,1,0,0
0.5,1,82,10.0688,4,4,-1,-1,1,-1,1,0,3,1,1,2,0,1,-1,-5,0.0831002,-0.0959945,0,0,1
0.5,1,83,10.1167,6,6,-1,-1,1,-1,1,1,3,1,0,2,0,1,-1,-4.89772,-0.000254752,-0.0961259,0,1,1
0.5,1,84,10.2566,8,8,-1,-1,1,-1,1,0,3,1,0,2,0,1,-1,-5.03151,0.176034,-0.0346338,0,1,1
0.5,1,85,10.342,18,18,-1,-1,1,-1,0,1,3,2,0,1,0,1,-1,-5.03176,-0.0242324,0.0529473,1,0,1
0.5,1,86,10.5481,7,7,-1,-1,1,-1,1,1,3,1,1,2,0,1,-1,-4.91219,0,-0.0173071,0,0,1
0.5,1,87,10.6567,17,17,-1,-1,1,-1,1,0,3,1,1,2,0,1,-1,-4.98695,0.0580711,-0.0891569,0,0,1
0.5,1,88,10.7415,0,0,-1,-1,1,-1,1,0,3,1,1,2,0,1,-1,-4.85904,-0.0668555,-0.101663,0,1,1
0.5,1,89,10.9864,16,16,-1,-1,1,-1,0,0,3,2,1,1,0,1,-1,-5.04747,-0.0695396,-0.0393193,1,0,1
0.5,1,90,11.1044,13,13,-1,-1,1,-1,1,0,3,0,1,3,0,1,-1,-5.00767,0.0460276,-0.0790966,1,2,1
0.5,1,91,11.3984,5,5,-1,-1,1,-1,0,0,3,1,1,2,0,1,-1,-5,0,0.0377333,2,1,1
0.5,1,92,11.8363,23,23,-1,-1,1,-1,0,1,3,1,0,2,0,1,-1,-4.88923,0,-0.00352527,1,2,1
0.5,1,93,11.8869,20,20,-1,-1,1,-1,1,0,3,0,3,3,0,1,-1,-5.03825,-0.105291,-0.156665,3,0,1
0.5,1,94,11.9028,3,3,-1,-1,1,-1,1,1,3,0,2,3,0,1,-1,-5.04032,-0.0736025,-0.0545912,1,1,1
0.5,1,95,12.5239,21,21,-1,-1,1,-1,0,0,3,0,1,3,0,1,-1,-4.99792,0.0831002,-0.0713418,1,3,1
0.5,1,96,12.7523,2,2,-1,-1,1,-1,0,1,3,0,2,3,0,1,-1,-4.97632,0.00689859,-0.0544317,2,2,1
0.5,1,97,12.8132,15,15,-1,-1,1,-1,0,1,3,0,3,3,0,1,-1,-5.08633,-0.0213322,0,4,0,1
0.5,1,98,12.8183,24,24,-1,-1,1,-1,1,1,4,3,0,1,0,1,-1,-4.98561,0.022998,0.0242454,0,0,1
0.5,1,99,12.9179,19,19,-1,-1,1,-1,1,1,4,3,1,1,0,1,-1,-5.0425,0.0565243,-0.121081,0,0,1
0.5,1,100,13.1055,1,1,-1,-1,1,-1,0,0,4,3,1,1,0,1,-1,-4.99314,0.0739416,0.048066,1,0,1
0.5,1,101,13.1167,6,6,-1,-1,1,-1,1,1,4,2,0,2,0,1,-1,-4.89772,-0.000254752,-0.0961259,0,0,1
0.5,1,102,13.324,22,22,-1,-1,1,-1,0,1,4,3,0,1,0,1,-1,-4.9622,0.0725217,-0.0484462,1,0,1
0.5,1,103,13.342,18,18,-1,-1,1,-1,1,1,4,2,1,2,0,1,-1,-5.03176,-0.0242324,0.0529473,0,0,1
0.5,1,104,13.5481,7,7,-1,-1,1,-1,1,1,4,2,1,2,0,1,-1,-4.91219,0,-0.0173071,0,0,1
0.5,1,105,13.7545,12,12,-1,-1,1,-1,0,0,4,3,1,1,0,1,-1,-4.97269,-0.112579,-0.0746396,0,1,1
0.5,1,106,13.8609,11,11,-1,-1,1,-1,0,1,4,3,0,1,0,1,-1,-5.06062,0.0281038,-0.0132813,0,1,1
0.5,1,107,14.0688,4,4,-1,-1,1,-1,0,1,4,2,1,2,0,1,-1,-5,0.0831002,-0.0959945,1,0,1
0.5,1,108,14.2566,8,8,-1,-1,1,-1,0,1,4,2,0,2,0,1,-1,-5.03151,0.176034,-0.0346338,0,2,1
0.5,1,109,14.6567,17,17,-1,-1,1,-1,0,1,4,2,1,2,0,1,-1,-4.98695,0.0580711,-0.0891569,0,1,1
0.5,1,110,14.7415,0,0,-1,-1,1,-1,0,0,4,2,1,2,0,1,-1,-4.85904,-0.0668555,-0.101663,1,1,1
0.5,1,111,14.8363,23,23,-1,-1,1,-1,1,1,4,1,1,3,0,1,-1,-4.88923,0,-0.00352527,1,1,1
0.5,1,112,14.9028,3,3,-1,-1,1,-1,1,1,4,1,2,3,0,1,-1,-5.04032,-0.0736025,-0.0545912,0,1,1
0.5,1,113,14.9864,16,16,-1,-1,1,-1,0,0,4,2,2,2,0,1,-1,-5.04747,-0.0695396,-0.0393193,2,0,1
0.5,1,114,15.1044,13,13,-1,-1,1,-1,0,1,4,1,1,3,0,1,-1,-5.00767,0.0460276,-0.0790966,2,2,1
0.5,1,115,15.324,22,22,-1,-1,1,-1,1,1,5,3,1,2,0,0,15.324,-4.9622,0.0725217,-0.0484462,1,0,0
0.5,1,116,15.3984,5,5,-1,-1,1,-1,0,1,4,1,2,3,0,1,-1,-5,0,0.0377333,3,1,1
0.5,1,117,15.7523,2,2,-1,-1,1,-1,1,1,4,0,2,4,0,1,-1,-4.97632,0.00689859,-0.0544317,1,2,1
0.5,1,118,15.8132,15,15,-1,-1,1,-1,1,1,4,0,4,4,0,1,-1,-5.08633,-0.0213322,0,3,0,1
0.5,1,119,15.8183,24,24,-1,-1,1,-1,1,1,5,4,0,1,0,1,-1,-4.98561,0.022998,0.0242454,0,0,1
0.5,1,120,15.8869,20,20,-1,-1,1,-1,0,1,4,1,3,3,0,1,-1,-5.03825,-0.105291,-0.156665,3,1,1
0.5,1,121,15.9179,19,19,-1,-1,1,-1,1,0,5,4,1,1,0,1,-1,-5.0425,0.0565243,-0.121081,0,0,1
0.5,1,122,16.1167,6,6,-1,-1,1,-1,1,0,5,3,0,2,0,1,-1,-4.89772,-0.000254752,-0.0961259,0,0,1
0.5,1,123,16.342,18,18,-1,-1,1,-1,1,1,5,3,1,2,0,1,-1,-5.03176,-0.0242324,0.0529473,0,0,1
0.5,1,124,16.5239,21,21,-1,-1,1,-1,0,1,4,0,1,4,0,1,-1,-4.99792,0.0831002,-0.0713418,2,3,1
0.5,1,125,16.5481,7,7,-1,-1,1,-1,1,0,5,3,1,2,0,1,-1,-4.91219,0,-0.0173071,0,0,1
0.5,1,126,16.8609,11,11,-1,-1,1,-1,1,0,5,3,0,2,0,1,-1,-5.06062,0.0281038,-0.0132813,0,0,1
0.5,1,127,17.0688,4,4,-1,-1,1,-1,1,1,5,2,2,3,0,1,-1,-5,0.0831002,-0.0959945,0,0,1
0.5,1,128,17.1055,1,1,-1,-1,1,-1,0,0,5,3,2,2,0,1,-1,-4.99314,0.0739416,0.048066,1,1,1
0.5,1,129,17.2566,8,8,-1,-1,1,-1,1,1,5,2,0,3,0,1,-1,-5.03151,0.176034,-0.0346338,0,1,1
0.5,1,130,17.6567,17,17,-1,-1,1,-1,1,1,5,2,1,3,0,1,-1,-4.98695,0.0580711,-0.0891569,0,1,1
0.5,1,131,17.7545,12,12,-1,-1,1,-1,0,1,5,3,1,2,0,1,-1,-4.97269,-0.112579,-0.0746396,0,2,1
0.5,1,132,17.8363,23,23,-1,-1,1,-1,1,1,5,2,1,3,0,1,-1,-4.88923,0,-0.00352527,1,1,1
0.5,1,133,17.9028,3,3,-1,-1,1,-1,1,1,5,2,2,3,0,1,-1,-5.04032,-0.0736025,-0.0545912,0,1,1
0.5,1,134,18.1044,13,13,-1,-1,1,-1,1,0,5,1,2,4,0,1,-1,-5.00767,0.0460276,-0.0790966,0,0,1
0.5,1,135,18.3984,5,5,-1,-1,1,-1,1,0,5,1,3,4,0,1,-1,-5,0,0.0377333,3,1,1
0.5,1,136,18.7415,0,0,-1,-1,1,-1,0,1,5,2,2,3,0,1,-1,-4.85904,-0.0668555,-0.101663,2,1,1
0.5,1,137,18.7523,2,2,-1,-1,1,-1,1,0,5,1,2,4,0,1,-1,-4.97632,0.00689859,-0.0544317,1,2,1
0.5,1,138,18.8132,15,15,-1,-1,1,-1,1,1,5,1,4,4,0,1,-1,-5.08633,-0.0213322,0,2,0,1
0.5,1,139,18.8183,24,24,-1,-1,1,-1,1,1,6,5,0,1,0,1,-1,-4.98561,0.022998,0.0242454,0,0,1
0.5,1,140,18.8869,20,20,-1,-1,1,-1,1,0,5,1,3,4,0,1,-1,-5.03825,-0.105291,-0.156665,2,1,1
0.5,1,141,18.9864,16,16,-1,-1,1,-1,0,0,5,2,3,3,0,1,-1,-5.04747,-0.0695396,-0.0393193,2,1,1
0.5,1,142,19.342,18,18,-1,-1,1,-1,1,1,6,4,1,2,0,1,-1,-5.03176,-0.0242324,0.0529473,0,0,1
0.5,1,143,19.5239,21,21,-1,-1,1,-1,1,1,5,0,2,5,0,1,-1,-4.99792,0.0831002,-0.0713418,2,2,1
0.5,1,144,19.9179,19,19,-1,-1,1,-1,0,1,6,5,1,1,0,1,-1,-5.0425,0.0565243,-0.121081,0,1,1
0.5,1,145,20.0688,4,4,-1,-1,1,-1,1,0,6,3,2,3,0,1,-1,-5,0.0831002,-0.0959945,0,0,1
0.5,1,146,20.1167,6,6,-1,-1,1,-1,0,1,6,4,0,2,0,1,-1,-4.89772,-0.000254752,-0.0961259,1,0,1
0.5,1,147,20.2566,8,8,-1,-1,1,-1,1,0,6,3,0,3,0,1,-1,-5.03151,0.176034,-0.0346338,0,1,1
0.5,1,148,20.5481,7,7,-1,-1,1,-1,0,1,6,4,1,2,0,1,-1,-4.91219,0,-0.0173071,1,0,1
0.5,1,149,20.6567,17,17,-1,-1,1,-1,1,0,6,3,1,3,0,1,-1,-4.98695,0.0580711,-0.0891569,0,0,1
0.5,1,150,20.7545,12,12,-1,-1,1,-1,1,1,6,3,1,3,0,1,-1,-4.97269,-0.112579,-0.0746396,0,1,1
0.5,1,151,20.8363,23,23,-1,-1,1,-1,1,1,6,3,1,3,0,1,-1,-4.88923,0,-0.00352527,1,1,1
0.5,1,152,20.8609,11,11,-1,-1,1,-1,0,0,6,4,0,2,0,1,-1,-5.06062,0.0281038,-0.0132813,0,1,1
0.5,1,153,20.9028,3,3,-1,-1,1,-1,1,1,6,3,2,3,0,1,-1,-5.04032,-0.0736025,-0.0545912,0,0,1
0.5,1,154,21.1055,1,1,-1,-1,1,-1,0,1,6,3,2,3,0,1,-1,-4.99314,0.0739416,0.048066,2,1,1
0.5,1,155,21.7415,0,0,-1,-1,1,-1,1,0,6,2,3,4,0,1,-1,-4.85904,-0.0668555,-0.101663,1,1,1
0.5,1,156,21.8132,15,15,-1,-1,1,-1,1,0,6,2,4,4,0,1,-1,-5.08633,-0.0213322,0,1,0,1
0.5,1,157,21.8183,24,24,-1,-1,1,-1,1,1,7,6,0,1,0,1,-1,-4.98561,0.022998,0.0242454,0,0,1
0.5,1,158,22.1044,13,13,-1,-1,1,-1,0,1,6,2,2,4,0,1,-1,-5.00767,0.0460276,-0.0790966,1,0,1
0.5,1,159,22.342,18,18,-1,-1,1,-1,1,1,7,5,1,2,0,1,-1,-5.03176,-0.0242324,0.0529473,0,0,1
0.5,1,160,22.3984,5,5,-1,-1,1,-1,0,0,6,2,3,4,0,1,-1,-5,0,0.0377333,3,2,1
0.5,1,161,22.5239,21,21,-1,-1,1,-1,1,1,6,1,2,5,0,1,-1,-4.99792,0.0831002,-0.0713418,2,2,1
0.5,1,162,22.7523,2,2,-1,-1,1,-1,0,1,6,2,2,4,0,1,-1,-4.97632,0.00689859,-0.0544317,2,2,1
0.5,1,163,22.8869,20,20,-1,-1,1,-1,0,1,6,2,3,4,0,1,-1,-5.03825,-0.105291,-0.156665,3,1,1
0.5,1,164,22.9179,19,19,-1,-1,1,-1,1,1,7,5,1,2,0,1,-1,-5.0425,0.0565243,-0.121081,0,0,1
0.5,1,165,22.9864,16,16,-1,-1,1,-1,0,1,6,2,3,4,0,1,-1,-5.04747,-0.0695396,-0.0393193,3,1,1
0.5,1,166,23.1167,6,6,-1,-1,1,-1,1,1,7,4,1,3,0,1,-1,-4.89772,-0.000254752,-0.0961259,1,0,1
0.5,1,167,23.5481,7,7,-1,-1,1,-1,1,1,7,4,2,3,0,1,-1,-4.91219,0,-0.0173071,0,0,1
0.5,1,168,23.7545,12,12,-1,-1,1,-1,1,0,7,4,1,3,0,1,-1,-4.97269,-0.112579,-0.0746396,0,0,1
0.5,1,169,23.8363,23,23,-1,-1,1,-1,1,0,7,4,1,3,0,1,-1,-4.88923,0,-0.00352527,1,0,1
0.5,1,170,23.9028,3,3,-1,-1,1,-1,1,1,7,4,2,3,0,1,-1,-5.04032,-0.0736025,-0.0545912,0,0,1
0.5,1,171,24.0688,4,4,-1,-1,1,-1,0,0,7,4,2,3,0,1,-1,-5,0.0831002,-0.0959945,1,0,1
0.5,1,172,24.1055,1,1,-1,-1,1,-1,1,0,7,3,3,4,0,1,-1,-4.99314,0.0739416,0.048066,2,1,1
0.5,1,173,24.2566,8,8,-1,-1,1,-1,0,0,7,4,0,3,0,1,-1,-5.03151,0.176034,-0.0346338,1,1,1
0.5,1,174,24.6567,17,17,-1,-1,1,-1,0,0,7,4,1,3,0,1,-1,-4.98695,0.0580711,-0.0891569,1,0,1
0.5,1,175,24.8183,24,24,-1,-1,1,-1,1,0,8,7,0,1,0,1,-1,-4.98561,0.022998,0.0242454,0,0,1
0.5,1,176,24.8609,11,11,-1,-1,1,-1,0,1,7,4,0,3,0,1,-1,-5.06062,0.0281038,-0.0132813,1,1,1
0.5,1,177,25.1044,13,13,-1,-1,1,-1,1,1,7,2,3,5,0,1,-1,-5.00767,0.0460276,-0.0790966,0,0,1
0.5,1,178,25.342,18,18,-1,-1,1,-1,1,1,8,6,1,2,0,1,-1,-5.03176,-0.0242324,0.0529473,0,0,1
0.5,1,179,25.5239,21,21,-1,-1,1,-1,1,1,7,2,2,5,0,1,-1,-4.99792,0.0831002,-0.0713418,2,2,1
0.5,1,180,25.7415,0,0,-1,-1,1,-1,0,1,7,3,3,4,0,1,-1,-4.85904,-0.0668555,-0.101663,2,1,1
0.5,1,181,25.7523,2,2,-1,-1,1,-1,1,1,7,2,3,5,0,1,-1,-4.97632,0.00689859,-0.0544317,1,2,1
0.5,1,182,25.8132,15,15,-1,-1,1,-1,0,1,7,3,4,4,0,1,-1,-5.08633,-0.0213322,0,2,0,1
0.5,1,183,25.8869,20,20,-1,-1,1,-1,1,1,7,2,4,5,0,1,-1,-5.03825,-0.105291,-0.156665,3,1,1
0.5,1,184,25.9179,19,19,-1,-1,1,-1,1,0,8,6,1,2,0,1,-1,-5.0425,0.0565243,-0.121081,0,0,1
0.5,1,185,25.9864,16,16,-1,-1,1,-1,1,1,7,2,4,5,0,1,-1,-5.04747,-0.0695396,-0.0393193,3,1,1
0.5,1,186,26.1167,6,6,-1,-1,1,-1,1,0,8,5,1,3,0,1,-1,-4.89772,-0.000254752,-0.0961259,0,0,1
0.5,1,187,26.3984,5,5,-1,-1,1,-1,0,1,7,2,3,5,0,1,-1,-5,0,0.0377333,3,3,1
0.5,1,188,26.5481,7,7,-1,-1,1,-1,1,0,8,5,2,3,0,1,-1,-4.91219,0,-0.0173071,0,0,1
0.5,1,189,26.9028,3,3,-1,-1,1,-1,1,0,8,5,2,3,0,1,-1,-5.04032,-0.0736025,-0.0545912,0,0,1
0.5,1,190,27.7545,12,12,-1,-1,1,-1,0,0,8,5,1,3,0,1,-1,-4.97269,-0.112579,-0.0746396,0,1,1
0.5,1,191,27.8363,23,23,-1,-1,1,-1,0,1,8,5,1,3,0,1,-1,-4.88923,0,-0.00352527,1,1,1
0.5,1,192,27.8609,11,11,-1,-1,1,-1,1,1,8,4,1,4,0,1,-1,-5.06062,0.0281038,-0.0132813,1,1,1
