dForagingSD,dForagingMean,gtime,event,choice_int_avg,choice_int_std,choice_slope_avg,choice_slope_std,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std
0.5,1,8450.22,2507413,-0.000258731,0.0536669,-0.038148,0.05907,-4.98813,0.0613841,1036,6003,1,0.189737,2,3.21061,2,3.54725,5,6.16093
0.5,1,8460.22,2510397,0.000594465,0.0528494,-0.0380032,0.0587642,-4.98749,0.0608506,1035,6387,1,0.192354,2,3.35529,3,3.60721,5,6.48645
0.5,1,8470.22,2513397,0.00162103,0.0542788,-0.0382074,0.0591599,-4.98667,0.0614672,1032,6809,1,0.189737,2,3.55162,3,3.78272,5,6.86127
0.5,1,8480.22,2516357,0.000861343,0.0551946,-0.0370632,0.0594958,-4.98643,0.0611181,1026,7232,1,0.167332,2,3.67083,3,4.01098,5,7.23941
0.5,1,8490.22,2519331,0.00062309,0.0553488,-0.0372256,0.0598854,-4.98672,0.0603739,1028,7626,1,0.167332,2,3.84266,3,4.12602,6,7.44567
0.5,1,8500.22,2522288,-6.6472e-06,0.0546657,-0.0373977,0.0596326,-4.98553,0.0598436,1028,4025,1,0.167332,2,2.41392,2,2.49159,4,4.47873
0.5,1,8510.22,2525259,-0.000741069,0.0560968,-0.0358474,0.0592846,-4.98577,0.0599565,1030,4431,1,0.173205,2,2.66571,2,2.72764,4,4.93883
0.5,1,8520.22,2528246,-0.000732014,0.0564297,-0.0364633,0.0589689,-4.98465,0.0597058,1031,4830,1,0.176068,2,2.90259,2,2.93121,5,5.2774
0.5,1,8530.22,2531237,-0.00130681,0.0555114,-0.0370571,0.0590787,-4.98366,0.0599066,1030,5231,1,0.184391,2,2.98948,2,3.07343,5,5.49864
0.5,1,8540.22,2534221,-0.000420899,0.0566174,-0.0371953,0.058911,-4.98422,0.0603361,1028,5640,1,0.178885,2,3.21139,2,3.25238,5,5.86353
0.5,1,8550.22,2537196,-0.000211111,0.0568183,-0.0369972,0.0590813,-4.9831,0.0608764,1029,6063,1,0.176068,2,3.4386,2,3.35887,5,6.19177
0.5,1,8560.22,2540153,0.000290084,0.0571194,-0.0374218,0.0594616,-4.98231,0.0607928,1029,6486,1,0.187083,2,3.52675,2,3.48066,5,6.39664
0.5,1,8570.22,2543114,-0.000815464,0.0571599,-0.0372699,0.059165,-4.98199,0.0609995,1033,6886,1,0.197484,2,3.66892,2,3.59263,5,6.64906
