dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
0.5,1,1,1000,257858,-5.0004,0.011018,1012,3662,1,0.148324,5,3.53256,5,3.57925,10,6.24884,0.467749,-0.00106726,0.0133796,-0.000171506,0.0180409,-0.00055098,0.014617,-0.000821275,0.0151296,-0.00034595,0.0126794
0.5,1,1,2000,516347,-5.00055,0.0151505,1013,3525,1,0.187083,5,3.52434,5,3.60611,10,6.30325,0.510096,-0.00175212,0.0162214,-0.000320889,0.0234486,0.00146301,0.0222414,-0.00145953,0.0193276,-0.000841054,0.0183583
0.5,1,1,3000,774820,-4.99998,0.0223411,1024,3624,1,0.2,5,3.67981,5,3.71362,11,6.47889,0.434536,-0.00127554,0.0217771,0.00145682,0.0268716,0.0025109,0.027632,-0.00185644,0.0263613,-0.000521425,0.0199823
0.5,1,1,4000,1033299,-4.99767,0.0277102,1020,3533,1,0.178885,5,3.61123,5,3.62753,11,6.27009,0.450473,-0.000640118,0.0272263,0.00119817,0.0279092,0.00342315,0.0286958,0.00171717,0.0290627,-0.00188981,0.0219723
0.5,1,1,5000,1291402,-4.99748,0.0280281,1010,3571,1,0.161245,5,3.51169,5,3.48468,10,6.23193,0.502008,-0.00224426,0.0274989,0.00070822,0.0266023,0.00303826,0.0335964,0.000838817,0.0261293,-0.000307368,0.0252593
0.5,1,1,6000,1550151,-4.99886,0.0305708,1008,3516,1,0.173205,5,3.6216,5,3.7023,10,6.52311,0.521763,-0.00452164,0.0313269,-0.000378491,0.0276915,0.00181221,0.0357855,0.000764483,0.0254927,-0.00311326,0.0274583
0.5,1,1,7000,1808099,-4.99965,0.0314611,1016,3528,1,0.189737,5,3.79921,5,3.61525,10,6.61423,0.499793,-0.0057496,0.0361506,5.53287e-05,0.0323211,0.00652825,0.0414546,0.000544348,0.0306403,-0.00320556,0.0269025
0.5,1,1,8000,2066217,-5.00096,0.0300936,1012,3510,1,0.167332,5,3.498,5,3.52505,11,6.14313,0.545164,-0.00755075,0.033442,0.000148059,0.036848,0.0047611,0.0444823,-0.00103981,0.033321,-0.00171465,0.029302
0.5,1,1,9000,2324595,-4.99772,0.0331384,1013,3532,1,0.197484,5,3.6205,5,3.60985,11,6.3153,0.471982,-0.0100325,0.0403214,-0.00255441,0.0415186,0.00626288,0.0447012,-0.00231442,0.0357215,-0.00201457,0.0313506
0.5,1,1,10000,2582373,-4.99672,0.0316645,1015,3451,1,0.176068,5,3.37935,5,3.51468,10,6.10336,0.499544,-0.0111789,0.0440194,-0.00383397,0.0422787,0.00304494,0.0493267,0.0013382,0.0381553,-0.00170898,0.030328
0.5,1,1,11000,2841562,-5.001,0.0329171,1031,3632,1,0.207364,5,3.65486,5,3.55907,10,6.39101,0.524693,-0.0177159,0.0503663,-0.00483555,0.0467693,0.00800009,0.0503055,0.000800555,0.0374893,-0.00042651,0.0321416
0.5,1,1,12000,3100887,-4.99602,0.0331724,1020,3616,1,0.214476,5,3.68578,5,3.71201,10,6.54599,0.47229,-0.0197609,0.0531018,-0.000715592,0.0478294,0.00501285,0.0530223,0.00221897,0.0410352,-0.000315646,0.032477
0.5,1,1,13000,3361160,-4.99924,0.0338247,1017,3618,1,0.187083,5,3.68944,5,3.82518,11,6.69313,0.487503,-0.0192411,0.0562238,-0.0018969,0.0465607,-0.000821288,0.0540103,0.00627103,0.0443762,0.00142325,0.0333444
0.5,1,1,14000,3620676,-4.99946,0.034192,1029,3602,1,0.212132,5,3.63222,5,3.63854,10,6.48275,0.537952,-0.0218454,0.0560899,-0.00638865,0.0476962,0.00175522,0.0529272,0.00576636,0.0440732,0.00423556,0.0375406
0.5,1,1,15000,3879755,-4.99782,0.0371339,1013,3611,1,0.170294,5,3.38571,5,3.39323,10,5.99608,0.492236,-0.0282988,0.0600781,-0.00844127,0.0503614,-0.00371265,0.052442,0.00308087,0.0471295,0.00139131,0.0374484
0.5,1,1,16000,4139625,-4.9977,0.0369876,1027,3622,1,0.221359,5,3.751,5,3.69703,11,6.54018,0.494115,-0.0346701,0.0588232,-0.00848659,0.0500749,-0.00649673,0.0504032,0.00419189,0.0494967,0.00671842,0.0393189
0.5,1,1,17002,4400896,-4.99879,0.0364675,1028,3745,1,0.173205,5,3.55725,5,3.46713,10,6.24171,0.424345,-0.0453104,0.0658217,-0.00937885,0.0494203,-0.00601507,0.0485976,0.004847,0.0509315,0.00925457,0.0382873
0.5,1,1,18002,4660127,-4.997,0.0394852,1034,3563,1,0.2,5,3.55542,5,3.4703,10,6.21369,0.49385,-0.0521679,0.0756194,-0.0143783,0.0561889,-0.00345542,0.0432486,0.0047821,0.0495073,0.00996351,0.0429914
0.5,1,1,19002,4920153,-4.99707,0.0429844,1028,3789,1,0.189737,5,3.62712,5,3.65828,10,6.46228,0.496874,-0.0575008,0.0777139,-0.0137426,0.0628839,-0.00522745,0.0443494,0.00490748,0.0488061,0.0144923,0.0463479
0.5,1,1,20002,5179340,-5.0016,0.0457926,1022,3787,1,0.161245,5,3.51198,5,3.36378,10,6.11433,0.481312,-0.0660843,0.076242,-0.0135966,0.0637023,-0.00311593,0.0455908,0.00484089,0.0492136,0.0163542,0.0488168
0.5,1,1,21002,5437578,-5.00039,0.0452143,1025,3754,1,0.164317,5,3.65609,5,3.58971,10,6.49746,0.506999,-0.0678189,0.073067,-0.0040904,0.0618931,0.00172423,0.0491671,0.000910287,0.0457611,0.0197244,0.0503706
0.5,1,1,22002,5697063,-4.99881,0.0443192,1024,3824,1,0.161245,5,3.53652,5,3.53256,10,6.26083,0.535308,-0.0609614,0.0734582,0.00447278,0.0573861,0.00117371,0.0517862,0.00146077,0.0489241,0.0170664,0.0539936
0.5,1,1,23002,5956333,-4.99905,0.0452344,1028,3803,1,0.178885,5,3.55289,5,3.59291,10,6.33293,0.462829,-0.0681883,0.0760666,-0.000774114,0.0617526,-0.00195133,0.0513182,-0.000758556,0.0546258,0.01503,0.0597104
