dBroodingTime,dForagingTime,dDeathTime,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
12,20,12,52.0002,3618,-5.00007,0.00182057,998,94,0,1,1,0.995992,1,0.981835,2,1.37477,1.13302e-06,3.57753e-05,7.39585e-07,2.33526e-05,-5.70033e-05,0.0017999,-0.000141097,0.00380545,-0.000104818,0.00250929
12,20,12,104.006,6983,-5.00009,0.00274827,1002,177,1,0.0447214,0,1.36711,0,1.39857,1,1.72945,-6.07348e-05,0.00209737,-0.000177305,0.00380462,-0.000132802,0.00282406,-0.000326597,0.00704481,-0.000102882,0.00339103
12,20,12,156,10349,-4.99999,0.00330051,1001,370,1,0.0707107,1,1.31567,1,1.32778,2,2.09045,-6.95488e-05,0.00236088,-8.98238e-06,0.00508078,-8.4519e-05,0.0030632,-0.000458069,0.00855604,-0.000107626,0.00339575
12,20,12,208,13657,-4.99991,0.00379815,1004,327,1,0.0632456,1,1.15282,1,1.11893,2,1.64408,-0.000310655,0.00603617,3.06959e-05,0.00522637,-8.32441e-05,0.00446066,-0.000570344,0.00956684,-0.000100221,0.00425698
12,20,12,260.006,17004,-4.9999,0.00635303,1001,524,1,0.0707107,1,1.52676,1,1.48054,3,2.18289,-0.000329207,0.00612059,1.30882e-05,0.00526414,-3.73278e-05,0.00613334,-0.000646266,0.00973401,-0.000112014,0.00472684
12,20,12,312.002,20329,-4.99982,0.00775876,1003,360,1,0.0547723,1,1.2145,1,1.22515,2,1.8767,-0.000358493,0.00610303,-8.30313e-05,0.00640093,-2.05556e-05,0.00610444,-0.000735426,0.0101411,-0.000171853,0.00615482
12,20,12,364,23674,-4.9997,0.00798084,1001,545,1,0.0707107,1,1.59906,1,1.6331,3,2.3516,-0.000426738,0.00641146,-6.39812e-05,0.00643632,-3.36729e-05,0.00641652,-0.000498836,0.0093456,-0.000209499,0.00639838
12,20,12,416,27002,-4.99941,0.00846672,1003,374,1,0.0547723,1,1.28725,1,1.30461,2,1.97053,-0.000154626,0.00542153,-2.79368e-05,0.00721166,-6.75604e-05,0.00658223,-0.000588177,0.00976503,-0.000229764,0.00627942
12,20,12,468,30295,-4.9995,0.00821814,1004,575,1,0.0632456,1,1.66583,1,1.60187,3,2.37802,-0.00024065,0.0060744,-0.000144941,0.00764267,-0.000102391,0.00622822,-0.000697817,0.0101055,-0.00026507,0.00703831
12,20,12,520.001,33602,-4.99954,0.00830929,1004,445,1,0.0774597,1,1.25499,1,1.22719,2,1.90289,-0.000276335,0.00658377,-0.000143576,0.00677929,6.85483e-05,0.00569314,-0.000853139,0.0103762,-0.000289211,0.00745352
12,20,12,572.002,36948,-4.99954,0.00807982,1007,619,1,0.083666,1,1.64043,1,1.58524,3,2.32078,-0.00029755,0.00723854,-0.000276992,0.00705993,2.5701e-06,0.00683163,-0.000912089,0.0109091,-0.00028669,0.00770394
12,20,12,624.006,40289,-4.99962,0.00811914,1006,443,1,0.0894427,1,1.32552,1,1.33454,2,2.0528,-0.000263055,0.00685639,-0.000408495,0.00796845,-0.000106233,0.0073397,-0.00096058,0.0112445,-0.000321982,0.00757417
12,20,12,676.001,43627,-4.99955,0.0089688,1009,633,1,0.0948683,1,1.67063,1,1.67809,3,2.44356,-0.00028507,0.00693738,-0.000203538,0.00578768,8.66147e-05,0.00831238,-0.00100905,0.0113719,-0.000293338,0.0079144
12,20,12,728.001,46983,-4.99958,0.00937002,1007,426,1,0.104881,1,1.34127,1,1.32891,2,2.0787,-0.000275636,0.00689366,-7.04519e-05,0.00529272,-0.000158649,0.00944474,-0.00091844,0.0112912,-0.000278119,0.00908934
12,20,12,780.006,50321,-4.9995,0.0100692,1012,620,1,0.118322,1,1.65741,1,1.6556,3,2.42405,-0.000316251,0.00835564,4.20865e-05,0.0058544,-0.000138044,0.00920426,-0.000941638,0.0121862,-7.30282e-05,0.00959255
12,20,12,832.007,53652,-4.99952,0.0111055,1014,479,1,0.118322,1,1.33116,1,1.35167,2,2.09929,-0.000188141,0.00823703,-2.60394e-05,0.00666282,-0.000293067,0.0102133,-0.00081437,0.0121927,-0.000127311,0.0103879
12,20,12,884.001,57018,-4.99942,0.0109568,1014,672,1,0.118322,1,1.65167,1,1.67272,3,2.40915,-3.61681e-05,0.00833841,-0.000176806,0.00720258,-0.000123625,0.0107312,-0.00105486,0.0127762,-0.000308307,0.0109167
12,20,12,936.001,60400,-4.9994,0.0109209,1014,500,1,0.118322,1,1.40606,1,1.43353,2,2.22845,-5.41441e-05,0.00839332,-0.000330586,0.00696622,-0.000380859,0.0117802,-0.000939959,0.0126853,-0.000112433,0.0102209
12,20,12,988.001,63733,-4.99936,0.0112744,1015,674,1,0.122474,1,1.68345,1,1.70909,3,2.51177,-6.63431e-05,0.00843903,-0.000411629,0.00732496,-5.09525e-05,0.0113177,-0.000775086,0.0123712,-0.000170522,0.0102468
12,20,12,1040,67107,-4.99943,0.0117831,1016,501,1,0.126491,1,1.46424,1,1.45258,2,2.32379,-5.5467e-05,0.00862088,-0.000363085,0.00793356,-2.56001e-05,0.0122981,-0.000944153,0.0131666,0.000123742,0.010767
12,20,12,1092,70480,-4.99929,0.0125556,1016,682,1,0.134164,1,1.85984,1,1.80416,3,2.77128,0.000159595,0.00934893,-0.00024977,0.0081823,2.22112e-05,0.0123922,-0.0009665,0.0133882,1.69935e-05,0.010535
12,20,12,1144,73839,-4.99965,0.0136355,1018,484,1,0.134164,1,1.52971,1,1.46219,3,2.14895,0.000225773,0.00974657,-0.000189788,0.00891522,-6.53827e-05,0.0133777,-0.0010521,0.0141054,2.63561e-06,0.0111875
12,20,12,1196,77260,-4.99947,0.0143277,1016,669,1,0.141421,1,1.81769,1,1.81025,3,2.64858,0.000494494,0.010019,-0.000350679,0.0096583,0.000111011,0.0139947,-0.00124364,0.0146646,0.000120314,0.011579
12,20,12,1248,80588,-4.99939,0.0143229,1017,511,1,0.130384,1,1.50698,1,1.55338,3,2.19363,0.000498525,0.0104142,-0.000375365,0.0104115,0.000321987,0.0153518,-0.00137263,0.0152513,0.000106283,0.011615
12,20,12,1300,83934,-4.99948,0.0145699,1015,708,1,0.130384,1,1.82126,1,1.85095,3,2.71754,0.000397927,0.0107758,-0.000433278,0.0114817,0.000211205,0.0157435,-0.00142877,0.015284,3.03114e-05,0.0118968
12,20,12,1352,87323,-4.9997,0.0142843,1018,519,1,0.134164,1,1.53688,1,1.57131,3,2.22239,0.000256641,0.010964,-0.00036172,0.0114122,0.000285958,0.0167891,-0.00134176,0.0142178,8.09713e-05,0.0119719
12,20,12,1404,90690,-4.99942,0.0150151,1015,367,1,0.122474,1,1.15542,1,1.2112,2,1.78326,0.000394977,0.0115223,-0.0001791,0.0112048,6.92469e-05,0.0175805,-0.00132274,0.0150201,5.89009e-05,0.0133616
12,20,12,1456,94080,-4.99965,0.0155215,1015,548,1,0.122474,1,1.5136,1,1.65288,3,2.27838,0.000294363,0.0116436,-0.000264191,0.0120115,0.000292498,0.0178902,-0.00145465,0.0160324,7.92924e-05,0.0132688
12,20,12,1508,97388,-4.99945,0.0159111,1014,394,1,0.118322,1,1.17132,1,1.22474,2,1.79833,0.000354381,0.011638,-9.94112e-05,0.0120599,0.000244591,0.0180295,-0.00140678,0.0164845,0.000101365,0.0131121
12,20,12,1560,100825,-4.99944,0.0167691,1016,578,1,0.126491,1,1.5678,1,1.61926,3,2.29085,0.000159587,0.0114121,-0.000110559,0.0112728,0.000167011,0.019007,-0.00180331,0.0175683,0.000214699,0.0133354
12,20,12,1612,104179,-4.99903,0.0169664,1017,398,1,0.130384,1,1.24378,1,1.17303,2,1.86145,0.000172292,0.0116874,-0.000169439,0.0113673,0.000304735,0.018377,-0.00215328,0.0183741,0.000260311,0.0137577
12,20,12,1664,107546,-4.99901,0.0168946,1017,600,1,0.130384,1,1.61802,1,1.54337,3,2.31171,0.000178613,0.0120639,-0.000146226,0.0124735,0.000348964,0.018557,-0.00212702,0.0184897,0.00057665,0.0145364
12,20,12,1716.02,110931,-4.99913,0.0166601,1016,437,1,0.126491,1,1.25778,1,1.25778,2,1.92302,0.000378508,0.0126837,1.54767e-05,0.0122862,0.00018155,0.018492,-0.00191734,0.0182139,0.000355895,0.0148297
12,20,12,1768,114322,-4.99921,0.0166102,1017,618,1,0.130384,1,1.6562,1,1.63156,3,2.35987,0.000408364,0.0136508,-0.000197576,0.0125712,0.000160521,0.0196362,-0.00211642,0.0181199,0.00016034,0.0146261
12,20,12,1820.01,117703,-4.99932,0.0164323,1016,453,1,0.134164,1,1.34907,1,1.30461,2,2.04353,0.0003603,0.0146299,-0.000123367,0.0132831,0.000103078,0.0194375,-0.00196119,0.017821,0.000227268,0.0151933
12,20,12,1872.01,121081,-4.99948,0.0164561,1015,634,1,0.130384,1,1.7,1,1.61183,3,2.43228,0.000182177,0.0147593,-3.89265e-05,0.0129819,0.000332545,0.0201096,-0.00172221,0.0167736,0.000305803,0.0159146
12,20,12,1924,124454,-4.99954,0.0173388,1015,468,1,0.13784,1,1.36051,1,1.37986,2,2.1319,0.000152259,0.0147643,4.50048e-05,0.0128064,-0.000164319,0.0207127,-0.00134388,0.0173126,0.00051688,0.0160003
12,20,12,1976,127811,-4.99968,0.0178443,1016,691,1,0.126491,1,1.63279,1,1.6559,3,2.38663,0.000119248,0.0154112,8.65895e-06,0.0119418,0.000101578,0.0214028,-0.00163827,0.0181751,0.000316,0.0162759
12,20,12,2028.01,131150,-4.99946,0.0178567,1015,519,1,0.122474,1,1.32174,1,1.34648,2,2.06978,0.000253238,0.0154116,-0.000134786,0.012138,-0.000373025,0.021036,-0.00162781,0.0180964,0.000110975,0.016094
12,20,12,2080,134513,-4.99947,0.0175669,1015,735,1,0.122474,1,1.70088,1,1.67332,3,2.44929,0.00015244,0.015902,-3.4762e-05,0.0123024,-0.000210171,0.0207319,-0.00177156,0.0193698,-0.000333051,0.0165841
12,20,12,2132.01,137855,-4.99934,0.017972,1014,530,1,0.118322,1,1.3572,1,1.44153,2,2.23652,9.82044e-05,0.0165853,0.000253047,0.0118367,-0.000177258,0.0208585,-0.00174428,0.0200843,-0.000246095,0.0175375
12,20,12,2184,141218,-4.99957,0.0186155,1014,722,1,0.118322,1,1.68879,1,1.75499,3,2.53614,-1.85693e-05,0.0171723,0.000132769,0.0117324,-0.00012789,0.0211754,-0.00165681,0.0201242,-0.000242983,0.0174149
12,20,12,2236,144595,-4.99964,0.019228,1012,532,1,0.118322,1,1.40143,1,1.43353,2,2.25322,-0.000326936,0.017115,-0.000191559,0.0127228,0.000244222,0.0208952,-0.00151819,0.0187314,-8.46179e-05,0.0176067
12,20,12,2288,147939,-4.99999,0.019122,1010,746,1,0.118322,1,1.62757,1,1.77257,3,2.5316,-0.000271052,0.0173459,-0.00030378,0.0136169,0.000264254,0.020277,-0.00108594,0.0183617,0.000183312,0.0172938
12,20,12,2340.01,151271,-4.99976,0.0191836,1010,533,1,0.1,1,1.37913,1,1.43736,2,2.24856,-0.000172023,0.017417,-0.000208808,0.0138685,0.00012483,0.0203757,-0.000926855,0.0182355,4.01591e-05,0.018017
12,20,12,2392,154633,-4.99985,0.0208264,1010,722,1,0.1,1,1.75157,1,1.747,3,2.58225,-0.000277001,0.0175091,-0.000298993,0.0132313,0.000265512,0.0206763,-0.000882857,0.0184749,-4.89078e-05,0.0175268
12,20,12,2444,158007,-4.99982,0.0204888,1010,510,1,0.1,1,1.48358,1,1.46595,2,2.37739,-0.000467256,0.0171595,-0.000321218,0.0137816,0.000599473,0.0209642,-0.00109402,0.0187896,-0.000164791,0.0178447
12,20,12,2496,161347,-4.99997,0.0202316,1009,693,1,0.0948683,1,1.74786,1,1.70734,3,2.52507,-0.000724236,0.0175423,-0.000104086,0.0144851,0.000310839,0.0213468,-0.000760513,0.0185613,-0.000131666,0.0179534
12,20,12,2548,164706,-4.9996,0.0200128,1010,526,1,0.1,1,1.49833,1,1.48391,3,2.15058,-0.000993129,0.0168688,-0.000187354,0.0156068,0.000494548,0.0207014,-0.000966838,0.018872,-0.000111512,0.0181761
12,20,12,2600,168062,-4.99957,0.020378,1009,713,1,0.0948683,1,1.80083,1,1.79137,3,2.6717,-0.000791372,0.0166034,-0.000124498,0.0157274,0.000237526,0.0209099,-0.0010139,0.0185835,0.000104021,0.0185582
12,20,12,2652.01,171388,-4.99956,0.0203887,1009,527,1,0.0948683,1,1.52184,1,1.47139,3,2.1225,-0.00119105,0.0176477,-0.000308691,0.0160336,0.000282828,0.0205631,-0.000835175,0.0187672,0.000293264,0.0183665
12,20,12,2704.01,174731,-4.99968,0.0200031,1008,354,1,0.1,1,1.18533,1,1.17473,2,1.76833,-0.00109916,0.0181273,-0.000151025,0.0165567,0.000207991,0.0210533,-0.000740386,0.01878,1.60414e-05,0.0196991
12,20,12,2756,178068,-4.99964,0.0199311,1013,549,1,0.114018,1,1.54208,1,1.57226,3,2.26495,-0.00101313,0.0187561,-0.000246361,0.0167834,0.000347248,0.0219605,-0.000683209,0.0199784,-0.000171034,0.0192891
12,20,12,2808,181403,-4.99964,0.0196165,1010,388,1,0.109545,1,1.19791,1,1.17516,2,1.78606,-0.00130591,0.019961,-0.000156595,0.0161678,0.000478147,0.0225118,-0.000355321,0.0198669,-0.000429027,0.0196123
12,20,12,2860,184733,-4.99891,0.0209303,1013,585,1,0.114018,1,1.54402,1,1.503,3,2.19431,-0.00136885,0.0202624,-0.000230055,0.0163579,0.000639288,0.0223814,-0.000507268,0.0199578,-0.000737762,0.0201321
12,20,12,2912,188141,-4.99933,0.0210395,1013,416,1,0.114018,1,1.23572,1,1.21532,2,1.84337,-0.00159866,0.0205673,-0.000276531,0.0160909,0.000721373,0.02283,-0.000380299,0.0200233,-0.000226421,0.0201355
12,20,12,2964,191475,-4.99919,0.0211693,1013,617,1,0.114018,1,1.56748,1,1.59969,3,2.33324,-0.00156382,0.0202314,-0.000143578,0.0163753,0.000548785,0.0233513,-0.000219518,0.020908,0.000218613,0.0202489
12,20,12,3016,194816,-4.99912,0.0212323,1015,434,1,0.122474,1,1.27004,1,1.25738,2,1.97585,-0.00165128,0.0210623,-0.000454933,0.0166546,0.000561898,0.0236031,-7.46091e-06,0.0213184,0.000194329,0.0202028
12,20,12,3068,198171,-4.99935,0.0205432,1014,614,1,0.118322,1,1.66072,1,1.67511,3,2.4956,-0.00158148,0.0207744,-0.000375676,0.0159862,0.000440001,0.0239587,-0.000132751,0.0211208,0.000367036,0.0207984
