dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,1,1,1000,268035,-5.00053,0.0170375,1077,5208,1,0.344964,1,1.43248,1,1.3914,2,2.33538,0.486951,0.000284072,0.0116244,-2.2388e-05,0.012585,-0.000573089,0.0119482,0.000880684,0.0110885,0.000240097,0.0132512
80,1,1,2000,539952,-5.00078,0.0182107,1064,5304,1,0.309839,1,1.4089,1,1.34387,2,2.36495,0.505367,-7.0169e-05,0.0201838,0.000479863,0.0169559,-0.000839389,0.0210369,0.00102634,0.0153338,0.000515789,0.0178989
80,1,1,3000,808997,-4.99898,0.0196201,1047,5106,1,0.254951,1,1.45705,1,1.44845,2,2.41226,0.572552,-0.00313188,0.0255993,0.000444416,0.0181892,-0.000377372,0.0217021,0.00145634,0.0262351,6.40394e-05,0.0183267
80,1,1,4000,1080161,-5.00041,0.0222232,1064,5105,1,0.325576,1,1.40961,1,1.41421,2,2.386,0.538633,-0.00115261,0.0234255,0.000496579,0.0217436,-0.000483627,0.0226573,-0.00195331,0.0298434,0.000927173,0.0221141
80,1,1,5000,1353228,-5.0004,0.0237914,1063,5139,1,0.314643,1,1.60437,1,1.41457,2,2.54578,0.482453,-0.00118375,0.0245739,-0.000196959,0.0218226,-0.000784998,0.0263898,0.000179991,0.0281951,0.000571533,0.0332437
80,1,1,6000,1623400,-5.00022,0.0260174,1057,5109,1,0.317805,1,1.35794,1,1.41174,2,2.2902,0.509135,-0.000226789,0.0263321,-0.000604664,0.0273209,0.000493831,0.0291356,-1.56983e-05,0.0324239,-0.00193685,0.0337926
80,1,1,7000,1891001,-5.00197,0.0261738,1039,4902,1,0.246982,1,1.38636,1,1.31795,2,2.21066,0.476504,-0.00321392,0.0263563,7.26466e-05,0.0290276,-0.000543263,0.0312259,-0.00232231,0.032943,-0.00105368,0.0361287
80,1,1,8000,2161906,-4.99958,0.0291281,1071,5254,1,0.347851,1,1.34611,1,1.39964,2,2.27969,0.511227,0.000536389,0.0280542,-0.000653613,0.0302587,0.00102323,0.029973,-0.00316118,0.0328399,-0.00225632,0.0380517
80,1,1,9000,2431884,-5.00132,0.0298067,1052,4992,1,0.309839,1,1.48189,1,1.45979,2,2.44315,0.543787,0.000282039,0.0289505,-0.000183919,0.0319049,-0.000440325,0.0294572,-0.00451626,0.0387205,-0.00251033,0.0341952
80,1,1,10000,2702208,-4.99832,0.0340234,1054,5102,1,0.286356,1,1.38672,1,1.4802,2,2.41164,0.474571,0.00102854,0.0294169,-0.00199411,0.0349657,0.00157608,0.0329235,-0.0037009,0.0425079,-0.00553062,0.0383612
80,1,1,11000,2972911,-4.99567,0.0320716,1057,5118,1,0.308221,1,1.40392,1,1.47817,2,2.41785,0.55436,0.000872396,0.0318097,-0.00361049,0.0366792,0.00266315,0.0348389,-0.0036677,0.0427797,-0.00607333,0.0409282
80,1,1,12000,3245334,-4.99536,0.0356877,1066,4971,1,0.319374,1,1.45705,1,1.49566,2,2.502,0.543388,0.000582308,0.033449,-0.00451901,0.0368427,0.00120122,0.0397041,-0.00134825,0.0444273,-0.00318906,0.042271
80,1,1,13000,3518276,-4.99556,0.0342504,1071,5115,1,0.336155,1,1.36638,1,1.38239,2,2.20726,0.475999,-0.00286514,0.0354951,0.00206876,0.0400324,0.00144403,0.0406721,0.00351497,0.0460901,-0.0030001,0.0370272
80,1,1,14000,3789549,-4.99365,0.0358531,1061,5094,1,0.284605,1,1.36308,1,1.44879,2,2.32056,0.534863,-0.0021621,0.0380709,0.00186183,0.0401007,0.00484948,0.0431929,-0.000526535,0.0511361,-0.000639039,0.0378462
80,1,1,15000,4058891,-4.99721,0.0360261,1063,5119,1,0.311448,1,1.40535,1,1.43108,2,2.39228,0.543208,-0.00561991,0.039906,0.000314886,0.0432683,0.00394812,0.0482079,0.00244282,0.0477537,-0.00332257,0.036796
80,1,1,16000,4328979,-5.00109,0.0326299,1063,5065,1,0.314643,1,1.41739,1,1.39786,2,2.26164,0.531752,-0.00285956,0.0421163,-0.000805357,0.0432374,0.00100281,0.0452708,0.00141849,0.047576,-0.00186255,0.0398975
80,1,1,17000,4600438,-5.00071,0.03329,1049,5045,1,0.266458,1,1.39499,1,1.36967,2,2.31041,0.522218,-0.00547745,0.0410688,-0.000242978,0.0420442,0.00370687,0.0500604,0.00370827,0.0506387,-0.000321328,0.0419117
80,1,1,18000,4870345,-5.00138,0.0361806,1076,5084,1,0.316228,1,1.37477,1,1.32929,2,2.25898,0.487108,-0.00512832,0.0430391,-0.00172486,0.0444667,-0.00144414,0.0437335,0.00230769,0.0514553,-0.00538175,0.0458127
80,1,1,19000,5142392,-5.00218,0.0412938,1073,5123,1,0.327109,1,1.45911,1,1.4856,2,2.46049,0.505103,-0.00553917,0.0445504,1.08331e-05,0.0465043,0.00240836,0.0429905,0.00534454,0.0516774,-0.00468775,0.0451261
80,1,1,20000,5415107,-5.00294,0.0387415,1083,5240,1,0.367423,1,1.50033,1,1.4829,2,2.50878,0.540533,-0.00284396,0.0450272,0.00197611,0.0469924,0.00156654,0.0476438,0.00332534,0.0535746,-0.00650405,0.0483807
80,1,1,21000,5688536,-5.00263,0.0379602,1062,5123,1,0.331662,1,1.39893,1,1.55048,2,2.46759,0.565055,0.00051945,0.0470914,-0.00126223,0.0508116,-0.00148982,0.0475993,0.00395295,0.0558385,-0.00744357,0.0477874
