dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
80,1,1,0,0.0471305,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5,1,0,1,0.106985,0.0245795,0.000103109,-0.0131061,-0.030749
80,1,1,1,0.0594071,15,15,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.01204,1,0,1,-0.0152096,0.00917702,-0.0268528,0.028296,-0.030749
80,1,1,2,0.167025,17,17,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.95468,0,1,1,-0.0446456,-0.0581425,-0.0641934,0.028296,0.0952274
80,1,1,3,0.187319,23,23,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.00082,1,0,1,-0.0513263,-0.0504248,-0.0413122,0.0582735,-0.0210164
80,1,1,4,0.246729,8,8,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.98344,1,0,1,-0.000484446,0.00226312,-0.108742,-0.0243771,-0.0491844
80,1,1,5,0.261139,20,20,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99602,0,1,1,-0.00180158,0.0176322,-0.0419794,-0.00133758,0.0364447
80,1,1,6,0.264197,16,16,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.03073,1,0,1,0.0739852,-0.0439355,-0.0413122,0.0146251,0
80,1,1,7,0.267532,12,12,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.04926,1,0,1,-0.0582727,0.0677395,0.00345719,0.0276417,0
80,1,1,8,0.299003,7,7,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.93385,1,0,1,0.0208404,0.0187626,0.0266186,0.0376358,0
80,1,1,9,0.378163,22,22,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.9948,1,0,1,0.0406817,-0.0455312,0.104062,-0.0955589,-0.0304519
80,1,1,10,0.398864,1,1,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.96884,1,0,1,0.0110665,-0.0481052,0.0137363,-0.0537748,0
80,1,1,11,0.399457,13,13,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99784,0,1,1,-0.0355498,-0.0581425,-0.0812639,0,-0.013063
80,1,1,12,0.506882,14,14,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.97101,1,0,1,0.0680569,-0.105257,-0.0223795,-0.0323501,0.0364447
80,1,1,13,0.53558,10,10,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.03128,1,0,1,-0.000484446,-0.0439355,-0.0499735,0.0146251,0
80,1,1,14,0.543001,5,5,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5,1,0,1,-0.00698204,-0.0481052,0.0470513,-0.0525191,0
80,1,1,15,0.544577,9,9,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99314,0,1,1,0.0354119,0.0176322,0.0178578,-0.00133758,0
80,1,1,16,0.601358,4,4,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99829,1,0,1,0.0294753,0.0256752,0.0902762,0.0453936,-0.0839285
80,1,1,17,0.638247,21,21,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5,0,1,1,0.0110665,0.00563199,0,-0.0537748,0.00696251
80,1,1,18,0.701469,6,6,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.97603,1,0,1,0.0295143,0.101386,-0.0755635,-0.000334094,0.0212215
80,1,1,19,0.736338,11,11,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.94985,1,0,1,0.0178666,0.0116949,-0.186296,-0.0198168,-0.0690529
80,1,1,20,0.811806,0,0,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99314,1,0,1,-0.186393,-0.0136058,-0.0223795,-0.110118,-0.0479587
80,1,1,21,0.873797,18,18,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.97412,0,1,1,-0.0582727,0.0389803,-0.126064,0.0302707,-0.0200717
80,1,1,22,0.946156,19,19,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.97178,1,0,1,0.0593663,0.0413322,0,0.00884319,-0.0726905
80,1,1,23,0.974621,2,2,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5,0,1,1,-0.0513782,-0.0615539,-0.0385462,0.0902957,0
80,1,1,24,0.976178,3,3,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.99602,0,1,1,-0.102916,-0.0217664,-0.091007,0.0494621,0.00734244
80,1,1,25,4.04713,24,24,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-5,2,0,1,0.106985,0.0245795,0.000103109,-0.0131061,-0.030749
80,1,1,26,4.05941,15,15,-1,-1,1,-1,1,1,1,0,1,1,0,1,-1,-5.01204,0,0,1,-0.0152096,0.00917702,-0.0268528,0.028296,-0.030749
80,1,1,27,4.16703,17,17,-1,-1,1,-1,0,1,1,0,0,1,0,1,-1,-4.95468,0,2,1,-0.0446456,-0.0581425,-0.0641934,0.028296,0.0952274
80,1,1,28,4.18732,23,23,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-5.00082,2,0,1,-0.0513263,-0.0504248,-0.0413122,0.0582735,-0.0210164
80,1,1,29,4.24673,8,8,-1,-1,1,-1,1,0,1,0,1,1,0,1,-1,-4.98344,0,0,1,-0.000484446,0.00226312,-0.108742,-0.0243771,-0.0491844
80,1,1,30,4.26114,20,20,-1,-1,1,-1,1,0,1,0,0,1,0,1,-1,-4.99602,0,0,1,-0.00180158,0.0176322,-0.0419794,-0.00133758,0.0364447
80,1,1,31,4.2642,16,16,-1,-1,1,-1,1,1,1,0,1,1,0,1,-1,-5.03073,0,0,1,0.0739852,-0.0439355,-0.0413122,0.0146251,0
