dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
80,0.9,0.9,0,0.0430393,22,22,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.96147,1,0,1,0.0967545,0.0459081,0.179178,0.175307,0.10586
80,0.9,0.9,1,0.148274,9,9,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.88787,0,1,1,-0.0975278,-0.208698,-0.00281538,0.0313523,-0.0219075
80,0.9,0.9,2,0.200833,1,1,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.0192,0,1,1,-0.194906,0.125397,-0.295721,0.00946108,0.08924
80,0.9,0.9,3,0.275092,15,15,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.145,1,0,1,-0.0530718,0.145882,0.122735,0.112687,0.0961296
80,0.9,0.9,4,0.396467,12,12,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.86754,0,1,1,-0.0283128,0.145882,0.311072,-0.131251,0.0706092
80,0.9,0.9,5,0.400208,21,21,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.08656,0,1,1,0.0869451,-0.162543,-0.224712,0.182303,-0.0524924
80,0.9,0.9,6,0.406779,19,19,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.00142,0,1,1,-0.00266615,0.122127,-0.148481,-0.0956407,0.00914322
80,0.9,0.9,7,0.42078,11,11,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.19888,1,0,1,0.206665,-0.174223,-0.284564,-0.183964,0.0961296
80,0.9,0.9,8,0.456912,14,14,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.12101,0,1,1,-0.00741672,0.101258,-0.148481,-0.0956407,-0.229066
80,0.9,0.9,9,0.497946,18,18,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.08074,1,0,1,0.030089,0.0561312,0.0895653,-0.0959555,0.185744
80,0.9,0.9,10,0.525557,20,20,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.10922,0,1,1,0.219048,0.0459081,0.179178,0.128352,0.138381
80,0.9,0.9,11,0.586988,8,8,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.0237,1,0,1,0.195344,-0.06547,-0.0392946,0.0694731,0.0859274
80,0.9,0.9,12,0.629452,3,3,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.04866,0,1,1,0.146204,-0.0385104,-0.173391,-0.0956632,-0.00258851
80,0.9,0.9,13,0.643647,24,24,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.21542,0,1,1,-0.0188925,-0.00747855,-0.113959,-0.0129085,0.10586
80,0.9,0.9,14,0.660311,10,10,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.73472,0,1,1,0.129545,-0.048031,0.0643091,0.217968,-0.0901811
80,0.9,0.9,15,0.666849,16,16,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.93875,0,1,1,0.156811,0.0543638,0.0747098,0.162742,-0.0923477
80,0.9,0.9,16,0.677386,13,13,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.0192,1,0,1,0.0942546,0.125397,0.177424,0.0464538,-0.0924284
80,0.9,0.9,17,0.694372,17,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.09824,1,0,1,-0.0405403,-0.00911761,-0.0308466,0.224453,-0.0434974
80,0.9,0.9,18,0.757858,23,23,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.12742,1,0,1,0.180131,0.2471,0.0895653,0.292199,0.0146102
80,0.9,0.9,19,0.800566,6,6,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.19888,1,0,1,-0.0146862,-0.151436,-0.00281538,0.0313523,-0.0369076
80,0.9,0.9,20,0.831067,4,4,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.90368,0,1,1,0.0302002,0.101258,-0.155271,-0.0956407,-0.147052
80,0.9,0.9,21,0.853879,7,7,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.93875,1,0,1,0.0261746,0.123824,0.031699,0.162742,-0.0923477
80,0.9,0.9,22,0.905554,5,5,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.05383,1,0,1,-0.0787795,-0.06547,-0.0392946,-0.0125645,-0.0357377
80,0.9,0.9,23,0.956855,2,2,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.90368,0,1,1,0.095082,-0.233258,-0.218691,0.0213395,0.0160072
80,0.9,0.9,24,0.958938,0,0,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.00781,1,0,1,0.0942546,-0.233258,-0.2603,-0.213243,-0.110282
80,0.9,0.9,25,2.39647,12,12,-1,-1,1,-1,1,1,1,0,0,1,0,0,2.39647,-4.86754,0,1,0,-0.0283128,0.145882,0.311072,-0.131251,0.0706092
80,0.9,0.9,26,2.67739,13,13,-1,-1,1,-1,1,1,1,0,1,1,0,0,2.67739,-5.0192,1,0,0,0.0942546,0.125397,0.177424,0.0464538,-0.0924284
80,0.9,0.9,27,4.04304,22,22,-1,-1,1,-1,0,0,1,0,1,1,0,1,-1,-4.96147,1,1,1,0.0967545,0.0459081,0.179178,0.175307,0.10586
80,0.9,0.9,28,4.14827,9,9,-1,-1,1,-1,0,0,1,0,0,1,0,1,-1,-4.88787,0,2,1,-0.0975278,-0.208698,-0.00281538,0.0313523,-0.0219075
80,0.9,0.9,29,4.20083,1,1,-1,-1,1,-1,1,0,1,0,0,1,0,1,-1,-5.0192,0,0,1,-0.194906,0.125397,-0.295721,0.00946108,0.08924
