dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,0.9,0.9,1000,267137,-4.99782,0.0285256,938,4224,0,0.977753,0,1.55981,1,1.24539,2,2.004,0.528715,0.000214504,0.0216715,0.000728366,0.0230485,-0.00273453,0.0257799,-0.00261464,0.022799,0.000133943,0.0241768
80,0.9,0.9,2000,534097,-5.00113,0.0311454,943,4231,0,0.980306,0,1.48963,0,1.43353,1,1.98997,0.522879,-0.000454902,0.0321896,0.000630255,0.0324946,-0.0056822,0.0340801,-0.00546669,0.0330628,-0.000875691,0.0334781
80,0.9,0.9,3000,801214,-4.99993,0.0385129,939,4257,0,0.975192,0,1.50566,0,1.54693,1,2.15639,0.513639,0.00143413,0.0371606,-0.00235134,0.0412522,-0.00492524,0.0365934,-0.0082875,0.0385925,-0.00476796,0.0390862
80,0.9,0.9,4000,1068519,-5.00379,0.0459798,957,4162,0,0.988433,0,1.56397,0,1.52283,1,2.2025,0.584061,-0.000715727,0.0469095,-0.0119344,0.0534973,-0.0100906,0.0433534,-0.0117668,0.0402451,-0.000462122,0.0460516
80,0.9,0.9,5002,1336847,-5.00166,0.0516586,1008,4232,1,0.1,1,1.26886,1,1.22311,2,2.01594,0.548048,-0.0013741,0.0512616,-0.011962,0.0555194,-0.00670074,0.0493618,-0.0104502,0.0429363,-0.00184887,0.0520036
80,0.9,0.9,6002,1604329,-5.00368,0.0555871,1009,4241,1,0.104881,0,1.49164,1,1.21614,1,2.15685,0.586032,-0.00531158,0.0520406,-0.0150562,0.0604455,-0.00801398,0.0473977,-0.0120325,0.0498034,-0.00376934,0.0541682
80,0.9,0.9,7002,1871468,-5.00616,0.059934,1007,4174,1,0.0948683,0,1.47479,1,1.22801,1,2.16032,0.5941,0.00590362,0.0618615,-0.00672781,0.0573378,-0.000241293,0.057873,-0.0156318,0.0548196,-0.00402367,0.062866
80,0.9,0.9,8002,2138739,-5.00657,0.0656069,1010,4264,1,0.109545,0,1.50632,1,1.2083,1,2.1192,0.531964,0.00947244,0.0627262,-0.00851314,0.0585763,0.00238662,0.0631531,-0.0122355,0.0576945,-0.00604961,0.0690582
80,0.9,0.9,9002,2406122,-5.00579,0.0752827,1004,4281,1,0.0632456,0,1.54661,0,1.57194,1,2.1975,0.575966,0.0161153,0.0695156,-0.00982025,0.0598174,0.00657768,0.0611833,-0.0099601,0.0625079,-0.0163628,0.0693714
80,0.9,0.9,10002,2673359,-5.00783,0.0761559,1008,4214,1,0.1,1,1.24579,0,1.59468,2,2.0511,0.568041,0.0156611,0.0669001,-0.016779,0.066261,-0.0052742,0.0630156,0.00185342,0.0681474,-0.00880992,0.0696684
80,0.9,0.9,11002,2940609,-5.01483,0.0783846,1009,4297,1,0.104881,1,1.29035,1,1.26846,2,2.13448,0.52019,0.0267878,0.0721214,-0.013963,0.0710263,-0.00729898,0.0732299,-0.00228197,0.0801797,-0.0106476,0.0706944
80,0.9,0.9,12002,3207844,-5.0038,0.0814062,1007,4266,1,0.0948683,1,1.15758,1,1.27554,2,2.04866,0.547129,0.0348694,0.0768315,-0.0202453,0.0753185,-0.0147851,0.0766954,0.00165786,0.0782223,-0.0180085,0.0753838
80,0.9,0.9,13002,3475320,-4.99193,0.0752965,1005,4375,1,0.083666,0,1.58209,1,1.2526,2,2.02139,0.553732,0.0317965,0.0877122,-0.0161188,0.0729786,-0.00902112,0.0930124,0.000282872,0.0786085,-0.0127386,0.0776069
80,0.9,0.9,14002,3743104,-4.98876,0.07549,1008,4415,1,0.1,1,1.28841,1,1.18025,2,1.99675,0.565868,0.0415265,0.0921343,-0.00947018,0.0767495,-0.0110339,0.0890568,-0.00834475,0.0763153,-0.0180702,0.0808516
80,0.9,0.9,15002,4010203,-4.99053,0.0824077,1009,4277,1,0.104881,0,1.59687,1,1.23045,2,2.01296,0.530105,0.0336959,0.0855437,-0.0137506,0.0750375,-0.0211971,0.0966129,-0.00332886,0.0759812,-0.0166964,0.0801844
80,0.9,0.9,16002,4277598,-4.99153,0.0715582,1002,4306,1,0.0632456,0,1.51096,0,1.503,1,2.10286,0.593414,0.0225842,0.0797519,-0.0159467,0.0781992,-0.0218662,0.100441,-0.0117899,0.0780256,-0.0205734,0.079264
80,0.9,0.9,17004,4544567,-4.99273,0.0751538,955,4282,0,0.989444,1,1.14761,1,1.30537,2,2.01519,0.549378,0.0290178,0.0790441,-0.00216503,0.0711514,-0.0119123,0.100137,-0.0135442,0.087005,-0.00250016,0.0829524
80,0.9,0.9,18004,4812004,-4.99169,0.0763358,937,4237,0,0.974166,1,1.17729,0,1.53134,1,2.14919,0.540458,0.0268239,0.0855597,-0.0061517,0.0715628,-0.0092501,0.110432,-0.00685833,0.081855,0.00401883,0.0904024
80,0.9,0.9,19004,5079515,-4.98888,0.0837354,953,4171,0,0.986408,0,1.53655,0,1.57829,1,2.19864,0.583698,0.00881455,0.087014,-0.00597637,0.0764931,-0.026648,0.115457,-0.00685323,0.0969185,0.0137829,0.0860862
80,0.9,0.9,20004,5347074,-4.99325,0.086745,961,4254,0,0.989444,0,1.48593,0,1.56045,1,2.12626,0.53618,0.0275523,0.0901817,-0.00827781,0.0750596,-0.0205051,0.129083,0.00186042,0.0904745,0.000263747,0.0902128
80,0.9,0.9,21004,5614618,-4.99458,0.0891174,956,4188,0,0.989949,0,1.57512,0,1.52118,1,2.19886,0.540166,0.0294154,0.074122,-0.00360093,0.074956,-0.0325727,0.135781,-0.00592347,0.0958749,-0.00588577,0.0936841
80,0.9,0.9,22004,5882172,-4.99574,0.0889528,943,4081,0,0.984378,1,1.21285,1,1.21614,2,1.96876,0.583635,0.0259262,0.0833056,-0.0120965,0.0788086,-0.0542099,0.134478,-0.0108339,0.0809849,0.000750181,0.0958925
80,0.9,0.9,23004,6149583,-4.99783,0.0874211,959,4193,0,0.987421,0,1.55113,0,1.57385,1,2.21743,0.548669,0.0336048,0.0824137,-0.00238408,0.0806818,-0.0420556,0.155452,-0.00717955,0.0874107,-0.00136545,0.0998181
80,0.9,0.9,24004,6416778,-4.99559,0.0844441,946,4212,0,0.978775,0,1.57321,0,1.5202,1,2.15592,0.609897,0.0370908,0.0859617,-0.0163398,0.0846294,-0.0568695,0.144544,-0.0112551,0.0936245,-0.00770042,0.0914712
80,0.9,0.9,25004,6684155,-4.99605,0.0845513,937,4174,0,0.977241,0,1.52414,0,1.60094,1,2.2592,0.546609,0.0311521,0.0817972,-0.00720271,0.0862114,-0.0694677,0.139532,-0.00910309,0.0967521,-0.00442958,0.0835961
80,0.9,0.9,26004,6951492,-4.99874,0.0950319,956,4120,0,0.991968,1,1.27083,0,1.58335,2,2.0693,0.563694,0.0224871,0.0886909,-0.00424113,0.0957064,-0.061958,0.143121,-0.00774472,0.0998202,0.0175572,0.0901258
80,0.9,0.9,27004,7218966,-4.99809,0.0918551,950,4135,0,0.985901,1,1.2486,1,1.16146,2,1.95602,0.576239,0.0227512,0.0936817,-0.00431983,0.101302,-0.067597,0.140874,0.00186113,0.11927,0.0208853,0.0842399
80,0.9,0.9,28004,7486246,-5.00278,0.0908329,943,4118,0,0.977241,1,1.23045,1,1.28297,2,2.04744,0.495779,0.0276314,0.0876464,-0.0119652,0.09849,-0.0833832,0.152666,0.00527705,0.10961,0.0261351,0.0937517
80,0.9,0.9,29004,7753510,-4.99185,0.0958242,953,4245,0,0.988433,0,1.56109,0,1.49399,1,2.12438,0.530451,0.0328075,0.086067,-0.00670169,0.112544,-0.0599072,0.156999,0.00508141,0.110076,0.0129711,0.100843
