dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,0.95,0.95,1000,263553,-5.0008,0.0215851,994,9139,0,1.01686,1,1.53069,1,1.64833,2,2.80071,0.46269,0.00243254,0.02498,-0.00143264,0.0252247,-0.000890811,0.0266582,0.000103688,0.0240327,0.000699956,0.0237657
80,0.95,0.95,2000,526888,-4.99759,0.030014,971,8928,0,1.00349,1,1.58461,1,1.53167,2,2.705,0.439156,0.0021231,0.0328617,-0.000550207,0.0313673,-0.00384528,0.0404028,0.000388531,0.0320175,-0.00179277,0.0315407
80,0.95,0.95,3000,790540,-4.99827,0.0356157,982,9090,0,1.01292,1,1.62542,1,1.66793,2,2.87193,0.564829,-0.00239369,0.0396684,0.00369936,0.0414191,0.000896956,0.0392296,0.000265248,0.0433988,0.00175606,0.0382751
80,0.95,0.95,4000,1054189,-4.99827,0.0448741,977,9066,0,1.00548,1,1.67541,1,1.53134,2,2.79786,0.604393,-0.00369894,0.0470504,-0.000989143,0.0460153,-0.00060259,0.03792,-0.00693764,0.0457758,0.00390757,0.0425713
80,0.95,0.95,5000,1317333,-5.00031,0.0500222,988,9085,0,1.0139,1,1.54661,1,1.52807,2,2.64934,0.532203,-1.84733e-05,0.0572247,0.00180711,0.0480073,-0.0016943,0.04369,-0.0026104,0.054047,-0.00106066,0.0499537
80,0.95,0.95,6000,1580742,-4.9981,0.0533224,984,9170,0,1.01292,1,1.56971,1,1.5521,2,2.6816,0.542953,0.00237986,0.0565948,0.00335848,0.0513497,0.000888743,0.0492746,-0.000261779,0.0527837,-0.00595055,0.0474161
80,0.95,0.95,7000,1844001,-4.99936,0.0639106,985,9084,0,1.01045,1,1.59781,1,1.61648,2,2.80927,0.522074,-0.00537528,0.0500989,0.00402351,0.052164,-0.000646078,0.0621988,-2.12365e-05,0.0578993,-0.0115794,0.0527524
80,0.95,0.95,8000,2107264,-5.00047,0.0729914,988,9131,0,1.02078,1,1.65409,1,1.58808,2,2.85342,0.538826,-0.0102291,0.0594095,0.00393801,0.0593748,0.0112463,0.0670995,-0.00154883,0.0668902,-0.0108198,0.0585305
80,0.95,0.95,9000,2370527,-4.99903,0.0716572,984,9118,0,1.0139,1,1.64894,1,1.68493,2,2.90413,0.548026,-0.0137536,0.0574835,0.00362096,0.060685,0.00183945,0.0638418,-0.011793,0.068681,-0.0184702,0.0564605
80,0.95,0.95,10000,2634098,-5.00466,0.070016,987,9019,0,1.01931,1,1.60281,1,1.62388,2,2.81887,0.572549,-0.0170277,0.0604911,0.00994687,0.0632415,-0.00823061,0.0642705,-0.016971,0.0724851,-0.0227325,0.0636525
80,0.95,0.95,11000,2897975,-5.01053,0.0696671,986,8947,0,1.00797,1,1.67601,1,1.77567,2,3.03513,0.546898,-0.0183665,0.0650469,0.0188579,0.0651618,-0.00839734,0.0628107,-0.00903305,0.0772796,-0.0334209,0.0705116
80,0.95,0.95,12000,3161984,-5.0141,0.0813253,987,9138,0,1.01242,1,1.59906,1,1.50532,2,2.71275,0.562022,-0.0191939,0.067247,0.0197255,0.0662615,-0.00502665,0.0667777,-0.0229276,0.0883964,-0.0366119,0.0680159
