dForagingSD,dForagingMean,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,knot1,knot2,knot3,knot4,knot5
0.5,0.5,144,19.7959,4,4,-1,-1,1,-1,1,1,6,4,1,2,0,1,-1,-4.99841,0,0,1,-0.132048,-0.0254963,-0.0271262,0.0903302,0.0203023
0.5,0.5,145,19.8783,8,8,-1,-1,1,-1,0,0,5,1,3,4,0,1,-1,-5.0692,2,2,1,0,-0.0229851,-0.0731305,0,0.0217105
0.5,0.5,146,20.0489,24,24,-1,-1,1,-1,1,1,6,3,1,3,0,1,-1,-5,1,1,1,0.0620916,-0.154068,0,0.0185645,0.00834024
0.5,0.5,147,20.195,18,18,-1,-1,1,-1,0,1,6,4,1,2,0,1,-1,-4.96883,1,2,1,0.0620916,-0.0486834,0,-0.0262714,-0.0536374
0.5,0.5,148,20.4831,12,12,-1,-1,1,-1,0,0,6,4,2,2,0,1,-1,-5.02183,3,0,1,0.0425016,-0.264684,-0.0158749,0.0328001,-0.0184371
0.5,0.5,149,20.7925,5,5,-1,-1,1,-1,1,0,6,3,1,3,0,1,-1,-4.88733,0,2,1,0,-0.122449,-0.037493,0,0.0894173
0.5,0.5,150,21.1004,3,3,-1,-1,1,-1,1,1,6,2,1,4,0,1,-1,-5.12618,0,2,1,0.0710046,-0.0865752,-0.057691,0.0729638,-0.107275
0.5,0.5,151,21.1093,22,22,-1,-1,1,-1,0,0,6,3,1,3,0,1,-1,-5.06908,1,2,1,-0.0389963,-0.164735,0.0404685,-0.000209903,-0.0445576
0.5,0.5,152,21.4445,11,11,-1,-1,1,-1,0,1,6,3,0,3,0,1,-1,-5.06928,0,2,1,0.0121192,0.0169586,-0.0352372,-0.147889,-0.0146053
0.5,0.5,153,21.538,2,2,-1,-1,1,-1,0,0,6,3,0,3,0,1,-1,-5.05563,0,4,1,0.0255296,-0.0417363,0,-0.0502182,0.00921868
0.5,0.5,154,21.5488,1,1,-1,-1,1,-1,1,0,6,2,2,4,0,1,-1,-4.91813,2,2,1,0.0137054,-0.382992,0.0914359,-0.0417734,-0.0635942
0.5,0.5,155,21.5578,23,23,-1,-1,1,-1,1,1,6,2,2,4,0,1,-1,-5,2,1,1,-0.0368037,-0.0486834,0,-0.0262714,0
0.5,0.5,156,21.7644,6,6,-1,-1,1,-1,0,1,6,3,1,3,0,1,-1,-5.0154,1,1,1,0,0,-0.0505878,-0.00580038,-0.0202122
0.5,0.5,157,21.8046,10,10,-1,-1,1,-1,1,0,6,2,1,4,0,1,-1,-5,1,2,1,-0.0163982,-0.20373,0.0575284,0.035061,-0.0299378
0.5,0.5,158,22.0781,17,17,-1,-1,1,-1,1,1,7,5,1,2,0,1,-1,-4.94095,0,0,1,0.0423893,-0.0691755,-0.0536995,0,-0.00453439
0.5,0.5,159,22.2753,13,13,-1,-1,1,-1,0,1,6,2,0,4,0,1,-1,-4.8505,0,4,1,-0.071744,-0.347345,-0.0137418,0.00973532,-0.0296695
0.5,0.5,160,22.4613,16,16,-1,-1,1,-1,1,0,7,5,1,2,0,1,-1,-5.13687,0,0,1,0,-0.122449,0.109126,-0.0353626,-0.0561826
0.5,0.5,161,22.5951,19,19,-1,-1,1,-1,0,1,6,2,2,4,0,1,-1,-5,3,2,1,-0.0690849,-0.132366,0.064228,0.14779,0
0.5,0.5,162,22.7153,15,15,-1,-1,1,-1,1,1,7,5,0,2,0,1,-1,-4.98343,0,0,1,0.0741518,-0.122449,-0.057691,-0.0133331,-0.0370635
0.5,0.5,163,23.0382,14,14,-1,-1,1,-1,0,1,6,1,3,5,0,1,-1,-5.0739,2,3,1,-0.0235069,-0.0414523,0.064228,0.0186607,0.0617754
0.5,0.5,164,23.0489,24,24,-1,-1,1,-1,1,1,7,4,1,3,0,1,-1,-5,1,1,1,0.0620916,-0.154068,0,0.0185645,0.00834024
0.5,0.5,165,23.195,18,18,-1,-1,1,-1,1,1,7,4,1,3,0,1,-1,-4.96883,1,1,1,0.0620916,-0.0486834,0,-0.0262714,-0.0536374
0.5,0.5,166,23.4172,0,0,-1,-1,1,-1,0,1,7,5,1,2,0,1,-1,-5.01236,1,0,1,-0.18154,-0.0956832,0,-0.0790472,0.08954
0.5,0.5,167,23.8783,8,8,-1,-1,1,-1,0,0,6,1,3,5,0,1,-1,-5.0692,2,3,1,0,-0.0229851,-0.0731305,0,0.0217105
0.5,0.5,168,24.1004,3,3,-1,-1,1,-1,1,1,7,3,1,4,0,1,-1,-5.12618,0,2,1,0.0710046,-0.0865752,-0.057691,0.0729638,-0.107275
0.5,0.5,169,24.4445,11,11,-1,-1,1,-1,1,0,7,3,0,4,0,1,-1,-5.06928,0,1,1,0.0121192,0.0169586,-0.0352372,-0.147889,-0.0146053
0.5,0.5,170,24.4831,12,12,-1,-1,1,-1,0,1,7,4,3,3,0,1,-1,-5.02183,3,1,1,0.0425016,-0.264684,-0.0158749,0.0328001,-0.0184371
0.5,0.5,171,24.5578,23,23,-1,-1,1,-1,1,1,7,3,2,4,0,1,-1,-5,1,1,1,-0.0368037,-0.0486834,0,-0.0262714,0
0.5,0.5,172,24.7644,6,6,-1,-1,1,-1,1,0,7,3,2,4,0,1,-1,-5.0154,1,1,1,0,0,-0.0505878,-0.00580038,-0.0202122
0.5,0.5,173,24.7925,5,5,-1,-1,1,-1,0,1,7,4,1,3,0,1,-1,-4.88733,0,3,1,0,-0.122449,-0.037493,0,0.0894173
0.5,0.5,174,25.0781,17,17,-1,-1,1,-1,1,1,8,6,1,2,0,1,-1,-4.94095,0,0,1,0.0423893,-0.0691755,-0.0536995,0,-0.00453439
0.5,0.5,175,25.1093,22,22,-1,-1,1,-1,0,1,7,3,2,4,0,1,-1,-5.06908,1,3,1,-0.0389963,-0.164735,0.0404685,-0.000209903,-0.0445576
0.5,0.5,176,25.2753,13,13,-1,-1,1,-1,1,1,7,2,0,5,0,1,-1,-4.8505,0,3,1,-0.071744,-0.347345,-0.0137418,0.00973532,-0.0296695
0.5,0.5,177,25.538,2,2,-1,-1,1,-1,0,1,7,3,0,4,0,1,-1,-5.05563,1,4,1,0.0255296,-0.0417363,0,-0.0502182,0.00921868
0.5,0.5,178,25.5488,1,1,-1,-1,1,-1,0,1,7,3,2,4,0,1,-1,-4.91813,2,3,1,0.0137054,-0.382992,0.0914359,-0.0417734,-0.0635942
0.5,0.5,179,25.5951,19,19,-1,-1,1,-1,1,1,7,2,3,5,0,1,-1,-5,3,2,1,-0.0690849,-0.132366,0.064228,0.14779,0
0.5,0.5,180,25.7153,15,15,-1,-1,1,-1,1,1,8,6,0,2,0,1,-1,-4.98343,0,0,1,0.0741518,-0.122449,-0.057691,-0.0133331,-0.0370635
0.5,0.5,181,25.8046,10,10,-1,-1,1,-1,0,1,7,3,1,4,0,1,-1,-5,2,2,1,-0.0163982,-0.20373,0.0575284,0.035061,-0.0299378
0.5,0.5,182,26.0382,14,14,-1,-1,1,-1,1,0,7,1,3,6,0,1,-1,-5.0739,2,3,1,-0.0235069,-0.0414523,0.064228,0.0186607,0.0617754
0.5,0.5,183,26.0489,24,24,-1,-1,1,-1,1,0,8,5,1,3,0,1,-1,-5,1,0,1,0.0620916,-0.154068,0,0.0185645,0.00834024
0.5,0.5,184,26.195,18,18,-1,-1,1,-1,1,0,8,5,1,3,0,1,-1,-4.96883,0,0,1,0.0620916,-0.0486834,0,-0.0262714,-0.0536374
0.5,0.5,185,26.4172,0,0,-1,-1,1,-1,1,0,8,5,2,3,0,1,-1,-5.01236,1,0,1,-0.18154,-0.0956832,0,-0.0790472,0.08954
0.5,0.5,186,26.4613,16,16,-1,-1,1,-1,0,0,8,6,1,2,0,1,-1,-5.13687,0,1,1,0,-0.122449,0.109126,-0.0353626,-0.0561826
0.5,0.5,187,27.1004,3,3,-1,-1,1,-1,1,1,8,4,1,4,0,1,-1,-5.12618,0,1,1,0.0710046,-0.0865752,-0.057691,0.0729638,-0.107275
0.5,0.5,188,27.4831,12,12,-1,-1,1,-1,1,1,8,4,3,4,0,1,-1,-5.02183,2,1,1,0.0425016,-0.264684,-0.0158749,0.0328001,-0.0184371
0.5,0.5,189,27.5578,23,23,-1,-1,1,-1,1,0,8,4,2,4,0,1,-1,-5,0,0,1,-0.0368037,-0.0486834,0,-0.0262714,0
0.5,0.5,190,27.7539,21,21,-1,-1,1,-1,1,1,5,1,2,4,0,0,27.7539,-5.03961,2,2,0,0.0296665,-0.176078,-0.059424,0.160862,0.0318582
0.5,0.5,191,27.7925,5,5,-1,-1,1,-1,1,1,8,4,1,4,0,1,-1,-4.88733,0,3,1,0,-0.122449,-0.037493,0,0.0894173
0.5,0.5,192,27.8783,8,8,-1,-1,1,-1,0,1,7,1,3,6,0,1,-1,-5.0692,3,3,1,0,-0.0229851,-0.0731305,0,0.0217105
0.5,0.5,193,28.0781,17,17,-1,-1,1,-1,1,1,9,7,1,2,0,1,-1,-4.94095,0,0,1,0.0423893,-0.0691755,-0.0536995,0,-0.00453439
0.5,0.5,194,28.1093,22,22,-1,-1,1,-1,1,1,8,3,2,5,0,1,-1,-5.06908,1,3,1,-0.0389963,-0.164735,0.0404685,-0.000209903,-0.0445576
0.5,0.5,195,28.2753,13,13,-1,-1,1,-1,1,0,8,3,0,5,0,1,-1,-4.8505,0,2,1,-0.071744,-0.347345,-0.0137418,0.00973532,-0.0296695
0.5,0.5,196,28.4445,11,11,-1,-1,1,-1,0,1,8,4,0,4,0,1,-1,-5.06928,0,2,1,0.0121192,0.0169586,-0.0352372,-0.147889,-0.0146053
0.5,0.5,197,28.538,2,2,-1,-1,1,-1,1,1,8,3,1,5,0,1,-1,-5.05563,1,3,1,0.0255296,-0.0417363,0,-0.0502182,0.00921868
0.5,0.5,198,28.5488,1,1,-1,-1,1,-1,1,1,8,3,2,5,0,1,-1,-4.91813,2,3,1,0.0137054,-0.382992,0.0914359,-0.0417734,-0.0635942
0.5,0.5,199,28.5951,19,19,-1,-1,1,-1,1,1,8,3,3,5,0,1,-1,-5,3,2,1,-0.0690849,-0.132366,0.064228,0.14779,0
0.5,0.5,200,28.7153,15,15,-1,-1,1,-1,1,1,9,7,0,2,0,1,-1,-4.98343,0,0,1,0.0741518,-0.122449,-0.057691,-0.0133331,-0.0370635
0.5,0.5,201,28.7644,6,6,-1,-1,1,-1,0,1,8,4,2,4,0,1,-1,-5.0154,1,2,1,0,0,-0.0505878,-0.00580038,-0.0202122
0.5,0.5,202,28.8046,10,10,-1,-1,1,-1,1,1,8,3,2,5,0,1,-1,-5,2,2,1,-0.0163982,-0.20373,0.0575284,0.035061,-0.0299378
0.5,0.5,203,30.0382,14,14,-1,-1,1,-1,0,1,8,2,3,6,0,1,-1,-5.0739,3,3,1,-0.0235069,-0.0414523,0.064228,0.0186607,0.0617754
0.5,0.5,204,30.0489,24,24,-1,-1,1,-1,0,1,9,6,1,3,0,1,-1,-5,2,0,1,0.0620916,-0.154068,0,0.0185645,0.00834024
0.5,0.5,205,30.1004,3,3,-1,-1,1,-1,1,0,9,5,1,4,0,1,-1,-5.12618,0,1,1,0.0710046,-0.0865752,-0.057691,0.0729638,-0.107275
0.5,0.5,206,30.195,18,18,-1,-1,1,-1,0,1,9,6,1,3,0,1,-1,-4.96883,0,1,1,0.0620916,-0.0486834,0,-0.0262714,-0.0536374
0.5,0.5,207,30.4172,0,0,-1,-1,1,-1,0,0,9,6,2,3,0,1,-1,-5.01236,2,0,1,-0.18154,-0.0956832,0,-0.0790472,0.08954
0.5,0.5,208,30.4613,16,16,-1,-1,1,-1,0,0,9,6,1,3,0,1,-1,-5.13687,1,1,1,0,-0.122449,0.109126,-0.0353626,-0.0561826
0.5,0.5,209,30.4831,12,12,-1,-1,1,-1,1,1,9,5,3,4,0,1,-1,-5.02183,2,1,1,0.0425016,-0.264684,-0.0158749,0.0328001,-0.0184371
0.5,0.5,210,30.7925,5,5,-1,-1,1,-1,1,1,9,5,1,4,0,1,-1,-4.88733,0,2,1,0,-0.122449,-0.037493,0,0.0894173
0.5,0.5,211,30.8783,8,8,-1,-1,1,-1,1,1,8,1,4,7,0,1,-1,-5.0692,2,3,1,0,-0.0229851,-0.0731305,0,0.0217105
0.5,0.5,212,31.0781,17,17,-1,-1,1,-1,1,0,10,8,1,2,0,1,-1,-4.94095,0,0,1,0.0423893,-0.0691755,-0.0536995,0,-0.00453439
0.5,0.5,213,31.1093,22,22,-1,-1,1,-1,1,0,9,4,2,5,0,1,-1,-5.06908,1,3,1,-0.0389963,-0.164735,0.0404685,-0.000209903,-0.0445576
0.5,0.5,214,31.4445,11,11,-1,-1,1,-1,1,1,9,4,0,5,0,1,-1,-5.06928,0,2,1,0.0121192,0.0169586,-0.0352372,-0.147889,-0.0146053
0.5,0.5,215,31.538,2,2,-1,-1,1,-1,1,0,9,4,1,5,0,1,-1,-5.05563,1,3,1,0.0255296,-0.0417363,0,-0.0502182,0.00921868
0.5,0.5,216,31.5488,1,1,-1,-1,1,-1,1,0,9,4,2,5,0,1,-1,-4.91813,1,2,1,0.0137054,-0.382992,0.0914359,-0.0417734,-0.0635942
0.5,0.5,217,31.5578,23,23,-1,-1,1,-1,0,1,9,5,2,4,0,1,-1,-5,1,0,1,-0.0368037,-0.0486834,0,-0.0262714,0
0.5,0.5,218,31.5951,19,19,-1,-1,1,-1,1,1,9,4,3,5,0,1,-1,-5,3,2,1,-0.0690849,-0.132366,0.064228,0.14779,0
0.5,0.5,219,31.7153,15,15,-1,-1,1,-1,1,1,10,8,0,2,0,1,-1,-4.98343,0,0,1,0.0741518,-0.122449,-0.057691,-0.0133331,-0.0370635
0.5,0.5,220,31.7644,6,6,-1,-1,1,-1,1,1,9,4,2,5,0,1,-1,-5.0154,1,1,1,0,0,-0.0505878,-0.00580038,-0.0202122
0.5,0.5,221,31.7959,4,4,-1,-1,1,-1,1,1,7,5,1,2,0,0,31.7959,-4.99841,0,0,0,-0.132048,-0.0254963,-0.0271262,0.0903302,0.0203023
0.5,0.5,222,31.8046,10,10,-1,-1,1,-1,1,1,9,4,2,5,0,1,-1,-5,2,2,1,-0.0163982,-0.20373,0.0575284,0.035061,-0.0299378
0.5,0.5,223,32.2753,13,13,-1,-1,1,-1,0,0,9,4,0,5,0,1,-1,-4.8505,1,2,1,-0.071744,-0.347345,-0.0137418,0.00973532,-0.0296695
0.5,0.5,224,33.0382,14,14,-1,-1,1,-1,1,0,9,2,4,7,0,1,-1,-5.0739,3,2,1,-0.0235069,-0.0414523,0.064228,0.0186607,0.0617754
0.5,0.5,225,33.0489,24,24,-1,-1,1,-1,1,0,10,6,2,4,0,1,-1,-5,1,0,1,0.0620916,-0.154068,0,0.0185645,0.00834024
0.5,0.5,226,33.195,18,18,-1,-1,1,-1,1,0,10,6,1,4,0,1,-1,-4.96883,0,1,1,0.0620916,-0.0486834,0,-0.0262714,-0.0536374
0.5,0.5,227,33.4831,12,12,-1,-1,1,-1,1,0,10,6,3,4,0,1,-1,-5.02183,1,1,1,0.0425016,-0.264684,-0.0158749,0.0328001,-0.0184371
0.5,0.5,228,33.7925,5,5,-1,-1,1,-1,1,1,10,6,1,4,0,1,-1,-4.88733,0,2,1,0,-0.122449,-0.037493,0,0.0894173
0.5,0.5,229,33.8783,8,8,-1,-1,1,-1,1,0,9,2,4,7,0,1,-1,-5.0692,1,2,1,0,-0.0229851,-0.0731305,0,0.0217105
0.5,0.5,230,34.1004,3,3,-1,-1,1,-1,0,1,10,6,1,4,0,1,-1,-5.12618,1,1,1,0.0710046,-0.0865752,-0.057691,0.0729638,-0.107275
0.5,0.5,231,34.4172,0,0,-1,-1,1,-1,0,0,10,6,3,4,0,1,-1,-5.01236,2,1,1,-0.18154,-0.0956832,0,-0.0790472,0.08954
0.5,0.5,232,34.4445,11,11,-1,-1,1,-1,1,0,10,5,0,5,0,1,-1,-5.06928,0,2,1,0.0121192,0.0169586,-0.0352372,-0.147889,-0.0146053
0.5,0.5,233,34.4613,16,16,-1,-1,1,-1,0,1,10,6,2,4,0,1,-1,-5.13687,1,2,1,0,-0.122449,0.109126,-0.0353626,-0.0561826
0.5,0.5,234,34.5578,23,23,-1,-1,1,-1,1,1,10,5,3,5,0,1,-1,-5,1,0,1,-0.0368037,-0.0486834,0,-0.0262714,0
0.5,0.5,235,34.5951,19,19,-1,-1,1,-1,1,0,10,5,3,5,0,1,-1,-5,2,2,1,-0.0690849,-0.132366,0.064228,0.14779,0
0.5,0.5,236,34.7153,15,15,-1,-1,1,-1,1,0,11,9,0,2,0,1,-1,-4.98343,0,0,1,0.0741518,-0.122449,-0.057691,-0.0133331,-0.0370635
0.5,0.5,237,34.7644,6,6,-1,-1,1,-1,1,1,10,5,2,5,0,1,-1,-5.0154,1,1,1,0,0,-0.0505878,-0.00580038,-0.0202122
0.5,0.5,238,34.8046,10,10,-1,-1,1,-1,1,0,10,5,2,5,0,1,-1,-5,2,0,1,-0.0163982,-0.20373,0.0575284,0.035061,-0.0299378
0.5,0.5,239,35.0781,17,17,-1,-1,1,-1,0,1,11,9,1,2,0,1,-1,-4.94095,0,1,1,0.0423893,-0.0691755,-0.0536995,0,-0.00453439
0.5,0.5,240,35.1093,22,22,-1,-1,1,-1,0,1,10,5,2,5,0,1,-1,-5.06908,1,4,1,-0.0389963,-0.164735,0.0404685,-0.000209903,-0.0445576
0.5,0.5,241,35.538,2,2,-1,-1,1,-1,0,0,10,5,1,5,0,1,-1,-5.05563,1,4,1,0.0255296,-0.0417363,0,-0.0502182,0.00921868
0.5,0.5,242,35.5488,1,1,-1,-1,1,-1,0,1,10,5,2,5,0,1,-1,-4.91813,2,2,1,0.0137054,-0.382992,0.0914359,-0.0417734,-0.0635942
0.5,0.5,243,36.2753,13,13,-1,-1,1,-1,0,1,10,4,1,6,0,1,-1,-4.8505,2,2,1,-0.071744,-0.347345,-0.0137418,0.00973532,-0.0296695
0.5,0.5,244,36.7925,5,5,-1,-1,1,-1,1,1,11,7,1,4,0,1,-1,-4.88733,0,2,1,0,-0.122449,-0.037493,0,0.0894173
0.5,0.5,245,37.0382,14,14,-1,-1,1,-1,0,1,10,3,4,7,0,1,-1,-5.0739,3,3,1,-0.0235069,-0.0414523,0.064228,0.0186607,0.0617754
0.5,0.5,246,37.0489,24,24,-1,-1,1,-1,0,0,11,7,2,4,0,1,-1,-5,2,0,1,0.0620916,-0.154068,0,0.0185645,0.00834024
0.5,0.5,247,37.1004,3,3,-1,-1,1,-1,1,1,11,6,2,5,0,1,-1,-5.12618,1,1,1,0.0710046,-0.0865752,-0.057691,0.0729638,-0.107275
0.5,0.5,248,37.195,18,18,-1,-1,1,-1,0,0,11,7,1,4,0,1,-1,-4.96883,0,2,1,0.0620916,-0.0486834,0,-0.0262714,-0.0536374
0.5,0.5,249,37.4613,16,16,-1,-1,1,-1,1,1,11,6,2,5,0,1,-1,-5.13687,1,1,1,0,-0.122449,0.109126,-0.0353626,-0.0561826
0.5,0.5,250,37.4831,12,12,-1,-1,1,-1,0,0,11,7,3,4,0,1,-1,-5.02183,2,1,1,0.0425016,-0.264684,-0.0158749,0.0328001,-0.0184371
0.5,0.5,251,37.5578,23,23,-1,-1,1,-1,1,1,11,6,3,5,0,1,-1,-5,0,0,1,-0.0368037,-0.0486834,0,-0.0262714,0
0.5,0.5,252,37.8783,8,8,-1,-1,1,-1,0,1,10,3,4,7,0,1,-1,-5.0692,1,3,1,0,-0.0229851,-0.0731305,0,0.0217105
0.5,0.5,253,38.0781,17,17,-1,-1,1,-1,1,1,12,9,1,3,0,1,-1,-4.94095,0,1,1,0.0423893,-0.0691755,-0.0536995,0,-0.00453439
0.5,0.5,254,38.1093,22,22,-1,-1,1,-1,1,0,11,5,2,6,0,1,-1,-5.06908,1,4,1,-0.0389963,-0.164735,0.0404685,-0.000209903,-0.0445576
0.5,0.5,255,38.4172,0,0,-1,-1,1,-1,0,1,11,6,3,5,0,1,-1,-5.01236,2,2,1,-0.18154,-0.0956832,0,-0.0790472,0.08954
0.5,0.5,256,38.4445,11,11,-1,-1,1,-1,0,0,11,6,0,5,0,1,-1,-5.06928,0,3,1,0.0121192,0.0169586,-0.0352372,-0.147889,-0.0146053
0.5,0.5,257,38.5488,1,1,-1,-1,1,-1,1,1,11,5,3,6,0,1,-1,-4.91813,2,1,1,0.0137054,-0.382992,0.0914359,-0.0417734,-0.0635942
0.5,0.5,258,38.5951,19,19,-1,-1,1,-1,0,1,11,6,3,5,0,1,-1,-5,3,2,1,-0.0690849,-0.132366,0.064228,0.14779,0
0.5,0.5,259,38.7153,15,15,-1,-1,1,-1,0,0,12,10,0,2,0,1,-1,-4.98343,0,1,1,0.0741518,-0.122449,-0.057691,-0.0133331,-0.0370635
0.5,0.5,260,38.8046,10,10,-1,-1,1,-1,0,1,11,6,2,5,0,1,-1,-5,3,0,1,-0.0163982,-0.20373,0.0575284,0.035061,-0.0299378
0.5,0.5,261,39.2753,13,13,-1,-1,1,-1,1,1,11,4,2,7,0,1,-1,-4.8505,2,2,1,-0.071744,-0.347345,-0.0137418,0.00973532,-0.0296695
0.5,0.5,262,39.538,2,2,-1,-1,1,-1,0,1,11,5,1,6,0,1,-1,-5.05563,2,4,1,0.0255296,-0.0417363,0,-0.0502182,0.00921868
0.5,0.5,263,39.7925,5,5,-1,-1,1,-1,1,0,12,8,1,4,0,1,-1,-4.88733,0,2,1,0,-0.122449,-0.037493,0,0.0894173
0.5,0.5,264,40.0382,14,14,-1,-1,1,-1,1,0,11,3,4,8,0,1,-1,-5.0739,3,3,1,-0.0235069,-0.0414523,0.064228,0.0186607,0.0617754
0.5,0.5,265,40.1004,3,3,-1,-1,1,-1,1,0,12,7,2,5,0,1,-1,-5.12618,1,1,1,0.0710046,-0.0865752,-0.057691,0.0729638,-0.107275
0.5,0.5,266,40.4613,16,16,-1,-1,1,-1,1,0,12,7,2,5,0,1,-1,-5.13687,1,1,1,0,-0.122449,0.109126,-0.0353626,-0.0561826
0.5,0.5,267,40.5578,23,23,-1,-1,1,-1,1,0,12,7,3,5,0,1,-1,-5,0,0,1,-0.0368037,-0.0486834,0,-0.0262714,0
0.5,0.5,268,40.8783,8,8,-1,-1,1,-1,1,0,11,3,4,8,0,1,-1,-5.0692,1,3,1,0,-0.0229851,-0.0731305,0,0.0217105
0.5,0.5,269,41.0489,24,24,-1,-1,1,-1,0,1,12,7,3,5,0,1,-1,-5,3,0,1,0.0620916,-0.154068,0,0.0185645,0.00834024
0.5,0.5,270,41.0781,17,17,-1,-1,1,-1,1,1,13,10,1,3,0,1,-1,-4.94095,0,1,1,0.0423893,-0.0691755,-0.0536995,0,-0.00453439
0.5,0.5,271,41.195,18,18,-1,-1,1,-1,0,0,12,7,1,5,0,1,-1,-4.96883,0,3,1,0.0620916,-0.0486834,0,-0.0262714,-0.0536374
0.5,0.5,272,41.4172,0,0,-1,-1,1,-1,1,1,12,6,3,6,0,1,-1,-5.01236,1,2,1,-0.18154,-0.0956832,0,-0.0790472,0.08954
0.5,0.5,273,41.4831,12,12,-1,-1,1,-1,0,1,12,7,4,5,0,1,-1,-5.02183,2,2,1,0.0425016,-0.264684,-0.0158749,0.0328001,-0.0184371
0.5,0.5,274,41.5488,1,1,-1,-1,1,-1,1,1,12,6,3,6,0,1,-1,-4.91813,1,1,1,0.0137054,-0.382992,0.0914359,-0.0417734,-0.0635942
0.5,0.5,275,41.5951,19,19,-1,-1,1,-1,1,1,12,6,4,6,0,1,-1,-5,3,2,1,-0.0690849,-0.132366,0.064228,0.14779,0
0.5,0.5,276,41.8046,10,10,-1,-1,1,-1,1,0,12,6,3,6,0,1,-1,-5,3,0,1,-0.0163982,-0.20373,0.0575284,0.035061,-0.0299378
0.5,0.5,277,42.1093,22,22,-1,-1,1,-1,0,0,12,6,2,6,0,1,-1,-5.06908,1,5,1,-0.0389963,-0.164735,0.0404685,-0.000209903,-0.0445576
0.5,0.5,278,42.2753,13,13,-1,-1,1,-1,1,1,12,5,2,7,0,1,-1,-4.8505,2,2,1,-0.071744,-0.347345,-0.0137418,0.00973532,-0.0296695
0.5,0.5,279,42.4445,11,11,-1,-1,1,-1,0,0,12,6,0,6,0,1,-1,-5.06928,0,4,1,0.0121192,0.0169586,-0.0352372,-0.147889,-0.0146053
0.5,0.5,280,42.538,2,2,-1,-1,1,-1,1,1,12,5,2,7,0,1,-1,-5.05563,2,4,1,0.0255296,-0.0417363,0,-0.0502182,0.00921868
0.5,0.5,281,42.7153,15,15,-1,-1,1,-1,0,1,13,10,0,3,0,1,-1,-4.98343,1,1,1,0.0741518,-0.122449,-0.057691,-0.0133331,-0.0370635
0.5,0.5,282,43.7925,5,5,-1,-1,1,-1,0,1,13,9,1,4,0,1,-1,-4.88733,1,2,1,0,-0.122449,-0.037493,0,0.0894173
0.5,0.5,283,44.0382,14,14,-1,-1,1,-1,0,0,12,4,4,8,0,1,-1,-5.0739,4,3,1,-0.0235069,-0.0414523,0.064228,0.0186607,0.0617754
0.5,0.5,284,44.0489,24,24,-1,-1,1,-1,1,0,13,7,4,6,0,1,-1,-5,3,0,1,0.0620916,-0.154068,0,0.0185645,0.00834024
0.5,0.5,285,44.0781,17,17,-1,-1,1,-1,1,0,14,11,1,3,0,1,-1,-4.94095,0,0,1,0.0423893,-0.0691755,-0.0536995,0,-0.00453439
0.5,0.5,286,44.1004,3,3,-1,-1,1,-1,0,1,13,8,2,5,0,1,-1,-5.12618,1,2,1,0.0710046,-0.0865752,-0.057691,0.0729638,-0.107275
0.5,0.5,287,44.4172,0,0,-1,-1,1,-1,1,1,13,7,3,6,0,1,-1,-5.01236,1,1,1,-0.18154,-0.0956832,0,-0.0790472,0.08954
0.5,0.5,288,44.4613,16,16,-1,-1,1,-1,0,0,13,8,2,5,0,1,-1,-5.13687,1,2,1,0,-0.122449,0.109126,-0.0353626,-0.0561826
0.5,0.5,289,44.4831,12,12,-1,-1,1,-1,1,1,13,7,4,6,0,1,-1,-5.02183,2,2,1,0.0425016,-0.264684,-0.0158749,0.0328001,-0.0184371
0.5,0.5,290,44.5578,23,23,-1,-1,1,-1,0,0,13,8,3,5,0,1,-1,-5,0,1,1,-0.0368037,-0.0486834,0,-0.0262714,0
0.5,0.5,291,44.5951,19,19,-1,-1,1,-1,1,1,13,7,4,6,0,1,-1,-5,3,2,1,-0.0690849,-0.132366,0.064228,0.14779,0
0.5,0.5,292,44.8783,8,8,-1,-1,1,-1,0,0,12,4,4,8,0,1,-1,-5.0692,1,4,1,0,-0.0229851,-0.0731305,0,0.0217105
0.5,0.5,293,45.195,18,18,-1,-1,1,-1,0,1,13,7,1,6,0,1,-1,-4.96883,1,3,1,0.0620916,-0.0486834,0,-0.0262714,-0.0536374
0.5,0.5,294,45.2753,13,13,-1,-1,1,-1,1,1,13,6,2,7,0,1,-1,-4.8505,2,2,1,-0.071744,-0.347345,-0.0137418,0.00973532,-0.0296695
0.5,0.5,295,45.538,2,2,-1,-1,1,-1,1,1,13,6,2,7,0,1,-1,-5.05563,2,4,1,0.0255296,-0.0417363,0,-0.0502182,0.00921868
0.5,0.5,296,45.7153,15,15,-1,-1,1,-1,1,1,14,10,1,4,0,1,-1,-4.98343,1,1,1,0.0741518,-0.122449,-0.057691,-0.0133331,-0.0370635
0.5,0.5,297,45.8046,10,10,-1,-1,1,-1,0,0,13,7,3,6,0,1,-1,-5,3,1,1,-0.0163982,-0.20373,0.0575284,0.035061,-0.0299378
0.5,0.5,298,46.1093,22,22,-1,-1,1,-1,0,1,13,6,2,7,0,1,-1,-5.06908,1,6,1,-0.0389963,-0.164735,0.0404685,-0.000209903,-0.0445576
