dForagingSD,dForagingMean,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta1,beta2,beta3,beta4,beta5
0.5,0.5,908,207.443,12,12,-1,-1,1,-1,1,1,61,36,9,25,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,909,208.067,13,13,-1,-1,1,-1,1,0,61,35,13,26,0,1,-1,-5.15135,1,4,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,910,208.279,6,6,-1,-1,1,-1,1,1,62,39,11,23,0,1,-1,-5.13016,2,1,1,0,-0.123615,0.0145796,-0.00948546,-0.0524241
0.5,0.5,911,208.838,19,19,-1,-1,1,-1,1,1,63,43,12,20,0,1,-1,-5.07648,2,0,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,912,208.948,5,5,-1,-1,1,-1,1,1,60,31,14,29,0,1,-1,-5.06605,1,6,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,913,209.421,3,3,-1,-1,1,-1,0,1,62,39,9,23,0,1,-1,-5.08423,3,1,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,914,210.162,20,20,-1,-1,1,-1,1,0,63,41,13,22,0,1,-1,-5,2,2,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,915,210.347,17,17,-1,-1,1,-1,0,0,62,38,13,24,0,1,-1,-4.91,1,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,916,210.443,12,12,-1,-1,1,-1,1,1,62,37,9,25,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,917,211.066,23,23,-1,-1,1,-1,0,0,61,33,19,28,0,1,-1,-5.03932,6,2,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,918,211.279,6,6,-1,-1,1,-1,1,0,63,40,11,23,0,1,-1,-5.13016,2,1,1,0,-0.123615,0.0145796,-0.00948546,-0.0524241
0.5,0.5,919,211.838,19,19,-1,-1,1,-1,1,1,64,44,12,20,0,1,-1,-5.07648,1,0,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,920,211.948,5,5,-1,-1,1,-1,1,1,61,32,14,29,0,1,-1,-5.06605,1,6,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,921,212.067,13,13,-1,-1,1,-1,0,1,62,36,13,26,0,1,-1,-5.15135,1,5,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,922,212.421,3,3,-1,-1,1,-1,1,1,63,39,9,24,0,1,-1,-5.08423,2,1,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,923,213.443,12,12,-1,-1,1,-1,1,1,63,38,9,25,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,924,214.162,20,20,-1,-1,1,-1,0,1,64,42,13,22,0,1,-1,-5,2,3,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,925,214.347,17,17,-1,-1,1,-1,0,1,63,38,14,25,0,1,-1,-4.91,2,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,926,214.838,19,19,-1,-1,1,-1,1,0,65,45,12,20,0,1,-1,-5.07648,0,0,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,927,214.948,5,5,-1,-1,1,-1,1,1,62,33,14,29,0,1,-1,-5.06605,1,5,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,928,215.066,23,23,-1,-1,1,-1,0,1,62,33,19,29,0,1,-1,-5.03932,7,2,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,929,215.067,13,13,-1,-1,1,-1,1,1,63,36,13,27,0,1,-1,-5.15135,1,5,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,930,215.421,3,3,-1,-1,1,-1,1,1,64,40,9,24,0,1,-1,-5.08423,1,1,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,931,216.443,12,12,-1,-1,1,-1,1,1,64,39,9,25,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,932,217.162,20,20,-1,-1,1,-1,1,1,65,42,13,23,0,1,-1,-5,2,3,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,933,217.347,17,17,-1,-1,1,-1,1,0,64,38,15,26,0,1,-1,-4.91,2,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,934,217.948,5,5,-1,-1,1,-1,1,1,63,34,14,29,0,1,-1,-5.06605,1,5,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,935,218.066,23,23,-1,-1,1,-1,1,1,63,33,20,30,0,1,-1,-5.03932,7,2,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,936,218.067,13,13,-1,-1,1,-1,1,0,64,37,13,27,0,1,-1,-5.15135,1,5,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,937,218.421,3,3,-1,-1,1,-1,1,1,65,41,9,24,0,1,-1,-5.08423,0,0,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,938,218.838,19,19,-1,-1,1,-1,0,0,66,46,12,20,0,1,-1,-5.07648,0,1,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,939,219.443,12,12,-1,-1,1,-1,1,1,65,40,9,25,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,940,220.162,20,20,-1,-1,1,-1,1,0,66,43,13,23,0,1,-1,-5,2,2,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,941,220.948,5,5,-1,-1,1,-1,1,1,64,35,14,29,0,1,-1,-5.06605,1,4,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,942,221.066,23,23,-1,-1,1,-1,1,1,64,34,20,30,0,1,-1,-5.03932,6,2,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,943,221.347,17,17,-1,-1,1,-1,0,1,65,39,15,26,0,1,-1,-4.91,3,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,944,221.421,3,3,-1,-1,1,-1,1,0,66,42,9,24,0,1,-1,-5.08423,0,0,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,945,222.067,13,13,-1,-1,1,-1,0,1,65,38,13,27,0,1,-1,-5.15135,2,5,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,946,222.443,12,12,-1,-1,1,-1,1,1,66,41,9,25,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,947,222.838,19,19,-1,-1,1,-1,0,1,67,46,12,21,0,1,-1,-5.07648,0,2,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,948,223.279,6,6,-1,-1,1,-1,0,0,64,41,11,23,0,0,223.279,-5.13016,2,1,0,0,-0.123615,0.0145796,-0.00948546,-0.0524241
0.5,0.5,949,223.948,5,5,-1,-1,1,-1,1,0,65,36,14,29,0,1,-1,-5.06605,1,4,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,950,224.066,23,23,-1,-1,1,-1,1,1,65,35,20,30,0,1,-1,-5.03932,6,2,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,951,224.162,20,20,-1,-1,1,-1,0,1,67,44,13,23,0,1,-1,-5,2,3,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,952,224.347,17,17,-1,-1,1,-1,1,1,66,39,16,27,0,1,-1,-4.91,3,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,953,225.067,13,13,-1,-1,1,-1,1,1,66,38,14,28,0,1,-1,-5.15135,2,5,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,954,225.421,3,3,-1,-1,1,-1,0,0,67,43,9,24,0,1,-1,-5.08423,1,0,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,955,225.443,12,12,-1,-1,1,-1,1,0,67,42,9,25,0,1,-1,-4.92248,1,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,956,225.838,19,19,-1,-1,1,-1,1,1,68,46,12,22,0,1,-1,-5.07648,0,2,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,957,227.066,23,23,-1,-1,1,-1,1,1,66,36,20,30,0,1,-1,-5.03932,5,2,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,958,227.162,20,20,-1,-1,1,-1,1,1,68,44,13,24,0,1,-1,-5,1,3,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,959,227.347,17,17,-1,-1,1,-1,1,1,67,40,16,27,0,1,-1,-4.91,2,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,960,227.948,5,5,-1,-1,1,-1,0,1,66,37,14,29,0,1,-1,-5.06605,1,5,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,961,228.067,13,13,-1,-1,1,-1,1,0,67,39,14,28,0,1,-1,-5.15135,2,4,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,962,228.838,19,19,-1,-1,1,-1,1,1,69,47,12,22,0,1,-1,-5.07648,0,2,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,963,229.421,3,3,-1,-1,1,-1,0,1,68,43,10,25,0,1,-1,-5.08423,2,0,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,964,229.443,12,12,-1,-1,1,-1,0,1,68,43,9,25,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,965,230.066,23,23,-1,-1,1,-1,1,1,67,37,20,30,0,1,-1,-5.03932,5,1,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,966,230.162,20,20,-1,-1,1,-1,1,1,69,45,13,24,0,1,-1,-5,1,3,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,967,230.347,17,17,-1,-1,1,-1,1,0,68,41,16,27,0,1,-1,-4.91,2,3,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,968,230.948,5,5,-1,-1,1,-1,1,1,67,37,14,30,0,1,-1,-5.06605,1,5,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,969,231.838,19,19,-1,-1,1,-1,1,0,70,48,12,22,0,1,-1,-5.07648,0,0,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,970,232.067,13,13,-1,-1,1,-1,0,1,68,40,14,28,0,1,-1,-5.15135,3,4,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,971,232.421,3,3,-1,-1,1,-1,1,0,69,43,11,26,0,1,-1,-5.08423,2,0,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,972,232.443,12,12,-1,-1,1,-1,1,0,69,43,10,26,0,1,-1,-4.92248,2,1,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,973,233.066,23,23,-1,-1,1,-1,1,0,68,38,20,30,0,1,-1,-5.03932,4,1,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,974,233.162,20,20,-1,-1,1,-1,1,1,70,46,13,24,0,1,-1,-5,0,2,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,975,233.948,5,5,-1,-1,1,-1,1,1,68,38,14,30,0,1,-1,-5.06605,1,4,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,976,234.347,17,17,-1,-1,1,-1,0,0,69,42,16,27,0,1,-1,-4.91,2,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,977,235.067,13,13,-1,-1,1,-1,1,1,69,40,15,29,0,1,-1,-5.15135,3,4,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,978,235.838,19,19,-1,-1,1,-1,0,0,71,49,12,22,0,1,-1,-5.07648,0,1,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,979,236.162,20,20,-1,-1,1,-1,1,1,71,47,13,24,0,1,-1,-5,0,0,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,980,236.421,3,3,-1,-1,1,-1,0,1,70,44,11,26,0,1,-1,-5.08423,2,1,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,981,236.443,12,12,-1,-1,1,-1,0,1,70,44,10,26,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,982,236.948,5,5,-1,-1,1,-1,1,0,69,39,14,30,0,1,-1,-5.06605,1,4,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,983,237.066,23,23,-1,-1,1,-1,0,1,69,39,20,30,0,1,-1,-5.03932,5,1,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,984,238.067,13,13,-1,-1,1,-1,1,1,70,41,15,29,0,1,-1,-5.15135,2,4,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,985,238.347,17,17,-1,-1,1,-1,0,1,70,42,16,28,0,1,-1,-4.91,2,5,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,986,239.162,20,20,-1,-1,1,-1,1,1,72,48,13,24,0,1,-1,-5,0,0,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,987,239.421,3,3,-1,-1,1,-1,1,0,71,44,11,27,0,1,-1,-5.08423,2,1,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,988,239.443,12,12,-1,-1,1,-1,1,0,71,44,10,27,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,989,239.838,19,19,-1,-1,1,-1,0,0,72,49,12,23,0,1,-1,-5.07648,0,2,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,990,240.066,23,23,-1,-1,1,-1,1,1,70,39,21,31,0,1,-1,-5.03932,4,1,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,991,240.948,5,5,-1,-1,1,-1,0,1,70,40,14,30,0,1,-1,-5.06605,2,4,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,992,241.067,13,13,-1,-1,1,-1,1,1,71,42,15,29,0,1,-1,-5.15135,2,3,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,993,241.347,17,17,-1,-1,1,-1,1,0,71,42,16,29,0,1,-1,-4.91,2,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,994,242.162,20,20,-1,-1,1,-1,1,0,73,49,13,24,0,1,-1,-5,0,0,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,995,243.066,23,23,-1,-1,1,-1,1,1,71,40,21,31,0,1,-1,-5.03932,3,1,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,996,243.421,3,3,-1,-1,1,-1,0,0,72,45,11,27,0,1,-1,-5.08423,3,1,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,997,243.443,12,12,-1,-1,1,-1,0,1,72,45,10,27,0,1,-1,-4.92248,2,3,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,998,243.838,19,19,-1,-1,1,-1,0,0,73,49,12,24,0,1,-1,-5.07648,0,3,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,999,243.948,5,5,-1,-1,1,-1,1,1,71,40,15,31,0,1,-1,-5.06605,2,4,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1000,244.067,13,13,-1,-1,1,-1,1,1,72,43,15,29,0,1,-1,-5.15135,1,3,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,1001,245.347,17,17,-1,-1,1,-1,0,0,72,43,16,29,0,1,-1,-4.91,3,4,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,1002,246.066,23,23,-1,-1,1,-1,1,1,72,41,21,31,0,1,-1,-5.03932,3,1,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,1003,246.162,20,20,-1,-1,1,-1,0,1,74,50,13,24,0,1,-1,-5,0,1,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,1004,246.443,12,12,-1,-1,1,-1,1,1,73,45,10,28,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,1005,246.948,5,5,-1,-1,1,-1,1,1,72,41,15,31,0,1,-1,-5.06605,2,4,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1006,247.067,13,13,-1,-1,1,-1,1,1,73,44,15,29,0,1,-1,-5.15135,0,3,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,1007,247.421,3,3,-1,-1,1,-1,0,1,73,45,12,28,0,1,-1,-5.08423,3,2,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,1008,247.838,19,19,-1,-1,1,-1,0,1,74,49,12,25,0,1,-1,-5.07648,1,3,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,1009,249.066,23,23,-1,-1,1,-1,1,1,73,42,21,31,0,1,-1,-5.03932,3,0,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,1010,249.162,20,20,-1,-1,1,-1,1,0,75,50,13,25,0,1,-1,-5,0,1,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,1011,249.347,17,17,-1,-1,1,-1,0,1,73,43,17,30,0,1,-1,-4.91,3,5,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,1012,249.443,12,12,-1,-1,1,-1,1,0,74,46,10,28,0,1,-1,-4.92248,1,1,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,1013,249.948,5,5,-1,-1,1,-1,1,1,73,42,15,31,0,1,-1,-5.06605,2,3,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1014,250.067,13,13,-1,-1,1,-1,1,1,74,45,15,29,0,1,-1,-5.15135,0,2,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,1015,250.421,3,3,-1,-1,1,-1,1,0,74,45,12,29,0,1,-1,-5.08423,3,2,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,1016,250.838,19,19,-1,-1,1,-1,1,0,75,49,13,26,0,1,-1,-5.07648,1,3,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,1017,252.066,23,23,-1,-1,1,-1,1,0,74,43,21,31,0,1,-1,-5.03932,3,0,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,1018,252.347,17,17,-1,-1,1,-1,1,0,74,43,17,31,0,1,-1,-4.91,3,5,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,1019,252.948,5,5,-1,-1,1,-1,1,1,74,43,15,31,0,1,-1,-5.06605,2,3,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1020,253.067,13,13,-1,-1,1,-1,1,0,75,46,15,29,0,1,-1,-5.15135,0,1,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,1021,253.162,20,20,-1,-1,1,-1,0,0,76,51,13,25,0,1,-1,-5,1,1,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,1022,253.443,12,12,-1,-1,1,-1,0,1,75,47,10,28,0,1,-1,-4.92248,1,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,1023,254.421,3,3,-1,-1,1,-1,0,1,75,46,12,29,0,1,-1,-5.08423,4,2,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,1024,254.838,19,19,-1,-1,1,-1,0,0,76,50,13,26,0,1,-1,-5.07648,2,3,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,1025,255.948,5,5,-1,-1,1,-1,1,0,75,44,15,31,0,1,-1,-5.06605,2,3,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1026,256.066,23,23,-1,-1,1,-1,0,1,75,44,21,31,0,1,-1,-5.03932,3,1,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,1027,256.347,17,17,-1,-1,1,-1,0,0,75,44,17,31,0,1,-1,-4.91,4,5,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,1028,256.443,12,12,-1,-1,1,-1,1,1,76,47,10,29,0,1,-1,-4.92248,1,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,1029,257.067,13,13,-1,-1,1,-1,0,1,76,47,15,29,0,1,-1,-5.15135,1,1,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,1030,257.162,20,20,-1,-1,1,-1,0,1,77,51,14,26,0,1,-1,-5,1,2,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,1031,257.421,3,3,-1,-1,1,-1,1,1,76,46,13,30,0,1,-1,-5.08423,4,2,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,1032,258.838,19,19,-1,-1,1,-1,0,1,77,50,14,27,0,1,-1,-5.07648,2,4,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,1033,259.066,23,23,-1,-1,1,-1,1,0,76,44,21,32,0,1,-1,-5.03932,2,1,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,1034,259.443,12,12,-1,-1,1,-1,1,0,77,48,10,29,0,1,-1,-4.92248,1,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,1035,259.948,5,5,-1,-1,1,-1,0,1,76,45,15,31,0,1,-1,-5.06605,3,3,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1036,260.067,13,13,-1,-1,1,-1,1,1,77,47,16,30,0,1,-1,-5.15135,1,1,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,1037,260.162,20,20,-1,-1,1,-1,1,1,78,51,14,27,0,1,-1,-5,1,2,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,1038,260.347,17,17,-1,-1,1,-1,0,1,76,44,18,32,0,1,-1,-4.91,5,5,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,1039,260.421,3,3,-1,-1,1,-1,1,1,77,47,13,30,0,1,-1,-5.08423,4,2,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,1040,261.838,19,19,-1,-1,1,-1,1,1,78,50,14,28,0,1,-1,-5.07648,2,4,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,1041,262.948,5,5,-1,-1,1,-1,1,1,77,45,16,32,0,1,-1,-5.06605,3,3,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1042,263.066,23,23,-1,-1,1,-1,0,0,77,45,21,32,0,1,-1,-5.03932,2,2,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,1043,263.067,13,13,-1,-1,1,-1,1,0,78,48,16,30,0,1,-1,-5.15135,1,1,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,1044,263.162,20,20,-1,-1,1,-1,1,1,79,52,14,27,0,1,-1,-5,1,1,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,1045,263.347,17,17,-1,-1,1,-1,1,1,77,44,19,33,0,1,-1,-4.91,5,5,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,1046,263.421,3,3,-1,-1,1,-1,1,1,78,48,13,30,0,1,-1,-5.08423,3,2,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,1047,263.443,12,12,-1,-1,1,-1,0,1,78,49,10,29,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,1048,264.838,19,19,-1,-1,1,-1,1,1,79,51,14,28,0,1,-1,-5.07648,2,4,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,1049,265.948,5,5,-1,-1,1,-1,1,1,78,46,16,32,0,1,-1,-5.06605,2,3,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1050,266.162,20,20,-1,-1,1,-1,1,1,80,53,14,27,0,1,-1,-5,1,0,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,1051,266.347,17,17,-1,-1,1,-1,1,0,78,45,19,33,0,1,-1,-4.91,5,5,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,1052,266.421,3,3,-1,-1,1,-1,1,1,79,49,13,30,0,1,-1,-5.08423,3,1,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,1053,266.443,12,12,-1,-1,1,-1,1,0,79,49,11,30,0,1,-1,-4.92248,2,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
0.5,0.5,1054,267.066,23,23,-1,-1,1,-1,0,1,78,45,21,33,0,1,-1,-5.03932,2,3,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,1055,267.067,13,13,-1,-1,1,-1,0,0,79,49,16,30,0,1,-1,-5.15135,2,1,1,-0.163985,-0.0817385,0.00174405,0.100282,0
0.5,0.5,1056,267.838,19,19,-1,-1,1,-1,1,1,80,52,14,28,0,1,-1,-5.07648,1,4,1,0.00610532,-0.28799,-0.197357,0.0345607,0.0294144
0.5,0.5,1057,268.948,5,5,-1,-1,1,-1,1,0,79,47,16,32,0,1,-1,-5.06605,2,2,1,-0.0258213,-0.0819915,0.0287171,0.159621,0.00841252
0.5,0.5,1058,269.162,20,20,-1,-1,1,-1,1,1,81,54,14,27,0,1,-1,-5,0,0,1,-0.0804164,-0.0965255,0.00108219,0.130138,0.000639042
0.5,0.5,1059,269.421,3,3,-1,-1,1,-1,1,1,80,50,13,30,0,1,-1,-5.08423,2,0,1,0.0204141,-0.219653,-0.0279834,-0.0631056,0
0.5,0.5,1060,270.066,23,23,-1,-1,1,-1,1,1,79,45,21,34,0,1,-1,-5.03932,2,2,1,0.0283413,-0.0602592,0,0.172534,0.0908856
0.5,0.5,1061,270.347,17,17,-1,-1,1,-1,0,1,79,46,19,33,0,1,-1,-4.91,6,5,1,-0.00144979,-0.0753822,0.0226075,0.0756856,-0.0784776
0.5,0.5,1062,270.443,12,12,-1,-1,1,-1,0,0,80,50,11,30,0,1,-1,-4.92248,3,2,1,0.178744,-0.1772,0.00425334,0.0642481,0.0904431
