dForagingSD,dForagingMean,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,knot1_avg,knot1_std,knot2_avg,knot2_std,knot3_avg,knot3_std,knot4_avg,knot4_std,knot5_avg,knot5_std
0.5,0.5,8450.03,2433496,-5.00175,0.0770978,1017,3950,1,0.130384,2,2.96867,2,2.89396,5,5.08488,-0.0111187,0.0569104,-0.113483,0.0834339,0.00333824,0.060322,-0.0162574,0.0681794,0.0108176,0.0771014
0.5,0.5,8500.03,2448090,-4.9998,0.0769315,1013,2686,1,0.122474,2,2.18746,2,2.13167,4,3.74045,-0.0112776,0.0599185,-0.114816,0.084072,0.0040289,0.0618903,-0.01491,0.0680174,0.011697,0.0781581
0.5,0.5,8550.03,2462701,-5.00314,0.079352,1014,4009,1,0.118322,2,2.82454,2,2.85377,5,4.86477,-0.0128514,0.0602303,-0.114843,0.0847911,0.0057261,0.0625159,-0.0153537,0.0687979,0.0082361,0.0765357
0.5,0.5,8600.03,2477281,-5.00344,0.0796492,1016,2618,1,0.126491,2,2.05597,2,2.09881,4,3.58776,-0.010915,0.0582349,-0.116163,0.0840998,0.0071366,0.0635446,-0.0146745,0.0687012,0.00616753,0.0766018
0.5,0.5,8650.03,2491931,-5.00095,0.0789276,1017,3940,1,0.144914,2,2.6533,2,2.73606,5,4.64693,-0.0117263,0.0575509,-0.115031,0.0849298,0.00714422,0.0631716,-0.0137094,0.0696755,0.00781413,0.0763573
0.5,0.5,8700.03,2506613,-5.00299,0.079453,1020,2594,1,0.148324,2,1.96952,2,2.05353,4,3.39823,-0.0105662,0.0602819,-0.114846,0.083434,0.00548457,0.0600986,-0.0155401,0.0698038,0.0058274,0.0751073
0.5,0.5,8750.03,2521250,-5.00088,0.0804547,1016,3924,1,0.126491,2,2.52091,2,2.79911,5,4.50044,-0.0109993,0.0594591,-0.115062,0.083427,0.00565824,0.0613532,-0.0142355,0.0689201,0.00650393,0.0765871
0.5,0.5,8800.03,2535895,-5.00402,0.0840666,1015,2673,1,0.130384,2,1.95602,2,2.00649,4,3.34006,-0.0109798,0.0608761,-0.116524,0.0834793,0.00537702,0.0619136,-0.0138843,0.0690684,0.00964715,0.0776597
0.5,0.5,8850.03,2550597,-5.00226,0.0833722,1023,4043,1,0.151658,2,2.78262,2,2.68254,5,4.73107,-0.0109666,0.0639351,-0.11439,0.0835184,0.00424337,0.062712,-0.015141,0.0712596,0.00814158,0.0743487
0.5,0.5,8900.03,2565280,-5.0019,0.0826793,1025,2733,1,0.158114,2,2.10855,2,1.84418,4,3.3608,-0.0117276,0.0638756,-0.117972,0.0860491,0.00560391,0.0644126,-0.0142011,0.0714892,0.00829943,0.0750803
0.5,0.5,8950.03,2579972,-5.0026,0.0845396,1020,4086,1,0.141421,2,2.76007,2,2.61036,5,4.59891,-0.0121575,0.0628332,-0.118423,0.0871045,0.00695011,0.0633827,-0.0142418,0.0701529,0.00750279,0.0722896
0.5,0.5,9000.03,2594625,-5.0022,0.0860582,1021,2786,1,0.144914,2,1.96189,2,1.94371,4,3.30681,-0.0127015,0.0621422,-0.119897,0.0858553,0.0061136,0.0630914,-0.0160761,0.0703597,0.00630631,0.0727323
0.5,0.5,9050.03,2609311,-5.00296,0.0858449,1023,4129,1,0.158114,2,2.60308,2,2.68794,5,4.56541,-0.0109327,0.0619188,-0.122819,0.0882525,0.00603781,0.0648729,-0.0137351,0.0671637,0.00510912,0.0742492
0.5,0.5,9100.03,2624023,-5.00502,0.0853201,1024,2694,1,0.161245,2,1.96163,2,1.94448,4,3.27948,-0.0120788,0.0632518,-0.121244,0.0877883,0.00437507,0.0622105,-0.0140265,0.0681297,0.00592255,0.076632
0.5,0.5,9150.03,2638696,-5.0055,0.0863966,1020,4079,1,0.141421,2,2.6378,2,2.5225,5,4.41056,-0.012132,0.063367,-0.122576,0.0874063,0.00529862,0.0624122,-0.0120624,0.064986,0.0051829,0.0758857
0.5,0.5,9200.03,2653429,-5.00511,0.0869963,1022,2754,1,0.148324,2,1.99524,2,1.97484,4,3.42272,-0.0148107,0.0618414,-0.124608,0.0869085,0.00390637,0.0624196,-0.01285,0.0680088,0.00770645,0.0775239
0.5,0.5,9250.03,2668178,-5.00449,0.0868069,1025,4045,1,0.158114,2,2.64764,2,2.66439,5,4.59162,-0.0128672,0.0624193,-0.125596,0.087679,0.0011863,0.0600003,-0.0114828,0.0677449,0.00408256,0.0755649
0.5,0.5,9300.03,2682946,-5.00282,0.0852668,1022,2704,1,0.148324,2,1.91259,2,2.01965,4,3.28436,-0.0148166,0.0632206,-0.129945,0.0890354,0.00149295,0.0607643,-0.00980889,0.0671185,0.0056547,0.0767434
0.5,0.5,9350.03,2697667,-5.00324,0.0842879,1023,4099,1,0.151658,2,2.58747,2,2.7269,5,4.58312,-0.0157153,0.0616299,-0.131062,0.0871887,0.00369782,0.0605474,-0.0119828,0.0674765,0.00454392,0.0792561
0.5,0.5,9400.03,2712449,-5.00293,0.084943,1024,2758,1,0.154919,2,1.87643,2,1.98368,4,3.21683,-0.0149845,0.0605782,-0.132649,0.08775,0.00378627,0.0581591,-0.0109949,0.0694522,0.00487053,0.0796268
0.5,0.5,9450.03,2727128,-5.00349,0.0870992,1019,4124,1,0.144914,2,2.6025,2,2.62583,5,4.54951,-0.014891,0.063325,-0.132712,0.087434,0.0038301,0.0600436,-0.0117462,0.0695152,0.00722492,0.0803859
0.5,0.5,9500.03,2741807,-5.00581,0.0842175,1021,2751,1,0.144914,2,1.86253,2,2.05329,4,3.36289,-0.0139935,0.0635094,-0.134103,0.0867718,0.0048333,0.0599025,-0.00737862,0.0691256,0.00566648,0.0816844
0.5,0.5,9550.03,2756556,-5.00785,0.0857476,1021,4142,1,0.158114,2,2.43947,2,2.72378,5,4.47035,-0.0136623,0.0633609,-0.133005,0.0852784,0.00434718,0.0603602,-0.00588744,0.070507,0.00617433,0.0797931
0.5,0.5,9600.03,2771220,-5.00755,0.0828342,1015,2746,1,0.122474,2,1.91311,1,2.10879,4,3.20109,-0.0143504,0.0640044,-0.133449,0.0845295,0.00562574,0.0635613,-0.00513363,0.0682944,0.00862992,0.0807557
0.5,0.5,9650.03,2785869,-5.00668,0.0841659,1021,4129,1,0.144914,2,2.49098,2,2.4964,5,4.28637,-0.0157673,0.0651152,-0.135252,0.0838736,0.00524879,0.0642591,-0.00590207,0.0687077,0.0119515,0.0823603
0.5,0.5,9700.03,2800620,-5.00587,0.0841798,1019,2742,1,0.144914,2,2.02312,2,1.93054,4,3.36184,-0.0154381,0.0655589,-0.136741,0.0851828,0.00503309,0.0645908,-0.00865656,0.0711302,0.012835,0.0826756
0.5,0.5,9750.03,2815400,-5.00645,0.0856864,1019,4172,1,0.13784,2,2.5975,2,2.56535,5,4.47147,-0.0153719,0.0639847,-0.139103,0.085101,0.00599022,0.0640316,-0.0101489,0.0706657,0.0134956,0.0838134
0.5,0.5,9800.03,2830121,-5.00718,0.0876819,1020,2795,1,0.141421,2,1.95038,2,1.89842,4,3.31119,-0.0145522,0.0625323,-0.140948,0.0879353,0.00686086,0.0653325,-0.00898958,0.0684837,0.0133445,0.0823979
0.5,0.5,9850.03,2844864,-5.00615,0.0847985,1021,4182,1,0.144914,2,2.52765,2,2.46597,4,4.46273,-0.0137149,0.061811,-0.142195,0.0878304,0.00855363,0.0653493,-0.0103166,0.0704446,0.0129782,0.0808384
0.5,0.5,9900.03,2859596,-5.00484,0.0849397,1020,2808,1,0.141421,1,2.00699,2,1.86199,3,3.22878,-0.0128743,0.0628169,-0.143041,0.0872021,0.00729432,0.0639942,-0.010444,0.0699879,0.011472,0.0826706
0.5,0.5,9950.03,2874308,-5.00665,0.0850376,1017,4244,1,0.130384,2,2.16264,2,2.31862,4,3.9073,-0.0126337,0.0634823,-0.147061,0.0869635,0.00668445,0.0643879,-0.00905365,0.0720719,0.00847513,0.0822996
