dForagingSD,dForagingMean,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std,beta5_avg,beta5_std
0.5,0.5,7450.15,2150978,-5.01166,0.0581224,1027,4171,1,0.170294,2,2.78568,2,2.55949,5,4.71688,-0.0159065,0.0697772,-0.149667,0.102957,-4.13746e-05,0.0658749,0.0181476,0.0701813,-0.0100236,0.0561371
0.5,0.5,7500.15,2165815,-5.01245,0.0584034,1029,2748,1,0.176068,2,1.85688,2,1.89262,4,3.18496,-0.0164375,0.0700928,-0.151014,0.104426,0.00105567,0.0643317,0.0151073,0.0680819,-0.00865231,0.0574797
0.5,0.5,7550.15,2180683,-5.0113,0.0580573,1024,4203,1,0.161245,2,2.40562,2,2.45255,4,4.31833,-0.0159741,0.0697329,-0.151758,0.102428,0.000985738,0.0608147,0.0173881,0.0685611,-0.00782472,0.0568272
0.5,0.5,7600.15,2195482,-5.01323,0.0569461,1024,2857,1,0.154919,1,2.06543,2,1.78578,4,3.01413,-0.0150015,0.0703296,-0.150138,0.103645,0.000828188,0.062453,0.0184283,0.068876,-0.00833789,0.0548389
0.5,0.5,7650.15,2210181,-5.00991,0.0590607,1024,4224,1,0.154919,2,2.28867,2,2.32228,4,4.08228,-0.0136729,0.0695746,-0.147275,0.104153,-0.000187551,0.0641299,0.0188925,0.0679869,-0.00929375,0.055217
0.5,0.5,7700.15,2224978,-5.01079,0.0594753,1018,2746,1,0.141421,1,1.9352,2,1.91911,3,3.12954,-0.0121964,0.0694931,-0.151646,0.105783,-0.000332411,0.0634953,0.0203732,0.0694567,-0.00801749,0.054519
0.5,0.5,7750.15,2239633,-5.01058,0.0581949,1019,4094,1,0.13784,2,2.1312,2,2.42899,4,3.9975,-0.0101779,0.0719295,-0.151797,0.10442,-0.000289766,0.0612167,0.020719,0.0682476,-0.00953643,0.0540813
0.5,0.5,7800.15,2254483,-5.00982,0.05903,1025,2775,1,0.164317,1,1.96112,2,1.84824,3,3.09095,-0.0111215,0.0706106,-0.150966,0.102899,-0.00107234,0.0618077,0.0231377,0.0685828,-0.0116009,0.0543095
0.5,0.5,7850.15,2269315,-5.01104,0.0601645,1026,4187,1,0.178885,2,2.21608,2,2.33152,4,3.97932,-0.0119442,0.0703061,-0.153414,0.1019,-0.00232713,0.0636299,0.0218691,0.0703395,-0.0102828,0.0551825
0.5,0.5,7900.15,2284136,-5.01144,0.0622258,1025,2827,1,0.164317,1,2.05012,1,2.07581,3,3.18779,-0.00984001,0.0718846,-0.154499,0.102531,-0.00313487,0.0621006,0.0224169,0.0689558,-0.00858438,0.055588
0.5,0.5,7950.15,2298878,-5.01042,0.0614671,1020,4193,1,0.148324,2,2.31063,2,2.37592,4,4.07922,-0.00945171,0.0730005,-0.153273,0.0996935,-0.00258885,0.0622186,0.0243684,0.0702157,-0.00935538,0.0574047
0.5,0.5,8000.15,2313646,-5.00881,0.062887,1025,2859,1,0.170294,1,2.04255,1,2.01842,3,3.12218,-0.00802614,0.0737437,-0.155571,0.100708,-0.00204035,0.061972,0.0264823,0.0701152,-0.00877854,0.0558119
0.5,0.5,8050.15,2328431,-5.00873,0.0636281,1020,4295,1,0.141421,2,2.24477,2,2.17991,4,3.83106,-0.00788218,0.0746792,-0.15596,0.100625,-0.00111409,0.0650017,0.025099,0.067652,-0.00882698,0.0569036
0.5,0.5,8100.15,2343147,-5.0078,0.0639432,1021,2784,1,0.151658,1,1.94679,1,2.10238,3,3.06594,-0.00788883,0.0709979,-0.15838,0.102803,-0.00208723,0.0634801,0.0238406,0.0659529,-0.00756527,0.0562833
0.5,0.5,8150.15,2357869,-5.00709,0.0641327,1019,4208,1,0.13784,2,2.31819,2,2.27882,4,4.04364,-0.00972382,0.0718396,-0.159484,0.105295,-0.00287069,0.06518,0.0245267,0.0675096,-0.00786305,0.0565326
0.5,0.5,8200.23,2372633,-5.00696,0.0655806,1020,2820,1,0.141421,2,1.77792,1,1.95959,3,3.04056,-0.0122921,0.0705417,-0.160933,0.105147,-0.0021532,0.0654298,0.0255261,0.0681803,-0.00669769,0.0574425
0.5,0.5,8250.23,2387414,-5.00675,0.067885,1022,4190,1,0.148324,2,2.40645,2,2.10071,4,3.93802,-0.0120875,0.0708049,-0.166387,0.112215,-0.00105296,0.066318,0.0286449,0.0696829,-0.00712751,0.0581521
0.5,0.5,8300.23,2402142,-5.00548,0.0659197,1015,2871,1,0.122474,1,1.86091,1,1.90683,3,2.84623,-0.0136953,0.0725386,-0.166887,0.109957,0.00210279,0.0669466,0.0282204,0.0689055,-0.00806685,0.0582669
0.5,0.5,8350.23,2416804,-5.00713,0.0644873,1009,4308,1,0.0948683,2,2.03691,2,2.14965,4,3.59917,-0.0119788,0.0751388,-0.167724,0.10904,0.000602289,0.0679639,0.0290011,0.0683015,-0.00691318,0.0584391
0.5,0.5,8400.23,2431348,-5.00707,0.0650214,1010,2810,1,0.1,1,1.9139,1,1.99223,3,3.00366,-0.00917042,0.075369,-0.166863,0.106971,0.00176091,0.0664515,0.0273333,0.0687682,-0.0072247,0.0582438
0.5,0.5,8450.23,2446010,-5.00714,0.0630168,1018,4224,1,0.134164,2,2.18724,2,2.17807,4,3.78867,-0.0105028,0.076409,-0.166822,0.104917,0.00153677,0.0667824,0.0277594,0.0704193,-0.00668005,0.0586143
0.5,0.5,8500.23,2460755,-5.00912,0.0632362,1018,2864,1,0.154919,1,1.94576,1,1.92328,3,2.88219,-0.00949218,0.0764154,-0.166909,0.104678,-0.000281743,0.0648693,0.0291532,0.0696845,-0.00757229,0.0598611
0.5,0.5,8550.23,2475539,-5.00924,0.0633532,1023,4291,1,0.158114,2,2.09284,2,2.10119,4,3.67001,-0.00948508,0.0770325,-0.165168,0.101715,-0.000977243,0.0655724,0.0261479,0.0675012,-0.00698536,0.0596533
0.5,0.5,8600.23,2490330,-5.01139,0.0635806,1019,2890,1,0.144914,1,1.77876,1,1.79722,3,2.6937,-0.0109629,0.074589,-0.164949,0.101918,-0.00121972,0.0648336,0.0273697,0.0687775,-0.00473941,0.0595971
0.5,0.5,8650.23,2505029,-5.01339,0.0649096,1022,4262,1,0.161245,2,2.03593,2,2.13237,4,3.55134,-0.0112114,0.0736839,-0.1602,0.0991074,-0.000961308,0.0649947,0.0234056,0.0682816,-0.00471452,0.0600505
0.5,0.5,8700.23,2519919,-5.01326,0.0645175,1024,2899,1,0.178885,1,1.86011,1,1.74241,3,2.69035,-0.0111803,0.0711501,-0.16443,0.100356,0.00111202,0.0671669,0.021569,0.0667605,-0.00604465,0.0606793
0.5,0.5,8750.23,2534775,-5.01371,0.0628812,1025,4374,1,0.176068,2,2.0035,2,2.04695,4,3.45311,-0.0107458,0.0697858,-0.168895,0.101739,-0.000887194,0.070547,0.0223855,0.0656322,-0.0054854,0.0584452
0.5,0.5,8800.23,2549542,-5.01494,0.0619025,1026,2933,1,0.178885,1,1.88494,1,1.7975,3,2.7655,-0.0090758,0.0706868,-0.174801,0.100831,0.00206871,0.0692666,0.0225864,0.0665201,-0.00568939,0.0588355
0.5,0.5,8850.23,2564388,-5.01914,0.0641857,1027,4361,1,0.176068,2,2.1543,2,1.96443,4,3.56146,-0.00937752,0.0721765,-0.176057,0.103638,-0.000802634,0.0697223,0.0226065,0.0683301,-0.00430248,0.059443
0.5,0.5,8900.23,2579295,-5.01629,0.0661596,1027,2913,1,0.176068,1,1.9021,1,1.81824,3,2.7702,-0.00589811,0.0723314,-0.181276,0.107192,-0.00154775,0.0687059,0.0246998,0.0677574,-0.00628849,0.0591364
0.5,0.5,8950.23,2594240,-5.01598,0.0663597,1028,4345,1,0.184391,2,1.9995,2,1.98368,4,3.37506,-0.00570739,0.0727347,-0.183878,0.108999,-0.000559114,0.0680847,0.0223224,0.0667732,-0.00652464,0.0601
0.5,0.5,9000.23,2609094,-5.01552,0.0676232,1022,2774,1,0.148324,1,1.84228,1,1.67869,3,2.64537,-0.00270129,0.0739348,-0.180775,0.108298,-0.00109904,0.0686049,0.021352,0.0681429,-0.0069311,0.0627143
0.5,0.5,9050.23,2623942,-5.0171,0.0675066,1023,4231,1,0.151658,2,2.01122,2,1.90132,4,3.35708,-0.00293101,0.0741563,-0.180705,0.106833,0.00136834,0.0677859,0.0224945,0.069499,-0.00581119,0.0641993
0.5,0.5,9100.23,2638802,-5.01737,0.0654158,1024,2832,1,0.154919,1,1.7047,1,1.67809,3,2.54519,-0.00343895,0.0758771,-0.180635,0.108536,0.0021164,0.0657858,0.0231769,0.0698282,-0.00588192,0.064346
0.5,0.5,9150.23,2653696,-5.01777,0.0659912,1028,4244,1,0.167332,2,2.00873,2,1.98645,4,3.42564,-0.00228438,0.0762238,-0.178131,0.105734,0.000257753,0.0656801,0.0212925,0.0684099,-0.00616503,0.0635697
0.5,0.5,9200.23,2668671,-5.01871,0.0649833,1035,2942,1,0.197484,1,1.81742,1,1.86708,3,2.76857,-0.00408379,0.0779198,-0.177625,0.104767,0.00184584,0.0654099,0.0239382,0.0692343,-0.00597552,0.064017
0.5,0.5,9250.23,2683552,-5.01743,0.0648568,1021,4372,1,0.181659,2,2.00798,2,2.06495,4,3.53497,-0.00508426,0.0794019,-0.180771,0.102101,0.00256479,0.0695695,0.0264796,0.07121,-0.0058858,0.0632113
0.5,0.5,9300.23,2698470,-5.01639,0.0630246,1030,2911,1,0.173205,1,1.79332,1,1.7782,3,2.67619,-0.00237232,0.0780381,-0.180605,0.100541,0.0023425,0.0684498,0.0272141,0.0727088,-0.00470366,0.065607
0.5,0.5,9350.23,2713362,-5.01625,0.0641656,1027,4322,1,0.170294,2,1.9199,2,1.95423,4,3.295,-0.00293729,0.0797877,-0.180412,0.0993425,-0.000351776,0.0680011,0.0266922,0.0694337,-0.00364041,0.0662029
0.5,0.5,9400.23,2728222,-5.01711,0.0635047,1023,2932,1,0.158114,1,1.71143,1,1.72714,3,2.58263,-0.0024559,0.0786668,-0.181882,0.101248,0.00159818,0.0669625,0.0248943,0.0685001,-0.00408726,0.0630306
0.5,0.5,9450.23,2743046,-5.01764,0.064284,1021,4389,1,0.158114,2,1.95499,2,1.85822,4,3.22382,-0.00151587,0.0796944,-0.184443,0.102889,0.00115582,0.0675847,0.0267014,0.0686312,-0.0039325,0.0623106
0.5,0.5,9500.23,2757922,-5.01918,0.0636506,1025,2971,1,0.170294,1,1.60562,1,1.70382,3,2.46232,-0.00249521,0.0777702,-0.188098,0.104172,0.00173879,0.063841,0.0279684,0.0678272,-0.00411236,0.0623681
0.5,0.5,9550.23,2772839,-5.02023,0.0644831,1029,4404,1,0.192354,2,1.88627,2,2.02262,4,3.32641,0.000201528,0.0807953,-0.188926,0.104684,-0.000277413,0.0640869,0.0263561,0.0664189,-0.00536948,0.063641
0.5,0.5,9600.23,2787703,-5.01987,0.0644525,1025,2870,1,0.164317,1,1.7427,1,1.7126,3,2.48516,0.00282591,0.0794345,-0.191206,0.104882,-0.000829599,0.0637976,0.0261807,0.0680613,-0.00724783,0.0627737
0.5,0.5,9650.23,2802674,-5.02037,0.064777,1028,4366,1,0.173205,2,1.94808,1,2.14919,4,3.2997,0.000874504,0.0797217,-0.191882,0.105779,-0.000174061,0.0635094,0.0253783,0.0691483,-0.00659887,0.0620519
0.5,0.5,9700.23,2817567,-5.01749,0.0646399,1023,3015,1,0.151658,1,1.71231,1,1.66973,3,2.49159,0.00490153,0.081634,-0.192488,0.105228,-0.00129736,0.0652391,0.027286,0.0709582,-0.00718845,0.0633288
0.5,0.5,9750.23,2832451,-5.01686,0.0642612,1023,4480,1,0.151658,2,1.89737,1,2.08519,4,3.1477,0.00855285,0.0831162,-0.191174,0.106281,-0.00207196,0.0681937,0.0272406,0.0707809,-0.00656127,0.0618333
0.5,0.5,9800.23,2847274,-5.01808,0.064153,1020,2906,1,0.148324,1,1.77482,1,1.71872,3,2.53535,0.00682091,0.0826123,-0.192232,0.107679,-0.00330365,0.0706723,0.0260133,0.0712909,-0.00776276,0.0628883
0.5,0.5,9850.23,2862057,-5.02037,0.0638936,1020,4328,1,0.141421,2,1.80555,2,1.90394,4,3.13831,0.00862985,0.0827871,-0.193124,0.106273,-0.00307025,0.0688356,0.0272619,0.0713373,-0.0069376,0.0648298
0.5,0.5,9900.23,2876894,-5.01921,0.0648324,1024,2967,1,0.154919,1,1.64924,1,1.75157,3,2.53101,0.00787937,0.0829357,-0.192705,0.10482,-0.00352764,0.0673882,0.0278567,0.0700162,-0.0068051,0.064627
0.5,0.5,9950.23,2891739,-5.0188,0.0655699,1023,4412,1,0.170294,2,1.89103,2,1.95295,4,3.26343,0.00543652,0.0817907,-0.19314,0.106562,-0.00571244,0.0677443,0.0252541,0.0703563,-0.00855187,0.0646602
