dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
0.5,1,1,0,0.0054492,10,10,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.20743,0,1,1,-0.0316281,0.143584,0.0208919,-0.0606712,0.000747323
0.5,1,1,1,0.0508621,17,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.94739,0,1,1,-0.253634,0.0525217,-0.0683101,0.0672368,0.133072
0.5,1,1,2,0.0593648,19,19,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.96521,1,0,1,-0.161369,0.0240932,0.0372226,0.0323246,-0.0810094
0.5,1,1,3,0.0663244,14,14,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.0047,0,1,1,-0.00358853,-0.0136264,-0.0989079,0.0200856,0.00457726
0.5,1,1,4,0.0829172,3,3,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.01477,0,1,1,0.0793112,-0.0522981,-0.00964917,0.0939385,0.0265447
0.5,1,1,5,0.161821,12,12,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5,0,1,1,-0.039399,-0.0492993,-0.0508619,0.0592158,-0.0571146
0.5,1,1,6,0.167097,9,9,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.02893,0,1,1,0.136453,0.000369961,-0.0542424,-0.00791099,-0.0864627
0.5,1,1,7,0.220718,2,2,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.93955,1,0,1,-0.048235,0.0611464,-0.0942892,-0.156686,-0.0409143
0.5,1,1,8,0.227768,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.98373,0,1,1,0.0613102,-0.0697371,-0.0293666,-0.0190584,0.0284719
0.5,1,1,9,0.310695,0,0,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.04739,1,0,1,-0.106226,0.00706982,-0.0313808,-0.195428,0.0284162
0.5,1,1,10,0.364286,23,23,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.00931,1,0,1,-0.0157171,-0.0360546,-0.0761304,-0.0888224,0
0.5,1,1,11,0.371638,22,22,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.89519,1,0,1,-0.0892904,-0.0492993,-0.116373,0.00833618,0.049714
0.5,1,1,12,0.448059,7,7,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.01427,0,1,1,0.00626129,0.0522606,0.0571056,-0.0538931,0.0624513
0.5,1,1,13,0.487836,11,11,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.95723,0,1,1,-0.153909,0,-0.0229635,0.0754672,-0.0479765
0.5,1,1,14,0.528735,8,8,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.98913,0,1,1,0.0793112,-0.0492993,-0.0989079,0.0200856,-0.0138564
