dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
0.5,1,1,1000,257606,-4.99913,0.0172618,1018,1756,1,0.2,3,2.60192,3,2.46597,7,3.95917,0.550262,7.65344e-05,0.0127596,0.00076506,0.0151654,8.35808e-06,0.0183819,0.000930927,0.0151233,0.000213725,0.0133642
0.5,1,1,2000,516283,-4.99971,0.0182255,1029,1815,1,0.212132,3,2.51575,3,2.5807,7,4.00537,0.363399,-0.000709157,0.0199194,-0.000462774,0.0239581,0.00261664,0.0213947,0.00280095,0.0247709,0.000275251,0.0136949
0.5,1,1,3000,774742,-5.00062,0.0211596,1018,1766,1,0.194936,3,2.48314,3,2.45784,7,3.94119,0.51649,-0.00204994,0.0251562,0.00115284,0.0229356,0.00260303,0.0233631,0.00569463,0.0293458,-0.000404717,0.0166406
0.5,1,1,4000,1034114,-5.00152,0.0271128,1012,1765,1,0.209762,3,2.40416,3,2.55754,7,3.96598,0.479443,-0.00301359,0.025205,-0.000277064,0.0257548,0.00184937,0.0242962,0.00629732,0.0319691,-0.000919951,0.0181316
0.5,1,1,5000,1292627,-5.00107,0.0280915,1019,1794,1,0.197484,3,2.49419,3,2.43988,7,3.93472,0.475713,-0.00187526,0.0279552,-0.00451777,0.0286711,0.00233708,0.0268793,0.00496929,0.032422,-0.000233112,0.0205074
0.5,1,1,6000,1552157,-5.00393,0.0260188,1012,1747,1,0.184391,3,2.53831,3,2.48395,7,3.8991,0.429895,-0.00273163,0.0324574,-0.00210608,0.0294355,0.00298431,0.0316654,0.00319068,0.0332357,0.000661439,0.0248968
0.5,1,1,7000,1809608,-5.00275,0.030804,1015,1827,1,0.176068,3,2.43988,3,2.36791,7,3.90589,0.513844,0.000298222,0.0301411,-0.00224972,0.033072,0.00441315,0.0290475,0.00261466,0.0358792,0.000922263,0.0266318
0.5,1,1,8000,2067863,-5.00509,0.0300983,1021,1676,1,0.216795,3,2.50699,3,2.46211,7,3.9861,0.513785,-0.00265096,0.0356124,-0.0050792,0.0364296,0.00297918,0.0328983,0.00230935,0.0397012,0.00180453,0.0334914
0.5,1,1,9000,2328049,-5.00371,0.0286087,1015,1826,1,0.192354,3,2.33302,3,2.37276,7,3.72196,0.497382,-0.00426623,0.0372347,-0.00244545,0.0339111,0.00140772,0.0343257,0.00410891,0.0417184,0.00673388,0.0412662
0.5,1,1,10000,2585948,-5.00183,0.0312204,1022,1831,1,0.178885,3,2.39896,3,2.50719,7,3.87621,0.444724,-0.00565074,0.0337836,-0.00427432,0.0374564,0.00512436,0.0357219,0.00555617,0.0451816,0.00558876,0.0446923
0.5,1,1,11000,2844333,-4.99665,0.0339566,1009,1718,1,0.176068,3,2.5044,3,2.502,7,3.9555,0.438161,-0.00620559,0.0391951,-0.00366213,0.0397476,7.21399e-05,0.034625,0.00931389,0.0442715,0.00159821,0.0418636
0.5,1,1,12000,3103620,-4.9986,0.036038,1016,1754,1,0.189737,3,2.55147,3,2.55597,7,4.01136,0.526824,-0.00453071,0.0381168,0.00262808,0.0417567,-0.00220923,0.0377469,0.00855333,0.051161,0.00452947,0.0536199
0.5,1,1,13000,3362240,-5.00028,0.0392448,1010,1755,1,0.173205,3,2.45683,3,2.4996,7,3.84474,0.474053,-0.0073845,0.0386364,0.00225991,0.0410345,-0.00115153,0.0401893,0.0107607,0.0514183,0.0016612,0.053946
0.5,1,1,14000,3620854,-5.00606,0.0440864,1022,1799,1,0.178885,3,2.56924,3,2.50699,7,4.04376,0.504988,-0.00909013,0.0415439,0.00118013,0.037998,-6.73868e-05,0.0424783,0.00958838,0.0488,-0.00248196,0.0549488
0.5,1,1,15000,3879833,-5.0037,0.0430994,1015,1745,1,0.192354,3,2.53614,3,2.5229,7,4.01211,0.502877,-0.0160327,0.0432108,0.0026531,0.0460106,-0.00474952,0.0413309,0.00447549,0.0525301,-0.00326082,0.0541347
0.5,1,1,16000,4138668,-5.00167,0.0419947,995,1761,0,1.00648,3,2.38181,3,2.39875,7,3.79434,0.475699,-0.0184929,0.0500315,0.00494324,0.0485605,-0.00411238,0.0420832,0.0046784,0.0529018,-0.00372443,0.048591
0.5,1,1,17002,4397539,-5.0006,0.0437155,1029,1824,1,0.197484,3,2.66777,3,2.52052,7,4.12044,0.540356,-0.0241417,0.0532941,0.00287441,0.057172,-0.00397423,0.0452484,0.00870478,0.059851,-0.00649105,0.056463
0.5,1,1,18002,4656427,-5.00087,0.0494763,1018,1875,1,0.148324,3,2.46678,3,2.41785,7,3.89987,0.481808,-0.0290508,0.0543587,0.0011136,0.059136,-0.00582334,0.0423526,0.000454534,0.0637133,-0.00416318,0.0559176
0.5,1,1,19002,4914509,-5.00429,0.0477347,1020,1831,1,0.148324,3,2.40375,3,2.38872,7,3.81261,0.499627,-0.0271429,0.0572817,-0.00605276,0.0606594,-0.00723757,0.0453649,0.00202887,0.0620136,-0.00377699,0.0594652
0.5,1,1,20002,5174668,-5.00687,0.0528639,1027,1912,1,0.181659,3,2.57779,3,2.39082,7,3.97731,0.473272,-0.0303721,0.0600782,-0.00625238,0.064508,-0.00432014,0.049558,-0.000330022,0.0664998,-6.00586e-05,0.059814
0.5,1,1,21002,5433880,-5.00583,0.0579878,1018,1922,1,0.148324,3,2.42384,3,2.45194,7,3.91548,0.472742,-0.0371751,0.0645227,-0.00430299,0.0667899,-0.00484001,0.047948,0.00136778,0.0689868,-0.00401257,0.0572004
0.5,1,1,22002,5692719,-5.01528,0.0655228,1021,1862,1,0.158114,3,2.43125,3,2.39917,7,3.84643,0.518929,-0.0379504,0.067983,-0.00814253,0.0623767,-0.00410611,0.0568365,0.00729581,0.0661906,0.000893955,0.0557561
0.5,1,1,23002,5951914,-5.01099,0.0619501,1027,1902,1,0.170294,3,2.43043,3,2.499,7,3.89872,0.545844,-0.0448429,0.0735615,-0.00759357,0.0636211,0.000476735,0.0573089,0.0100722,0.0690186,0.000702486,0.0559755
0.5,1,1,24002,6210487,-5.00944,0.0618512,1019,1811,1,0.144914,3,2.48556,3,2.48676,7,3.97291,0.540313,-0.0386502,0.0722555,-0.00589004,0.0660308,9.63133e-05,0.0637142,0.00943577,0.0658436,-0.00116526,0.0607778
0.5,1,1,25002,6469182,-5.01141,0.0605932,1012,1862,1,0.118322,3,2.42322,3,2.53811,7,3.98221,0.513467,-0.0390486,0.0768289,-0.00864606,0.06886,0.00162855,0.061221,0.00443189,0.0719843,-0.00262726,0.0653221
0.5,1,1,26002,6727366,-5.01178,0.06208,1033,1812,1,0.207364,3,2.45683,3,2.55597,7,4.01659,0.536488,-0.0454018,0.082574,-0.0121622,0.0680161,0.0012674,0.0600968,0.00343068,0.0759694,-0.0017637,0.0656262
0.5,1,1,27002,6987199,-5.01221,0.0632525,1026,1951,1,0.167332,3,2.54323,3,2.36093,7,3.98095,0.525166,-0.0495806,0.0814005,-0.0133527,0.0776327,0.00172341,0.0634823,3.44588e-05,0.0767821,0.0070584,0.0681021
0.5,1,1,28002,7246784,-5.00789,0.0585639,1027,1802,1,0.170294,3,2.49018,3,2.386,7,3.91075,0.531413,-0.0488551,0.0858697,-0.00911823,0.07623,-0.00734075,0.0661113,-0.000231642,0.0760559,0.00823173,0.068899
