dBroodingTime,dForagingTime,dDeathTime,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
12,12,12,0,0.0319265,13,13,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.83066,1,0,1,-0.113607,-0.0767047,0.15533,-0.0250949,0.237819
12,12,12,1,0.0449609,16,16,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.87315,1,0,1,-0.0288892,-0.0502459,0.147815,0.0278878,0.0341219
12,12,12,2,0.0624719,10,10,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.85354,1,0,1,-0.0811423,-0.165709,-0.00015755,0.0358228,0.127241
12,12,12,3,0.0632515,1,1,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.89127,1,0,1,-0.0698886,-0.184137,0.0467365,0.00355529,0.118936
12,12,12,4,0.272729,11,11,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.86475,0,1,1,-0.0347789,-0.207715,0.142624,0.0326493,0.125606
12,12,12,5,0.280589,5,5,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.82631,0,1,1,-0.150439,-0.108977,0.0391243,-0.0163032,0.0955967
12,12,12,6,0.33407,22,22,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.85684,1,0,1,-0.0299497,-0.177109,0.22666,-0.00550658,0.196293
12,12,12,7,0.369253,4,4,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.90052,0,1,1,0.0320521,-0.0752221,0.0781348,-0.0390959,-0.0027384
12,12,12,8,0.446267,19,19,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.85666,0,1,1,0.00204947,-0.171194,0.04696,-0.0103189,0.198537
12,12,12,9,0.45218,7,7,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.88621,1,0,1,-0.108022,-0.0825988,0.19293,-0.0107606,0.161034
12,12,12,10,0.511477,8,8,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.83701,1,0,1,0.0323128,-0.150105,0.12878,-0.0128966,0.176947
12,12,12,11,0.536143,21,21,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.86209,1,0,1,-0.0494042,-0.0464824,0.144746,-0.00700056,0.0841325
12,12,12,12,0.546228,20,20,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.86492,0,1,1,-0.0134064,-0.0544176,0.180298,0.0168622,0.186068
12,12,12,13,0.709205,15,15,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.83389,1,0,1,-0.0151051,-0.0704988,0.118124,-0.0240208,0.0159696
12,12,12,14,0.768932,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.8826,1,0,1,0.0164512,-0.175386,0.083148,0.0566971,0.128263
12,12,12,15,0.773218,9,9,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.91574,0,1,1,-0.0815329,-0.149123,-0.0030682,0.0108787,0.117656
12,12,12,16,0.822743,23,23,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.81423,1,0,1,-0.0678821,-0.130278,0.0319488,0.0352263,0.0783186
12,12,12,17,0.831123,2,2,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.86682,0,1,1,-0.0715768,-0.173499,0.175384,-0.0138783,0.155478
12,12,12,18,0.855351,17,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.83071,1,0,1,-0.100244,-0.0832041,0.130725,-0.0249544,0.203174
12,12,12,19,0.859773,14,14,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.87593,0,1,1,0.0360694,-0.240603,0.0357397,0.00382554,0.309626
12,12,12,20,0.861207,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.82253,1,0,1,0.0456207,-0.122149,0.183599,-0.0842654,0.218931
12,12,12,21,0.887627,6,6,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.79966,0,1,1,0.079297,-0.0366724,0.102178,0.00879168,0.190257
12,12,12,22,0.90705,12,12,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.89179,0,1,1,0.0496534,-0.0364986,0.132239,-0.0109638,0.0797045
12,12,12,23,0.911516,3,3,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.81661,0,1,1,-0.148617,-0.115377,0.130909,0.0337832,0.190826
12,12,12,24,0.961862,18,18,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.84399,0,1,1,0.0270619,-0.117737,0.133767,-0.00548162,0.121823
12,12,12,25,12.0319,13,13,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-4.83066,2,0,1,-0.113607,-0.0767047,0.15533,-0.0250949,0.237819
12,12,12,26,12.045,16,16,-1,-1,1,-1,1,1,1,0,1,1,0,1,-1,-4.87315,0,0,1,-0.0288892,-0.0502459,0.147815,0.0278878,0.0341219
12,12,12,27,12.0625,10,10,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-4.85354,2,0,1,-0.0811423,-0.165709,-0.00015755,0.0358228,0.127241
12,12,12,28,12.0633,1,1,-1,-1,1,-1,0,1,1,0,1,1,0,1,-1,-4.89127,1,1,1,-0.0698886,-0.184137,0.0467365,0.00355529,0.118936
12,12,12,29,12.2727,11,11,-1,-1,1,-1,0,0,1,0,0,1,0,1,-1,-4.86475,1,1,1,-0.0347789,-0.207715,0.142624,0.0326493,0.125606
