gtime,event,choice_int_avg,choice_int_std,choice_slope_avg,choice_slope_std,dispersal_mean,dispersal_std
9573.42,2497000,0.0064975,0.0230583,-0.106793,0.051566,-5.00378,0.0225782
9577.18,2498000,0.00630229,0.0229432,-0.106968,0.0515104,-5.00391,0.0227757
9580.98,2499000,0.00649308,0.0230737,-0.106388,0.0514026,-5.00386,0.0228742
9584.72,2500000,0.00631434,0.0231262,-0.106166,0.0516925,-5.0037,0.0227961
9588.44,2501000,0.00618621,0.0230993,-0.105886,0.0516274,-5.00378,0.0228714
9592.21,2502000,0.0061101,0.0231942,-0.105798,0.0515812,-5.00357,0.0227327
9595.92,2503000,0.00628455,0.0233612,-0.105703,0.0520329,-5.00367,0.0231317
9599.6,2504000,0.00631644,0.0234059,-0.105553,0.0521773,-5.00376,0.0231932
9603.35,2505000,0.00658735,0.023305,-0.105721,0.0522324,-5.0037,0.0231928
9607.11,2506000,0.00628521,0.023033,-0.105638,0.052666,-5.00413,0.0240608
9610.91,2507000,0.00640668,0.0230885,-0.105886,0.0525493,-5.00432,0.024223
9614.68,2508000,0.00631172,0.0231252,-0.105911,0.0526628,-5.00431,0.0241801
9618.35,2509000,0.00659422,0.0232122,-0.105909,0.052412,-5.00433,0.0236542
9622.12,2510000,0.0065809,0.0231513,-0.105752,0.0527453,-5.00447,0.0238818
9625.89,2511000,0.0063142,0.0231503,-0.105894,0.0527158,-5.0044,0.0239521
9629.59,2512000,0.00643441,0.02313,-0.105587,0.0526595,-5.00439,0.0239863
9633.37,2513000,0.00623617,0.0230234,-0.105743,0.0525906,-5.00433,0.023904
9637.09,2514000,0.00631501,0.0228915,-0.105829,0.0525846,-5.00448,0.02402
9640.85,2515000,0.00644141,0.0231528,-0.105358,0.0527784,-5.00451,0.0240099
9644.6,2516000,0.00637458,0.0232256,-0.105589,0.0528304,-5.00454,0.0239869
9648.25,2517000,0.00654168,0.0232963,-0.105195,0.052825,-5.00464,0.0241929
9652.14,2518000,0.00663183,0.023184,-0.105104,0.0525016,-5.00444,0.0239125
9655.91,2519000,0.00661472,0.0234027,-0.104491,0.052342,-5.00446,0.0240583
9659.66,2520000,0.00650213,0.0234877,-0.104755,0.0524668,-5.00451,0.0241805
9663.44,2521000,0.0064794,0.0235093,-0.105554,0.0527178,-5.00451,0.0242536
9667.13,2522000,0.00661211,0.0233636,-0.105538,0.0523189,-5.00461,0.0244244
9670.91,2523000,0.00665921,0.0232142,-0.105534,0.0523959,-5.00463,0.0243438
9674.71,2524000,0.00681992,0.0234383,-0.105926,0.0523455,-5.00458,0.0243096
9678.44,2525000,0.00678734,0.0234653,-0.105947,0.0524127,-5.00459,0.0241557
9682.18,2526000,0.00683241,0.0234536,-0.106141,0.0524488,-5.00448,0.024131
9685.94,2527000,0.00688508,0.0238808,-0.106083,0.0525882,-5.00439,0.0240469
9689.66,2528000,0.00676283,0.0239423,-0.106198,0.0526018,-5.00441,0.0241381
9693.39,2529000,0.00679247,0.0239494,-0.106159,0.0524287,-5.00446,0.0241477
9697.14,2530000,0.00681157,0.0238646,-0.106273,0.0521576,-5.00435,0.0239502
9700.86,2531000,0.00666146,0.0238564,-0.106446,0.0519616,-5.00406,0.023597
9704.55,2532000,0.00679881,0.0238656,-0.106298,0.0518198,-5.00403,0.023666
9708.31,2533000,0.00691226,0.0238155,-0.106197,0.0517846,-5.00376,0.0231644
9712.09,2534000,0.00681039,0.0238064,-0.106564,0.0516245,-5.00366,0.0232177
9715.87,2535000,0.00693425,0.0240603,-0.10654,0.0517054,-5.00347,0.0228759
9719.49,2536000,0.00684585,0.0240618,-0.105887,0.0515772,-5.00324,0.0227769
9723.28,2537000,0.00675018,0.0240506,-0.105811,0.0514412,-5.00315,0.0225704
9726.97,2538000,0.00679832,0.0240255,-0.105866,0.0509776,-5.00295,0.0223798
9730.71,2539000,0.00668103,0.0238421,-0.105754,0.0508002,-5.00284,0.0222864
9734.4,2540000,0.0068203,0.0236822,-0.105987,0.0503575,-5.00306,0.0223678
9738.15,2541000,0.00682451,0.023695,-0.10624,0.0503038,-5.00287,0.0222763
9741.92,2542000,0.00694032,0.0238649,-0.105971,0.0503742,-5.00312,0.0224008
9745.63,2543000,0.00708947,0.0239157,-0.106245,0.050229,-5.00304,0.0223871
9749.4,2544000,0.00710518,0.0240727,-0.106065,0.0502973,-5.00303,0.0225234
9753.15,2545000,0.00705115,0.023957,-0.106104,0.050252,-5.00295,0.0221304
9756.9,2546000,0.00709273,0.0238936,-0.106362,0.0499785,-5.00287,0.0218083
9760.65,2547000,0.00697245,0.0239089,-0.106762,0.050052,-5.0031,0.0217796
9764.42,2548000,0.00696896,0.0240721,-0.106573,0.0502899,-5.00331,0.0219086
9768.12,2549000,0.00693772,0.0239464,-0.106571,0.0502454,-5.00335,0.0220343
9771.86,2550000,0.00711848,0.0240751,-0.10667,0.0502185,-5.00332,0.0222263
9775.61,2551000,0.00666472,0.0242788,-0.107085,0.050128,-5.00349,0.0224031
9779.34,2552000,0.0068395,0.0244507,-0.10663,0.0502128,-5.00363,0.0228606
9783.09,2553000,0.00673754,0.0243488,-0.106731,0.0500308,-5.00365,0.0228486
9786.79,2554000,0.00666817,0.0241843,-0.106715,0.0500715,-5.00399,0.0229451
9790.54,2555000,0.00649174,0.0241142,-0.106653,0.050045,-5.00395,0.0227626
9794.26,2556000,0.00661057,0.0242091,-0.106719,0.0498654,-5.00388,0.0227469
9798.01,2557000,0.0067705,0.0244307,-0.106611,0.0499003,-5.0038,0.0228434
9801.75,2558000,0.00683429,0.0241457,-0.106657,0.0498043,-5.00378,0.0226969
9805.52,2559000,0.00677929,0.0242313,-0.107161,0.0495963,-5.0037,0.0227083
9809.33,2560000,0.00658711,0.0241795,-0.107115,0.0498036,-5.0036,0.0226748
9813.04,2561000,0.00644549,0.0238692,-0.107078,0.0498754,-5.0036,0.0228187
9816.77,2562000,0.00633834,0.0239036,-0.106938,0.0499421,-5.00359,0.0230692
9820.58,2563000,0.00626999,0.0236445,-0.10697,0.0499128,-5.0035,0.0230775
9824.37,2564000,0.00658311,0.0235443,-0.107118,0.0499904,-5.00314,0.0228542
9828.06,2565000,0.00671774,0.0235757,-0.107175,0.0498319,-5.00336,0.0232205
9831.84,2566000,0.00659695,0.0234862,-0.106875,0.0498743,-5.00315,0.0233081
9835.63,2567000,0.00653975,0.0234556,-0.106667,0.0495788,-5.00318,0.0234144
9839.39,2568000,0.00650385,0.023396,-0.107346,0.0494148,-5.00293,0.0232981
9843.16,2569000,0.00621923,0.023248,-0.107331,0.049537,-5.00282,0.0230781
9846.9,2570000,0.00641399,0.0233725,-0.107527,0.0495482,-5.00298,0.0230492
9850.72,2571000,0.00654145,0.0232593,-0.107568,0.0494872,-5.00311,0.0229618
9854.46,2572000,0.0061981,0.0232746,-0.107579,0.0495076,-5.00327,0.0230109
9858.27,2573000,0.00647198,0.0234049,-0.107217,0.0491353,-5.00325,0.0228936
9862.03,2574000,0.00658666,0.0235268,-0.107515,0.0491785,-5.00313,0.0229439
9865.81,2575000,0.00664501,0.0237595,-0.107583,0.049318,-5.00311,0.0228779
9869.57,2576000,0.00673883,0.0236519,-0.107199,0.0490245,-5.00318,0.0229069
9873.36,2577000,0.00676364,0.0237669,-0.107586,0.0490116,-5.00318,0.0229315
9877.16,2578000,0.00692956,0.0237061,-0.107234,0.0488948,-5.00318,0.0229658
9880.89,2579000,0.00718283,0.0238167,-0.107371,0.0493167,-5.0035,0.0233045
9884.71,2580000,0.00704658,0.0237498,-0.107221,0.0494688,-5.00353,0.0233257
9888.48,2581000,0.00693391,0.0237161,-0.106962,0.0494701,-5.00343,0.0233553
9892.28,2582000,0.00701884,0.0239066,-0.106756,0.0497166,-5.00352,0.0231496
9896.04,2583000,0.00708073,0.0239413,-0.106718,0.0497473,-5.00361,0.0230068
9899.75,2584000,0.00709141,0.0241612,-0.106807,0.0495961,-5.00374,0.023149
9903.55,2585000,0.0071048,0.0238696,-0.106502,0.0495722,-5.00371,0.0231959
9907.3,2586000,0.00689415,0.0236313,-0.106421,0.0496195,-5.00366,0.0231971
9911.04,2587000,0.00664612,0.0232683,-0.106544,0.0494948,-5.00377,0.0233715
9914.79,2588000,0.00675183,0.0234283,-0.106794,0.0494177,-5.00372,0.0234105
9918.54,2589000,0.00670403,0.0233149,-0.106982,0.049518,-5.00381,0.0232158
9922.29,2590000,0.0065747,0.0233655,-0.106709,0.0495604,-5.00366,0.0229758
9926.03,2591000,0.00652982,0.0234067,-0.106984,0.0496923,-5.00385,0.0232831
9929.79,2592000,0.0064199,0.0232886,-0.106975,0.049751,-5.00384,0.0233074
9933.48,2593000,0.0063091,0.0233231,-0.106928,0.0496409,-5.00385,0.0231839
9937.27,2594000,0.00646143,0.0233935,-0.106808,0.0495565,-5.00396,0.0230835
9941.02,2595000,0.00652503,0.0236231,-0.107118,0.049242,-5.004,0.0234105
9944.84,2596000,0.00635307,0.0237645,-0.107109,0.0492633,-5.00386,0.0232882
9948.52,2597000,0.00633889,0.0238353,-0.107879,0.048974,-5.00386,0.0232574
9952.32,2598000,0.0061845,0.0238465,-0.108467,0.0488069,-5.00397,0.0235033
9956.1,2599000,0.00613158,0.0238186,-0.10839,0.0490072,-5.00397,0.0233179
9959.8,2600000,0.00608768,0.0239877,-0.108535,0.049328,-5.00391,0.0235521
9963.58,2601000,0.00602835,0.0242127,-0.107999,0.0492223,-5.00372,0.0233746
9967.39,2602000,0.00591401,0.0242227,-0.108545,0.0488168,-5.0038,0.0235391
9971.15,2603000,0.00591702,0.0239179,-0.108309,0.0487336,-5.00386,0.0233385
9974.89,2604000,0.00604974,0.0240563,-0.108007,0.0480635,-5.00389,0.0232695
9978.67,2605000,0.00610554,0.0239541,-0.107541,0.0480435,-5.00381,0.0229714
9982.43,2606000,0.00576953,0.0241664,-0.108285,0.0481971,-5.00333,0.0225707
9986.15,2607000,0.00571641,0.0241458,-0.10796,0.048268,-5.00349,0.0229023
9989.88,2608000,0.00567361,0.0241956,-0.108273,0.0482968,-5.00358,0.0231487
9993.57,2609000,0.00564938,0.0241923,-0.108726,0.0482101,-5.0035,0.0229611
9997.43,2610000,0.00570813,0.0242253,-0.108928,0.0483901,-5.00338,0.0230778
10001.1,2611000,0.00578547,0.0239824,-0.108621,0.0483224,-5.00359,0.0233441
10004.9,2612000,0.00585434,0.0240352,-0.108435,0.0484693,-5.00374,0.0234335
10008.6,2613000,0.00577576,0.0239263,-0.108387,0.0482509,-5.00373,0.0233952
10012.5,2614000,0.00590314,0.0239762,-0.108832,0.0484277,-5.00366,0.0233457
10016.2,2615000,0.00596066,0.0239768,-0.109096,0.0483817,-5.00367,0.0234367
10019.9,2616000,0.00585601,0.0239846,-0.108914,0.0487476,-5.00363,0.0234828
10023.7,2617000,0.00575081,0.0239103,-0.108299,0.0486616,-5.00349,0.0232722
10027.5,2618000,0.00575285,0.023917,-0.107422,0.048746,-5.00337,0.023054
10031.2,2619000,0.00607884,0.0238983,-0.107924,0.0485562,-5.0035,0.023047
10035,2620000,0.00596501,0.0241805,-0.107676,0.0483466,-5.0036,0.0231758
10038.7,2621000,0.00603567,0.0240483,-0.108197,0.0484136,-5.00364,0.0232193
10042.5,2622000,0.00626462,0.023868,-0.108682,0.0485724,-5.00384,0.0235519
10046.2,2623000,0.00609343,0.0236161,-0.108656,0.0488947,-5.00381,0.0234026
10049.9,2624000,0.00608396,0.0236463,-0.108663,0.0488086,-5.00373,0.0234608
10053.7,2625000,0.0061692,0.0236438,-0.108652,0.0488189,-5.00367,0.0234868
10057.5,2626000,0.00612279,0.023851,-0.108485,0.0487791,-5.00385,0.0240149
10061.2,2627000,0.00598077,0.0238738,-0.108654,0.0485007,-5.00394,0.023797
10065,2628000,0.00608706,0.0240458,-0.108794,0.0484593,-5.00401,0.0237965
10068.7,2629000,0.00623282,0.02409,-0.10901,0.0483415,-5.00411,0.0238587
10072.4,2630000,0.00610495,0.0239273,-0.109239,0.0484401,-5.00416,0.0236267
10076.2,2631000,0.00604694,0.0239279,-0.109259,0.0484927,-5.00383,0.0232886
10079.9,2632000,0.00612382,0.0239745,-0.109432,0.0482088,-5.00364,0.0231759
10083.6,2633000,0.00626053,0.023692,-0.109029,0.0477437,-5.00369,0.0233092
10087.4,2634000,0.00612582,0.0237129,-0.109391,0.0478166,-5.0036,0.0233631
10091.2,2635000,0.00647279,0.0239523,-0.109513,0.0478335,-5.00353,0.0233454
10095,2636000,0.00658568,0.0241936,-0.109627,0.0478692,-5.00362,0.0233596
10098.7,2637000,0.0065886,0.0242433,-0.110241,0.0481408,-5.00366,0.0231747
10102.5,2638000,0.00662283,0.0244518,-0.109988,0.0482877,-5.00346,0.0229077
10106.2,2639000,0.00654352,0.0242807,-0.109577,0.0483936,-5.00359,0.0230521
10109.9,2640000,0.00652431,0.024297,-0.109716,0.0482659,-5.0037,0.0230353
10113.6,2641000,0.0068129,0.0245377,-0.109263,0.0480456,-5.00372,0.0229337
10117.3,2642000,0.00665472,0.0243248,-0.108894,0.0480779,-5.00383,0.0231044
10121.1,2643000,0.00649076,0.0242841,-0.108519,0.0479507,-5.00395,0.0229066
10124.8,2644000,0.00627464,0.0240076,-0.108514,0.0479376,-5.00406,0.0229267
10128.5,2645000,0.00616723,0.0240164,-0.108462,0.0478051,-5.00402,0.0228756
10132.2,2646000,0.0063327,0.0239095,-0.10884,0.0479374,-5.00416,0.0230079
10135.9,2647000,0.00640131,0.0239222,-0.108803,0.0480089,-5.00413,0.0229373
10139.7,2648000,0.00630555,0.0238875,-0.109485,0.0477961,-5.00411,0.0230557
10143.5,2649000,0.00631122,0.0237739,-0.108762,0.0475934,-5.00398,0.0230812
10147.2,2650000,0.00627845,0.0237469,-0.108799,0.0475561,-5.00397,0.0231049
10150.9,2651000,0.00615031,0.0240224,-0.109275,0.0473202,-5.00401,0.0230976
10154.6,2652000,0.00629962,0.0242895,-0.108993,0.047374,-5.00397,0.0229692
10158.3,2653000,0.00634312,0.024235,-0.10946,0.0477097,-5.00406,0.0227828
10162.1,2654000,0.00674067,0.0240879,-0.10918,0.0473936,-5.00398,0.0223931
10165.8,2655000,0.00677838,0.024271,-0.109352,0.0475377,-5.00399,0.0221771
10169.6,2656000,0.00694825,0.0243669,-0.109803,0.0473873,-5.00381,0.0222133
10173.3,2657000,0.00694182,0.0242016,-0.109923,0.0473586,-5.004,0.0220593
10177.1,2658000,0.00679898,0.0241893,-0.109861,0.0473103,-5.00408,0.0221506
10180.9,2659000,0.00688911,0.0241288,-0.110173,0.047276,-5.00426,0.0222777
10184.7,2660000,0.0070029,0.0240337,-0.110474,0.0470397,-5.0044,0.0222763
10188.4,2661000,0.00689379,0.0240327,-0.110628,0.0468823,-5.00457,0.0224026
10192.2,2662000,0.00681862,0.0242986,-0.111034,0.0467871,-5.00443,0.0223385
10195.8,2663000,0.00673273,0.0240357,-0.110583,0.0468069,-5.00455,0.0222523
10199.7,2664000,0.00682765,0.0240389,-0.110643,0.0467539,-5.00436,0.0220832
10203.4,2665000,0.0069981,0.0237915,-0.110782,0.0467908,-5.00413,0.0218128
10207.1,2666000,0.00651405,0.0237913,-0.110902,0.0465538,-5.00423,0.0217474
10210.8,2667000,0.0064998,0.0237086,-0.110653,0.0463524,-5.00422,0.0218223
10214.5,2668000,0.00630896,0.0236792,-0.110779,0.0464643,-5.00436,0.0217751
10218.3,2669000,0.00631857,0.0234949,-0.110384,0.0465199,-5.00438,0.0219347
10222.1,2670000,0.0063743,0.023486,-0.110508,0.0466848,-5.00425,0.0219051
10225.8,2671000,0.00631648,0.0237796,-0.110648,0.0469066,-5.00422,0.0220414
10229.5,2672000,0.00617599,0.0238989,-0.110682,0.0469742,-5.00429,0.0220023
10233.3,2673000,0.00613229,0.0241847,-0.110524,0.0470643,-5.00458,0.0218414
10237,2674000,0.00616888,0.024159,-0.110711,0.0468973,-5.00465,0.0218087
10240.8,2675000,0.00606187,0.0241923,-0.110818,0.0470189,-5.00461,0.0217777
10244.5,2676000,0.00612283,0.0243546,-0.110666,0.0470437,-5.00456,0.0218042
10248.2,2677000,0.00606927,0.0244683,-0.111247,0.0471951,-5.00476,0.0218115
10251.9,2678000,0.00628894,0.0244859,-0.111542,0.047324,-5.00461,0.0216806
10255.6,2679000,0.00633009,0.0245154,-0.111706,0.0473233,-5.0047,0.021677
10259.4,2680000,0.00639902,0.0246879,-0.11176,0.0473918,-5.00455,0.0214196
10263.1,2681000,0.00641418,0.0248047,-0.111385,0.0472336,-5.00463,0.0218302
10266.8,2682000,0.00649911,0.0248558,-0.111174,0.0473108,-5.0048,0.0219961
10270.6,2683000,0.00637128,0.0247441,-0.110989,0.0475487,-5.00491,0.0222703
10274.3,2684000,0.00633124,0.0248087,-0.111045,0.0476371,-5.00492,0.0224352
10278.1,2685000,0.00614129,0.0247147,-0.110988,0.0475278,-5.00495,0.0226374
10281.8,2686000,0.00622985,0.0249277,-0.110599,0.0474982,-5.00482,0.022442
10285.6,2687000,0.00616953,0.0249939,-0.11068,0.0475321,-5.00494,0.0224154
10289.4,2688000,0.0062434,0.0247765,-0.11009,0.0473904,-5.00489,0.0223285
10293.1,2689000,0.00603976,0.0244928,-0.11001,0.0472854,-5.0048,0.0222322
10296.8,2690000,0.00631258,0.0242707,-0.110268,0.0471895,-5.00493,0.0218146
10300.5,2691000,0.00625447,0.0244334,-0.110046,0.0471363,-5.00497,0.0218746
10304.2,2692000,0.00633942,0.0245659,-0.110252,0.0471672,-5.0051,0.0220933
10307.9,2693000,0.00591167,0.0246394,-0.110818,0.0470253,-5.00512,0.0221928
10311.7,2694000,0.00588023,0.024609,-0.110776,0.0467928,-5.00495,0.0217791
10315.4,2695000,0.00593052,0.0243356,-0.110964,0.0467204,-5.00498,0.0217575
10319.1,2696000,0.00588316,0.0242687,-0.110581,0.0468581,-5.00483,0.0216438
10322.8,2697000,0.00598924,0.0243698,-0.110744,0.0470996,-5.00451,0.0213733
10326.6,2698000,0.00600986,0.0242391,-0.1108,0.0471334,-5.00463,0.0214913
10330.3,2699000,0.00599313,0.0241716,-0.110853,0.047083,-5.0046,0.021438
10334,2700000,0.00597268,0.0241011,-0.111543,0.0472891,-5.00458,0.0212645
10337.7,2701000,0.00591086,0.0240999,-0.111146,0.0471577,-5.00467,0.021182
10341.4,2702000,0.00595733,0.0241354,-0.111135,0.0473152,-5.00474,0.0213106
10345.1,2703000,0.00583987,0.0240922,-0.111154,0.0472719,-5.00501,0.0219344
10348.8,2704000,0.00598831,0.0241025,-0.11121,0.0472273,-5.00496,0.0219285
10352.6,2705000,0.00617169,0.0242899,-0.110888,0.0468384,-5.00515,0.0227464
10356.3,2706000,0.00597832,0.0243917,-0.110701,0.0467868,-5.00483,0.0222905
10360,2707000,0.00579757,0.0243071,-0.11051,0.0465976,-5.00483,0.0221406
10363.7,2708000,0.00585949,0.0244262,-0.110272,0.046354,-5.00493,0.0222099
10367.5,2709000,0.00608682,0.0244465,-0.110338,0.046415,-5.005,0.02225
10371.1,2710000,0.00614835,0.024266,-0.109849,0.0464426,-5.00478,0.0220327
10374.8,2711000,0.00642162,0.0243318,-0.110128,0.0465414,-5.00474,0.0220952
10378.5,2712000,0.00638687,0.0243714,-0.109953,0.0468287,-5.0047,0.022083
10382.3,2713000,0.00631658,0.0243984,-0.109767,0.046842,-5.0046,0.0214767
10386.1,2714000,0.00627309,0.0246009,-0.109506,0.0466949,-5.0046,0.0216422
10389.8,2715000,0.00607826,0.0246497,-0.109961,0.0467105,-5.00434,0.0214971
10393.4,2716000,0.00588592,0.024475,-0.109735,0.0467887,-5.0044,0.021753
10397.1,2717000,0.00581546,0.0246547,-0.109992,0.0467347,-5.0042,0.0214042
10400.9,2718000,0.00587497,0.0246553,-0.109675,0.0467186,-5.00437,0.0215017
10404.6,2719000,0.00599249,0.0247224,-0.109509,0.0466527,-5.00424,0.0213579
10408.4,2720000,0.00624975,0.0249517,-0.109916,0.0463039,-5.00424,0.0214088
10412.1,2721000,0.00633703,0.0249781,-0.110266,0.0461074,-5.00426,0.0213648
10415.8,2722000,0.00612801,0.0250492,-0.109885,0.0463754,-5.00424,0.0213146
10419.5,2723000,0.00615574,0.0249381,-0.109984,0.0462008,-5.00428,0.0210655
10423.2,2724000,0.00610621,0.0248804,-0.109997,0.0461525,-5.00449,0.0212296
10426.8,2725000,0.00591139,0.0246866,-0.109731,0.0462036,-5.00456,0.0213301
10430.5,2726000,0.00584035,0.0244547,-0.109908,0.0461831,-5.00459,0.0212579
10434.3,2727000,0.00582906,0.0243441,-0.109953,0.0462102,-5.0046,0.0213621
10438,2728000,0.00593658,0.0241005,-0.109857,0.046437,-5.00474,0.0214242
10441.7,2729000,0.00592061,0.0239321,-0.109299,0.046334,-5.00473,0.0213908
10445.4,2730000,0.00580355,0.0240525,-0.108987,0.0462804,-5.00487,0.0213629
10449.1,2731000,0.005638,0.0239786,-0.108922,0.0464299,-5.00477,0.0213054
10452.9,2732000,0.00558154,0.024136,-0.109027,0.0464073,-5.00481,0.0214165
10456.6,2733000,0.00571058,0.0242435,-0.109072,0.0464184,-5.00492,0.0213553
10460.3,2734000,0.00576504,0.024077,-0.109148,0.0463946,-5.00497,0.0213695
10464,2735000,0.00569448,0.0240981,-0.108987,0.0465014,-5.00478,0.0206291
10467.8,2736000,0.005961,0.0241609,-0.109215,0.0467054,-5.00448,0.0203444
10471.5,2737000,0.0059465,0.0241874,-0.109226,0.0466956,-5.00455,0.0203105
10475.2,2738000,0.00617278,0.0244218,-0.109252,0.046737,-5.00485,0.0208009
10479,2739000,0.00632102,0.0244429,-0.109107,0.0467931,-5.00482,0.0208649
10482.6,2740000,0.00626133,0.0246965,-0.10927,0.046846,-5.00472,0.0207571
10486.4,2741000,0.00602641,0.0248385,-0.109339,0.0470252,-5.00496,0.0212735
10490.1,2742000,0.0062205,0.0251111,-0.109476,0.0465101,-5.00474,0.021259
10493.8,2743000,0.00628327,0.0248902,-0.109605,0.0464259,-5.00462,0.0211099
10497.5,2744000,0.00645088,0.0249611,-0.109186,0.0463714,-5.00441,0.0211295
10501.3,2745000,0.00638621,0.0249753,-0.109286,0.0463034,-5.00446,0.0212659
10505,2746000,0.00640747,0.0250955,-0.10904,0.0466859,-5.00446,0.0214335
10508.6,2747000,0.0061484,0.0248598,-0.108966,0.0465874,-5.00453,0.0215174
10512.4,2748000,0.00614106,0.0247522,-0.109408,0.0469393,-5.00458,0.0215439
10516.1,2749000,0.00637553,0.0248765,-0.109505,0.0469307,-5.00461,0.0215359
10519.8,2750000,0.0065042,0.0248124,-0.109366,0.0471063,-5.00455,0.0214486
10523.5,2751000,0.00659479,0.0245681,-0.109932,0.0469343,-5.00451,0.0214781
10527.3,2752000,0.00633422,0.0245371,-0.109654,0.0469216,-5.00441,0.0214095
10531,2753000,0.00634031,0.024735,-0.109889,0.0470067,-5.00432,0.0211207
10534.7,2754000,0.00641241,0.024695,-0.109779,0.0470964,-5.00429,0.0209471
10538.5,2755000,0.00652731,0.0249267,-0.109532,0.0473193,-5.00421,0.0206855
10542.2,2756000,0.00667356,0.0246455,-0.109142,0.0472472,-5.00414,0.020644
10546,2757000,0.00651277,0.0244742,-0.109596,0.0474797,-5.00409,0.0206016
10549.7,2758000,0.00669756,0.0246097,-0.109538,0.0471738,-5.00387,0.0206634
10553.4,2759000,0.00651898,0.0248143,-0.109566,0.0472543,-5.00378,0.0205935
10557.1,2760000,0.00659411,0.0247505,-0.109995,0.0471157,-5.00388,0.020597
10560.8,2761000,0.00635362,0.0248556,-0.109722,0.0469825,-5.00382,0.0204593
10564.5,2762000,0.00661057,0.0248475,-0.109839,0.0467835,-5.0038,0.020444
10568.3,2763000,0.00665989,0.0247767,-0.109657,0.0466048,-5.00377,0.0205939
10572.1,2764000,0.00683524,0.0247761,-0.109526,0.0468434,-5.00374,0.0206488
10575.8,2765000,0.00683286,0.02512,-0.109496,0.0466626,-5.00392,0.02068
10579.5,2766000,0.00662855,0.0249943,-0.109418,0.0467126,-5.00403,0.0208076
10583.2,2767000,0.00661541,0.0247401,-0.109699,0.0468033,-5.00407,0.0208247
10587,2768000,0.00666322,0.0246829,-0.109415,0.0466441,-5.00409,0.0208147
10590.7,2769000,0.00667475,0.0247994,-0.109485,0.0464681,-5.00396,0.0207814
10594.4,2770000,0.00646696,0.0246401,-0.109163,0.0465306,-5.0041,0.0207799
10598.1,2771000,0.00646508,0.0246903,-0.108738,0.0463833,-5.00396,0.0209101
10601.8,2772000,0.00634973,0.024502,-0.108467,0.0463772,-5.00377,0.0206985
10605.5,2773000,0.00631213,0.0245036,-0.108137,0.046612,-5.00367,0.0206498
10609.2,2774000,0.00627957,0.0245772,-0.108403,0.0464267,-5.00387,0.0206313
10612.9,2775000,0.00624654,0.0249472,-0.108536,0.0463013,-5.0037,0.0203726
10616.6,2776000,0.00615008,0.0249363,-0.108681,0.0466302,-5.00364,0.0203586
10620.4,2777000,0.00631122,0.025189,-0.108659,0.0466447,-5.00366,0.0203831
10624.1,2778000,0.00649915,0.0250695,-0.108612,0.0463551,-5.00369,0.0202903
10627.8,2779000,0.00625205,0.0251144,-0.108629,0.0465678,-5.00382,0.0204226
10631.4,2780000,0.00615651,0.0250398,-0.108431,0.0467128,-5.00381,0.0204901
10635.1,2781000,0.00620351,0.0250872,-0.108253,0.046646,-5.00387,0.0204658
10638.8,2782000,0.00615523,0.0251009,-0.108732,0.0466882,-5.00372,0.0203404
10642.5,2783000,0.00625839,0.0250836,-0.108994,0.0471095,-5.00383,0.02041
10646.2,2784000,0.00635555,0.025319,-0.10916,0.0468456,-5.00404,0.0208824
10649.9,2785000,0.00639994,0.0252517,-0.109187,0.0469659,-5.004,0.0207946
10653.6,2786000,0.00624577,0.0251776,-0.109487,0.0470146,-5.00405,0.020831
10657.3,2787000,0.00621888,0.025153,-0.10915,0.0470898,-5.00398,0.0209204
10661,2788000,0.00636157,0.0254526,-0.108892,0.047143,-5.0038,0.0209763
10664.7,2789000,0.00640419,0.0254886,-0.108955,0.0471879,-5.00385,0.0209879
10668.5,2790000,0.00623992,0.0255408,-0.109329,0.0472578,-5.0039,0.0210162
10672.2,2791000,0.00612199,0.0253975,-0.109201,0.0472164,-5.0037,0.020779
10675.8,2792000,0.00624494,0.0254577,-0.109052,0.0475902,-5.00391,0.0211264
10679.6,2793000,0.00616734,0.0253849,-0.10891,0.0476345,-5.00388,0.0211211
10683.3,2794000,0.00630377,0.0254328,-0.108999,0.0474434,-5.00393,0.0211917
10687,2795000,0.00633317,0.0256443,-0.109436,0.0473367,-5.00374,0.0209361
10690.7,2796000,0.00618432,0.0256006,-0.109616,0.0473458,-5.00373,0.0209746
10694.4,2797000,0.00644184,0.0257266,-0.109414,0.0475751,-5.00397,0.0211008
10698.2,2798000,0.00639938,0.0255939,-0.109514,0.0479122,-5.00379,0.0208444
10702,2799000,0.00653344,0.025524,-0.109345,0.0478788,-5.00383,0.0210328
10705.7,2800000,0.00645323,0.0253572,-0.109296,0.0478782,-5.00391,0.0209876
10709.4,2801000,0.00624533,0.0251824,-0.109626,0.0474393,-5.00398,0.0210103
10713.2,2802000,0.00598272,0.0251145,-0.109599,0.0474083,-5.00391,0.0211734
10716.8,2803000,0.00591533,0.025269,-0.110124,0.0477225,-5.00387,0.0211698
10720.5,2804000,0.00591445,0.0254717,-0.110162,0.0479097,-5.00366,0.020963
10724.3,2805000,0.00615531,0.0254248,-0.110045,0.0479829,-5.00338,0.0203706
10728,2806000,0.00614373,0.025563,-0.1103,0.0479123,-5.00336,0.0203735
10731.7,2807000,0.00610435,0.0256172,-0.110342,0.0478921,-5.00323,0.0202917
10735.5,2808000,0.00593575,0.0256126,-0.110401,0.0475922,-5.0031,0.02012
