gtime,event,choice_int_avg,choice_int_std,choice_slope_avg,choice_slope_std,dispersal_mean,dispersal_std
262.74,67000,-1.80502e-05,0.00408075,-0.000259338,0.0047051,-4.99988,0.00293918
266.714,68000,1.02486e-05,0.00397442,-0.000297369,0.00485536,-4.99988,0.00293482
270.619,69000,4.95466e-05,0.00406948,-0.000297075,0.00485297,-4.99988,0.00293338
274.505,70000,4.95466e-05,0.00406948,-0.000339748,0.00530287,-4.99988,0.00293338
278.449,71000,1.94904e-05,0.00401895,-0.000339078,0.00529767,-4.99988,0.00293049
282.415,72000,-2.16409e-07,0.00414244,-0.000339078,0.00529767,-4.99987,0.00291442
286.316,73000,5.61467e-05,0.00431065,-0.000276769,0.00564913,-4.99987,0.00287431
290.225,74000,0.000114751,0.00469729,-0.000230678,0.00583923,-4.99988,0.00285346
294.183,75000,0.000112552,0.0045903,-0.000230678,0.00583923,-4.99988,0.00285346
298.082,76000,0.000144091,0.00445322,-0.000230678,0.00583923,-4.99989,0.00287932
302,77000,0.000144124,0.00445103,-0.000245482,0.00581601,-4.99989,0.00290962
305.889,78000,8.55768e-05,0.00404174,-0.000203361,0.00579583,-4.99991,0.00283032
309.74,79000,0.000147477,0.00427464,-0.000183282,0.00603691,-4.99991,0.00283032
313.74,80000,0.000149641,0.00427401,-0.000148284,0.00614026,-4.9999,0.00285549
317.613,81000,0.000149348,0.00427403,-0.000102239,0.00631448,-4.9999,0.00285549
321.571,82000,0.000149348,0.00427403,-0.000102239,0.00631448,-4.9999,0.00285549
325.514,83000,0.000149201,0.00427194,-0.000129339,0.00625087,-4.9999,0.00285409
329.367,84000,0.000149348,0.00427403,-4.99813e-05,0.00650705,-4.99997,0.00370154
333.265,85000,0.000149348,0.00427403,-4.99813e-05,0.00650705,-4.99997,0.00370154
337.174,86000,0.000149348,0.00427403,-4.99813e-05,0.00650705,-4.99993,0.00388001
341.012,87000,0.000177849,0.00422627,-5.5278e-05,0.00651236,-4.99993,0.00388192
344.948,88000,0.00017177,0.00422632,-5.51695e-05,0.00650597,-4.99993,0.00387811
348.828,89000,0.00019121,0.00427081,-4.99322e-05,0.00650386,-4.99993,0.00387811
352.794,90000,0.00019121,0.00427081,-1.02289e-05,0.00662638,-4.99993,0.00387811
356.624,91000,0.00022989,0.00408925,-5.29609e-05,0.00648425,-4.99993,0.00387811
360.572,92000,0.000206754,0.00402326,-5.29609e-05,0.00648425,-4.9999,0.00401836
364.485,93000,0.000131734,0.00438663,-1.42605e-05,0.00636568,-4.9999,0.00401836
368.394,94000,0.000161852,0.0044442,-3.86609e-05,0.00667804,-4.99993,0.00388001
372.321,95000,0.000161852,0.0044442,1.34533e-05,0.00688202,-4.99993,0.00388001
376.243,96000,0.000161852,0.0044442,7.08015e-05,0.00712078,-4.99994,0.00386141
380.114,97000,0.000128881,0.00456806,1.59638e-05,0.00733291,-4.99994,0.00386141
383.98,98000,0.000129947,0.00453642,-0.000100654,0.00728468,-4.99992,0.00394784
387.856,99000,0.000135426,0.0045281,-7.57655e-05,0.00732033,-4.99992,0.00394396
391.721,100000,0.000100732,0.00466454,-9.98586e-05,0.0073603,-4.99992,0.00394396
395.569,101000,5.92664e-05,0.00485211,-8.14782e-05,0.00738768,-4.99995,0.00381027
399.516,102000,2.96402e-05,0.00480896,-4.17378e-05,0.00749983,-5.00001,0.0042004
403.397,103000,-1.3191e-05,0.00492923,-4.42324e-05,0.00749657,-4.99998,0.00426409
407.31,104000,-5.4528e-05,0.00510156,-4.4189e-05,0.00749289,-5,0.00427759
411.18,105000,-2.96785e-05,0.0055787,-0.000107902,0.00776605,-5,0.0042797
415.121,106000,-4.49372e-05,0.00560059,-0.000112613,0.00774286,-5.00007,0.00488405
419.056,107000,-1.67854e-05,0.00570702,-0.000112613,0.00774286,-5.00007,0.00488405
422.898,108000,-2.63981e-05,0.00568388,-0.000135695,0.00770323,-5.00007,0.00484491
426.828,109000,2.68309e-05,0.00561524,-0.000135695,0.00770323,-5.00007,0.00484491
430.678,110000,2.49463e-05,0.005604,-0.000185503,0.0080301,-5.00008,0.00486659
434.602,111000,1.92303e-05,0.00560976,-0.000185685,0.00803405,-4.99997,0.00438636
438.51,112000,3.47437e-05,0.00558499,-0.000185503,0.0080301,-4.99997,0.00438421
442.33,113000,-6.78056e-06,0.00574008,-0.00025946,0.0082904,-4.99995,0.00445725
446.252,114000,4.00292e-06,0.00578178,-0.000258951,0.00828228,-4.99992,0.0045691
450.112,115000,3.12163e-05,0.00569111,-0.00019911,0.0083812,-4.99992,0.00457135
453.995,116000,3.11247e-05,0.00568275,-0.000220631,0.00878588,-4.99992,0.00456463
457.932,117000,-5.2386e-05,0.00627848,-0.000220631,0.00878588,-4.99992,0.00456463
461.767,118000,-5.2386e-05,0.00627848,-0.000220631,0.00878588,-4.99992,0.00456463
465.657,119000,-5.76482e-05,0.00628069,-0.000211683,0.00889483,-4.99991,0.00456688
469.538,120000,-0.000150962,0.00671239,-0.000168539,0.0090162,-4.99987,0.00464448
473.407,121000,-0.000177296,0.00676697,-8.81797e-05,0.00918,-4.99987,0.0048046
477.354,122000,-0.000177818,0.00677692,-8.84396e-05,0.00919352,-4.99987,0.00481167
481.297,123000,-0.000197472,0.0067512,-5.3494e-05,0.00926591,-4.9999,0.00471764
485.17,124000,-9.57721e-05,0.00622635,-4.05126e-05,0.00933082,-4.9999,0.00471764
489.092,125000,-9.57721e-05,0.00622635,-0.000101807,0.00921107,-4.9999,0.00471764
492.966,126000,-0.00012948,0.00633675,-7.55937e-05,0.00930937,-4.99986,0.00478335
496.855,127000,-0.000146118,0.00635854,-1.18616e-05,0.00908533,-4.99981,0.00492589
500.775,128000,-0.000163305,0.00638168,2.16241e-05,0.00912996,-4.99983,0.00497549
504.664,129000,-0.000200203,0.00644134,3.89693e-05,0.00929301,-4.99983,0.00497549
508.545,130000,-0.000163612,0.00633374,0.000180342,0.00871904,-4.99978,0.00522149
512.49,131000,-0.000134245,0.00641081,0.00015578,0.00868809,-4.9998,0.00514798
516.328,132000,-0.000133752,0.00641077,0.000172218,0.00865971,-4.99975,0.00527107
520.251,133000,-6.24558e-05,0.00666533,0.000108485,0.0088958,-4.99975,0.00526991
524.214,134000,-6.24558e-05,0.00666533,7.32546e-05,0.00896676,-4.99975,0.00526991
528.143,135000,-6.24558e-05,0.00666533,7.32546e-05,0.00896676,-4.99977,0.00529161
532.047,136000,-6.01694e-05,0.00665844,0.000143439,0.00910523,-4.99977,0.00528642
535.936,137000,-5.45954e-05,0.00666581,0.000183124,0.00920337,-4.99975,0.00532578
539.927,138000,-0.000100544,0.00668405,0.000183486,0.00921244,-4.99983,0.0059145
543.802,139000,-8.04649e-05,0.0069287,0.000154744,0.00914265,-4.99983,0.0059145
547.745,140000,-6.67171e-05,0.00693108,0.000154744,0.00914265,-4.99983,0.0059145
551.687,141000,-4.70778e-05,0.00687997,0.000154744,0.00914265,-4.99983,0.0059145
555.584,142000,-3.15782e-05,0.00675954,0.000110007,0.00922501,-4.99977,0.00628377
559.473,143000,-2.28998e-05,0.00706192,0.000131575,0.00894751,-4.99977,0.00627883
563.436,144000,-2.28998e-05,0.00706192,9.17155e-05,0.00885744,-4.99972,0.00654239
567.338,145000,-2.28998e-05,0.00706192,3.87109e-05,0.00902971,-4.99972,0.00654239
571.243,146000,-4.25214e-05,0.00703411,7.75638e-05,0.00894421,-4.99972,0.00654239
575.121,147000,-4.85731e-05,0.00701944,-4.72716e-05,0.00933169,-4.9997,0.00649408
579.046,148000,3.54308e-05,0.00648877,-4.72716e-05,0.00933169,-4.9997,0.00649408
583.025,149000,7.06419e-05,0.00639421,-4.73181e-05,0.00933629,-4.99968,0.00652581
586.954,150000,0.000102783,0.00645807,-8.66647e-05,0.00925639,-4.99964,0.00661297
590.82,151000,0.000102958,0.00645807,-6.05948e-05,0.0092193,-4.99962,0.00666936
594.747,152000,0.000140706,0.00651323,2.66701e-06,0.00899248,-4.99961,0.0066576
598.658,153000,0.000147134,0.00651323,6.00515e-06,0.00904161,-4.99956,0.00681563
602.593,154000,0.000196636,0.00650115,6.00515e-06,0.00904161,-4.99956,0.00681563
606.528,155000,0.000106056,0.00615007,3.89583e-05,0.0092348,-4.99956,0.00682233
610.441,156000,0.000100747,0.00615248,2.72274e-05,0.00924239,-4.99956,0.00682233
614.335,157000,0.000100747,0.00615248,2.72274e-05,0.00924239,-4.99957,0.00681709
618.34,158000,0.000134684,0.00605626,-8.39923e-05,0.00956918,-4.99955,0.00683597
622.223,159000,0.0001279,0.00601179,-0.000136633,0.00943159,-4.99955,0.0068427
626.197,160000,0.000117275,0.00603493,-0.000154134,0.00944772,-4.99955,0.0068427
630.124,161000,0.000110393,0.00605052,-0.000160483,0.00944977,-4.99965,0.00654746
634.028,162000,6.37045e-05,0.00619482,-0.000162927,0.00953101,-4.99964,0.00655371
637.92,163000,6.37675e-05,0.00619788,-0.000145166,0.00948562,-4.99965,0.00655583
641.89,164000,9.90755e-05,0.00609858,-0.00014531,0.00949032,-4.99965,0.00655907
645.825,165000,8.58757e-05,0.00607535,-0.000175163,0.00967978,-4.99968,0.00631279
649.82,166000,9.97314e-05,0.0058992,-0.000124479,0.00968616,-4.99968,0.00631279
653.725,167000,0.00012485,0.00619875,-5.51925e-05,0.00975476,-4.99966,0.00634545
657.671,168000,0.000108749,0.00617238,2.9281e-05,0.00978211,-4.9997,0.00628922
661.647,169000,9.09093e-05,0.00613065,2.9281e-05,0.00978211,-4.99969,0.00640702
665.537,170000,0.00012407,0.00603513,0.00011279,0.00958227,-4.99969,0.00640386
669.458,171000,5.12068e-05,0.00569236,0.000115647,0.00935174,-4.99965,0.00650138
673.463,172000,4.34934e-05,0.00569483,7.6733e-05,0.00942866,-4.99968,0.00653022
677.414,173000,9.63245e-05,0.00543688,3.78957e-05,0.00950464,-4.99968,0.00652701
681.261,174000,8.44827e-05,0.00544726,-1.44614e-05,0.00935279,-4.99965,0.00655953
685.148,175000,0.000126287,0.00520353,-3.27068e-05,0.00936167,-4.9996,0.0067459
689.119,176000,0.000145629,0.00517118,-3.27068e-05,0.00936167,-4.99959,0.00675581
693.033,177000,0.000145629,0.00517118,-3.27068e-05,0.00936167,-4.99959,0.00675581
696.888,178000,5.45349e-05,0.00552599,-0.000198864,0.00947116,-4.99964,0.0072968
700.773,179000,8.31393e-05,0.00562101,-0.00019906,0.00947582,-4.99971,0.00744157
704.733,180000,8.62472e-05,0.00561728,-0.000313955,0.00957118,-4.99971,0.00743791
708.637,181000,0.000135984,0.00583576,-0.0003689,0.00972817,-4.99971,0.00743791
712.544,182000,0.000118308,0.00591192,-0.000343897,0.00970803,-4.99973,0.00747695
716.505,183000,0.000100328,0.00610675,-0.000459256,0.0099344,-4.99975,0.00745531
720.389,184000,0.000108911,0.00609733,-0.000494368,0.0101686,-4.99973,0.00747407
724.348,185000,9.64094e-05,0.00616011,-0.000459828,0.0102316,-4.99981,0.00722919
728.295,186000,9.28242e-05,0.00600983,-0.000459828,0.0102316,-4.99981,0.00722388
732.192,187000,0.000121014,0.00594191,-0.000393859,0.0102795,-4.9998,0.00721564
736.131,188000,0.000115723,0.00594245,-0.00042652,0.0102318,-4.9998,0.0072192
739.987,189000,6.54029e-05,0.00605984,-0.000413421,0.00995771,-4.9998,0.00722276
744.013,190000,8.86105e-06,0.00584943,-0.000374486,0.0100393,-4.99978,0.00723538
747.861,191000,2.26259e-05,0.0058852,-0.000375082,0.0100393,-4.99975,0.00744707
751.832,192000,4.59814e-05,0.00593191,-0.000375082,0.0100393,-4.99979,0.00754721
755.704,193000,4.81214e-06,0.00627325,-0.000320398,0.00989204,-4.9998,0.00752436
759.596,194000,-3.98606e-06,0.00601545,-0.000384256,0.0100967,-4.99978,0.00810473
763.475,195000,3.20515e-05,0.00586788,-0.000369266,0.0100859,-4.99973,0.00789982
767.444,196000,-4.49427e-05,0.00555946,-0.000331822,0.009968,-4.99966,0.00796087
771.342,197000,-0.000126999,0.00603991,-0.000305982,0.00977587,-4.99964,0.00796357
775.308,198000,-0.000127106,0.00611874,-0.000342089,0.00984755,-4.99964,0.00797851
779.138,199000,-0.000117976,0.00631438,-0.000262256,0.00962493,-4.99962,0.00798658
783.101,200000,-0.000144103,0.00634937,-0.000198436,0.00941433,-4.9997,0.00776035
787.047,201000,-0.000151819,0.00634337,-0.000244709,0.00929732,-4.99971,0.00781699
791.013,202000,-0.000165931,0.00641846,-0.000239275,0.0092914,-4.99971,0.00781314
794.831,203000,-0.000165931,0.00641846,-0.000228224,0.00942302,-4.99971,0.00781314
798.779,204000,-0.000124684,0.00628359,-0.000199492,0.00937916,-4.99966,0.007936
802.677,205000,-0.000124684,0.00628359,-0.000199492,0.00937916,-4.99958,0.00816043
806.659,206000,-0.000112796,0.00631923,-0.000182057,0.00939969,-4.99961,0.00811656
810.607,207000,-0.000114065,0.00631908,-0.000149816,0.00945615,-4.99961,0.0081166
814.512,208000,-0.000113953,0.00631597,-0.000149669,0.00945149,-4.99962,0.00811264
818.469,209000,-0.000122444,0.00631888,-0.000149669,0.00945149,-4.99963,0.00806313
822.348,210000,-6.92635e-05,0.00602139,-0.000222698,0.00958962,-4.99968,0.00825422
826.201,211000,-7.39867e-05,0.00598843,-0.000223138,0.00959908,-4.99962,0.00806896
830.153,212000,-4.81924e-05,0.00604518,-0.000223359,0.00960382,-4.99965,0.00831158
834.073,213000,-2.0749e-05,0.00603789,-0.000279524,0.00954446,-4.99965,0.00832626
838.063,214000,-2.87705e-07,0.00600284,-0.000322437,0.00978042,-4.99962,0.00842804
842.005,215000,-4.21405e-05,0.00614539,-0.000322118,0.00977559,-4.99957,0.00823343
845.95,216000,-4.10417e-05,0.00614553,-0.000258007,0.00956284,-4.99951,0.00843713
849.919,217000,-2.43049e-05,0.00612256,-0.000258007,0.00956284,-4.99953,0.00837157
853.816,218000,-2.43049e-05,0.00612256,-0.000174386,0.00936575,-4.99956,0.00834121
857.779,219000,1.02911e-05,0.0061358,-0.000199661,0.00933073,-4.99945,0.00798517
861.676,220000,1.73613e-05,0.00616862,-0.000283552,0.00958844,-4.9995,0.00794998
865.557,221000,5.11803e-06,0.00616846,-0.000367817,0.0097896,-4.9995,0.00795782
869.469,222000,-6.71899e-06,0.0062769,-0.000429232,0.00994085,-4.9995,0.0079539
873.445,223000,7.25728e-06,0.0062895,-0.000428808,0.00993594,-4.99947,0.00799009
877.381,224000,-1.96194e-05,0.00634151,-0.000428384,0.00993104,-4.99949,0.00793824
881.324,225000,5.77105e-05,0.00606228,-0.000326553,0.00975232,-4.99957,0.00753086
885.286,226000,8.11728e-05,0.00589037,-0.000262569,0.00953952,-4.99956,0.00768136
889.201,227000,0.000100747,0.00592289,-0.00041649,0.00973434,-4.99959,0.00761053
893.091,228000,8.05141e-05,0.0060909,-0.000482482,0.010054,-4.99959,0.00760679
897.043,229000,0.000105428,0.00602183,-0.000427807,0.00989064,-4.9995,0.00790759
900.846,230000,7.7865e-05,0.00611372,-0.0004366,0.00988791,-4.99951,0.00797084
904.74,231000,7.74962e-05,0.00612697,-0.000407495,0.00984193,-4.99953,0.00808202
908.668,232000,9.67679e-05,0.00623116,-0.000390081,0.00982697,-4.99949,0.00819842
912.664,233000,9.68633e-05,0.00623423,-0.000390794,0.00983179,-4.99949,0.0082025
916.526,234000,9.69426e-05,0.00623116,-0.000430793,0.0099691,-4.99945,0.00831479
920.434,235000,9.15242e-05,0.00623184,-0.000424893,0.00997224,-4.99945,0.00831754
924.4,236000,9.12293e-06,0.0065066,-0.000422153,0.00997198,-4.99946,0.00844835
928.293,237000,0.000164859,0.00622232,-0.000469254,0.00992274,-4.99948,0.00846935
932.201,238000,0.000189585,0.00625097,-0.000469254,0.00992274,-4.99937,0.00873104
936.101,239000,0.000175744,0.00625438,-0.000456647,0.00990654,-4.9994,0.00871
940.082,240000,0.000165297,0.0062644,-0.000445026,0.00988996,-4.99938,0.00879922
944.023,241000,0.000169862,0.00625352,-0.000385362,0.00983227,-4.99932,0.00892262
947.919,242000,0.000189379,0.0062838,-0.000450817,0.00999,-4.99936,0.00887002
951.805,243000,0.000130056,0.00594349,-0.000483107,0.0102708,-4.99938,0.00877644
955.703,244000,0.000153553,0.00598998,-0.000452776,0.0102265,-4.99937,0.00881557
959.631,245000,0.000157287,0.00597447,-0.000389107,0.0100256,-4.99936,0.00883236
963.486,246000,4.19576e-05,0.00624832,-0.000382391,0.0101891,-4.99938,0.00882269
967.401,247000,6.03562e-05,0.0062756,-0.000305521,0.0100668,-4.99939,0.00892368
971.243,248000,4.07192e-05,0.00623567,-0.00030713,0.0100522,-4.99924,0.0091454
975.161,249000,0.000113471,0.00604791,-0.00030713,0.0100522,-4.99921,0.0091461
979.067,250000,9.78845e-05,0.00607189,-0.000479222,0.0104721,-4.99919,0.00917015
983.075,251000,0.000144386,0.00618971,-0.000478752,0.0104669,-4.99919,0.00918504
986.989,252000,0.000205336,0.00634912,-0.000437309,0.010335,-4.99917,0.00916967
990.867,253000,0.000148016,0.0066602,-0.000429677,0.0103372,-4.99914,0.00920706
994.753,254000,0.000146488,0.00667176,-0.000431669,0.0103335,-4.99913,0.00922437
998.754,255000,6.90035e-05,0.00759077,-0.000394388,0.0103805,-4.99914,0.00905293
1002.66,256000,2.63255e-05,0.0075328,-0.000365363,0.0103442,-4.99915,0.00905056
1006.51,257000,1.43491e-05,0.00755188,-0.000375428,0.0103394,-4.99908,0.0091003
1010.37,258000,-3.6593e-05,0.00750377,-0.000329149,0.0104395,-4.99908,0.00909589
1014.24,259000,-3.45934e-05,0.00750406,-0.00039422,0.0105877,-4.99907,0.00909407
1018.21,260000,-3.25096e-05,0.00746904,-0.000422116,0.0108121,-4.99902,0.00870238
1022.05,261000,-8.16087e-05,0.0075277,-0.000343611,0.0108238,-4.99907,0.0090158
1025.99,262000,-8.16087e-05,0.0075277,-0.000343611,0.0108238,-4.99909,0.00898246
1030.01,263000,-0.00010644,0.00740448,-0.000302474,0.0109021,-4.99905,0.00889886
1033.9,264000,-9.98016e-05,0.00740388,-0.000276898,0.0109714,-4.99908,0.00886078
1037.8,265000,-0.000109343,0.00740673,-0.00028137,0.0109497,-4.99911,0.00894332
1041.65,266000,-0.0001455,0.00745078,-0.00017978,0.010667,-4.99914,0.00890533
1045.58,267000,-0.000139974,0.00747805,-0.000256355,0.0107945,-4.99916,0.00873112
1049.46,268000,-0.000146101,0.00747537,-0.000314588,0.0108923,-4.99926,0.00837679
1053.33,269000,-0.000151962,0.00743311,-0.000276726,0.0109603,-4.99924,0.0083488
1057.31,270000,-0.000186163,0.00748667,-0.000233955,0.0107578,-4.9992,0.00843703
1061.08,271000,-0.00015893,0.00741519,-0.000137358,0.0108474,-4.99909,0.00835311
1065.08,272000,-0.000151457,0.00741151,-0.00020084,0.0110343,-4.99919,0.00875239
1068.97,273000,-0.000130068,0.00744026,-0.000212527,0.0110876,-4.99929,0.00860773
1072.85,274000,-0.000122588,0.00743655,-0.000175945,0.0111564,-4.99925,0.00870261
1076.74,275000,-0.0001187,0.00744965,-0.000116865,0.0110117,-4.99927,0.00866328
1080.6,276000,-0.000117834,0.0074543,-0.000166741,0.0109162,-4.99931,0.00875224
1084.5,277000,-0.000138014,0.00744487,-0.000139569,0.0109567,-4.9993,0.00876552
1088.4,278000,-0.000138286,0.00745221,-0.00017498,0.0109098,-4.9993,0.00877411
1092.31,279000,-0.000132006,0.00746948,-0.000185446,0.0109147,-4.99917,0.00871086
1096.25,280000,-9.25254e-05,0.00739969,-0.000185446,0.0109147,-4.99924,0.00856821
1100.18,281000,-0.00014559,0.00753541,-0.000253697,0.0110229,-4.99933,0.00932456
1104.14,282000,-0.000288857,0.0074576,-0.00018984,0.010835,-4.99929,0.00936826
1108.04,283000,-0.000316708,0.00772554,-0.000153116,0.0107088,-4.99925,0.00945671
1111.92,284000,-0.000342524,0.0076827,-0.000158415,0.0106535,-4.99926,0.0094198
1115.85,285000,-0.00034283,0.00767892,-0.000161862,0.0106495,-4.9993,0.0094248
1119.78,286000,-0.00035188,0.00763451,-0.000153067,0.0105997,-4.99921,0.0096371
1123.67,287000,-0.000391066,0.00752981,-0.000175694,0.0106464,-4.99921,0.00963653
1127.56,288000,-0.000391066,0.00752981,-0.000148327,0.0106825,-4.99926,0.00952339
1131.51,289000,-0.000387492,0.00752559,-0.000189187,0.0104591,-4.99928,0.00950362
1135.43,290000,-0.000428807,0.00776226,-0.000179539,0.0104637,-4.99918,0.00908092
1139.39,291000,-0.000383123,0.00790671,-0.000167441,0.010184,-4.99936,0.00960411
1143.24,292000,-0.000473389,0.00799058,-0.000167441,0.010184,-4.99937,0.00961428
1147.21,293000,-0.000403668,0.00817726,-0.000101102,0.00998026,-4.99935,0.00963109
1151.05,294000,-0.000369142,0.00786642,-2.37923e-05,0.00982716,-4.99937,0.00961449
1154.96,295000,-0.000370771,0.00787011,-2.38157e-05,0.00983199,-4.99944,0.00980671
1158.9,296000,-0.000370684,0.0078624,-0.000124535,0.0101289,-4.9994,0.00978846
1162.78,297000,-0.000335638,0.00798356,-0.000124657,0.0101339,-4.99942,0.00977696
1166.69,298000,-0.000335638,0.00798356,-6.10503e-05,0.00992916,-4.99942,0.00977699
1170.67,299000,-0.00033624,0.00798265,-8.74287e-05,0.00996657,-4.99935,0.00996717
1174.47,300000,-0.000314196,0.00784847,-0.00012281,0.00993984,-4.99935,0.00996717
1178.43,301000,-0.000364829,0.0079113,-0.000127901,0.0102439,-4.99932,0.010006
