dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
0.5,0.9,0.9,1000.01,258639,-5.00202,0.0219523,936,1530,0,0.968504,1,2.03273,1,1.93778,3,3.02903,0.548603,-0.000282156,0.0230003,-0.00124442,0.0227704,-0.00048334,0.0252665,0.000446238,0.0201583,0.00135339,0.0221228
0.5,0.9,0.9,2000.02,521883,-5.0022,0.0265358,932,1429,0,0.972625,2,1.99399,2,1.78185,4,3.16844,0.480441,-0.00123168,0.0356183,0.00434335,0.0306592,-0.00341342,0.0301223,0.000187565,0.0307877,0.0025169,0.0288173
0.5,0.9,0.9,3000.02,784911,-5.00194,0.0348155,961,1470,0,0.983362,2,1.86548,2,1.80887,4,3.02919,0.530929,-0.00833627,0.0380931,0.00128059,0.034847,0.000484431,0.0346029,0.000459869,0.03058,-0.000598604,0.0328113
0.5,0.9,0.9,4000.02,1047798,-5.00048,0.0384287,959,1529,0,0.983362,2,1.76267,2,1.86467,4,2.97825,0.503555,-0.00833056,0.0439597,0.00163906,0.0390471,0.00376494,0.0441963,0.00229923,0.041383,0.00278221,0.0375281
0.5,0.9,0.9,5000.06,1308346,-5.0037,0.0418017,927,1469,0,0.966954,2,1.81576,2,1.81246,4,3.01828,0.494283,-0.0129996,0.0445439,0.00972168,0.046843,0.00309474,0.0448858,0.00458155,0.0461215,0.00463147,0.0471857
0.5,0.9,0.9,6002.01,1569234,-5.00121,0.0461993,976,1490,0,0.989949,2,1.84391,1,2.03985,4,3.01247,0.520907,-0.0198795,0.0554122,0.00271156,0.0472997,0.00623906,0.0479635,0.00105322,0.0514822,0.000645694,0.0434978
0.5,0.9,0.9,7002.01,1832610,-5.00124,0.0451395,1002,1603,1,0.0632456,2,1.84662,2,1.8431,4,3.05336,0.547116,-0.0297087,0.0623954,0.00701298,0.0491253,0.00596412,0.0544903,0.00857412,0.0516848,0.00194439,0.0475258
0.5,0.9,0.9,8002.01,2095793,-5.00217,0.0522177,1000,1513,1,0.0447214,2,1.83712,2,1.88388,4,3.13656,0.51908,-0.038219,0.0670361,0.00507668,0.0501594,0.00369605,0.0547693,0.00152855,0.0610925,0.0077398,0.0499331
0.5,0.9,0.9,9002.01,2359249,-5.00117,0.0517625,1002,1556,1,0.0632456,1,2.01345,2,1.76295,4,2.91616,0.574141,-0.0475528,0.0663609,0.00778585,0.0504215,0.000320564,0.0592152,-0.0031318,0.0613436,0.00371711,0.0521463
0.5,0.9,0.9,10002,2622968,-5.00488,0.054101,1003,1595,1,0.0707107,2,1.78466,1,2.04768,3,3.14674,0.487995,-0.054006,0.0718832,0.00788681,0.0497784,0.00607905,0.0590137,0.0017267,0.0686612,0.0104139,0.0556298
0.5,0.9,0.9,11002,2887037,-4.99974,0.0590357,1002,1618,1,0.0632456,2,1.80527,2,1.83657,4,3.03249,0.510261,-0.0669938,0.0827388,0.00424296,0.0540801,0.0041364,0.0753233,0.0108313,0.0720237,0.0134771,0.0721406
0.5,0.9,0.9,12002,3151154,-4.99702,0.064216,1003,1648,1,0.0707107,1,1.91599,1,1.8868,3,2.8599,0.563569,-0.0825595,0.0929768,-0.0068136,0.0582161,0.00420856,0.0786282,0.0112196,0.0793118,0.0169719,0.0753449
0.5,0.9,0.9,13002,3415101,-4.9942,0.0674622,981,1626,0,0.993479,1,1.94756,1,1.90158,3,2.93581,0.518092,-0.102177,0.0986609,-0.00718915,0.0618796,0.018238,0.0825631,0.0025589,0.0793542,0.0154959,0.0712571
0.5,0.9,0.9,14002,3680027,-4.99129,0.0665784,995,1668,0,1.00449,1,1.95985,1,1.97585,3,3.05107,0.563209,-0.114856,0.101861,-0.00117672,0.0628254,0.0288927,0.0858823,0.000185396,0.0830836,0.0180463,0.0780865
0.5,0.9,0.9,15002,3945191,-4.99235,0.0685944,1002,1571,1,0.0632456,1,1.89974,1,1.99023,3,2.92882,0.55753,-0.145076,0.101468,-0.00490081,0.0698041,0.0272648,0.0889331,-0.00172983,0.0886176,0.0158027,0.0756416
0.5,0.9,0.9,16002,4210533,-4.99248,0.069043,1004,1699,1,0.0774597,1,1.78157,1,1.86199,3,2.83108,0.548255,-0.172656,0.105174,-0.00470669,0.0732019,0.0453614,0.105425,-0.0134804,0.0918507,0.0196646,0.0787728
