dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
0.5,0.9,0.9,17002,4475832,-4.99124,0.0759219,1004,1700,1,0.1,1,1.83248,1,1.81549,3,2.74809,0.522258,-0.188906,0.0974584,-0.00386937,0.0792871,0.0659789,0.111287,-0.00907426,0.0911348,0.0232636,0.0841492
0.5,0.9,0.9,18002,4741010,-4.99282,0.0767052,1001,1762,1,0.0547723,1,1.78438,1,1.91833,3,2.85167,0.506856,-0.20493,0.0992312,-0.00696626,0.0790892,0.0764983,0.107599,-0.0189588,0.0964029,0.0233935,0.0902851
0.5,0.9,0.9,19002,5006368,-5.00326,0.0759309,1008,1756,1,0.1,1,1.73522,1,1.72163,3,2.64556,0.546656,-0.211336,0.100878,-0.00479432,0.080442,0.0646669,0.112757,-0.0238622,0.098209,0.0276337,0.0960232
0.5,0.9,0.9,20002,5271807,-5.00351,0.083518,1005,1783,1,0.083666,1,1.85365,1,1.71552,3,2.73953,0.515564,-0.237217,0.100519,-0.00866773,0.0853264,0.0807622,0.110444,-0.0284381,0.105628,0.0304569,0.102752
0.5,0.9,0.9,21002,5537121,-5.00604,0.0723556,1001,1800,1,0.083666,1,1.68404,1,1.61183,3,2.53101,0.556452,-0.261938,0.105797,0.0145309,0.0816595,0.0899022,0.114498,-0.0361801,0.100163,0.0559265,0.109979
0.5,0.9,0.9,22002,5802365,-5.00969,0.0708649,1004,1751,1,0.0774597,1,1.70147,1,1.7,3,2.51972,0.539543,-0.280915,0.0967859,0.00153462,0.0942795,0.0850136,0.126319,-0.0360478,0.101257,0.0570919,0.122108
0.5,0.9,0.9,23002,6067853,-5.00968,0.0735603,1005,1812,1,0.083666,1,1.7883,1,1.68345,3,2.64915,0.492386,-0.299482,0.0904641,0.00635066,0.0926962,0.0924349,0.136319,-0.0376038,0.0997714,0.0702861,0.128874
0.5,0.9,0.9,24002,6333372,-5.01814,0.080388,991,1792,0,0.998499,1,1.57067,1,1.55724,3,2.44213,0.559883,-0.321909,0.0898987,0.0128126,0.0978973,0.0950667,0.13358,-0.0387726,0.103337,0.0842177,0.136487
0.5,0.9,0.9,25002,6598910,-5.01706,0.086708,1008,1839,1,0.1,1,1.63463,1,1.47479,3,2.4193,0.560789,-0.335759,0.088488,0.0365418,0.0994656,0.11452,0.138116,-0.0407913,0.103651,0.0981438,0.144283
0.5,0.9,0.9,26002,6864698,-5.02198,0.094317,1007,1817,1,0.104881,1,1.65831,1,1.70675,3,2.57585,0.589279,-0.34765,0.0799105,0.0438941,0.0943457,0.138297,0.137528,-0.0529203,0.0999062,0.116807,0.149678
0.5,0.9,0.9,27002,7130245,-5.03224,0.0955757,1006,1842,1,0.0894427,1,1.56525,1,1.50997,2,2.57643,0.512236,-0.353196,0.0781708,0.0377449,0.0932952,0.148756,0.139589,-0.0630755,0.0983547,0.139215,0.138791
0.5,0.9,0.9,28002,7395816,-5.02997,0.0957424,1003,1877,1,0.0707107,1,1.56301,1,1.49231,2,2.5671,0.580598,-0.34942,0.0769949,0.0533416,0.0976141,0.146051,0.137221,-0.0544558,0.105111,0.138666,0.144151
0.5,0.9,0.9,29002,7661380,-5.03037,0.105265,1006,1915,1,0.0894427,1,1.59405,1,1.57035,3,2.48214,0.573765,-0.361584,0.0858203,0.0617178,0.0928916,0.140906,0.134405,-0.0576835,0.105177,0.143038,0.151041
