dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
0.5,0.9,0.9,0,0.00814492,19,19,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.12718,0,1,1,-0.343575,0.110846,0.144913,-0.106657,0.337779
0.5,0.9,0.9,1,0.0310551,14,14,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.97241,1,0,1,-0.295287,0.0215337,0.0568775,0.100502,-0.0958898
0.5,0.9,0.9,2,0.064099,4,4,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.051,1,0,1,-0.307597,0.0324253,0.142615,-0.0419495,0.0180118
0.5,0.9,0.9,3,0.0735026,13,13,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.24611,1,0,1,-0.427353,0.0833594,0.189267,-0.134242,0.150894
0.5,0.9,0.9,4,0.135053,16,16,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.03089,1,0,1,-0.403937,0.116899,0.386148,-0.0966551,0.0895444
0.5,0.9,0.9,5,0.162422,5,5,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.88777,1,0,1,-0.432649,-0.0183468,-0.0470313,0.0877134,0.238074
0.5,0.9,0.9,6,0.183038,2,2,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.99491,0,1,1,-0.450945,0.0444337,-0.0317882,-0.141853,0.0293247
0.5,0.9,0.9,7,0.202116,1,1,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.83132,0,1,1,-0.204215,0.130295,-0.0510124,-0.0794429,-0.149849
0.5,0.9,0.9,8,0.289125,7,7,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.90602,1,0,1,-0.279884,0.0932442,0.205182,-0.165381,0.222468
0.5,0.9,0.9,9,0.354681,15,15,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.83132,0,1,1,-0.230626,0.00077562,-0.0103717,0.0832216,0.272566
0.5,0.9,0.9,10,0.375728,17,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.12908,0,1,1,-0.310677,0.0737451,0.276696,-0.225814,0.325066
0.5,0.9,0.9,11,0.390182,6,6,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.02526,1,0,1,-0.450945,0.00342715,0.162218,-0.16744,0.168671
0.5,0.9,0.9,12,0.489432,3,3,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.95062,1,0,1,-0.311724,-0.00644223,0.214519,-0.116951,0.329839
0.5,0.9,0.9,13,0.546963,23,23,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.885,0,1,1,-0.336643,0.0586921,0.3331,-0.111099,0.255249
0.5,0.9,0.9,14,0.561625,18,18,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.08751,0,1,1,-0.372235,0.116899,0.155267,-0.0782863,0.287566
0.5,0.9,0.9,15,0.563097,10,10,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.94837,1,0,1,-0.307597,0.0994036,0.150744,-0.141853,0.136643
0.5,0.9,0.9,16,0.611939,8,8,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.04057,0,1,1,-0.258498,-0.179018,-0.133704,0.213862,-0.0231698
0.5,0.9,0.9,17,0.662011,20,20,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.96684,0,1,1,-0.295287,0.103014,0.211424,0.100502,0.223422
0.5,0.9,0.9,18,0.71954,22,22,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.02455,0,1,1,-0.347288,0.120092,0.155267,-0.0966551,0.337176
0.5,0.9,0.9,19,0.812144,11,11,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.07213,0,1,1,-0.427353,0.100256,0.303133,-0.148003,0.250204
0.5,0.9,0.9,20,0.829009,9,9,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.05326,0,1,1,-0.40987,0.0907932,0.166795,-0.124498,0.0896131
0.5,0.9,0.9,21,0.943715,12,12,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.06681,0,1,1,-0.529632,0.014708,0.13881,0.0816886,0.092168
0.5,0.9,0.9,22,0.95278,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.22114,0,1,1,-0.279181,-0.00870264,0.166795,0.00174521,0.0099866
0.5,0.9,0.9,23,0.957904,21,21,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.07213,0,1,1,-0.36256,0.100256,0.303133,0.0877134,0.255249
0.5,0.9,0.9,24,0.99528,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.04213,1,0,1,-0.421143,0.120488,0.164652,-0.0463107,0.101098
0.5,0.9,0.9,25,2.13505,16,16,-1,-1,1,-1,1,1,1,0,1,1,0,0,2.13505,-5.03089,1,0,0,-0.403937,0.116899,0.386148,-0.0966551,0.0895444
0.5,0.9,0.9,26,2.82901,9,9,-1,-1,1,-1,1,1,1,0,0,1,0,0,2.82901,-5.05326,0,1,0,-0.40987,0.0907932,0.166795,-0.124498,0.0896131
