dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,0.95,0.95,1000,262881,-4.9998,0.0231172,980,4426,0,1.00797,1,1.31415,1,1.32552,2,2.17486,0.567655,-0.00108621,0.0179888,0.000343462,0.0185973,-0.000765775,0.0265705,0.00229054,0.0219687,-0.000698184,0.0205372
80,0.95,0.95,2000,526549,-4.99957,0.0366384,994,4518,0,1.02078,1,1.27161,1,1.26491,2,2.05548,0.59646,0.00289686,0.026598,0.00201817,0.0263498,0.00171073,0.0348235,0.00560477,0.0322852,0.00417361,0.0298969
80,0.95,0.95,3000,790186,-4.99969,0.0363737,984,4455,0,1.01094,1,1.30537,1,1.28608,2,2.13073,0.534701,-0.000427456,0.0284276,0.000513353,0.0380144,0.00549714,0.0397643,0.0038209,0.0411288,0.00152174,0.0375221
80,0.95,0.95,4000,1053708,-4.9974,0.0405978,988,4509,0,1.0139,1,1.37405,1,1.35425,2,2.2821,0.580888,0.00128313,0.0368692,-0.00477404,0.0426101,0.00444564,0.0465498,0.00471081,0.0438968,0.0024516,0.0411507
80,0.95,0.95,5000,1316808,-4.99762,0.0464554,991,4549,0,1.01735,1,1.249,1,1.34425,2,2.17141,0.556328,-0.00211069,0.0388069,-0.00519813,0.0470204,-0.00350024,0.0470191,0.00399237,0.048959,-0.000477294,0.0473587
80,0.95,0.95,6000,1580588,-4.99452,0.052887,987,4544,0,1.00846,1,1.2518,1,1.27671,2,2.08255,0.544609,-0.00362236,0.0398457,-0.0107787,0.0609339,-0.00237354,0.0521778,0.0149055,0.0570112,-0.000528539,0.0515039
80,0.95,0.95,7000,1843377,-4.99726,0.0494831,982,4591,0,1.00896,1,1.28062,1,1.21532,2,2.03396,0.572959,-0.00957306,0.0488992,-0.0032516,0.0618292,-0.00218581,0.055582,0.0164633,0.0601754,-0.00172389,0.0554253
80,0.95,0.95,8000,2106788,-5.00547,0.0639368,980,4626,0,1.01193,1,1.29615,1,1.26531,2,2.06422,0.560752,-0.00684326,0.0580386,-0.00517692,0.0594483,0.00252284,0.0613115,0.0143872,0.0665127,-0.00624223,0.0564182
80,0.95,0.95,9002,2372065,-5.00056,0.0690415,1024,4661,1,0.167332,1,1.31149,1,1.27554,2,2.11731,0.566472,0.00281587,0.0540378,-0.00760804,0.0587189,0.00221171,0.0603119,0.024909,0.0668239,-0.000216861,0.0566694
80,0.95,0.95,10002,2635607,-4.99122,0.0640686,1016,4592,1,0.134164,1,1.23976,1,1.31567,2,2.12415,0.591426,0.00677909,0.06186,-0.013458,0.0607229,0.00632552,0.0645619,0.0180027,0.0659625,-0.00611251,0.0685179
