dBroodingTime,dForagingTime,dDeathTime,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta1,beta2,beta3,beta4,beta5
20,20,12,0,0.00362506,21,21,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5,1,0,1,0,-0.0471542,0,0,0
20,20,12,1,0.0663802,18,18,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5,1,0,1,0.0247125,0.0563304,0,0,-0.0441822
20,20,12,2,0.0792495,5,5,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.01511,0,1,1,0,0.0594563,0,0,0
20,20,12,3,0.0978297,9,9,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.12112,0,1,1,0,0,0.00787873,0.0448277,-0.152438
20,20,12,4,0.11738,19,19,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.93584,0,1,1,-0.0240427,0,0,0,0
20,20,12,5,0.151722,7,7,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5,1,0,1,0,0,0.0466531,0,-0.0649732
20,20,12,6,0.308356,6,6,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5,1,0,1,0,0.0610707,-0.0155771,0.0618184,-0.0196144
20,20,12,7,0.427084,22,22,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5,1,0,1,0.000842453,-0.22784,0.036941,0,0
20,20,12,8,0.46428,23,23,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.04967,1,0,1,0,0,0,0,0
20,20,12,9,0.556734,13,13,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5,0,1,1,0,0,0.0184504,0,0.0271259
20,20,12,10,0.611306,8,8,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5,1,0,1,0,0,0.0314935,0,0
20,20,12,11,0.624234,17,17,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.03011,0,1,1,-0.0223787,-0.0391068,-0.00611736,0,0
20,20,12,12,0.676277,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.97765,0,1,1,0,0,-0.0703403,0,-0.00314242
20,20,12,13,0.683602,2,2,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.00841,0,1,1,0,0,0,0,-0.149204
20,20,12,14,0.717333,10,10,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5,1,0,1,0,0,0,0,0.0195514
20,20,12,15,0.768925,16,16,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.94557,0,1,1,0.00284572,0,0,0.0615015,0
20,20,12,16,0.772846,14,14,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.9745,1,0,1,-0.0447683,-0.0134166,0,-0.0451611,-0.0434075
20,20,12,17,0.794189,4,4,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.12112,0,1,1,-0.052215,0.0119317,0,0,0.0551142
20,20,12,18,0.79892,15,15,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.94849,0,1,1,0,0.0610707,0.0569302,0,0
20,20,12,19,0.830596,12,12,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.96092,1,0,1,3.30964e-05,0.0624191,-0.0200167,0.10727,0
20,20,12,20,0.843045,3,3,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.0055,0,1,1,0.00217826,-0.0362242,0,0,0
20,20,12,21,0.893699,1,1,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5,0,1,1,0.00284572,0,0,0.0873723,0
20,20,12,22,0.907817,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5,0,1,1,0,0,0,0,0
