dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_choices,num_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,num_femlarva,num_malelarva,num_adults,beta0,beta1,beta2,beta3,beta4
80,0.9,0.9,0,0.00688284,6,6,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.8745,1,0,1,0.131753,0.0290344,0.071323,-0.0278585,-0.0224262
80,0.9,0.9,1,0.0588501,13,13,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.01914,0,1,1,0.00182382,0.0396984,-0.0550552,-0.0650656,-0.42041
80,0.9,0.9,2,0.0651361,9,9,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.95596,1,0,1,-0.109894,-0.0365294,0.254278,-0.0406125,-0.0470147
80,0.9,0.9,3,0.145494,0,0,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.91513,1,0,1,-0.0407989,-0.0877387,0.0373739,0.101848,-0.0724515
80,0.9,0.9,4,0.189465,21,21,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.88979,1,0,1,0.0903442,0.0395445,0.0432273,0.101027,-0.171046
80,0.9,0.9,5,0.210976,10,10,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.9934,0,1,1,-0.0175896,-0.0543377,0.254278,-0.0291274,-0.0470147
80,0.9,0.9,6,0.236963,15,15,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.83239,1,0,1,-0.0535735,0.0034191,0.00744697,0.0562006,0.156239
80,0.9,0.9,7,0.281872,23,23,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.1167,0,1,1,-0.0105015,0.0290597,-0.00926467,-0.118703,-0.273889
80,0.9,0.9,8,0.293161,16,16,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.15548,1,0,1,-0.0810705,0.0279421,-0.0555798,0.0272168,-0.0993735
80,0.9,0.9,9,0.309367,8,8,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-5.17744,1,0,1,0.127485,-0.144977,0.105988,-0.0193732,-0.00714516
80,0.9,0.9,10,0.346501,22,22,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.86728,1,0,1,-0.00119499,-0.118743,-0.0515902,0.0306922,-0.107905
80,0.9,0.9,11,0.371576,12,12,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.8863,0,1,1,0.0072354,-0.041452,0.367385,0.0886467,0.0455182
80,0.9,0.9,12,0.386068,14,14,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.18099,1,0,1,0.0788601,-0.019299,0.0158825,0.0886467,-0.00353974
80,0.9,0.9,13,0.437044,24,24,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.83996,0,1,1,0.0846045,0.0396984,-0.0550552,-0.0650656,-0.369651
80,0.9,0.9,14,0.470306,20,20,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-4.89928,0,1,1,-0.0814576,-0.0464457,-0.0712879,0.0358932,-0.182602
80,0.9,0.9,15,0.5186,11,11,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-4.97014,1,0,1,0.313913,-0.117649,0.0544243,0.00692382,0.0412597
80,0.9,0.9,16,0.521661,4,4,-1,-1,1,-1,0,1,0,0,0,0,0,1,-1,-5.04945,0,1,1,0.0515057,-0.0989209,0.070083,0.0488938,0.0582512
